ZINC01174928	O=Cc1ccc(OCc2ccc(C(=O)[O-])cc2)c(I)c1
ZINC04966463	Cc1cc2nc(C3CC[NH+](CC(=O)N4C(C)CCCC4C)CC3)[nH]c2cc1C
ZINC05554553	COc1cc2c3c(c1OC)-c1[nH]c4ccccc4c1C1CCC[NH+](CC2)C31
ZINC05554556	COc1cc2c3c(c1OC)-c1[nH]c4ccccc4c1C1CCC[NH+](CC2)C31
ZINC01564842	c1cc2cc3c(cc2cc1CC1[NH2+]CCc2cc4c(cc21)OCO4)OCO3
ZINC07049430	C[NH+](Cc1nc2c(oc3ccccc32)c(=O)[nH]1)C1CCCc2ccccc21
ZINC08974376	Cc1cccc(-n2c(S)nc(=O)c3c2NC[NH+](C(C)c2ccccc2)C3)c1C
ZINC09477449	O=c1[nH]c(C[NH+]2CCCC(c3nc4ccccc4s3)C2)nc2ccc(Cl)cc12
ZINC09516736	Cc1cccc2c(=O)[nH]c(C[NH+]3CCCC3c3nc4ccccc4s3)nc12
ZINC12386475	CC1(C)Cc2c(cnn2-c2cccc(F)c2)C([NH2+]C2CCSCC2)C1
ZINC12318100	c1ccc(C2c3[nH]c4ccccc4c3CC[NH+]2Cc2ccc3c(c2)OCO3)nc1
ZINC12593560	O=C1NCC[NH+](C2Cc3ccccc3C2)C1CC(=O)N1CCc2ccccc2C1
ZINC12306843	Fc1ccc(F)c(C2c3[nH]c4ccccc4c3CC[NH+]2Cc2cccnc2)c1
ZINC12308582	Cc1cccc(C2c3[nH]c4ccccc4c3CC[NH+]2Cc2ccsc2)n1
ZINC14974122	Cc1ccc(C[NH+]2CCOc3c(O)cc(-c4nc5ccccc5s4)cc3C2)o1
ZINC15001629	Oc1cc(-c2ccccn2)cc2c1OCC[NH+](Cc1c(F)cccc1Cl)C2
ZINC19327000	Fc1ccccc1N1CCN(C2NC=[NH+]c3sc4c(c32)CCCC4)CC1
ZINC20534690	Cc1ncc2c(c1-c1noc(C3(c4ccc(Cl)cc4)CC3)n1)CC[NH2+]C2
ZINC23865850	Oc1ccc2cc(Br)ccc2c1CN1CCN(c2cccc[nH+]2)CC1
ZINC05286723	Oc1c(Br)cc(Br)cc1/C=[NH+]/CC1CCCO1
ZINC36266288	CC1CC2C[NH2+]CC2N1S(=O)(=O)c1ccc(I)cc1
ZINC36301521	Clc1ccc(-c2nc3cc4c(cc3n2C2CC[NH2+]CC2)OCCO4)cc1
ZINC36740075	OC1CCCN(c2ncc3c(n2)CC2CCC3[NH+]2Cc2cccc(F)c2F)C1
ZINC37247474	Cc1[nH+]c2ccccn2c1CNc1ccc(I)cc1
ZINC36276588	Brc1ccc2nc(-c3cccs3)c(CN3CCC[NH2+]CC3)n2c1
ZINC38789459	O=C1[NH+]=c2cc3c(cc2=CC1CNc1cccc2ccccc12)OCCO3
ZINC38981394	CC1(C)CC2=C(C3=c4ccccc4=[NH+]C3C(C(F)(F)F)=N2)C(NC=O)C1
ZINC39243200	N#C/C(=C\C1=c2ccccc2=[NH+]C1)C(=O)Nc1ccccc1Br
ZINC39709552	O=C(/[NH+]=C1\C=CC2=[NH+]C(c3cccnc3)[N-]C2=C1)C12CC3CC(CC(C3)C1)C2
ZINC41531517	CC(C)n1c(NC2CC[NH+](C)CC2)nc2sc3c(c2c1=O)CCCC3
ZINC43161490	O=C(Nc1cccc2cnccc12)N1CCC[NH+](Cc2cccs2)CC1
ZINC50359157	Brc1cc(C[NH2+]C2CCCc3occc32)oc1Br
ZINC50359330	CC[NH2+]C1CCCc2nc(-c3cc(Br)c(Br)o3)ncc21
ZINC12784492	CC1CC[NH+](Cc2cs/c(=N\C(=O)c3ccc4ncsc4c3)[nH]2)CC1
ZINC52585520	O=C(C1=c2ccc(C#Cc3ccccc3)cc2=[NH+]C1)C1CSC(c2cccnc2)N1
ZINC61861988	C[NH2+]C(c1ccc(Br)cn1)c1cc2c(cc1Br)OCCO2
ZINC63084513	Ic1ccc(-c2nc(CC3CCC[NH2+]C3)no2)cc1
ZINC63151006	COc1ccc2c(c1)=CC(C(=O)Nc1ccc(Br)c(C)n1)[NH+]=2
ZINC63234650	C=CCN1C(=O)C2CC3=c4ccccc4=[NH+]C3C(c3ccc(O)cc3)N2C1=S
ZINC63270872	O=C(CCC1=c2ccccc2=[NH+]C1)N1CCC2NC3C(Br)=CC=CC3=C2C1
ZINC63271652	COc1cccc2c1=CC(C(=O)N1CCC3Nc4c(Br)cccc4C3C1)[NH+]=2
ZINC63293850	Brc1ccccc1C1Nn2c(nnc2C2C=c3ccccc3=[NH+]2)S1
ZINC63494420	Cc1ccc2c(c1)=C1SC(C(=O)NCc3ccc(Cl)cc3)C=C1C(=O)[NH+]=2
ZINC63930851	CC1N=C(c2ccc(NC(=O)C3=c4cc(Br)ccc4=[NH+]C3)cc2)CS1
ZINC64040526	CSc1ccc(C2C3[NH+]=c4ccccc4=C3CCN2C(=O)C2C=C(C)N(C)N2)cc1
ZINC64066855	Oc1cccc(C2C3[NH+]=c4ccccc4=C3CCN2Cc2cccc3nccnc23)c1
ZINC23338688	Cc1c[nH]c(CN2CCc3c([nH]c4ccccc34)C2c2cc(F)ccc2F)[nH+]1
ZINC64143554	Oc1cccc(C2C3[NH+]=c4ccccc4=C3CCN2Cc2cccs2)c1
ZINC64213530	O=C(CC1=c2ccccc2=[NH+]C1)Nc1ccccc1I
ZINC66159902	O=C(Nc1ccccc1N1CCc2sccc2C1)N1CCC([NH+]2CCCC2)C1
ZINC66179773	CC1CCC([NH+]2CCC(N(C)C(=O)NC3CCCc4occc43)CC2)CC1
ZINC03185008	N#CC(C#N)=C1C=C2C=C([NH+]3CCN(c4ccccc4)CC3)CCC2CC1
ZINC02440503	CC(C)[NH+]1CN(c2nc3ccccc3s2)CN(c2nc3ccccc3s2)C1
ZINC04812039	C[NH+]1CCC2(CC1)Oc1ccccc1C1CC(c3ccc(Oc4ccccc4)cc3)=NN12
ZINC05244079	c1ccc(-c2nn3c(C[NH+]4CCCCCC4)nnc3c3ccccc23)cc1
ZINC05604969	Oc1ccc2ccccc2c1/C=C\c1ccc2c(ccc3ccccc32)[o+]1
ZINC08075979	Cc1cccn2c(=O)cc(C[NH+]3CCCCC3c3nc4ccccc4s3)nc12
ZINC08126235	C[NH+](Cc1cc(=O)n2cc(Br)ccc2n1)C1CCCc2ccccc21
ZINC08178097	C[NH+]1CCCN(c2nc(-c3cccnc3)nc3scc(-c4ccccc4)c23)CC1
ZINC03833059	Cn1c2ccccc2n2cc(C[NH+](C)C34CC5CC(CC(C5)C3)C4)nc12
ZINC09310527	Brc1cc(Br)c2c(c1)C=C1CCCCC1([NH+]1CCOCC1)O2
ZINC13086573	Cc1cccc2cc3c(nc12)OCC[NH+](Cc1ccc(Cl)cc1)C3
ZINC15067996	Cc1cc2nc(N3CCC([NH+]4CCC(c5ccncc5)CC4)CC3)nc(C)c2cc1C
ZINC15771407	c1ccc2c(C(n3nnc4ccccc43)[NH+]3CCCCC3)cccc2c1
ZINC01642010	COc1ccc(C2c3cc4c(cc3OC([NH+]3CCCCC3)C2C)OCO4)cc1
ZINC03894768	O=[N+]([O-])c1ccc(C2C3C(c4ccccc4)=NC4(CCCCC4)[NH+]32)cc1
ZINC19370428	CC1CCCCC1[NH+]1CCN(Cc2cccc(Br)c2)CC1
ZINC21540626	Cc1nn(-c2ccc(Cl)cc2)c2c1C(c1ccccn1)N1C(=[NH+]2)C=Cc2ccccc21
ZINC25578939	Clc1ccc2c(c1)SCc1ccccc1/C2=C/C[NH+]1CCN(c2ncccn2)CC1
ZINC35047147	Clc1ccc2c(c1)C([NH2+]Cc1ccc(Br)cc1)CCS2
ZINC35462503	C[NH2+]C(c1ccc(Br)cc1)c1ccc(I)cc1
ZINC35467675	C[NH2+]C(c1ccccc1I)c1c(C)c(C)c(C)c(C)c1C
ZINC35489425	C[NH2+]C(c1cc(C)ccc1C)c1cc(Br)ccc1Cl
ZINC35497980	C[NH2+]C(c1ccc(Cl)s1)c1cc(Br)ccc1Cl
ZINC35498077	C[NH2+]C(c1ccc(I)cc1)c1ccc(Cl)s1
ZINC35498132	C[NH2+]C(c1ccc(Cl)s1)c1ccccc1I
ZINC35501819	C[NH2+]C(c1cc(Cl)ccc1Cl)c1cc(Br)ccc1Cl
ZINC35502323	C[NH2+]C(c1cc(Cl)cc(Cl)c1)c1cc(Cl)sc1Cl
ZINC35502776	C[NH2+]C(c1ccc(Cl)cc1F)c1cc(Br)sc1Br
ZINC37229830	CC([NH2+]C1CCc2ccccc21)c1ccc(I)cc1
ZINC37302940	CC([NH2+]C1CCSc2ccc(Cl)cc21)c1sccc1Br
ZINC38975328	CC(C)(C)c1ccc(-c2nc(C3C=c4ccccc4=[NH+]C3=O)no2)cc1
ZINC39443857	O=C1[NH+]=c2ccc(Cl)cc2=C(c2ccccc2)C1Sc1nc2ccccc2s1
ZINC39707714	O=C1N=C(C[NH+]2CCCC3(CCCCC3)C2)N=C2c3ccccc3CC3(CCCCC3)C12
ZINC39708060	Cc1ccc2c(c1)=C1N=NC(SCc3ccccc3Cl)=NC1[NH+]=2
ZINC39962468	CC1=c2cc3c(cc2=[NH+]C(=O)C1Sc1nc2ccccc2s1)OCO3
ZINC40236437	C[NH2+]C(c1ccc(Br)s1)c1cc2c(s1)CCCC2
ZINC40236633	C[NH2+]C(c1ccc(Br)s1)c1ccc(Cl)cc1Cl
ZINC42581716	C[NH2+]C(C)c1ccc(-c2cc(Br)ccc2Br)s1
ZINC43576731	C[NH2+]C(c1ccc(Br)c(F)c1)c1cc(Cl)sc1Cl
ZINC44538416	CC(Cl)c1nc2cc(Br)ccc2n1CC1CCC[NH+](C)C1
ZINC13812825	Cc1ccc(C2=Nc3[nH+]c4ccccc4n3C(c3ccccc3F)C2)cc1C
ZINC63318904	O=C1c2c(Cl)c(Cl)c(Cl)c(Cl)c2C(=O)N1CCC1=c2ccccc2=[NH+]C1
ZINC63395760	Cc1ccc(C2N=[NH+]C(=S)N2/N=C/c2c3ccccc3cc3ccccc23)cc1
ZINC63494255	Cc1ccc2c(c1)=C1SC(C(=O)N(C)c3ccc(Br)cc3)C=C1C(=O)[NH+]=2
ZINC63624996	Cc1ccc(C2C3[NH+]=c4ccccc4=C3CCN2S(=O)(=O)c2cccc(Cl)c2)cc1
ZINC38984627	Fc1ccccc1C1N=[NH+]C(=S)N1/N=C/c1cccc2ccccc12
ZINC64043999	CSCC(=O)N1CCC2=c3ccccc3=[NH+]C2C1c1c(F)cccc1Cl
ZINC38999827	S=C1[NH+]=NC(c2ccccc2Br)N1/N=C/c1cccc(Cl)c1Cl
ZINC64609984	Fc1ccccc1C1C2[NH+]=c3ccccc3=C2CCN1Cc1ccco1
ZINC64647930	CSc1ccc(C2C3=Nc4ccccc4C3CCN2C(=O)C2C=c3ccccc3=[NH+]2)cc1
ZINC00724047	CCC(C)(C)C1CCc2sc3ncnc(N4CC[NH+](C)CC4)c3c2C1
ZINC00710328	C/C(=N/N1CC[NH+](C2c3ccccc3-c3ccccc32)CC1)c1cccs1
ZINC04860339	CC(C)[NH+]1CCC2(CC1)Oc1ccccc1C1CC(c3cccc4ccccc34)=NN12
ZINC05235667	Cc1c2c(cc3c4c(c(=O)oc13)CCC4)C[NH+](Cc1ccc(Cl)cc1)CO2
ZINC01593472	CC(=O)OC1c2c(ccc3ccccc23)CCC1[NH+]1CCc2ccccc2C1
ZINC05699085	CC(=O)OC1c2c(ccc3ccccc23)CCC1[NH+]1CCc2ccccc2C1
ZINC02491771	Cc1ccc(S(=O)(=O)N2CC3c4ccccc4CC[NH+]3C2c2ccccc2)cc1
ZINC01472991	CC1CCc2sc3ncnc(N4CC[NH+](Cc5ccc(F)cc5)CC4)c3c2C1
ZINC00978754	CN(C)c1ccc2c([nH+]1)CC(c1ccccc1)c1cnn(-c3ccccc3)c1-2
ZINC12592962	CSc1ccc(C2CC3CN(C4Cc5ccccc5C4)C(=O)C34CCC[NH+]24)cc1
ZINC12655249	CC1CCCC2(C)CC3OC(=O)C(C[NH+]4CC5(C)CC4CC(C)(C)C5)C3C=C12
ZINC01625576	CC(Cn1c2c3ccccc3ccc2c2oc(=O)c3ccccc3c21)[NH+](C)C
ZINC20271319	Cc1cc2nc(N3CCC[NH+](C4Cc5ccccc5C4)CC3)nc(C)c2cc1C
ZINC30946756	O=C(C1CCC[NH+](Cc2c(Cl)cccc2Cl)C1)N1CCCc2ccccc21
ZINC34750257	Cc1ccc(C[NH+]2CCN(c3ncnc4sc5c(c34)CCCC5)CC2)c(C)c1
ZINC36348659	Cc1ccccc1C[NH+]1CCCn2cccc2C1c1ccc(F)c(F)c1
ZINC37523105	Fc1cccc(F)c1C[NH+]1CCCn2cccc2C1c1ccc(Cl)c(Cl)c1
ZINC05557892	C[NH+]1CCN(C(=S)c2ccc(-c3cccc(Cl)c3Cl)o2)CC1
ZINC38574038	CC1=NC2=C(/C(=N/N(C)c3ccccc3)CC(C)(C)C2)C2[NH+]=c3ccccc3=C12
ZINC38938577	O=C1[NH+]=c2ccccc2=C(c2ccccc2)C1Sc1nc2ccccc2s1
ZINC38984929	S=C1[NH+]=NC(c2ccccc2Cl)N1/N=C/c1cccc(Cl)c1Cl
ZINC38989810	Fc1ccc(C2N=[NH+]C(=S)N2/N=C/c2ccccc2Br)cc1
ZINC38994621	Cc1cccc(C2N=[NH+]C(=S)N2/N=C/c2cccc(Cl)c2Cl)c1
ZINC38999664	Fc1ccc(Br)cc1/C=N/N1C(=S)[NH+]=NC1c1ccccc1F
ZINC39226887	O=C1CC2(CC[NH+](Cc3ccc(Cl)s3)CC2)Oc2ccc3ccccc3c21
ZINC39299624	Brc1ccc(C2=CC(c3ccc(Br)cc3)[NH+]=N2)cc1
ZINC39372303	Brc1ccc(CSC2=NC3[NH+]=c4ccccc4=C3N=N2)cc1
ZINC39708063	Cc1ccc2c(c1)=C1N=NC(SCc3ccc(Cl)c(Cl)c3)=NC1[NH+]=2
ZINC43641719	O=C1N(C2Cc3ccccc3C2)CC2CC(C#Cc3ccccc3)[NH+]3CCCC123
ZINC63294375	O=C(COc1ccc(Cl)cc1)N1CCC2[NH+]=c3c(Br)cccc3=C2C1
ZINC00978709	CCOc1ccc(/N=C2\CCCc3c2[nH]c2ccc(Br)cc32)cc1
ZINC63395750	Cc1ccc(C2N=[NH+]C(=S)N2/N=C/c2ccc(Cl)cc2Cl)cc1
ZINC63530288	O=C(C1[NH+]=c2ccccc2=C1Sc1ccc(Cl)cc1)N1CCc2ccccc2C1
ZINC63569246	Cc1ccccc1C(=O)N1CCC2=c3ccccc3=[NH+]C2C1c1ccc(Cl)cc1
ZINC63624957	Cc1ccc(C2C3[NH+]=c4ccccc4=C3CCN2S(=O)(=O)c2ccc(C)cc2)cc1
ZINC63697516	CSc1ccc(C2C3[NH+]=c4ccccc4=C3CCN2C(=O)c2ccco2)cc1
ZINC63730011	CC1=NC2C=CC(C3N=[NH+]C(=S)N3c3cccc(Cl)c3C)=CC2=C1C
ZINC63730023	CC1=NC2C=CC(C3N=[NH+]C(=S)N3c3cccc(Cl)c3C)=CC2=C1C
ZINC38989809	Fc1ccc(C2N=[NH+]C(=S)N2/N=C/c2ccccc2Br)cc1
ZINC38990312	Fc1ccccc1/C=N/N1C(=S)[NH+]=NC1c1ccc(Cl)cc1Cl
ZINC64014976	Cc1ccccc1C1C2[NH+]=c3ccccc3=C2CCN1C(=O)C1=CCCCC1
ZINC39006952	Cc1ccccc1C1N=[NH+]C(=S)N1/N=C/c1ccc(Br)s1
ZINC39012014	S=C1[NH+]=NC(c2cccc(Cl)c2)N1/N=C/c1ccc(Br)s1
ZINC39012128	S=C1[NH+]=NC(c2cccc(Cl)c2)N1/N=C/c1cccc(Br)c1
ZINC39016124	S=C1[NH+]=NC(c2ccccc2Cl)N1/N=C/c1cccc(Br)c1
ZINC39461517	CC(C)(C)C1C2=Nc3ccccc3C2CCN1CC1C=c2ccccc2=[NH+]C1=O
ZINC64609894	Fc1cccc(Cl)c1C1C2[NH+]=c3ccccc3=C2CCN1Cc1cccnc1
ZINC64622467	CSc1ccc(C2C3[NH+]=c4ccccc4=C3CCN2C(=O)C2=CCCCC2)cc1
ZINC67206681	Cc1ccccc1-c1nc(C(=O)N2CC([NH+](C)C)Cc3ccccc32)cs1
ZINC04147775	O=C1C(c2ccccc2)C(c2ccco2)[NH2+]C(c2ccco2)C1c1ccccc1
ZINC00727551	OC(Cn1c2ccc(Br)cc2c2cc(Br)ccc21)C[NH+]1CCCC1
ZINC08601870	Oc1c(C(c2ccc(Cl)cc2Cl)[NH+]2CCCC2)sc2nc(-c3ccco3)nn12
ZINC09233369	Cc1ccc(C(=O)C2C(c3ccccc3)C3CSC[NH+]3C23C(=O)Nc2ccccc23)cc1
ZINC09530993	Cc1cc(O)c(C[NH+]2CCCC(C)C2)c2c1C(=O)/C(=C/c1cc3ccccc3o1)O2
ZINC12052783	O=c1c(C[NH+]2CCc3c([nH]c4ccccc34)C2c2ccccc2F)coc2ccccc12
ZINC12758957	O=C(C[NH+]1CCc2sccc2C1c1ccccc1)Nc1ccccc1I
ZINC20616540	O=C(Nc1nccs1)c1cc2cc(Br)ccc2o/c1=[NH+]\c1ccc(Cl)cc1
ZINC02918743	O=[N+]([O-])c1cccc(C2CC(c3ccccc3F)n3c([nH+]c4ccccc43)N2)c1
ZINC21337457	S=C1N(c2ccccc2Cl)C([NH2+]C2CCCCC2)=C(N2CCOCC2)C12CCCCC2
ZINC22294023	CC1CC(C)C[NH+](Cc2csc(NC(=O)c3cc(Br)ccc3Cl)n2)C1
ZINC23908409	O=C(/N=c1\[nH]c2c(s1)C[NH+](Cc1ccccc1)CC2)c1cc2c(s1)CCC2
ZINC26895782	c1ccc(CSC2=[NH+]C3=C(C(N4CCOCC4)N2)C2(CCCC2)Cc2ccccc23)cc1
ZINC28121161	CC(C)c1oc2c(C[NH+](C)C)c(O)ccc2c(=O)c1-c1nc2ccccc2s1
ZINC35790345	Oc1ccc(Cl)cc1C[NH+]1CCCn2cccc2C1c1ccc(Cl)c(Cl)c1
ZINC36348462	Cc1ccc(O)c(C[NH+]2CCCn3cccc3C2c2cc([N+](=O)[O-])ccc2Cl)c1
ZINC04324523	Cc1cccc(Cl)c1NC(=O)N1CCN(c2cc[nH+]c3cc(Cl)ccc23)CC1
ZINC07699119	CC(C)(C)C1CCCC2=C1[NH+]=C1N=CNN1C2c1ccc(-c2ccccc2)cc1
ZINC38564787	Cc1ccc(CNC(=O)C2=CC3=c4ccccc4=[NH+]C3C(c3ccc(C)cc3)=N2)cc1
ZINC38564838	O=C(NC1CCCCCCC1)C1=CC2=c3ccccc3=[NH+]C2C(c2ccc3c(c2)OCO3)=N1
ZINC38935781	O=C(/N=C1/N=NC(c2ccc(Cl)cc2Cl)S1)Nc1ccc(Cl)cc1Cl
ZINC38802773	O=C1N=C([N-]c2cccc(Cl)c2Cl)S/C1=C\C1=c2ccccc2=[NH+]C1
ZINC39227703	Cc1ccc(CNC(=O)c2ccc(-c3ccc4c(c3)CCC3(CC[NH+](C)CC3)O4)cc2)o1
ZINC39357491	CC1CC2=CCCC(C)(C)C2CC1/C=N/NC1=NC2[NH+]=c3ccccc3=C2N=[NH+]1
ZINC39388328	CC1(C2CC[NH+](CC3=CCC4CC3C4(C)C)CC2)NC(=O)N(C2Cc3ccccc3C2)C1=O
ZINC39935684	O=C1[NH+]=c2ccccc2=C(c2ccccc2)C1Sc1nc(-c2ccccc2)n[nH]1
ZINC41152533	C[NH+]1CCN(c2nc(Nc3cc(Cl)ccc3Cl)nc3ccccc23)CC1
ZINC22914909	Cc1oc(-c2ccccc2)nc1C(=O)Nc1nc2c(s1)C[NH+](Cc1ccccc1)CC2
ZINC05460746	Clc1cccc(C2CC(c3ccccc3)Nc3[nH+]c4ccccc4n32)c1Cl
ZINC54627867	CC[NH2+]C1CC2CCC(C1)N2c1c(Cl)cc(Br)cc1Cl
ZINC18266714	O=C1CC(c2ccccc2)CC2=C1C(c1cccs1)n1c([nH+]c3ccccc31)N2
ZINC05800910	Fc1ccccc1/[NH+]=c1\oc2ccc(Br)cc2cc1-c1nc2ccccc2[nH]1
ZINC15930321	O=C1/C(=C\NC2CCCCC2)C(c2ccccc2)=NN1c1nc2ccccc2s1
ZINC41511528	Cc1cc(O)c(C[NH+]2CCCCC2C)c2c1C(=O)/C(=C/c1cc(Cl)cc3c1OCOC3)O2
ZINC41512216	CCc1ccc(/C=C2/Oc3c(C[NH+]4CCCC(C)C4)c(O)cc(C)c3C2=O)cc1
ZINC41515159	Cc1cc(O)c(C[NH+]2CC(C)CC(C)C2)c2c1C(=O)/C(=C\c1cccs1)O2
ZINC41583742	CC1CC(C)C[NH+](Cc2c(O)ccc3c2O/C(=C/c2c(Cl)cccc2Cl)C3=O)C1
ZINC63491689	O=C(NC1CCCCC1)N1CCC2=c3ccccc3=[NH+]C2C1c1ccccc1F
ZINC63572926	Cc1ccc(CNC(=O)N2CCC3=c4cc(Cl)ccc4=[NH+]C3C2c2ccc(C)cc2)cc1
ZINC38971837	Cc1ccc(C)c(S(=O)(=O)/N=C2\N=c3ccccc3=[NH+]C2Nc2cccc(Cl)c2)c1
ZINC63780579	O=[N+]([O-])c1cccc(C2NCC(c3ccccc3Cl)C3=c4ccccc4=[NH+]C32)c1
ZINC35427406	CCCNC(=O)N1Cc2c(sc3c2CC[NH+](CC)C3)-n2cccc2C1c1ccc(C)cc1
ZINC64835093	Cc1ccc(-c2noc3c(Nc4ccc([NH+]5CCC(C)CC5)cc4)ncnc23)cc1
ZINC67292520	Cc1ccc(Cl)cc1/[NH+]=c1\oc2ccc(Br)cc2cc1C(=O)NCC1CCCO1
ZINC67293096	Cc1ccc(F)c(/[NH+]=c2\oc3ccc(Cl)cc3cc2C(=O)NCC2CCCO2)c1
ZINC67294953	O=C(Nc1nccs1)c1cc2cc(Cl)ccc2o/c1=[NH+]\c1ccc(F)c(F)c1
ZINC67296016	CC(C)c1ccc(/[NH+]=c2\oc3ccccc3cc2C(=O)Nc2nccs2)cc1
ZINC67296369	Cc1ccc(Cl)cc1/[NH+]=c1\oc2ccccc2cc1C(=O)Nc1ccccn1
ZINC67296622	Cc1ccc(NC(=O)c2cc3ccccc3o/c2=[NH+]\c2ccc(C)c(Cl)c2)nc1
ZINC02972905	Cc1ccccc1NC(=O)c1c[nH]c(=O)n(-c2ccccc2)c1=O
ZINC04702338	N#Cc1ccccc1Cn1cc(/C=C2\NC(=O)NC2=O)c2ccccc21
ZINC05646647	O=c1nc(N/N=C/c2c(Cl)ccc(Cl)c2Cl)cn[nH]1
ZINC03167394	NS(=O)(=O)c1ccc(-n2nncc2-c2ccc(Cl)cc2)cc1
ZINC08710575	NC(=O)C1CN(C(=O)CN2CCCc3ccccc32)c2ccccc2O1
ZINC08867211	CC(=O)N1C(=S)NC(=O)/C1=C\c1cc2ccc(C)cc2nc1O
ZINC05286296	O=c1[nH]c2c([nH]c3ccc(F)cc32)c(=O)n1/N=C/c1ccccc1
ZINC12246312	Cc1cn[nH]c1C1CCCN(C(=O)c2[nH]nc3c2CCCC3)C1
ZINC15826699	Cc1ccc(NC(=O)CC2=Nc3ccccc3S(=O)(=O)N2)c(C)c1
ZINC15830503	CC(=O)NC1C(c2ccccc2)Nc2ncnn2C1c1ccccc1
ZINC17303830	Cc1ccc(S(C)(=O)=O)cc1C(=O)Nc1nc2ccccc2[nH]1
ZINC07138711	O=C(Nc1nc(-c2ccccn2)cs1)c1n[nH]c2ccccc12
ZINC35898199	CC(C)=C1C2CCC1C(C(=O)NN1CC[NH+](C)CC1)C2C(=O)[O-]
ZINC08338343	O=C(NN1C(=O)NC2(CCCCC2)C1=O)c1ccc(Cl)s1
ZINC38488938	Cc1nc2cc(NC(=O)c3cc(-c4ccco4)[nH]n3)ccc2s1
ZINC39793541	Cc1nn(-c2ccccc2)c2c1C(c1ccco1)C(C#N)C(N)O2
ZINC39982987	CC1(C)CNC(=O)c2sc(/N=C(\[O-])C[NH+]3CCCCC3)nc2C1
ZINC41472074	OC1CCC(Nc2ncnc3c2cnn3-c2ccccc2F)CC1
ZINC43233531	O=C(NCc1nnc2n1CCCCC2)Nc1ccc(F)c(F)c1F
ZINC43670834	Cc1nn(Cc2cc(Br)cs2)c(N)c1[N+](=O)[O-]
ZINC44039705	O=C(Nc1ccc(-n2cncn2)cc1)NC1CCc2ccccc21
ZINC44894570	O=C1NC(=O)C2(CCN(C(=O)c3cc4c(s3)CCCCC4)CC2)N1
ZINC44910071	O=C(NCc1nnc2n1CCCCC2)NC1CCc2ccccc21
ZINC49300496	C=C(Br)CNC(=O)Nc1cnc2c(c1)c(C)nn2C
ZINC49339670	CONC(=O)NC(C)c1cc2c(cc1Br)OCCO2
ZINC49415322	O=C(Nc1cccc2ccc(-n3cccc3)nc12)c1ccc(=O)[nH]c1
ZINC50420623	CC(c1nncn1C)n1c(N)nc2cc(Br)ccc21
ZINC50633276	O=C1NCCCC1NC(=O)C1(c2ccc3c(c2)OCO3)CCCCC1
ZINC50670892	CC1CCCC(N(C)S(=O)(=O)c2c(N)nc3sccn23)C1
ZINC50671758	Cc1cccc(N(C)S(=O)(=O)c2c(N)nc3sccn23)c1
ZINC52008938	O=S(=O)(NC1CCCCC1O)c1c(Cl)nc2sccn12
ZINC57247627	O=C(Nc1ccc(-c2csnn2)cc1)c1c[nH]c(=O)c(Cl)c1
ZINC53602043	OC1Cc2ccccc2C1Nc1ccc2nnc(C(F)(F)F)n2n1
ZINC58201518	Cc1cc(C)n(Cc2cc(Cl)c3c(c2)OCO3)c(=O)c1C(N)=O
ZINC58315197	O=C1CCCc2[nH]c(=O)c(C(=O)NCc3cc4ccccc4o3)cc21
ZINC06022462	CC(=O)NC1=NN(C(C)=O)C(C)(c2cc(Cl)ccc2O)S1
ZINC36854580	Nc1nnc(SC2CC(=O)N(C3CCCCCC3)C2=O)s1
ZINC60127200	CC(C)(C)c1ncc(NC(=O)NC2CCOc3ccccc32)cn1
ZINC61639709	Nc1ccc(Cl)c(CN2C=Nc3ccccc3S2(=O)=O)n1
ZINC20736100	Cc1cc2n(n1)C(C(=O)Nc1ccc(Cl)cc1Cl)CC(O)=N2
ZINC20736100	Cc1cc2n(n1)C(C(=O)Nc1ccc(Cl)cc1Cl)CC(=O)N2
ZINC32102536	Cc1cccc2c1NC(=O)C21CC(O)=Nc2c1cnn2C(C)(C)C
ZINC32102536	Cc1cccc2c1NC(=O)C21CC(=O)Nc2c1cnn2C(C)(C)C
ZINC62325838	O=S1(=O)N=C(NCC2CCCO2)Nc2ccc(Cl)cc21
ZINC63677268	O=C1N=C2NC3=C(C(=O)c4ccccc43)C(c3cccs3)C2C(=O)N1
ZINC64363694	Cc1cc(C(=O)NNC(=O)c2ccc(Cl)nc2Cl)c(C)o1
ZINC64526012	C1=CC2N=CC=C2C(C2NC(c3cccc(-c4ccn[nH]4)c3)=NO2)=C1
ZINC65381618	Cc1cccn2c(CNC(=O)c3cc4c([nH]c3=O)CCCC4)cnc12
ZINC65387272	CNC(=O)c1n[nH]c2c1C(c1sc3ccccc3c1C)CC(=O)N2
ZINC65618280	Cc1ccccc1-n1nc(C(=O)Nc2c[nH]ccc2=O)c2c1CCC2
ZINC66262664	CNC(=O)NC(=O)C(C)Sc1cc2c(cc1Cl)OCCO2
ZINC67625105	CC(c1cccc(O)c1)N(C)C(=O)NC1CCCc2c1cnn2C
ZINC03895797	OCC[NH+]1CCOCCOCCOCCOCC1
ZINC00062017	O=C1CCCN1CP(=O)(O)C[NH+]1CCOCC1
ZINC00727976	CCNC(=O)c1cc2c(=O)n3cccc(C)c3nc2[n+](C(C)CC)c1N
ZINC19977142	CC(C(=O)N(C)C1CCS(=O)(=O)C1)N1CC[NH2+]CC1
