ZINC00178939	NC(=O)c1c(NC(=O)c2cccnc2Cl)sc2c1CCCCC2
ZINC28297061	CCC(CO)[NH2+]CC(O)Cn1c(C)c(C)c2cc(C)ccc21
ZINC07786668	C[NH+](CC(=O)Nc1sc2c(c1C(N)=O)CCCC2)C1CCCCC1
ZINC28878573	CC([NH2+]C(C)c1ccc(Cl)c(Cl)c1)C(=O)NC(=O)NC1CC1
ZINC32071251	Cc1ccc(Oc2ccc(C(C[NH3+])N(C)CCO)cc2)cc1C
ZINC34822973	CC(C)[NH2+]Cc1c(Cl)cccc1N1CCCC(C(N)=O)C1
ZINC35286578	NC(=[NH2+])c1ccc(CSc2ccc([N+](=O)[O-])cc2)c(F)c1
ZINC35662068	CC[NH2+]Cc1cc(Cl)cc(Cl)c1OCC(C)C(N)=O
ZINC36266775	CN(C1CCCCC1)S(=O)(=O)NCC1([NH3+])CCCCCC1
ZINC36785414	CC(C1CC1)[NH+](C)CC(O)COc1ccccc1C(N)=S
ZINC36785415	CC(C1CC1)[NH+](C)CC(O)COc1ccccc1C(N)=S
ZINC36789115	CCC(CC)[NH+](C)CC(O)COc1ccc(C(N)=S)cc1
ZINC36790648	CCCC(C)[NH+](C)CC(O)COc1ccc(C(N)=S)cc1
ZINC36954879	CCC(C)CC(CC)[NH2+]C(C)c1ccc(S(N)(=O)=O)cc1
ZINC37143934	CC1CCC[NH+](CC(O)COc2ccccc2C(N)=S)C1
ZINC37144514	CCC[NH+](CC(O)COc1cccc(C(N)=S)c1)C(C)C
ZINC27532786	CCCC12CN3CC(CCC)(C[NH+](C1)C3c1ccc(O)c(O)c1)C2O
ZINC39305640	CC(NCc1cc(-c2ccc(F)cc2)[nH]n1)C1=C[NH2+]N(C)C1C
ZINC39532854	CCCc1ccc(C(CNBr)N2CC[NH2+]C(O)C2)cc1
ZINC40713581	CC[NH+](CC)CCCC(C)Nc1ncc(Br)cc1N
ZINC40776920	CC(C)CC(CO)[NH2+]CC(O)COc1ccc(Cl)cc1
ZINC40780288	CC(C)CCNc1nc[nH+]c(N2CCCc3ccccc32)c1N
ZINC35075035	CC(C)(CO)[NH2+]CC(O)CCOC1CC2CCC1(C)C2(C)C
ZINC42691764	CCCCN(CC(N)=O)c1cccc(Cl)c1C[NH2+]C(C)C
ZINC42829166	C[NH+](CC(=O)Nc1c(N)cc(Cl)cc1Cl)Cc1cscn1
ZINC43226717	CCCCC([NH3+])c1nc(C(=O)NCC2CCC3CC2C3(C)C)cs1
ZINC43408877	CC(C)C(C[NH+](C)C)Nc1nc2c(cc1C(N)=S)CCC2
ZINC44410052	CCC([NH3+])Cc1n[nH]c2cc(Br)cc(C(=O)OC)c12
ZINC44594559	CCC1CCC(NS(=O)(=O)c2ccc(CC[NH3+])cc2)CC1
ZINC44594571	CCc1[nH]/c(=N/S(=O)(=O)c2ccc(CC[NH3+])cc2)sc1C
ZINC44594588	CC(C)c1cs/c(=N\S(=O)(=O)c2ccc(CC[NH3+])cc2)[nH]1
ZINC44860684	CCCC(CCC)(C(=O)NCC1CCC[NH+](C)C1)C(N)=S
ZINC48798208	CCC([NH3+])Cc1cccc(Br)c1OCC(=O)NC(C)(C)C
ZINC48845158	CC[NH2+]CCC[NH2+]C(C)(C(=O)[O-])c1cc(F)c(Cl)cc1Cl
ZINC49146451	CC(C)CCCC(C)NS(=O)(=O)Cc1cccc(C[NH3+])c1
ZINC50182562	Cc1[nH]ncc1CCC[NH2+]C1C(=O)Nc2cc(Br)ccc21
ZINC50398632	CCCC(CC)NS(=O)(=O)c1cc(C#CC[NH3+])ccc1C
ZINC52094614	CCCCC([NH2+]CC)c1cc2[nH]c(=O)[nH]c2cc1Br
ZINC52860297	CCCOc1ccccc1Oc1ccc(Cl)cc1C(N)=[NH2+]
ZINC53125835	CC(C)CC(C)OCC(O)C[NH2+]C1(CO)CCCC(C)C1
ZINC20506631	CCOc1cccc(C[NH2+]CC2NCCc3ccccc32)c1O
ZINC57663228	CC(C)COc1ccc(C(O)CC[NH+]2CCCCC2)cc1N
ZINC57845436	CCC1(c2ccc(C(C)C)cc2)NC(=O)N(C(C)C[NH3+])C1=O
ZINC57846279	CCC([NH3+])CN1C(=O)NC(C)(c2ccc(C(C)C)cc2)C1=O
ZINC58161712	NC(=O)C1CC2CCCCC2[NH+]1CC(=O)NCC(F)(F)F
ZINC60452295	CC1CCCC(CNc2ncc(C(N)=O)cc2Cl)([NH+](C)C)C1
ZINC63092282	CC(CC(N)=[NH2+])N(C)CCOc1cccc(Br)c1
ZINC04666877	CC(C)(C)NC(=S)NNC(=O)COc1cccc2c1OC(C)(C)C2
ZINC05581666	CCCCc1nnc(SC(C)C(=O)Nc2ccc(C)cc2C)n1N
ZINC10154017	Cc1ccc(OC(C)C(=O)NNC(=S)NC(=O)CC(C)C)cc1C
ZINC11479861	CCN(c1ccc(NC(=O)CSc2nnc(N)s2)cc1)C(C)C
ZINC15559389	CCCNC(=S)NNC(=O)c1cc(Cl)c(OCC)c(OC)c1
ZINC08566322	COc1ccc(-c2n[nH]cc2/C=N/NC(=S)NC(C)(C)C)cc1
ZINC20842832	CCc1nnc(SCC(=O)Nc2ccc(C(C)CC)cc2)n1N
ZINC23358170	CCCC(C)NC(=O)C(C)Sc1nnc(-c2ccc(C)cc2)n1N
ZINC09786824	C=CCNC(=O)Nc1nc(CC(=O)NCC2CCCCC2)cs1
ZINC42624056	COC(=O)c1cc(S(N)(=O)=O)ccc1NCCC1=CCCCC1
ZINC42946489	CCCN(CC1CC1)C(=O)NCCc1ccc(S(N)(=O)=O)cc1
ZINC45492728	CC(C)CC(CNC(=O)NNc1ccc(F)cc1)N1CCOCC1
ZINC45813299	CCc1ccc2c(CNc3ccc(OCC(N)=O)cc3)cc(=O)oc2c1
ZINC46574746	CC(C)Oc1ccc(C(=O)NNC(=S)NC2CCCCC2C)cn1
ZINC48128260	CCOc1ccc(Cl)cc1NC(=O)NCCC(=O)NC(C)CC
ZINC50057811	Cc1cc(OC(C)C)ccc1NC(=O)NCC(=O)NCC(C)C
ZINC51683468	CCS(=O)(=O)NCCCNC(=O)NC1CC(C)CCC1C(C)C
ZINC51683472	CCS(=O)(=O)NCCCNC(=O)NC1CC(C)CCC1C(C)C
ZINC54397722	Cc1cccc(OCC(=O)NNC(=O)NCCc2cccc(F)c2)c1
ZINC55156713	C=CCNC(=O)NC(=O)C(C)Nc1ccc(OCCC)cc1C
ZINC55878966	CCCOc1cc(C)ccc1NCC(=O)NC(=O)NCC(F)(F)F
ZINC56163574	CCCCNC(=O)NC(=O)C(C)NC(C)c1ccc(OC(C)C)cc1
ZINC58216191	CC(Nc1cccc(COCC2CC2)c1)C(=O)NC(=O)NC(C)(C)C
ZINC58837507	CC(=O)NCC(=O)NCC(=O)NC(c1ccc(C(C)C)cc1)C(C)C
ZINC62401326	CCCOc1cc(C)ccc1NC(=O)NC(C)C(=O)NC(C)CC
ZINC63399077	CCOc1cccc(C(C)NC(=O)NCCCc2cn[nH]c2C)c1
ZINC64078727	CCCCc1cc(NC(=O)CNC(=O)c2cc(C)cc(C)c2)[nH]n1
ZINC64629513	CC(C)CNC(=O)CNC(=O)NC(C)c1ccc(OC(C)C)cc1
ZINC64696755	CC(C)CNC(=O)CNC(=O)Nc1ccccc1OCC(F)(F)F
ZINC64938695	CCCCCNC(=O)NNS(=O)(=O)c1cccc(Cl)c1F
ZINC64940073	CCC(C)c1ccc(S(=O)(=O)NNC(=O)NCC(C)C)cc1
ZINC65135630	CC(C)CCNC(=O)NNC(=O)COc1cc(Cl)ccc1Cl
ZINC65453395	CCCC(C)C1NN=C(NC(=O)CCc2[nH]nc(C)c2C)S1
ZINC65481094	CCCN(CCO)C(=O)Nc1ccc(C(=O)NC2CCCC2)cc1C
ZINC66121203	CC(COc1ccc(F)cc1)NC(=O)N1CCCC(CCC(N)=O)C1
ZINC66121309	Cc1ccccc1OCC(C)NC(=O)N1CCCC(CCC(N)=O)C1
ZINC66121669	Cc1ccc(OCC(C)NC(=O)N2CCCC(CCC(N)=O)C2)cc1
ZINC66140013	COCCOc1ccccc1-c1cc(COc2cccc(N)c2)n[nH]1
ZINC66365777	CCc1ccccc1OCC(=O)NNC(=O)NC(CC)C(C)C
ZINC66390781	C=CCNC(=O)NC(=O)C(C)Nc1ccc(OC(C)CC)cc1
ZINC66566769	CCCCC(C(N)=O)N1CCN(CC(=O)NC2CCCC(C)C2)CC1
ZINC66630665	CC(CC(=O)NC(C)C(=O)NC1CCCC1)NC(=O)C1CCCCC1
ZINC66700777	CCCN(Cc1ccccc1O)C(=O)NCCC(=O)NC(C)CC
ZINC67066220	CC(COCC(F)(F)F)NC(=O)NNC(=O)CCC1CCCCC1
ZINC67080148	O=C(CCC1CCCCC1)NNC(=O)NCCCOC1CCCC1
ZINC67314817	CCOCCCNC(=O)NNC(=O)C1CCC(C(C)(C)C)CC1
ZINC67325033	CCOc1ccc(F)cc1NC(=O)NCCNC(=O)CC1CCCC1
ZINC67481420	O=C(NCc1ccnc(OCC2CC2)c1)NCC(O)C1CCCCC1
ZINC67573510	CC(NC(=O)OC(C)(C)C)C(=O)NCC(O)c1ccc(F)c(F)c1
ZINC67640145	CC(c1cccc(O)c1)N(C)C(=O)NCCNC(=O)CC1CCCC1
ZINC02344549	CC(C)CC(C(=O)[O-])C(C)CC(=O)Nc1ccccc1Cl
ZINC05954060	CCC(C)c1ccc(C(C)NC(=O)C2CCCCC2C(=O)[O-])cc1
ZINC13175357	CCc1sc(C(=O)NC(CC(=O)[O-])c2ccc(Cl)cc2)cc1C
ZINC13189626	CC(NC(=O)CSc1ccccc1C(=O)[O-])c1ccc(F)cc1
ZINC13224733	CCC1CCc2sc(C(=O)NC(CC(=O)[O-])c3ccccc3)cc2C1
ZINC13257625	CCc1cc(C(=O)NC(CC(=O)[O-])c2ccc(F)cc2)sc1C
ZINC29010963	CC(C)C(NC(=O)CC(C)(C)CC(=O)[O-])c1cccs1
ZINC34973187	CCCc1c(CC)sc2nc(CCC(=O)[O-])[nH]c(=O)c12
ZINC35288309	Cc1ccc(C)c(Cc2nc([O-])c(CCSCC(C)C)c(=O)[nH]2)c1
ZINC35390326	CCCCC1CCC(C(=O)NC(C(=O)[O-])C(C)(C)C)CC1
ZINC36178173	CCCCC(O)(CC(=O)[O-])c1ccc2c(c1)OCCCO2
ZINC36971197	CC(C)CC(NC(=O)CCc1ccc(Cl)cc1Cl)C(=O)[O-]
ZINC37041632	CC1CCC(C(C)C)C(NS(=O)(=O)CCC(=O)[O-])C1
ZINC37314975	CSCc1ccc(CNc2cccc(C(=O)[O-])c2C)o1
ZINC37402316	O=C(CSCc1cccs1)Nc1ccc(F)c(C(=O)[O-])c1
ZINC37788659	CCCOc1ccc(Cl)cc1NC(=O)C1CC1C(=O)[O-]
ZINC37794037	CC(Cc1cccs1)NC(=O)CC1(C(=O)[O-])CCCC1
ZINC37795731	Cc1cc(C(C)NC(=O)CC(C)(C(=O)[O-])C(C)C)c(C)s1
ZINC38151498	CC(C)CCC(C(=O)[O-])C(C)CC(=O)NC1CCCCC1
ZINC37496643	CC(NC(=O)CC(C)(C(=O)[O-])C(C)C)c1cccc(F)c1
ZINC37496644	CC(NC(=O)CC(C)(C(=O)[O-])C(C)C)c1cccc(F)c1
ZINC37795604	CC(C)Oc1ccccc1C(C)NC(=O)C1CC1C(=O)[O-]
ZINC20419055	CC(C)CCNC(=O)C(C)Sc1ccc(C(=O)[O-])cc1
ZINC40551121	CC1CCCCC1NC(=O)N(CCCC(=O)[O-])C(C)C
ZINC41533495	CC(C)CC(=O)NC(CC(=O)[O-])c1ccc(C(C)(C)C)cc1
ZINC41751503	COc1cc(Cl)c(C)cc1NC(C)(CCC(C)C)C(=O)[O-]
ZINC41752722	COC(C)(C)CC(C)(Nc1cc(Cl)c(Cl)cc1Cl)C(=O)[O-]
ZINC48543412	CCCCN/C([O-])=C(\C#N)C(=O)c1cc(F)cc(Br)c1
ZINC49154025	CC(Cc1ccsc1)NC(=O)CC1(C(=O)[O-])CCCCC1
ZINC49485016	N#C/C(C(=O)C1CC=CCC1)=C(/[O-])Nc1ccc(SC(F)F)cc1
ZINC49503058	CC(NC(=O)N(CCC(=O)[O-])C1CC1)c1ccc(F)cc1
ZINC49532850	CC(NC(=O)N(CCC(=O)[O-])C1CC1)c1cccc(F)c1
ZINC49914049	Cc1nc(CNc2ccc(C(C)C)cc2)sc1CC(=O)[O-]
ZINC50917668	CCSCC/C([O-])=C(\C#N)C(=O)Nc1ccc(Cl)cc1Cl
ZINC50930077	O=C([O-])CCC1CCCCN1C(=O)NCCC1CCCC1
ZINC52336589	CCC(NC(=O)CC(C)(C(=O)[O-])C(C)C)C1CCCCC1
ZINC57595809	CCc1cccc(CC)c1[N-]S(=O)(=O)CC(C)CO
ZINC57604434	CC(C)CNC(=O)CC(C(=O)[O-])c1ccc(C(C)C)cc1
ZINC61093750	CCC(CC)(CC(=O)Nc1cc(F)c(F)cc1F)C(=O)[O-]
ZINC61226836	CCN(CC(C)C(=O)[O-])C(=O)NC(C)C1CCCCC1
ZINC61834696	CC(CC(=O)[O-])CC(=O)NC(C)c1ccccc1Br
ZINC61834772	CC(CC(=O)[O-])CC(=O)NC(C)c1cccc(Cl)c1
ZINC62349810	CCCCN(CC)C(=O)Nc1cc(C)c(C)c(C(=O)[O-])c1
ZINC62875101	CCCCCC(C)NC(=O)N1CCCC(C)(C(=O)[O-])C1
ZINC62876720	CCCC1(C(=O)[O-])CCCN(C(=O)NCC(C)CC)C1
ZINC62876722	CCCC1(C(=O)[O-])CCCN(C(=O)NCC(C)CC)C1
ZINC63008954	CC(CC(=O)Nc1ccc(C(=O)[O-])cc1F)CC(C)(C)C
ZINC63140879	CC(NCCc1nccs1)(C(=O)[O-])c1cc(Cl)ccc1Cl
ZINC66508605	CC(C)CCSC/C([O-])=C(\C#N)C(=O)Nc1c(Cl)cccc1Cl
ZINC67618939	CCSC(/C([O-])=C(/C#N)C(=O)Nc1ccc(F)c(Cl)c1)C(C)C
ZINC00194010	CCOC(=O)C1=C(CCl)NC(=O)NC1c1ccccc1O
ZINC04159226	COCCOC(=O)C1=C(C)NC(=S)NC1c1ccccc1O
ZINC00166053	CCOC(=O)C1=C(CCl)NC(=O)NC1c1ccc(O)cc1
ZINC05062102	CCOc1ccc(/C=N/Nc2nc3ccccc3[nH]2)cc1O
ZINC20362031	CNC(=O)NC(=O)C(C)Nc1ccccc1OC(F)(F)F
ZINC20917523	C=CCSc1nnc(N/N=C/c2ccc(C)cc2)n1N
ZINC25267890	C=CCNC(=O)NC(=O)C(C)Sc1nc2ccccc2[nH]1
ZINC26493160	CCCC(C)NC(=O)C(C)Sc1ncc(C#N)c(N)n1
ZINC29626461	Nc1nc(Cl)cc(NCc2cccnc2OC2CCCC2)n1
ZINC35345956	COC(=O)C(NS(=O)(=O)c1c(N)ccc(C)c1C)C(C)C
ZINC35358728	CCC(C)N(C)S(=O)(=O)c1ccc2nc(NN)ccc2c1
ZINC36142298	CCOc1cc(OCC)c2c(c1)OC(C)(C)CC2([NH3+])C(=O)[O-]
ZINC37557416	CCCn1cc(S(=O)(=O)Nc2ccc(C)cc2C)c(N)n1
ZINC37557575	CCCn1cc(S(=O)(=O)NC2CCCCC2C)c(N)n1
ZINC37557827	CCCn1cc(S(=O)(=O)NC2CCCC(C)C2C)c(N)n1
ZINC37558645	CCCn1cc(S(=O)(=O)Nc2cc(C)ccc2F)c(N)n1
ZINC13493675	CC(C)(C)OC(=O)NCCNC(=O)NC1CCCCC1
ZINC40546366	CCCCNc1nc(N)nc(CSc2ccccn2)n1
ZINC40723198	CCN(CC)c1ncnc(Nc2cccc3cccnc23)c1N
ZINC40752389	CCC(C)Nc1ncnc(Oc2cccc3ccc(C)nc23)c1N
ZINC40756219	Cc1cc(C)n(-c2ncnc(NCCC3=CCCCC3)c2N)n1
ZINC40784003	COCCNc1ncnc(Oc2ccc(C)c(C)c2)c1N
ZINC42297656	Cc1cc(C)cc(OCC(=O)NNC(=O)NC2CCCC2)c1
ZINC42337120	CCCn1c(N)c(NC(C2CC2)C2CC2)c(=O)n(C)c1=O
ZINC42446601	CCN(CC(C)/C(N)=N/O)S(=O)(=O)c1ccc(Cl)cc1
ZINC43566165	COc1cc(Cl)ccc1C(=O)N(CC/C(N)=N/O)C(C)C
ZINC44870878	CCc1ccc(C(C)NC(=O)CSc2nnc(N)n2C)cc1
ZINC48561134	Cc1cc(C)n(CC(C)CNc2cc(Cl)nc(N)n2)n1
ZINC48805905	CCC(C)C(C)Nc1c(N)n(CC(C)C)c(=O)n(C)c1=O
ZINC49187297	CC(C[NH+]1CCCC1)NC(=O)Nc1ccccc1C(=O)[O-]
ZINC49430807	CC(C)CCOC(C)C(=O)NNC(=O)NC1CCCC1
ZINC49503228	COC(=O)c1cc(N)ccc1NC(C)CN1CCOCC1
ZINC50323238	CCCc1[nH]nc(C(=O)N(C)c2ccccc2OC)c1N
ZINC51150685	Cc1csc(SCc2ccc(NN)c([N+](=O)[O-])c2)n1
ZINC51700699	COCc1cc(NN)nc(-c2cccc(OC(C)C)c2)n1
ZINC52661744	COc1ccc(C)cc1C(C)NC(C)C(=O)NC(=O)NC(C)C
ZINC54109499	O=C(NCC[NH+]1CCCC1)Nc1cc(C(=O)[O-])ccc1Cl
ZINC56146452	CNC(=O)NC(C)(C)C(=O)NC(C)COc1cccc(C)c1
ZINC43156478	CCc1cccc(C)c1NC(=O)NCC(=O)NCc1ccco1
ZINC42949145	CC1CCCCC1OCCNC(=O)N1CCC(C(N)=O)CC1
ZINC61320740	Cc1cnc(CNc2ccc(N)c(OC(C)(C)C)n2)cn1
ZINC61858383	Cc1ccc(C(NC(=O)NNC(=O)c2ccoc2)C2CC2)cc1
ZINC61938071	CCCC(CCC)(C(=O)N1CCCOC(C)C1)/C(N)=N/O
ZINC62719580	COc1cccc(-c2nc(COc3ccc(N)cc3)n[nH]2)c1
ZINC63009526	C[NH+](C)C(C)(C)CNC(=O)Nc1ccc(C(=O)[O-])cc1F
ZINC63070371	Cc1cc(C)nc(NNC(=O)NCCc2ccccc2Cl)n1
ZINC07048216	CC(=O)c1c(C)[nH]c(C(=O)CSc2nc(C)cc(N)n2)c1C
ZINC66355858	CCC(NC(=O)Nc1cccc(N2CCNC2=O)c1)C(C)C
ZINC66701642	O=C(NCc1nc(-c2cccs2)n[nH]1)NCC1CC=CCC1
ZINC67239265	CCC(C)n1c(SCC(N)=O)nc2cc(C)[nH]c2c1=O
ZINC04738905	O=C([O-])c1cc(/N=C/c2cccn2-c2ccc(O)cc2)ccc1O
ZINC13276573	CNS(=O)(=O)c1ccc(NC(C)C)c(C(=O)[O-])c1
ZINC25365675	Cc1ccc(S(=O)(=O)[N-]c2ccccc2C(N)=O)c(Cl)c1
ZINC27028308	Cc1ccc(NC(=S)Nn2c(C)nnc2[S-])cc1C
ZINC37102184	CC(Nc1cccc(-c2nnn[n-]2)c1)c1cccc(O)c1
ZINC37102191	CC(Nc1cccc(-c2nnn[n-]2)c1)c1ccccc1O
ZINC37309217	CC1CCCC(Oc2ccc(S(N)(=O)=O)cc2C(=O)[O-])C1
ZINC39869854	Cc1ccc(/C=C2/SC([N-]c3ccccc3C(N)=O)=NC2=O)o1
ZINC40529045	COc1cc(NC(=O)NC2CC2)c(Cl)cc1C(=O)[O-]
ZINC40529381	CC(C)CNC(=O)Nc1cc(C(=O)[O-])c(F)cc1F
ZINC40535863	CC(CC(=O)[O-])NC(=O)Nc1ccc(Cl)cc1Cl
ZINC40536451	CC(CC(=O)[O-])NC(=O)Nc1cc(Cl)c(Cl)cc1Cl
ZINC40573114	CC(C)CC(C)NC(=O)Nc1ccc(F)cc1C(=O)[O-]
ZINC40575507	CC(NC(=O)Nc1cc(Cl)ccc1C(=O)[O-])C1CC1
ZINC41990665	CC(C)CCC(C)(Sc1nnc(N)s1)C(=O)[O-]
ZINC41991781	Cc1cc(C)c(C(C)(Sc2nncn2N)C(=O)[O-])c(C)c1
ZINC41991924	CC(C)(C)C1CCC(Sc2nncn2N)(C(=O)[O-])CC1
ZINC41991983	CC(Sc1nncn1N)(C(=O)[O-])c1cc(Cl)ccc1Cl
ZINC41992159	Nn1cnnc1SC(C(=O)[O-])(c1ccc(Cl)cc1)C1CC1
ZINC42429594	CC(C)N(CC(N)=O)c1cc(Br)ccc1C(=O)[O-]
ZINC42592876	CC(C)N(CC1CC1)c1ccc(S(N)(=O)=O)cc1C(=O)[O-]
ZINC42782800	CC(N(C)C(=O)Nc1ccc(O)cc1C(=O)[O-])C(C)(C)C
ZINC43414101	O=C([O-])CC1(CNC(=O)NC2CCCC2)CCCCC1
ZINC44483998	NC(=O)c1cccnc1Oc1cc(Br)ccc1C(=O)[O-]
ZINC45134980	Cc1cc(O)c(C(=O)[O-])cc1S(=O)(=O)NC1CC1(C)C
ZINC45648590	O=C(NCC1CC=CCC1)Nc1ccc(F)cc1C(=O)[O-]
ZINC48803650	NS(=O)(=O)c1ccccc1Oc1ccc(Cl)cc1C(=O)[O-]
ZINC48846977	O=C(CC1CC2CCC1C2)Nc1ccc(O)cc1C(=O)[O-]
ZINC48847416	CCC(C)N(CC)C(=O)Nc1ccc(O)cc1C(=O)[O-]
ZINC48847481	CCCC(C)N(C)C(=O)Nc1ccc(O)cc1C(=O)[O-]
ZINC49043177	N#Cc1cc(N)ccc1[N-]S(=O)(=O)CC1CCCCC1
ZINC49044211	NS(=O)(=O)c1ccccc1[N-]S(=O)(=O)CC1CCCCC1
ZINC49188300	Cc1ccc(C(C)NC(=O)NC2CCC(C(=O)[O-])CC2)s1
ZINC49226095	CCCNC(=O)C(C)Nc1cc(C(=O)[O-])cc(Cl)n1
ZINC49548668	CCCC1CCC(NC(=O)NC(C(=O)[O-])C(C)CC)CC1
ZINC49561027	CCCCC(NC(=O)NC(c1cccs1)C(C)C)C(=O)[O-]
ZINC50031113	CN(CC1CCCCO1)c1cc(C(=O)[O-])c(N)cc1F
ZINC50036029	CCOC(=O)CSc1cc(C(=O)[O-])c(N)cc1F
ZINC50376398	COC1CCCC1NC(=O)Nc1cc(C(=O)[O-])ccc1F
ZINC50407412	CCCC(CC)NC(=O)NC(C(=O)[O-])C1CCCCC1
ZINC52344238	CC(NC(=O)NC1CCC(C(=O)[O-])CC1)C1CCCCC1
ZINC53041397	Cc1ccc(CNC(=O)Nc2ccc(C(=O)[O-])cc2C)o1
ZINC53046435	CCC(CC)(CO)NC(=O)CC1(C(=O)[O-])CCCCC1
ZINC54335918	Cc1ccc(NC(=O)NCC(C)C(=O)[O-])c(Cl)c1
ZINC62827522	CCCC(C)NC(=O)Nc1sc(C)c(C)c1C(=O)[O-]
ZINC62828748	Cc1cc(C(C)NC(=O)Nc2sccc2C(=O)[O-])c(C)o1
ZINC62831959	CN(C(=O)CCC1CCCC1)c1ccc(N)cc1C(=O)[O-]
ZINC62947934	CC(NC(=O)Nc1cncc(C(=O)[O-])c1)c1ccc(Cl)s1
ZINC66134675	Cc1nc(N)nc(C(C)Oc2ccccc2Cl)c1C(=O)[O-]
ZINC66579390	NC(=O)c1cc([N-]S(=O)(=O)C2CCCCC2)ccc1Cl
ZINC04299369	CC(C)(C)OC(=O)NCCNC(=S)NC1CCCCCCC1
ZINC00234099	C=CCc1cccc(/C=N/NC(=O)CNc2cccc(Cl)c2)c1O
ZINC05469896	CCCC1CCc2c(sc(NC(=O)COc3ccccc3)c2C(N)=O)C1
ZINC06421754	CCc1ccc(C(C)NC(=O)COC(=O)c2ccc(Cl)c(N)c2)cc1
ZINC07302484	CC(OC(=O)c1ccc(Cl)cc1N)C(=O)NCCc1ccccc1
ZINC00979636	COc1ccc(/C=N/NC(N)=S)cc1OCc1cccc2ccccc12
ZINC10179948	CNC(=O)c1ccccc1NCC(=O)NC(c1ccccc1)c1cccs1
ZINC06573089	Cc1ccc(C)c(NC(=S)NNC(=O)C(C)Oc2ccccc2Cl)c1
ZINC13982969	CCC(C)c1ccc(OCC(=O)N/N=C(\C)c2cccc(N)c2)cc1
ZINC17077460	COC(=O)c1cc(C)sc1NC(=S)Nc1cc(C(C)(C)C)ccc1O
ZINC22753026	Nc1cc(C(=O)OCC(=O)NCC2(c3ccccc3)CCC2)ccc1Cl
ZINC25251376	NC(=O)COc1ccccc1C(=O)NCC1(c2ccccc2)CCCCC1
ZINC25717257	Cc1cccc(C)c1NC(=O)CNc1ccccc1C(=O)NCC(C)C
ZINC28355766	CCCCCNC(=O)C(C)Sc1nc(N)c2ccsc2n1
ZINC00116703	CCOc1cc(/C=N/NC(=S)NC2CCCCC2)ccc1O
ZINC00251873	C=CCc1cccc(/C=[NH+]/NC(=O)CNc2cccc(C)c2)c1[O-]
ZINC39496536	O=CCC(NC=O)c1ccc(-c2ccccc2O)c(Cc2ccccc2)c1O
ZINC40701727	CCCCN(C)c1ncnc(Nc2ccccc2C(F)(F)F)c1N
ZINC40726094	CCc1ccc(Oc2ncnc(NCCc3ccccc3)c2N)cc1
ZINC40735887	CC(C)CN(CC(C)C)c1ncnc(Nc2cc(F)ccc2F)c1N
ZINC29642263	CC(C)NC(=O)c1ccccc1NCC(=O)NC(C)c1ccccc1Cl
ZINC43225334	CCCc1c(-c2ccccc2Cl)c(C(N)=O)c(C)n1CCc1cnc[nH]1
ZINC09687149	CC(C)C(NC(=O)COC(=O)c1ccc(Cl)cc1N)c1ccccc1
ZINC48153827	NC(=O)NC(CC(=O)N(Cc1ccc(Cl)cc1)C1CC1)c1cccs1
ZINC49096236	CCCCCC(C)Nc1ccc(S(=O)(=O)N(C)C)cc1N
ZINC51563298	CC(C)c1ccc(C(O)CN(C)C(C)c2ccc(S(N)(=O)=O)cc2)cc1
ZINC51646622	Cc1cc(C(=O)NCC(C)C)ccc1NC(=O)NCCc1cccc(F)c1
ZINC54364427	CC(C)c1ccc(C(NC(=O)CNC(=O)NC2CC2)c2cccs2)cc1
ZINC54476018	CCCNC(=O)c1ccc(NC(=O)NCCc2ccccc2F)cc1Cl
ZINC55892574	CCc1ccc(C(C)NC(=O)CNc2ccc(C(=O)NC)c(Cl)c2)cc1
ZINC56596382	O=C(NCC(O)COc1ccc(F)cc1)NC1CCCC(C(F)(F)F)C1
ZINC57898179	CCCc1sc(C(=O)NC(C)c2cccc(S(N)(=O)=O)c2)cc1CC
ZINC58172020	CC(NC(=O)NCC(=O)NCC(F)(F)F)c1cccc(C(F)(F)F)c1
ZINC58222856	Cc1cccc(N(CCC(N)=O)CC(=O)Nc2cc(Cl)ccc2Cl)c1
ZINC59166195	CCOc1cccc(/C=N/NC(=S)Nc2ccc(C)c(F)c2)c1O
ZINC61746375	CC[NH+](c1ccc(NC(=O)NC2CCN(CC(F)(F)F)C2)cc1)C(C)C
ZINC63345552	COc1ccc(Cl)cc1CC(=O)NNC(=S)Nc1cc(C)ccc1F
ZINC63987343	CCCCC1NC(C)=C(C(=O)NC(C)c2ncc(-c3ccccc3)[nH]2)S1
ZINC66139808	CCC(C)Oc1ccc(-c2cc(COc3ccc(N)cc3)n[nH]2)cc1
ZINC66139958	CCC(C)Oc1ccc(-c2cc(COc3cccc(N)c3)n[nH]2)cc1
ZINC66176053	CCNC(=O)C(C)NC(=O)NC(c1cccc(C(F)(F)F)c1)C(C)(C)C
ZINC57483659	Cc1cccc(OCC(O)CNC(=O)NC(C)c2ccc(Cl)s2)c1
ZINC66939615	Cc1ccc(Oc2cc(CNC(C(N)=O)c3ccc(F)cc3)ccn2)cc1C
ZINC67039930	O=C(CCC1CCCCC1)NNC(=O)NCCc1cccc(F)c1
ZINC67064791	O=C(CC1CCCCC1)NNC(=O)NCCc1ccccc1C(F)(F)F
ZINC67103999	CC(C)CCC(=O)NNC(=O)NC(c1cccs1)C1CCCC1
