ZINC00112261	Cc1cc(C)c(C(=O)Nc2nnc(C(C)C)s2)c(C)c1
ZINC04149583	N#C/C(=C\c1c(Cl)cccc1Cl)c1nc2ccccc2[nH]1
ZINC36695587	O=C(Nc1nc2c(F)cccc2s1)c1ccc(F)cc1Cl
ZINC40214961	Cc1cc(NC(=O)c2ccc(Br)s2)c2ccccc2n1
ZINC40260046	OC(c1cc(Cl)cc(Cl)c1)c1cc2c(cc1Cl)OCCO2
ZINC41480212	Fc1cccc2c(Nc3ccccc3Br)ncnc12
ZINC42376519	Cc1ccc2nc(Nc3ncccc3Br)sc2c1
ZINC43834759	O=C(Nc1cccc(C2SCCCS2)c1)N1CCCCCCC1
ZINC46703448	Cc1ccccc1-c1nc2sc3c(c2c(=O)[nH]1)CCCS3
ZINC49412053	CCc1cc2c(=O)[nH]c(-c3ccccc3Br)nc2s1
ZINC13549290	CC1CCCC/C1=N\NC(=O)c1sc2ccccc2c1Cl
ZINC13549293	CC1CCCC/C1=N\NC(=O)c1sc2ccccc2c1Cl
ZINC53139978	Cc1ccc(Cc2nc3ncc(Br)cc3[nH]2)cc1C
ZINC12363985	N#Cc1c(/N=C/c2cc(Br)ccc2O)sc2c1CCC2
ZINC12363985	N#Cc1c(/N=C\c2cc(Br)ccc2O)sc2c1CCC2
ZINC18222265	CC1=Nc2ccccc2NC2=C1C(=O)CC(c1ccccc1C)C2
ZINC18222265	CC1=Nc2ccccc2N=C2CC(c3ccccc3C)CC([O-])=C12
ZINC00124501	Cc1nc2ccc(/N=C/c3cc(Br)ccc3O)cc2s1
ZINC60098626	Cc1ccc(Cl)cc1NC(=O)c1ccc(Cl)nc1Cl
ZINC61693346	Clc1ccc(Br)cc1Nc1nccnc1Cl
ZINC62376693	O=C(Nc1cccc(Cl)c1F)N1CC2CC3CC(C2)CC1C3
ZINC05516382	CC1(C)c2cc(F)ccc2N2CCC(O)=NC21/C=C/c1ccccc1
ZINC05516382	CC1(C)c2cc(F)ccc2N2CCC(=O)NC21/C=C/c1ccccc1
ZINC64364088	O=C(Nc1cc(Cl)ccc1F)c1ccc(Cl)nc1Cl
ZINC04205305	O=C(NC1(C(=O)[O-])CCCCC1)C12CC3CC(CC(C3)C1)C2
ZINC04362885	CC(=O)Nc1cc(Br)cc(C(=O)[O-])c1
ZINC01728523	O=C([O-])/C=C/C(=O)NC12CC3CC(CC(C3)C1)C2
ZINC11895559	N#C/C(=C/c1ccc(O)c(Br)c1)C(=O)[O-]
ZINC20136060	O=C([O-])Cc1cs/c(=N\C(=O)c2ccccc2)[nH]1
ZINC20156273	Cc1cc(C)cc(-n2c(=S)[nH]cc(C(=O)[O-])c2=O)c1
ZINC21953717	Cc1sc(NC(=O)C2CC2C)c(C(=O)[O-])c1C
ZINC32625315	O=C([O-])/C=C\C(=O)Nc1ccc2c3c(cccc13)CC2
ZINC34959687	Cc1cs/c(=N\S(=O)(=O)c2ccc(O)cc2)[nH]1
ZINC35287804	CCc1nc([O-])c(Cc2ccc(C)cc2C)c(=O)[nH]1
ZINC35305995	Cn1cccc1C(=O)Nc1cccc(F)c1C(=O)[O-]
ZINC36275513	Cc1c(C(=O)[O-])sc2nc(C(C)Cl)[nH]c(=O)c12
ZINC36960204	O=C([O-])c1cc(Cl)nc(Nc2cccnc2)c1
ZINC37000357	CC(Cl)C(=O)Nc1cc(C(=O)[O-])c(F)cc1F
ZINC37245346	O=C([O-])c1c[nH]cc1-c1cnn(-c2ccccc2)c1
ZINC37518543	O=C([O-])C1CC1C(=O)Nc1cccc2cnccc12
ZINC04614636	CC1CCCCC1NC(=O)C1CC=CCC1C(=O)[O-]
ZINC09353199	CC1(C)Cc2nc3nc(=S)[nH]c([O-])c3cc2CO1
ZINC39457080	Cc1c(O)c2c(n1[O-])-c1nc3ccccc3c(F)c1C(=O)CC2
ZINC39979740	O=C(Nc1ncccc1[O-])c1ccc2ccccc2n1
ZINC40521378	C=CCNC(=O)N1C(C(=O)[O-])CC2CCCCC21
ZINC40529675	O=C([O-])CC1CCCCN1C(=O)NC1CCCC1
ZINC40543715	CC(CC(=O)[O-])NC(=O)N1c2ccccc2CC1C
ZINC40552459	CC1CC(C)CN(C(=O)NC2(C(=O)[O-])CCCCCC2)C1
ZINC40561987	CN(C(=O)NC1CCC(C(=O)[O-])CC1)C1CCCC1
ZINC40590783	CCC(NC(=O)N1CCC2CCCCC2C1)C(=O)[O-]
ZINC40590789	CCC(NC(=O)N1CCC2CCCCC2C1)C(=O)[O-]
ZINC40590929	O=C([O-])CCNC(=O)N1CCCC2CCCCC21
ZINC42010550	Cc1n[nH]c(SC2(C(=O)[O-])CCCC(C)C2)n1
ZINC48572087	O=C(Nc1ncn[nH]1)C1CCCC(C(F)(F)F)C1
ZINC50183975	O=C([O-])c1cc(=O)[nH]c2c(Cl)c(Cl)ccc12
ZINC50290581	CC1CCCC(NC(=O)C2(C(=O)[O-])CCC2)C1C
ZINC50567658	CC1CCCN(C(=O)NC2(C(=O)[O-])CCCCCC2)C1C
ZINC50567660	CC1CCCN(C(=O)NC2(C(=O)[O-])CCCCCC2)C1C
ZINC52259489	CC(C(=O)[O-])C(O)c1cc(Cl)c2c(c1)OCO2
ZINC54302380	O=C([O-])CC1CCCN(C(=O)NC2CCCC2)C1
ZINC17043456	O=C1C=C(Nc2nnc[n-]2)CC(c2ccccc2)C1
ZINC57833742	Cc1cc2c(=O)nc(SC(C)C(=O)[O-])[nH]c2s1
ZINC47932016	CC1CCCN(C(=O)c2ccc3c([O-])[nH]c(=S)nc3c2)C1
ZINC61823851	CC1(C)CCN(C(=O)NC2(C(=O)[O-])CCCCCC2)CC1
ZINC62135880	CCC1CCC(NC(=O)N2CCC(C(=O)[O-])C2)CC1
ZINC62709893	Cc1noc(C)c1C(O)c1ccc(C(=O)[O-])cc1
ZINC23623896	N#C/C(=C1\CCCN1)c1nc([O-])c2ccccc2n1
ZINC23623896	N#C/C(=C1/CCCN1)c1nc([O-])c2ccccc2n1
ZINC62765718	O=C([O-])C1CCCCC1Sc1nccc(=O)[nH]1
ZINC62766858	Cc1n[nH]c(SC2CCCCCC2C(=O)[O-])n1
ZINC62842868	Cc1cc(C)cc(NC(=O)N2CCC(C)(C(=O)[O-])CC2)c1
ZINC62847431	CCC1(C(=O)[O-])CCN(C(=O)NC2CC2C)CC1
ZINC62871913	CCC1(C(=O)[O-])CCCN(C(=O)NC2CCCC2)C1
ZINC62876586	CCC1(C(=O)[O-])CCCN(C(=O)NC2CCC2)C1
ZINC62946488	O=C([O-])c1cncc(NC(=O)C2CC3C=CC2C3)c1
ZINC04251615	Cc1cc2cc(CNC(=O)c3ccccc3C(=O)[O-])ccc2n1C
ZINC04716548	CC1CCC2(C)C(C(=O)[O-])=CC(O)CC2C1(C)CCc1ccoc1
ZINC02820967	CC(C)C(C(=O)[O-])N1C(=O)/C(=C/c2ccccc2O)SC1=S
ZINC05023913	N#C/C(=C\Nc1ccccc1C(=O)[O-])c1nc2ccccc2s1
ZINC03030771	O=C([O-])CN1C(=O)/C(=C/c2c(O)ccc3ccccc23)SC1=S
ZINC05559456	CC(C(=O)[O-])n1c(O)c(/C=C2\C=Nc3ccccc32)sc1=S
ZINC00050446	O=C([O-])CCC(=O)Nc1ccc(I)cc1
ZINC02656172	CC(C)(C)NS(=O)(=O)c1ccc(Br)c(C(=O)[O-])c1
ZINC06726506	CC(C)=C1C2CCC1C(C(=O)NCc1cccs1)C2C(=O)[O-]
ZINC01002976	O=C([O-])c1ccc(/C=C2/SC(=S)N(c3ccc(O)cc3)C2=O)cc1
ZINC13253312	Cc1cc(Cl)ccc1NC(=O)/C=C/c1cc(C(=O)[O-])c(C)o1
ZINC13253897	Cc1oc(/C=C/C(=O)Nc2ccc(F)c(F)c2F)cc1C(=O)[O-]
ZINC13465928	Cc1nc2ccc(NC(=O)C3C4C=CC(C4)C3C(=O)[O-])cc2s1
ZINC13467259	O=C([O-])C1CC=CCC1C(=O)Nc1c(F)c(F)cc(F)c1F
ZINC15746485	Cc1ccc2nc(NC(=O)C3C4C=CC(C4)C3C(=O)[O-])sc2c1
ZINC08997328	Cc1ccc(-n2c(C)cc(/C=C3/C(=O)NC(=S)N=C3[O-])c2C)cc1C
ZINC21965787	O=C(Nc1sccc1C(=O)[O-])c1ccccc1I
ZINC17072420	C/C(=N\NC(=O)c1csc2c1CCCC2)c1ccc(C(=O)[O-])s1
ZINC35185902	O=C(Nc1cccc(I)c1)c1ccc(C(=O)[O-])nc1
ZINC35306536	Cc1c(Cl)cccc1S(=O)(=O)Nc1ccsc1C(=O)[O-]
ZINC35347730	O=C([O-])c1ccc(C(=O)Nc2ccc(Br)cn2)cc1
ZINC36403443	CC1CCc2c(sc(NC(=O)C3CC=CCC3C(=O)[O-])c2C#N)C1
ZINC36828809	O=c1ccc(S(=O)(=O)[N-]c2ccc(C(F)(F)F)cc2)c[nH]1
ZINC36977014	O=C(/C=C/c1c(F)cccc1Cl)Nc1sccc1C(=O)[O-]
ZINC37254898	Cc1cc(S(=O)(=O)NC2CCCC(C)C2)sc1C(=O)[O-]
ZINC37314568	Cc1nc2sccn2c1CNc1ccc(Cl)c(C(=O)[O-])c1
ZINC37404879	Cc1cc(NS(=O)(=O)c2cc(F)cc(F)c2)sc1C(=O)[O-]
ZINC37448869	Cc1ccc(/C=C/C(=O)Nc2sc(C)c(C)c2C(=O)[O-])s1
ZINC04105319	O=C([O-])c1sccc1NC(=O)c1c(Cl)cccc1Cl
ZINC03660273	Cn1c(C(=O)[O-])c(CC(=O)Nc2ccccc2F)c2ccccc21
ZINC38693548	O=C([O-])c1cc(Cl)ccc1NC(=O)C1C=C(Br)C=N1
ZINC39457342	Cc1c(O)c2c(n1[O-])-c1nc3ccccc3c(Br)c1C(=O)CC2
ZINC40125130	Cc1nc(C)c(C(=O)C2=C([O-])C(=O)NC2/C=C/c2ccccc2)s1
ZINC40536994	Cc1cc(NC(=O)N(C)CCC(=O)[O-])ccc1Br
ZINC43460804	O=C([O-])C1CCCCC1c1nc2ncc(Br)cc2[nH]1
ZINC44894122	Cc1ccccc1C(C)NC(=O)c1ccc(C(F)(F)F)nc1[O-]
ZINC44917300	CC1CC(C)CN(C(=O)c2ccc3c([O-])[nH]c(=S)nc3c2)C1
ZINC48545380	O=C(Nc1n[n-]c(C(F)(F)F)n1)c1sccc1Br
ZINC50200934	O=C([O-])c1cc(Br)ccc1NC(=O)c1cccn1C1CC1
ZINC50913849	Cc1cc(Br)c(NC(=O)CC(=O)[O-])c(Br)c1
ZINC00442505	Cc1ccc2nc(NC(=O)C3C4C=CC(C4)C3C(=O)[O-])sc2c1
ZINC27627240	Cn1c([O-])c2ccc(C(=O)NCc3cccs3)cc2nc1=S
ZINC29603448	CC1CCCC(NC(=O)c2ccc3c([O-])n(C)c(=S)nc3c2)C1C
ZINC61860435	O=C(Nc1cc(C(=O)[O-])c(F)cc1F)c1ccc(Br)cn1
ZINC62825148	C=CC(=O)Nc1c(Br)cc(Br)cc1C(=O)[O-]
ZINC44916368	O=C([O-])c1cn(-c2ccccc2)c2c1N=C(O)CC2c1ccsc1
ZINC44916368	O=C1CC(c2ccsc2)c2c(c(C(=O)[O-])cn2-c2ccccc2)N1
ZINC49291774	CC(=O)Nc1cccc(C(=O)/C(C#N)=C(\[O-])c2sccc2C)c1
ZINC11615967	Cc1ccc(CCC2NC(=O)C(C#N)=C([S-])N2c2ccccc2)o1
ZINC11615967	Cc1ccc(CCC2N=C(O)C(C#N)=C([S-])N2c2ccccc2)o1
ZINC65156345	CCc1nc(NC(=O)c2ccc(C(F)(F)F)nc2[O-])sc1C
ZINC66134496	Cc1n[nH]c(COc2ccc(Br)cc2Cl)c1C(=O)[O-]
ZINC04608566	Cc1c(C(=O)[O-])ccc2c1NC(c1ccc(OCC#N)cc1)C1CC=CC21
ZINC04652049	C/C(=C\C(=O)Nc1ccc(Br)cc1Br)C(=O)[O-]
ZINC04206086	O=C([O-])c1cc(S(=O)(=O)NC2CC2)ccc1Br
ZINC13343815	Cc1cc(/C=C2\SC(=S)N(CC(=O)[O-])C2=O)cc(C)c1O
ZINC13406009	O=C([O-])Cc1csc(NC(=O)c2cc(Br)ccc2Cl)n1
ZINC13437489	CCC(=O)Nc1ccc(I)cc1C(=O)[O-]
ZINC13942047	CCc1cccc2c(/C=C3\SC(=S)N(CC(=O)[O-])C3=O)c[nH]c12
ZINC16904048	Cc1ccc(C(=O)[O-])cc1N1C(=O)/C(=C/c2ccc[nH]2)SC1=S
ZINC19624404	O=c1[nH]c([O-])nc2c1sc1nc(-c3cccnc3)cc(C(F)(F)F)c12
ZINC01300574	O=C1/C(=C/c2ccc[nH]2)C([O-])=NC(=S)N1c1ccccc1F
ZINC13062709	[O-]c1c(C(Nc2ccccn2)c2cccnc2)ccc2cccnc12
ZINC09289502	CC1(C)Cc2nc3sc4c([O-])[nH]c(=S)nc4c3cc2CO1
ZINC20568354	CC1(C)CC(=O)C2=C(C1)NC1=C(C(=O)CC(C)(C)C1)C2C(=O)[O-]
ZINC28901006	O=C([O-])C1CC=CCC1C(=O)NCc1ccc(Br)s1
ZINC35188862	CC(O)c1ccccc1[N-]S(=O)(=O)c1ccc(Cl)s1
ZINC35200236	Cc1cc(NC(=O)c2cc(Br)cn2C)sc1C(=O)[O-]
ZINC35426288	Cn1cc(Br)cc1C(=O)Nc1ccc(C(=O)[O-])s1
ZINC36905038	O=C([O-])c1c(NS(=O)(=O)c2cccs2)sc2c1CCC2
ZINC37326508	O=C([O-])c1c(NS(=O)(=O)c2cccs2)sc2c1CCCC2
ZINC37425335	O=C(CC1(C(=O)[O-])CCCCCC1)Nc1ncc(Br)s1
ZINC37451914	O=C(Nc1ccsc1C(=O)[O-])c1csc(-c2ccsc2)n1
ZINC37744596	O=S(=O)([N-]c1c(Cl)cc(Br)cc1Cl)c1cn[nH]c1
ZINC38137622	O=S(=O)([N-]c1ncc(C#CCCO)s1)C1CCCCC1
ZINC19848790	O=C1CC(c2ccco2)CC([O-])=C1/C=N/CC1NCCc2ccccc21
ZINC39939763	CN1C(=O)C(c2cc([O-])n(-c3ccccc3)n2)C(O)c2ccccc21
ZINC41034553	CC1CCCC(NC(=O)/C=C/c2ccc(Br)s2)(C(=O)[O-])C1
ZINC41037911	CC1CCCCC1(NC(=O)/C=C/c1ccc(Br)s1)C(=O)[O-]
ZINC44627499	CCC(C(=O)[O-])N(C)C(=O)Nc1c(Cl)ccc(C)c1Cl
ZINC48983491	Cc1c(/C([O-])=C(/C#N)C(=O)N2CCCCC2)[nH]c2c1C(=O)CCC2
ZINC50044101	Cc1nc(C)c(C(C)Nc2ncc(Br)cc2C(=O)[O-])s1
ZINC17068097	Cc1scc(C(=O)Nn2c([O-])c3ccccc3nc2=S)c1C
ZINC50222990	O=C1CNC(/N=C(\[O-])c2ccc(Cl)cc2I)=N1
ZINC50222997	O=C(/N=C1/N=C([O-])CN1)c1cc(Cl)ccc1I
ZINC57584326	CNC(=O)c1cccc([N-]S(=O)(=O)c2cc(Cl)sc2Cl)c1
ZINC47080505	CN(CCc1ccccc1)C(=O)c1ccc2c([O-])[nH]c(=S)nc2c1
ZINC58429382	O=C(NCc1ccc(-n2cnc3ccccc32)cc1)c1cccnc1[S-]
ZINC42303431	Cc1ccc(Br)cc1S(=O)(=O)[N-]c1cc[nH]n1
ZINC49060959	O=S(=O)([N-]c1ccc2c(c1)CCN2)c1sccc1Br
ZINC33838068	O=C1/C(=C\c2ccc[nH]2)C([O-])=NC(=S)N1c1ccccc1F
ZINC59464936	CN(C)c1ccc(/C=C2\C(=O)NC(=S)N=C2[O-])cc1Br
ZINC15936949	O=C(Nc1cccnc1Cl)c1cc(-c2ccccc2O)on1
ZINC12851330	O=C(Nc1ccc(N2CCc3sccc3C2)nc1)c1cccnc1[S-]
ZINC62469760	CCC(=O)Nc1nc(C(Cl)(Cl)Cl)c(C(=O)[O-])s1
ZINC62923683	CC1(C(=O)[O-])CCN(C(=O)Nc2ccc(I)cc2)C1
ZINC62933091	CC(NC(=O)N1CCC(C)(C(=O)[O-])C1)c1ccc(Cl)s1
ZINC64159844	O=C(NC(c1ccc2c(c1)CCCC2)C1CC=CS1)c1ccc([O-])nn1
ZINC13548887	O=C1N=C([O-])N(c2ccc(F)cc2)C(=O)/C1=C\c1ccc(O)cc1
ZINC66087775	O=C1CC(C(F)(F)F)c2c(c(C(=O)[O-])cn2-c2ccc(F)cc2)N1
ZINC67028649	CC1=NC(=S)NC(c2nc(-c3ccccc3)cs2)/C1=C(\[O-])N(C)C
ZINC67225525	Cc1ccc(NC(=O)c2cnn3c([O-])cc(C)nc23)c(Br)c1
ZINC02667144	Cc1oc2c(C[NH+]3CCC(C)CC3)c(O)ccc2c(=O)c1-c1nc2ccccc2s1
ZINC05612457	Cc1cc(C)cc(Oc2coc3c(C[NH+]4CCCCCC4)c(=O)ccc-3c2O)c1
ZINC09548083	Cc1cc(O)c(C[NH+]2CCCCC2C)c2c1C(=O)/C(=C/c1cc3ccccc3o1)O2
ZINC09331596	O=C(/[NH+]=c1\sc2ccccc2c(O)c1-c1cccc2ccccc12)c1cccc([N+](=O)[O-])c1
ZINC05306787	O=C(/[NH+]=c1\sc2ccccc2c(O)c1-c1ccccc1)c1ccc([N+](=O)[O-])cc1
ZINC02918746	O=[N+]([O-])c1cccc(C2CC(c3ccccc3F)n3c([nH+]c4ccccc43)N2)c1
ZINC20805789	CSC1=[NH+]/C(=N\c2ccc(C)cc2)C2(CCC(C(C)(C)C)CC2)N1c1cccc(O)c1
ZINC03184822	C(=N/[NH+]=C1\CCCCCN1)\c1sc(N2CCCCC2)nc1-c1ccccc1
ZINC26895782	c1ccc(CSC2=[NH+]C3=C(C(N4CCOCC4)N2)C2(CCCC2)Cc2ccccc23)cc1
ZINC28932999	CC(=O)[NH+]=c1ccc2c(COC(=O)c3sc4ccccc4c3Cl)cc(O)oc-2c1
ZINC32501416	CCc1cc2c(oc(=O)c3cnc4c(sc5nc(C)cc(C)c54)c32)c(C[NH+](C)C)c1O
ZINC05556528	Cc1ccc(-c2cc(=[NH+]Nc3nc(C)cc(C)n3)c3c(C)cc(C)cc3o2)cc1
ZINC05556538	Cc1ccc(-c2cc(=[NH+]Nc3ncnc4ccccc34)c3c(C)cc(C)cc3o2)cc1
ZINC06188883	Cc1ccc[nH+]c1NP1(=S)/C(=C2\N(C)c3ccccc3C2(C)C)C=NN1c1ccccc1
ZINC36347327	O=[N+]([O-])c1cccc(C2c3cccn3CCC[NH+]2Cc2cc(Cl)ccc2O)c1
ZINC38899568	Cc1ccc2nc(N/N=C/C3C=c4ccccc4=[NH+]C3=O)nc(-c3ccccc3)c2c1
ZINC38984858	Oc1ccc(Br)cc1/C=N/N1C(=S)[NH+]=NC1c1ccccc1Br
ZINC39143098	COc1ccc2c(c1)=C(/C=C/C1Nc3ccccc3C(=O)N1c1ccccc1)C(C)[NH+]=2
ZINC38915679	CC1(C)CC2CC(C)(C[NH+]2Cc2c(O)ccc3cc(-c4nc5ccccc5o4)c(=O)oc23)C1
ZINC39388896	Cc1cccc(C(=O)Nc2sc3c(c2C(=O)N2CC[NH+](C)CC2)CCC(C(C)(C)C)C3)c1
ZINC39702186	O=C1[NH+]=c2ccc(Br)cc2=C(c2ccccc2)C1C1=NNC(c2ccc(F)cc2)C1
ZINC39707592	O=C(NC1C(=O)[NH+]=c2ccc(Br)cc2=C1c1ccccc1)c1ccccc1Cl
ZINC23819536	CC1CCc2c(sc3nc(C(C)[NH+](C)Cc4ccc(Br)cc4)[nH]c(=O)c23)C1
ZINC04460646	Cc1ccc(-c2csc(-c3cc4c(ccc5ccccc54)o/c3=[NH+]\O)n2)cc1
ZINC62041753	Cc1ccn2c(CC(=O)Nc3cccc4cccnc34)c(-c3ccc(C)c(C)c3)[nH+]c2c1
ZINC02422441	Cc1oc2c(C[NH+]3CCC(C)CC3)c(O)ccc2c(=O)c1Oc1ccccc1Br
ZINC16321171	CC(=O)Nc1ccc(/[NH+]=c2/oc3ccc4ccccc4c3cc2-c2nc3ccccc3s2)cc1
ZINC16321171	CC(=O)Nc1ccc(/[NH+]=c2\oc3ccc4ccccc4c3cc2-c2nc3ccccc3s2)cc1
ZINC63448369	O=C1[NH+]=c2cc3c(cc2=CC1/C=N/Nc1c(Cl)cc(Cl)cc1Cl)OCO3
ZINC38935932	Oc1ccc(Br)cc1/C=N/N1C(=S)[NH+]=NC1c1ccc(Cl)cc1Cl
ZINC63571899	COc1ccc(C2C3[NH+]=c4ccccc4=C3CCN2C(=O)Nc2cccc(C)c2C)cc1
ZINC63571921	COc1ccc(C2C3[NH+]=c4ccccc4=C3CCN2C(=O)Nc2cc(C)ccc2C)cc1
ZINC63572115	COc1ccc(C2C3[NH+]=c4ccc(Cl)cc4=C3CCN2C(=O)Nc2cc(C)ccc2C)cc1
ZINC63572303	COc1ccc(C2C3[NH+]=c4ccc(Cl)cc4=C3CCN2C(=O)Nc2ccc(F)cc2F)cc1
ZINC63572847	CCOc1ccccc1NC(=O)N1CCC2=c3cc(Cl)ccc3=[NH+]C2C1c1ccc(C)cc1
ZINC63573515	COc1ccc2c(c1)=C1CCN(C(=O)NC3CCCC3)C(c3ccc(C)cc3)C1[NH+]=2
ZINC38970923	Cc1ccc(NC2[NH+]=c3ccccc3=N/C2=N\S(=O)(=O)c2ccccc2)cc1Cl
ZINC38971911	Cc1cccc(S(=O)(=O)/N=C2\N=c3ccccc3=[NH+]C2Nc2ccccc2Cl)c1
ZINC63773014	O=C(N/N=C/C1=c2ccccc2=[NH+]C1)c1cc(-c2ccccc2Cl)nc2ccccc12
ZINC64103103	Cc1ccccc1-c1ncc(CN2CCC3=c4ccccc4=[NH+]C3C2c2cccc(O)c2)cn1
ZINC35427102	C[NH+]1CCc2c(sc3c2CN(C(=O)NC2CCCCC2)C(c2ccccc2)c2cccn2-3)C1
ZINC64622949	CCOc1ccc(NC(=O)N2CCC3=c4ccccc4=[NH+]C3C2c2ccc(F)cc2)cc1
ZINC64623096	COc1ccc(C2C3[NH+]=c4ccccc4=C3CCN2C(=O)Nc2cccc(SC)c2)cc1
ZINC64623169	COc1ccc2c(c1)=C1CCN(C(=O)Nc3ccccc3C)C(c3ccc(F)cc3)C1[NH+]=2
ZINC64623171	COc1ccc2c(c1)=C1CCN(C(=O)Nc3ccccc3C)C(c3ccc(F)cc3)C1[NH+]=2
ZINC64623195	COc1ccc2c(c1)=C1CCN(C(=O)Nc3ccccc3F)C(c3ccc(F)cc3)C1[NH+]=2
ZINC65985983	CC[NH+]1CCN(c2ccc(NC(=O)N3CC4CC5CC(C4)CC3C5)c(C)c2)CC1
ZINC66177673	CC1CCC(C(C)C)C(NC(=O)N(C)C2CC[NH+](C3CCOCC3)CC2)C1
ZINC67294715	Cc1cccc(NC(=O)c2cc3cc(Br)ccc3o/c2=[NH+]\c2ccccc2F)n1
ZINC67296877	Cc1cc(C)cc(/[NH+]=c2\oc3ccccc3cc2C(=O)Nc2ccccc2C)c1
ZINC67297345	CC(C)c1ccc(/[NH+]=c2\oc3ccccc3cc2C(=O)Nc2ccccc2)cc1
ZINC01088852	OC(c1ccccc1)c1nnc(SCc2ccc(Br)cc2)n1-c1ccccc1
ZINC01853332	O=P(Nc1ccc(I)cc1)(Oc1ccccc1)Oc1ccccc1
ZINC00829054	CCOC(=O)c1c(NC(=O)C2C(C=C(Cl)Cl)C2(C)C)sc2c1CCCC2
ZINC05145384	CSc1ccc(CCNC(=O)c2ccc3nc(N4CCC(C)CC4)sc3c2)cc1
ZINC00693648	O=C(CSc1ccccn1)Nc1ccc2nc(SCc3ccccc3F)sc2c1
ZINC00646557	Cc1ccc(CNC(=O)CSc2nc(-c3cccs3)cc(C(F)(F)F)n2)cc1
ZINC08440001	CC1(C)C(C=C(Cl)Cl)C1C(=O)Nc1nnc(SCc2ccc(F)cc2)s1
ZINC02103259	COC(=O)c1c(NC(=O)C(Sc2ccccc2)c2ccccc2)sc2c1CCC2
ZINC08781120	CC(Oc1ccccc1Br)C(=O)N/N=C/c1cccc(C(F)(F)F)c1
ZINC08922484	O=C(CC1(O)C(=O)N(CCCc2ccccc2)c2ccccc21)c1ccc(Cl)s1
ZINC01267238	CC(/C=C1\SC(=S)N(CCCC(=O)Nc2ccccc2C)C1=O)=C\c1ccccc1
ZINC08970291	O=C(NCC(c1ccc(Cl)cc1)S(=O)(=O)c1cccs1)c1ccccc1Cl
ZINC08970293	O=C(NCC(c1ccc(Cl)cc1)S(=O)(=O)c1cccs1)c1ccccc1Cl
ZINC09473824	Cc1ccc(SCCCC(=O)Nc2nc3ccc4sc(C)nc4c3s2)cc1
ZINC09474254	COc1ccc(SCCCC(=O)Nc2nc3ccc(Br)cc3s2)cc1
ZINC03348070	Cc1cccc(C)c1NC(=O)CCCSc1ncnc2scc(-c3ccccc3)c12
ZINC09494052	Cc1csc(-c2ccc(OCC(=O)NC(c3ccccc3)c3cccs3)cc2)n1
ZINC09605366	CC(NC(=O)COC(=O)c1ccc(Br)s1)c1ccc(Cl)c(Cl)c1
ZINC12070915	COC(=O)c1c(NC(=O)Cc2ccc(SC(C)C)cc2)sc2c1CCC(C)C2
ZINC03353817	O=C(/C=C/c1cccs1)Nc1nnc(SCc2c(Cl)cccc2Cl)s1
ZINC01375695	CC1CCc2c(sc3nc(C(C)C)nc(SCC(=O)NCc4cccs4)c23)C1
ZINC13631757	Cc1cc(Br)cc(Br)c1OCC(=O)N/N=C/C=C/c1ccccc1
ZINC14462221	CCN(CC)c1ccc(C2Nc3c(OCC4CCCO4)cccc3C3C=CCC32)cc1
ZINC16843873	CC(Sc1ncc(-c2cccc(Br)c2)o1)C(=O)NCCc1ccccc1
ZINC19875167	OC(COc1ccc2ccccc2c1)CN1CCN(c2cccc(C(F)(F)F)c2)CC1
ZINC20687958	C=CCN(CC=C)S(=O)(=O)c1ccc2c(c1)C1C=CCC1C(c1sccc1C)N2
ZINC20697298	CCN(CC)c1ccc(C2Nc3ccc(OCC4CCCO4)cc3C3C=CCC32)cc1
ZINC21367006	Brc1ccc(C(NCCc2ccccc2)c2nnc(-c3ccccc3)o2)cc1
ZINC21906150	O=C(NC(Cc1ccccc1)c1ccccc1)C1CCN(C(=O)/C=C/c2ccccc2)CC1
ZINC27690486	CCCCN1CC(CC(C)NC(=O)C2CCOC(C)(C)C2)c2cc(Br)ccc21
ZINC27691768	C=C(C)CN1CC(CC(C)NS(=O)(=O)c2ccccc2)c2cc(Br)ccc21
ZINC27751166	CC(C)NC(=O)CSc1nc2c(c(C(F)(F)F)c1C#N)CC(C(C)(C)C)CC2
ZINC32906368	O=C(NCCSc1ccccc1)c1ccccc1-c1ccc(Cn2cccn2)cc1
ZINC34680279	COc1ccccc1CCNC(=O)c1cc2sc(C)cc2n1C(C)c1ccccc1
ZINC35916544	O=C(NCCc1ccccc1)C1CC(c2ccccc2)CN(C(=O)Cc2cccs2)C1
ZINC36586117	CC(c1ccccc1)C(C(=O)NC(C)(C)C)N(C(=O)C#Cc1ccccc1)C(C)(C)C
ZINC39852766	CCN(C(=O)CCCc1c(-c2ccccn2)[nH]c2ccc(Cl)cc12)c1cccc(C)c1
ZINC40202527	Cc1ccccc1CC(=O)NCCc1nc2ccccc2n1Cc1c(F)cccc1Cl
ZINC40944099	Cc1ccc(OCCCC(=O)Nc2nc(-c3ccc(F)cc3)cs2)c(Br)c1
ZINC40961733	CCOc1ccc(Br)cc1/C=N/NC(=O)CSc1ccc(Cl)cc1
ZINC46570339	CC(C)c1ccc(/C=C(\Cl)c2nnc(C(=O)NCc3ccc(F)cc3)s2)cc1
ZINC03638487	Cc1ccc(CN2C(=O)CSc3ccc(C(=O)NCCC4=CCCCC4)cc32)cc1
