ZINC06447457	Cn1c(=O)c2[nH]c(CC[NH3+])nc2n(C)c1=O
ZINC35716609	Cc1c(N)cccc1NC(=O)C(C)[NH+](C)Cc1cccs1
ZINC37098979	CC(C)C[NH+](C)CC(=O)Nc1c(N)cc(Cl)cc1Cl
ZINC37163237	Cc1ccc(C(C)[NH2+]C(C)c2ccc3[nH]c(=O)[nH]c3c2)s1
ZINC37429138	Cc1cc(Cl)c(C(C)C)cc1Oc1ncccc1C(N)=[NH2+]
ZINC37581706	[NH3+]CC#Cc1cccc(S(=O)(=O)NC2CCCCCC2)c1
ZINC40852934	CC(C)CC([NH3+])C(=O)Nc1sc2c(c1C#N)CCC(C)C2
ZINC40853036	CC1CCc2c(sc(NC(=O)C(C)([NH3+])C3CC3)c2C#N)C1
ZINC40853058	CCCC(C)([NH3+])C(=O)Nc1sc2c(c1C#N)CCC(C)C2
ZINC40853094	CC1CCc2c(sc(NC(=O)C([NH3+])C(C)(C)C)c2C#N)C1
ZINC40853096	CC1CCc2c(sc(NC(=O)C([NH3+])C(C)(C)C)c2C#N)C1
ZINC40853317	CCC(C)C([NH3+])C(=O)Nc1sc2c(c1C#N)CCCCC2
ZINC40853377	CCCCC([NH3+])C(=O)Nc1sc2c(c1C#N)CCCCC2
ZINC41601551	CCCCc1cc(=O)[nH]c(NC2CC(C)(C)[NH2+]C(C)(C)C2)n1
ZINC42445429	CCN(CC(C)/C(N)=N/O)c1cc[nH+]c2cc(Cl)ccc12
ZINC42824748	NC(=S)c1c[nH+]c2ccccc2c1NCC1CCCCO1
ZINC43406925	Cc1cc(Cl)ccc1Oc1nc2c(cc1C(N)=[NH2+])CCC2
ZINC43410484	NC(=[NH2+])c1cc2c(nc1Oc1ccccc1Cl)CCCC2
ZINC43639915	CC[NH2+]C(c1ccc2[nH]c(=O)[nH]c2c1)c1ccc(CC)s1
ZINC44282538	Cc1c(Br)c(O)c(CCC[NH3+])c(C)c1[N+](=O)[O-]
ZINC44594337	Cc1cccc(NS(=O)(=O)c2ccc(CC[NH3+])cc2)c1C
ZINC45047341	CC1(NS(=O)(=O)c2ccc(CC[NH3+])s2)CCCCC1
ZINC49155728	CC(Cc1ccsc1)[NH2+]C(C)c1ccc2[nH]c(=O)[nH]c2c1
ZINC49502482	Cc1cc(C)c(C(N)=S)c(NC(C)C[NH+]2CCCCC2)n1
ZINC49686642	Cc1cc(C[NH2+]C(C)c2ccc3[nH]c(=O)[nH]c3c2)c(C)s1
ZINC31959726	CC(C)COc1ccccc1-c1cs/c(=N\C(=O)C[NH3+])[nH]1
ZINC50375099	COC1CCCC1Nc1c(C(N)=S)c[nH+]c2ccccc12
ZINC51145072	CC1CCCC([NH+](C)Cc2nc(NN)c3ccsc3n2)C1
ZINC51146674	Cc1sc2nc(C[NH+]3CCCCC3C)nc(NN)c2c1C
ZINC51718421	CCc1ccc(C[NH2+]C(C)c2ccc3[nH]c(=O)[nH]c3c2)s1
ZINC52907479	Cc1ccc([N+](=O)[O-])c(Oc2cccc(Cl)c2C(N)=[NH2+])c1
ZINC53116987	CC1CCCC(CO)([NH2+]Cc2c[nH]nc2-c2cccs2)C1
ZINC37519112	CCC(C)c1ccc(S(=O)(=O)Nc2ccc(N)[nH+]c2)cc1
ZINC00031947	Nc1nn2c([nH+]1)N=C(c1ccccc1O)CC2c1ccccc1
ZINC57629854	Cc1c(Cl)cccc1Nc1nnc(SCC[NH3+])s1
ZINC57845434	CCC1(c2ccc(C(C)C)cc2)NC(=O)N(C(C)C[NH3+])C1=O
ZINC61440065	Cc1ccc2nc(SC(c3ccc(C)o3)C(C)[NH3+])[nH]c2c1
ZINC61857006	NC(=[NH2+])c1ccc(Sc2nc3ccccc3o2)cc1Cl
ZINC62069940	Cc1nc2cc(NCC(C)C[NH+]3CCCC3)c(N)cc2s1
ZINC63062046	Cc1cc(Br)ccc1Oc1ccc(C(N)=[NH2+])cn1
ZINC06250970	Cc1ccc2c(c1)C1C[NH+](C)CCC1N2C(=O)c1ccccc1NS(=O)(=O)c1ccc(F)cc1C
ZINC08623434	Cc1nc(-c2ccco2)cc(C2C[NH+]3CCC2CC3COC(=O)Nc2ccc(Oc3ccccc3)cc2)n1
ZINC08749873	C[NH+](CC(=O)Nc1cc(S(=O)(=O)N2CCCCCC2)ccc1Cl)Cc1ccc(Cl)s1
ZINC09237727	Cc1cc(C)c2c(c1)C1(C(=O)N2)C(C(=O)c2ccccc2)C(c2cccc([N+](=O)[O-])c2)C2CSC[NH+]21
ZINC09102321	CC(Sc1nnc(C(C)[NH+](C)C)n1-c1ccc(Cl)cc1)C(=O)Nc1ccc(C(F)(F)F)cc1
ZINC10584533	CCOc1ccc(N2CC(NC(=O)N3CC[NH+](C(c4ccccc4)c4ccccc4)CC3)CC2=O)cc1
ZINC10865288	CC[NH+]1CCC(NC(=O)CSc2nc3sc4c(c3c(=O)n2C2CCCC2)CCC(C)C4)CC1
ZINC10193079	CC[NH+]1CCN(c2ccc(NC(=O)C3CC(=O)N(c4ccc(C)cc4)C3c3cccs3)cc2)CC1
ZINC12498345	COC(=O)C1(Cc2ccccc2)[NH2+]C(c2ccccc2C)C2C(=O)N(c3ccc4c(c3)OCO4)C(=O)C21
ZINC12498386	CCOC(=O)C1(c2ccccc2)[NH2+]C(c2ccccc2C)C2C(=O)N(c3ccc4c(c3)OCO4)C(=O)C21
ZINC12950470	COC(=O)C1(c2ccccc2)[NH2+]C(c2ccccc2Cl)C2C(=O)N(c3ccc(Cl)cc3)C(=O)C21
ZINC13651282	CCN(CC)c1ccc(N2CCN(C(=O)C3(C)CCc4c(C)c(O)c(C)c(C)c4O3)CC2)[nH+]c1N(CC)CC
ZINC15351528	COc1ccc(C2CC(c3ccccc3)=NN2C(=O)C[NH+](C)CC(=O)Nc2ccccc2Cl)cc1
ZINC15544038	CCOC(=O)c1c(NC(=O)C[NH+]2CCC(C(=O)N3CCCCCC3)CC2)sc2c1CCC(C)C2
ZINC20116115	CC(C)C(NC(=O)c1ccc(C23CC4CC(CC(C4)C2)C3)cc1)C(=O)N1CCN(c2cccc[nH+]2)CC1
ZINC20684633	CCn1c2ccccc2c2cc(C3Nc4ccc(S(=O)(=O)N5CC[NH+](C)CC5)cc4C4C=CCC43)ccc21
ZINC15675673	CC1CCCC(C)[NH+]1CCCN1C(=O)c2cc3occc3n2CC1(C)C(=O)NC1CCCCCCC1
ZINC23446489	O=C(Nc1cc(F)cc2c1OCOC2)N1CC[NH+](CCOC(c2ccccc2)c2ccc(F)c(F)c2)CC1
ZINC24875447	CC(c1nnc(SCc2nc3ccc(Cl)cc3c(=O)[nH]2)n1-c1ccc(F)cc1)[NH+]1CCCCC1
ZINC32117009	COc1ccc(C(=O)C2C(c3ccc(OC)cc3)C(C(=O)NCc3ccccc3)[NH+]3C=CC=CC23)cc1
ZINC34683982	COc1cccc(C[NH+]2CCC(N(c3ccc4c(c3)OCO4)S(=O)(=O)c3ccc(C)cc3)CC2)c1O
ZINC34749449	CCc1c(C)sc2nc(N3CC[NH+](CC(=O)Nc4ccc(C)cc4)CC3)n(CCc3ccccc3)c(=O)c12
ZINC34756610	Cc1ccc(NC(=O)N2CCc3[nH+]c(N4CCN(c5ccc(F)cc5)CC4)nc(N(C)C)c3C2)cc1
ZINC35646610	CCOC(=O)C1=C(C[NH+]2CCCN(C(=O)C3CCC3)CC2)N(CC)C(=O)NC1c1ccc(C)cc1C
ZINC37006601	COc1ccc2cc3n(c2c1)CC(C)(C(=O)NCCC[NH+]1CC(C)CC(C)C1)N(Cc1ccccc1C)C3=O
ZINC37264167	C[NH+](C)CCNC(=O)CN1C(=O)CSC(c2cccs2)c2c(C(C)(C)C)nn(-c3cccc(F)c3)c21
ZINC37424905	Cc1ccc(-n2nc(C(C)(C)C)c3c2N(CC(=O)NCC[NH+](C)C)C(=O)CSC3c2cccs2)cc1
ZINC17242628	COc1ccc(C2C3=C(CC(C)(C)CC3=O)[NH+]=C3N=C(SCc4ccccc4F)NN32)cc1OC
ZINC39154583	O=C(CSC1=NC2[NH+]=c3ccccc3=C2N=N1)Nc1nnc(SCc2ccc(Cl)cc2)s1
ZINC23362677	O=C(COc1ccccc1)Nc1ccc(N2CCC([NH+]3CCN(Cc4cccs4)CC3)CC2)cc1
ZINC39528938	CCc1cc(S(=O)(=O)Oc2ccccc2)ccc1N1CC[NH2+]C(S(=O)(=O)Oc2ccccc2)C1
ZINC39560785	COC(=O)C1CC2=C3CC=CC=C3N=C2C2CC([NH2+]C(C)C)CC(c3ccc(OC(F)(F)F)cc3)N12
ZINC40323089	CC(C)c1ccc(C(CNC(=O)c2ccc(S(=O)(=O)c3ccc(Br)cc3)o2)[NH+](C)C)cc1
ZINC43737077	COc1c2c(cc3c1C(CC(=O)C1CCC4C5CC=C6CC(O)CCC6(C)C5CCC14C)[NH+](C)CC3)OCO2
ZINC36028095	CCC(C)C1[NH2+]C2(CCN(S(=O)(=O)c3ccccc3)CC2)N(Cc2cccc(C(F)(F)F)c2)C1=O
ZINC36028173	CCC(C)CN1C(=O)C(C(C)CC)[NH2+]C12CCN(S(=O)(=O)c1cccc(C(F)(F)F)c1)CC2
ZINC36038430	CCC(C)CN1C(=O)C(CC(C)C)[NH2+]C12CCN(S(=O)(=O)c1cccc(C(F)(F)F)c1)CC2
ZINC36038432	CCC(C)CN1C(=O)C(CC(C)C)[NH2+]C12CCN(S(=O)(=O)c1cccc(C(F)(F)F)c1)CC2
ZINC19798495	[NH2+]=C1/C(=C/c2cn(Cc3ccccc3F)c3ccccc23)C(=O)N=C2SC(c3ccccc3Cl)=NN12
ZINC10166909	CCOC(=O)C1CC[NH+](C(c2ccc(Br)cc2)c2sc3nc(CC)nn3c2O)CC1
ZINC59294375	COC(=O)c1ccc(N2CC[NH+](C)CC2)c(NC(=O)COc2c(Cl)c(C)c(Cl)c(C)c2Cl)c1
ZINC41585380	COc1ccc(/C=C2\Oc3c(C[NH+]4CCN(c5ccccc5F)CC4)c(O)cc(C)c3C2=O)cc1OC
ZINC41586399	CCOC(=O)C1CCC[NH+](Cc2c(O)cc(C)c3c2O/C(=C\c2ccc(Br)cc2)C3=O)C1
ZINC63237041	Cc1ccc(CN2CC(C(=O)NCC(C3=c4ccccc4=[NH+]C3)c3ccc(N(C)C)cc3)CC2=O)cc1
ZINC63373562	CC(C)CC(C(=O)NC(C)CCc1ccccc1)N1C(=O)N2CCC3=c4ccccc4=[NH+]C3C2(C)C1=O
ZINC63486254	COc1ccc2c(c1)=C(CCNC(=O)CCC1C(=O)Oc3cc4oc5c(c4cc3C1C)CCCC5)C[NH+]=2
ZINC63514554	C=CCc1cccc2c1OC(=O)C(C(=O)NCCC1=c3cc(OC(F)(F)Cl)ccc3=[NH+]C1C)C2
ZINC63514556	C=CCc1cccc2c1OC(=O)C(C(=O)NCCC1=c3cc(OC(F)(F)Cl)ccc3=[NH+]C1C)C2
ZINC38974931	CCC(C)c1ccc(NC2[NH+]=c3ccccc3=N/C2=N\S(=O)(=O)c2cccc3nsnc23)cc1
ZINC35448006	Cc1ccc(OCc2cc(=O)n3c4c(sc3[nH+]2)CCCC4)c(NC(=O)c2ccc3c(c2)OCO3)c1
ZINC03007144	COC(=O)c1c(NC(=O)c2ccc(S(=O)(=O)N3CCCCCC3)cc2)sc2c1CC[NH+](C(C)C)C2
ZINC08635528	COc1ccc(-c2cc(C3C[NH+]4CCC3CC4CNC(=S)Nc3cccc(C#N)c3)n(C)n2)cc1OC
ZINC08881056	CCC[NH+]1CCc2c(sc(NC(=O)c3ccc(S(=O)(=O)N4CCCCC4C)cc3)c2C(=O)OC)C1
ZINC08920360	CCC1CCCCN1S(=O)(=O)c1ccc(C(=O)Nc2sc3c(c2C(=O)NC)CC[NH+](CC)C3)cc1
ZINC08920446	CC[NH+]1CCc2c(sc(NC(=O)c3ccc(S(=O)(=O)N(C)Cc4ccccc4)cc3)c2C(=O)NC)C1
ZINC08920636	CCC[NH+]1CCc2c(sc(NC(=O)c3ccc(S(=O)(=O)N4CCCCC4CC)cc3)c2C(=O)NC)C1
ZINC08920798	CNC(=O)c1c(NC(=O)c2ccc(S(=O)(=O)N3CC(C)CC(C)C3)cc2)sc2c1CC[NH+](C(C)C)C2
ZINC09369205	CCOC(=O)c1c(NC(=O)c2ccc(S(=O)(=O)N3CC(C)CC(C)C3)cc2)sc2c1CC[NH+](C)C2
ZINC11667694	CC[NH+]1CCc2c(sc(NC(=O)c3ccc(S(=O)(=O)N4CC(C)CC(C)C4)cc3)c2C(=O)OC)C1
ZINC12498030	COC(=O)C1(Cc2ccc(O)cc2)[NH2+]C(c2cccs2)C2C(=O)N(c3ccc4c(c3)OCCO4)C(=O)C21
ZINC12658051	O=C1NC(=O)C(Cc2cccs2)(C[NH+]2CC3CC(C2)c2cccc(=O)n2C3)C(=O)N1Cc1ccccc1
ZINC06443573	COc1ccc(C[NH+](Cc2cccnc2)C(c2cc3cccc(C)c3[nH]c2=O)c2nnnn2C(C)(C)C)cc1
ZINC06443922	COc1ccc(C[NH+](CC2CCCO2)C(c2cc3cccc(C)c3[nH]c2=O)c2nnnn2C2CCCC2)cc1
ZINC09070664	CCOc1ccc(C2/C(=C(\O)c3cnn(-c4ccccc4)c3C)C(=O)C(=O)N2CC[NH+]2CCOCC2)cc1
ZINC19790746	O=C1c2cccc3cccc(c23)C(=O)N1CC[NH+]1CCN(CC(O)COCc2ccc3c(c2)OCO3)CC1
ZINC20136212	Cc1cc(N2CCN(C)CC2)[nH+]c2ccc(NC(=O)CCC(=O)N3CCN(Cc4ccccc4)CC3)cc12
ZINC20976535	C[NH+]1CCN(c2c(Cl)cccc2NC(=S)NC(=O)c2ccc(N3CCOCC3)c([N+](=O)[O-])c2)CC1
ZINC00719918	COc1ccc(C2CC(C(F)(F)F)n3nc(C(=O)N4CC[NH+](C5C6CC7CC(C6)CC5C7)CC4)cc3N2)cc1OC
ZINC34747070	CC(C)Cn1c(N2CC[NH+](CC(=O)NC3CCCCC3)CC2)nc2sc3c(c2c1=O)CC(C)(C)OC3
ZINC34748678	CCN(CC)C(=O)C[NH+]1CCN(c2nc3sc(C)c(C)c3c(=O)n2CC(=O)NC2CCCCC2)CC1
ZINC35642287	CCOC(=O)C1=C(C[NH+]2CCCN(C(=O)c3ccco3)CC2)N(C)C(=O)NC1c1ccc(OC)c(OC)c1
ZINC02725178	CNC(=O)c1c(NC(=O)c2ccc(S(=O)(=O)N3CCCc4ccccc43)cc2)sc2c1CC[NH+](C)C2
ZINC15895258	CC1CCN(S(=O)(=O)c2ccc3c(c2)N(CC(=O)NCC[NH+]2C(C)CCCC2C)C(=O)CS3)CC1
ZINC36660259	CCC[NH+]1CCc2c(sc(NC(=O)C3CCCN3S(=O)(=O)c3ccc(C)cc3)c2C(=O)OCC)C1
ZINC36704441	CC[NH+]1CCc2c(sc(NC(=O)C3CCCN3S(=O)(=O)c3ccc(Cl)s3)c2C(=O)OC)C1
ZINC39469670	CSC1=CC2CC3COP(=O)(S(=O)(=O)Oc4ccccc4)N[NH+]3CC2C=C1c1ccccc1O
ZINC39469671	CSC1=CC2CC3COP(=O)(S(=O)(=O)Oc4ccccc4)N[NH+]3CC2C=C1c1ccccc1O
ZINC39531995	Cc1ccc(C(CNS(=O)(=O)c2ccccc2)N2CC[NH2+]C(S(=O)(=O)Oc3ccccc3)C2)cc1
ZINC39609343	Cc1ccc(CCNC(=O)C2CN(C(=O)COc3cccc4c(C)cc(=O)oc34)CC23CC[NH2+]CC3)cc1C
ZINC39636368	COc1ccccc1CCNC(=O)C1CN(C(=O)c2cccnc2Oc2ccc(C)cc2)CC12CC[NH2+]CC2
ZINC39639404	Cc1ccc(C(C)NC(=O)C2CN(C(=O)COc3cccc4c(C)cc(=O)oc34)CC23CC[NH2+]CC3)cc1
ZINC39652742	CCOc1ccccc1CCNC(=O)C1CN(C(=O)c2cccnc2Oc2ccccc2)CC12CC[NH2+]CC2
ZINC39653525	CCOc1cc(CCNC(=O)C2CN(C(=O)c3ccc(-c4ccccc4)o3)CC23CC[NH2+]CC3)ccc1OC
ZINC39665375	Cc1cc(=O)oc2c(OCC(=O)N3CC(C(=O)NCC(C)Oc4ccccc4)C4(CC[NH2+]CC4)C3)cccc12
ZINC39666272	Cc1ccc(OC(C)CNC(=O)C2CN(C(=O)c3c(-c4ccccc4)noc3C)CC23CC[NH2+]CC3)cc1
ZINC39691249	Cc1ccccc1CCNC(=O)C1CN(C(=O)COc2cccc3c(C)cc(=O)oc23)CC12CC[NH2+]CC2
ZINC36648021	CCOC(=O)c1c(NC(=O)C2CCCCN2S(=O)(=O)c2cccs2)sc2c1CC[NH+](C(C)C)C2
ZINC36648024	CCC[NH+]1CCc2c(sc(NC(=O)C3CCCCN3S(=O)(=O)c3cccs3)c2C(=O)OCC)C1
ZINC40986370	Cc1ccc(CS(=O)(=O)c2ncc(C(=O)NCC(c3ccc(N(C)C)cc3)[NH+](C)C)c(Cl)n2)cc1
ZINC20114710	CCSC1=NSC2=NC(=O)/C(=C\c3ccc(OCCOc4ccccc4Cl)c(OC)c3)C(=N)N12
ZINC03419041	COc1ccc(N2C(=O)/C(=C\Nc3cc(Cl)ccc3N3CC[NH+](C)CC3)c3ccccc3C2=O)cc1OC
ZINC58870820	CCOC(=O)c1ccc(N2C(=O)CC(SC(=[NH2+])N/N=C(\C)c3ccc(Br)cc3)C2=O)cc1
ZINC59489280	C/C(CCc1ccc2c(c1)OCO2)=N\[NH+]=C(/N)SC1CC(=O)N(c2ccc(Br)cc2)C1=O
ZINC59489391	CCOc1ccc(N2C(=O)CC(SC(=[NH2+])N/N=C(\C)c3ccc(OC)c(Br)c3)C2=O)cc1
ZINC63142020	CCOc1ccc(C2C3[NH+]=c4ccccc4=C3CC3C(=O)N(CC(O)c4ccccc4)CC(=O)N32)cc1OC
ZINC63375745	COc1ccc(C2C3[NH+]=c4ccccc4=C3CC3C(=O)N(c4ccccc4C(=O)NCC(C)C)C(=O)N32)cc1
ZINC63375992	CCC(C)NC(=O)c1ccccc1N1C(=O)C2CC3=c4ccccc4=[NH+]C3C(c3ccc(OC)cc3)N2C1=O
ZINC63698902	COc1cc2c(cc1CNC(=O)CSC1N=NC(C3C=c4cc(Cl)ccc4=[NH+]3)N1C)OCCCO2
ZINC64502389	CC1=NN(CCCC(=O)NCCC2=c3ccccc3=[NH+]C2)C(=O)C2C1=NN(c1ccccc1)C2n1cccc1
ZINC64502627	O=C(CC1CCN(C(=O)C2N=NC(C(=O)Nc3ccccc3)S2)CC1)NCCC1=c2ccccc2=[NH+]C1
ZINC06232740	CC1(C)C([N+](=O)[O-])C(c2ccc(Br)cc2)[NH2+]C(c2ccc(Br)cc2)C1[N+](=O)[O-]
ZINC08414526	Cc1ccc2nc(-c3ccc(N4C(=O)CC([NH2+]C(C)C56CC7CC(CC(C7)C5)C6)C4=O)cc3)sc2c1
ZINC08623150	Cc1nc(-c2ccccc2Br)cc(C2C[NH+]3CCC2CC3CNC(=O)c2ccc(C(C)(C)C)cc2)n1
ZINC08817381	CN(C)c1ccc(/C=N/NC(=O)C[NH+]2CCn3c4c(c5cc(C6CCCCC6)ccc53)CCCC42)cc1
ZINC08934978	COc1ccc(N2CC[NH+](CC(=O)Nc3sc4c(c3C(=O)c3ccccc3)CCCC4)CC2)cc1
ZINC09100998	CC(Sc1nnc(C(C)[NH+](C)C)n1-c1ccc(Cl)cc1)C(=O)Nc1cccc(Cl)c1Cl
ZINC11788592	COc1ccc(/C=C/C[NH+]2CCC3(CC2)c2ccccc2C(NC(=O)Cc2ccccc2)C3OC)cc1
ZINC12042688	CCOc1ccc(C(c2c(NC(=O)c3ccco3)sc(C)c2C)[NH+]2CCN(c3ccccc3)CC2)cc1
ZINC12158955	O=c1c2c3c(sc2ncn1CCc1ccccn1)CC([NH2+]C1c2ccccc2-c2ccccc21)CC3
ZINC12953857	COc1cc2nc(SCc3c(C)cc(C)cc3C)n(Cc3ccccc3Cl)c(=[NH2+])c2cc1OC
ZINC14968673	C/C(=C\c1ccccc1)C[NH+]1CCC(O)(c2ccc3oc(C(=O)N4CC(C)OC(C)C4)cc3c2)CC1
ZINC16039183	O=C(c1ccccc1)C1C(C(=O)c2ccccc2)C2(C(=O)Nc3ccccc32)C2c3ccccc3C=C[NH+]12
ZINC19878956	CCOC(=O)c1c(C)oc2c1c(C(c1ccc(Cl)cc1)N1CC[NH+](CC)CC1)c(O)c1ccccc12
ZINC19908799	Cc1ccc2c(c1)c(-c1ccccc1)c(-c1ccccc1)n2CC(O)CN1CCN(c2cccc[nH+]2)CC1
ZINC20383758	Cc1cc(C)c2nc(N3CCC(C(=O)NCCCN4CC[NH+](C5CCCCC5)CC4)CC3)sc2c1
ZINC22473104	COc1ccc(C(=O)N(CCC/[NH+]=c2\cc(O)oc3ccccc23)Cc2ccccc2)cc1Br
ZINC27520951	CCOC(=O)c1c(/[NH+]=c2\oc3c(OC)cccc3cc2C(=O)Nc2ccc(F)cc2)sc(C)c1C
ZINC27520958	CCOC(=O)c1c(/[NH+]=c2\oc3c(OC)cccc3cc2C(=O)Nc2ccccc2F)sc2c1CCCC2
ZINC28348158	OCC1CCN(c2cc(-c3ccc(Sc4ccc5c(c4)OCCO5)c(C(F)(F)F)c3)cc[nH+]2)CC1
ZINC28728316	C[NH+](CC(=O)Nc1c(Cl)cccc1C(F)(F)F)Cc1cn(-c2ccccc2)nc1-c1ccccc1
ZINC30828883	C[NH+]1CCN(c2c(Cl)cccc2NC(=O)/C=C/c2ccc(-c3cc(Cl)cc(Cl)c3)o2)CC1
ZINC34699068	COc1ccc(C[NH+]2CC(CN(C(=O)c3ccc(F)cc3)C(C)C)C(c3ccc(F)cc3)C2)c(O)c1
ZINC34757345	Cc1ccc(NC(=O)C[NH+]2CCN(c3nc(SCC(C)C)nc4sc5c(c34)CCC5)CC2)cc1
ZINC35172433	Cc1ccc(-c2nnc(SCCCCC(=O)N3CC[NH2+]C(C)C3)n2-c2ccc(Cl)c(Cl)c2)cc1
ZINC36240590	CC(=O)/[NH+]=c1/ccc2c(CSc3nnc(SCc4ccc(C(C)C)cc4)s3)cc(O)oc-2c1
ZINC36799251	CC(=O)/[NH+]=c1/ccc2c(CSc3nc4ccccc4c(=O)n3-c3cccc(C)c3C)cc(O)oc-2c1
ZINC02245079	COc1ccc(C2C3=C([NH+]=C4N=C(SC)NN42)c2ccccc2OC3c2ccc(Cl)cc2)cc1
ZINC02209423	COc1ccc(C2C3=C([NH+]=C4N=C(SC)NN42)c2ccccc2OC3c2ccc(C)cc2)cc1OC
ZINC09346236	CCOc1ccc(C2C3=C([NH+]=C4N=C(SC)NN42)c2ccccc2OC3c2ccccc2)cc1OC
ZINC02249678	COc1ccc(C2Oc3ccccc3C3=C2C(c2ccc(F)cc2)n2nc(SC)nc2N3)cc1OC
ZINC38759904	COC(=O)c1ccc(OC2=CN=[NH+]C2c2ccc(OCc3ccc(Br)cc3)cc2O)cc1
ZINC38675514	O=C(CC1S/C(=N/N=C/C2=c3ccccc3=[NH+]C2c2ccccc2)NC1=O)c1ccc2c(c1)CCCC2
ZINC39365050	CNC(=S)N1N=C(C2C(=O)[NH+]=c3ccc(Cl)cc3=C2c2ccccc2)CC1c1ccc(N(C)C)cc1
ZINC39586080	CC(SC1NN=C(C2=c3ccccc3=[NH+]C2)N1c1ccc(Cl)cc1)c1nnc(-c2ccccc2)o1
ZINC40322847	Cc1ccc(S(=O)(=O)c2ccc(C(=O)NCC(c3ccccc3Cl)[NH+]3CCCCCC3)o2)cc1
ZINC40717752	CC[NH+]1CCN(c2c(Cl)cccc2NC(=O)/C=C/c2ccc(-c3cccc(Cl)c3Cl)o2)CC1
ZINC20918430	COc1ccc2cc3n(c2c1)CC(C)(C(=O)NCCC[NH+]1CC(C)CC(C)C1)N(Cc1ccc(C)cc1)C3=O
ZINC36038442	CCC(C)CN1C(=O)C(CC(C)C)[NH2+]C12CCN(S(=O)(=O)c1ccc(Cl)c(Cl)c1)CC2
ZINC18180816	Cc1ccc(C2=NN(C(=[NH2+])SC3CC(=O)N(c4cccc(C)c4)C3=O)C(c3ccc(Cl)cc3)C2)cc1
ZINC41585558	Cc1cc(O)c(C[NH+]2CCN(c3ccc(F)cc3)CC2)c2c1C(=O)/C(=C/c1ccc(Br)cc1)O2
ZINC63362598	CC(C)c1ccc(NC(=O)c2ccccc2N2C(=O)N3CCC4=c5ccccc5=[NH+]C4C3(C)C2=O)cc1
ZINC63375840	CC(C)CCNC(=O)c1ccccc1N1C(=O)C2CC3=c4ccccc4=[NH+]C3C(c3ccc(F)cc3)N2C1=O
ZINC63375979	Cc1ccccc1C1C2[NH+]=c3ccccc3=C2CC2C(=O)N(c3ccccc3C(=O)NC3CCCC3)C(=O)N21
ZINC63572142	COc1ccc(C2C3[NH+]=c4ccc(Cl)cc4=C3CCN2C(=O)Nc2cc(Cl)ccc2OC)cc1
ZINC38971848	Cc1ccc(Cl)cc1NC1[NH+]=c2ccccc2=N/C1=N\S(=O)(=O)c1cc(Cl)ccc1Cl
ZINC64623112	COC(=O)c1ccccc1NC(=O)N1CCC2=c3cc(Cl)ccc3=[NH+]C2C1c1ccc(OC)cc1
ZINC64623125	COc1ccc(C2C3[NH+]=c4ccc(Cl)cc4=C3CCN2C(=O)Nc2ccc(OC)cc2OC)cc1
ZINC64623249	CCOC(=O)Cc1ccc(NC(=O)N2CCC3=c4cc(OC)ccc4=[NH+]C3C2c2ccc(C)cc2)cc1
ZINC35427081	CCOc1ccc(NC(=O)N2Cc3c(sc4c3CC[NH+](C)C4)-n3cccc3C2c2ccccc2)cc1
ZINC35427150	CCOc1ccccc1NC(=O)N1Cc2c(sc3c2CC[NH+](C)C3)-n2cccc2C1c1ccc(OC)cc1
ZINC01782074	CCCC[NH+](C)Cc1c(O)ccc2c(=O)c(Oc3ccccc3Br)c(C(F)(F)F)oc12
ZINC08770339	CC1(C)CC2CC(C)(C[NH+]2CN2C(=O)/C(=N\NC(=O)COc3cccc4ccccc34)c3ccccc32)C1
ZINC01933904	CC(C)c1ccccc1Oc1c(C(F)(F)F)oc2c(C[NH+](C)Cc3ccccc3)c(O)ccc2c1=O
ZINC09123777	Cc1ccc(C(=O)C2C(c3ccc([N+](=O)[O-])cc3)C3CSC[NH+]3C23C(=O)Nc2ccc(C)cc23)cc1
ZINC09323252	Cc1cc2nc(N(CC[NH+](C)C)C(=O)c3ccc(NS(=O)(=O)c4ccccc4)cc3)sc2cc1C
ZINC09886742	CC[NH+]1CCN(c2ccc(NC(=O)/C=C/c3cc(Br)cc(Br)c3OC)cc2)CC1
ZINC09382626	CC(NS(=O)(=O)c1ccc(Br)cc1)C(c1cccs1)[NH+]1CCN(c2ccccc2)CC1
ZINC12659573	COc1c2c(cc3c1C(CC(=O)C1=CCC4C5CCC6CC(O)CCC6(C)C5CCC14C)[NH+](C)CC3)OCO2
ZINC13097585	C[NH+](CC(=O)Nc1ccccc1Cl)Cn1nc(-c2ccccc2)n(-c2ccc(Cl)cc2)c1=S
ZINC15675853	Cc1cc2c(cc3n2CC(C)(C(=O)NC2CCCCCCC2)N(CC[NH+](C)C2CCCCC2)C3=O)o1
ZINC16038849	CCCc1ccc(C(=O)C2C(C(=O)C(C)(C)C)[NH+]3C=Cc4ccccc4C3C23C(=O)Nc2ccccc23)cc1
ZINC16666971	CCOC(=O)c1c(C)oc2ccc(OCC(O)C[NH+]3CCn4c5c(c6cc(C)ccc64)CCCC53)cc12
ZINC08586357	Cc1cccc2cc(C[NH+](Cc3cccs3)C3(c4nnnn4C4CCCC4)CCCC3)c(O)nc12
ZINC20183131	Cc1cc(N2CCCC2)[nH+]c2ccc(NC(=S)N3CCN(c4cccc(C(F)(F)F)c4)CC3)cc12
