ZINC02780389	Cc1nn(C)cc1C(=O)Nc1sc2c(c1C(N)=O)CCC2
ZINC63537953	O=C(NCC1C=c2cc(Cl)ccc2=[NH+]1)C1CC2=[NH+]C(c3ccc4c(c3)OCO4)CC(C(F)(F)F)N2N1
ZINC63537967	Cc1ccc(C2CC(C(F)(F)F)N3NC(C(=O)NCC4C=c5cc(Cl)ccc5=[NH+]4)CC3=[NH+]2)cc1
ZINC63546948	COc1ccc(C2=[NH+]C3=CC(C(=O)NCCC4=c5cc(OC)ccc5=[NH+]C4)NN3C(C(F)(F)F)=C2)cc1
ZINC63547030	Cc1ccc2c(c1)=C(CCNC(=O)C1C=C3[NH+]=C(c4ccc(F)cc4)C=C(C(F)(F)F)N3N1)C[NH+]=2
ZINC63547041	O=C(NCCC1=c2cc(Cl)ccc2=[NH+]C1)C1C=C2[NH+]=C(c3cccs3)C=C(C(F)(F)F)N2N1
ZINC63626084	CC1CCC(C(=O)NC(CC2=c3ccccc3=[NH+]C2)C(=O)NCCC[NH+]2CC(C)CC(C)C2)CC1
ZINC63807620	C[NH+](C)C(CNC(=O)C(CC1=c2ccccc2=[NH+]C1)NC(=O)c1ccc(F)cc1)c1cccs1
ZINC63818916	CC1(C)CC(NC(=O)C(=O)N2CCN(C(=O)C3C=c4ccccc4=[NH+]3)CC2)CC(C)(C)[NH2+]1
ZINC64164328	CC(C)C(NC(=O)CSC1N=NNN1c1ccccc1Cl)C1[NH+]=c2ccccc2=[NH+]1
ZINC64164331	CC(C)C(NC(=O)CSC1N=NNN1c1ccccc1Cl)C1[NH+]=c2ccccc2=[NH+]1
ZINC64450346	COc1ccc(C2CC(=O)NC3C2=C(C)NN3C2[NH+]=c3ccccc3=[NH+]2)cc1Br
ZINC64450876	CC(C)(C)Nc1c(-c2ccccc2)[nH+]c2n1NC(N1CCN(C(=O)C3C=c4ccccc4=[NH+]3)CC1)S2
ZINC64450877	CC(C)(C)Nc1c(-c2ccccc2)[nH+]c2n1NC(N1CCN(C(=O)C3C=c4ccccc4=[NH+]3)CC1)S2
ZINC64519995	CC1CC[NH+](c2ccc(C3NOC(C(=O)N4CCN(C(=O)C5C=c6ccccc6=[NH+]5)CC4)N3)cc2)CC1
ZINC06707325	CCC(C)C([NH3+])c1nnc(SCC(=O)Nc2cc(C)ccc2C)o1
ZINC06448136	[NH3+]C1CCCCC1/N=C/C1C(=O)N(CCc2ccc(F)cc2)C(=O)N=C1O
ZINC06448184	[NH3+]C1CCCCC1/N=C/C1C(=O)N=C(O)N(Cc2ccc(F)cc2)C1=O
ZINC06448187	[NH3+]C1CCCCC1/N=C/C1C(=O)N=C(O)N(Cc2ccc(F)cc2)C1=O
ZINC08309256	CC(C(=O)NC(=O)NC(C)(C)C)[NH+]1CCN(c2ccccc2O)CC1
ZINC02433757	NC(=O)C1([NH+]2CCCCC2)CCN(C(=S)NCc2ccco2)CC1
ZINC11712521	CN(c1[nH+]cccc1CNC(=O)C1CCCN(C(N)=O)C1)C1CCCCC1
ZINC12712925	CC(C)(CO)NC(=O)CC1C(=O)NCC[NH+]1Cc1cccc(F)c1F
ZINC13702980	CCn1nc(C(=O)Nc2sc3c(c2C(N)=O)CC[NH+](C)C3)cc1C
ZINC09935073	NC1=NC(=O)C(C2(O)C(=O)N(C[NH+]3CCCCC3)c3ccccc32)S1
ZINC19795080	CC1(C)CCCC([NH+]2CCC(Cn3cc(CNC(N)=O)nn3)CC2)C1
ZINC29547582	CNC(=O)C1CN(C(=O)CS/C(N)=[NH+]/C(C)(C)C)c2ccccc2O1
ZINC24985522	CC(NC(=O)c1ccccc1)C(=O)N1CCC2(CC1)NCCc1[nH+]c[nH]c12
ZINC37330775	[NH3+]C(Cc1c[nH]cn1)c1nc(Cc2ccc(Br)cc2)no1
ZINC37711755	COc1cc(C[NH3+])cc(Br)c1OC1CS(=O)(=O)CC1O
ZINC38819074	Cc1ccc2c(c1)=[NH+]C(C1=C(N)N(c3ccc(C(=O)[O-])cc3)CC1=O)[NH+]=2
ZINC39605362	O=C(NCCCO)C1CN(C(=O)c2cc(F)cc(C(F)(F)F)c2)CC12CC[NH2+]CC2
ZINC39605396	Cc1ccc(C(=O)N2CC(C(=O)NCCCO)C3(CC[NH2+]CC3)C2)cc1F
ZINC39605417	Cc1ccc(C(=O)N2CC(C(=O)NCCCO)C3(CC[NH2+]CC3)C2)c(F)c1F
ZINC39605510	O=C(NCCCO)C1CN(C(=O)C2CC=CCC2)CC12CC[NH2+]CC2
ZINC39631147	CC(=O)N1CC(C(=O)NC(C)CCCC(C)(C)O)C2(CC[NH2+]CC2)C1
ZINC39683993	CNC(=O)C(C)NC(=O)C1CN(C(=O)c2ccc(C)cc2C)CC12CC[NH2+]CC2
ZINC40728124	CN(C)Nc1[nH+]cnc(N2CCN(c3cccc(Cl)c3)CC2)c1N
ZINC44713797	CCC(=O)N1CC(C(=O)NC(C)c2c(C)n[nH]c2C)C2(CC[NH2+]CC2)C1
ZINC46338822	CC1CCCC[NH+]1C(C)CNC(=O)NNC1(C)CCS(=O)(=O)C1
ZINC49060973	NC(=O)CN(C1CC[NH2+]CC1)S(=O)(=O)c1sccc1Br
ZINC49547891	Cc1nn(CC(C)C)c(C)c1NC(=O)C(=O)NC1CC(C)(C)[NH2+]C(C)(C)C1
ZINC50649154	CC[NH+]1CCCC1CNS(=O)(=O)c1cc(Br)cnc1N
ZINC50660254	C[NH+]1CCC(CNS(=O)(=O)c2cc(Br)cnc2N)C1
ZINC29327699	O=C(NCc1cc[nH+]c(N2CCCC2)c1)NNC(=O)c1cccs1
ZINC60042856	NC(=O)Cc1nc2ccccc2n1CC(O)C[NH+]1CCc2ccccc2C1
ZINC63795383	CC1=C(NC(=O)C(=O)NCCC2=c3cc(Cl)ccc3=[NH+]C2)C(C)N(C)N1
ZINC63870864	O=C(C1=CC2=CC=NC2C=C1)N1CCCC(CN2CC(CCO)N[NH2+]2)C1
ZINC64309584	CC1CCCC(CNC(=O)c2ccc(S(N)(=O)=O)o2)([NH+](C)C)C1
ZINC65251651	CC(C(=O)NC(=O)NC1CCCC1)[NH+]1CCCC(C(=O)NC2CC2)C1
ZINC65404920	CC1=c2cc(F)ccc2=[NH+]C1CN1CCN2NC(C(=O)NCCO)=CC2C1
ZINC65443920	CC(NC(=O)NCC(C)[NH+]1CCCC1)c1ccc2c(c1)CCC(=O)N2
ZINC65488386	Cc1sc2nc(CC[NH3+])nc(N(C)CC3(CO)CCOCC3)c2c1C
ZINC65522588	CC(c1ccccc1)[NH+]1CCC(NC(=O)NNC2(C)CCS(=O)(=O)C2)C1
ZINC65534765	Cc1cc(CC(C)NC(=O)C2=CC3C[NH+](C(C)C)CCCN3N2)[nH]n1
ZINC65638705	CC1CC(C(N)=O)c2ccccc2N1C(=O)C(=O)NCC1CC[NH+](C(C)C)C1
ZINC65781508	CNC(=O)NC(C)(C)C(=O)NCc1ccc(N2CCC(C)CC2)[nH+]c1
ZINC65965035	CCNC(=O)NC(=O)C(C)[NH+]1CCC(C(=O)NC2CCCCC2)CC1
ZINC66390507	CCNC(=O)NC(=O)C(C)[NH2+]CC1(c2ccc(F)cc2)CCOCC1
ZINC66980595	CC(=O)Nc1cc(NC(=O)NCCc2cn3c([nH+]2)CCCC3)c(F)cc1F
ZINC67128859	CCOc1ccc(-c2nc(C[NH+]3CC(O)CC3C(N)=O)cs2)cc1
ZINC67401216	CN(C)c1nc(N)nc(C[NH+]2CCC(C(O)c3ccc(Cl)cc3)CC2)n1
ZINC67614395	O=C(CCCCC1SCC2NC(=O)NC21)NC1CC[NH+](C2CC2)C1
ZINC67622558	CC1CC[NH+](CC(O)CNC(=O)NCC2Cc3ccccc3O2)CC1
ZINC67640027	CC1CC[NH+](CC(O)CNC(=O)NCc2csc(C(C)(C)C)n2)CC1
ZINC04087263	CC[NH+]1CCc2c(sc(NC(=O)c3cc4ccccc4oc3=O)c2C(N)=O)C1
ZINC04556399	CC[NH+]1CCc2c(sc3c2C(O)=NC(c2cc(Cl)cc(OC)c2O)N3)C1
ZINC04708266	CCc1nnc(NC(=O)c2sc3nc4c(cc3c2N)C[NH+](C(C)C)CC4)s1
ZINC04741798	NC1=[NH+]C(c2nc3ccccc3n2Cc2ccccc2)n2c(nc3ccccc32)N1
ZINC12483472	CCNC(=O)NC1C2COC(O2)C([NH+]2CCC(Cc3ccccc3)CC2)C1O
ZINC17079533	Cc1c(C[NH+](C)CC(=O)Nc2sc3c(c2C(N)=O)CCC(C)C3)cnn1C
ZINC20464905	OCC1OC(C[NH2+]Cc2ccc(F)cc2)C(N2CCN(c3ccccc3)CC2)C1O
ZINC20849232	Cc1cc(NC(=O)c2cc3c(CO)cnc(C)c3o/c2=[NH+]\O)ccc1Br
ZINC25126289	CC(CNC(=O)Cc1ccc(S(N)(=O)=O)s1)[NH+]1CCc2sccc2C1
ZINC26603247	CC(C)CNC(=O)NC(=O)C[NH+]1CCCC1C(=O)Nc1cc(Cl)ccc1Cl
ZINC30260677	NC(=O)c1ccsc1NC(=O)C[NH+]1CCN(C(=O)c2ccc(Cl)cc2Cl)CC1
ZINC30879657	C[NH+](Cc1ccccc1)C1C(CNC(=O)c2ccc(F)c(Cl)c2)OC(CO)C1O
ZINC32791557	CC([NH2+]C(C)c1ccc(Cl)c(Cl)c1)C(=O)c1c(N)n(C)c(=O)n(C)c1=O
ZINC32791559	CC([NH2+]C(C)c1ccc(Cl)c(Cl)c1)C(=O)c1c(N)n(C)c(=O)n(C)c1=O
ZINC01819585	[NH3+]CCCC(=O)OC1N=C(c2ccccc2Cl)c2cc(Br)ccc2NC1=O
ZINC01819584	[NH3+]CCCC(=O)OC1N=C(c2ccccc2Cl)c2cc(Br)ccc2NC1=O
ZINC38506998	CCC[NH+]1CCc2c(sc(NC(=O)c3cc(C)nn3C(C)C)c2C(N)=O)C1
ZINC39467059	O=P1(c2ccccc2O)N[NH+]2CC3C=C(O)C(Cc4ccccc4)=CC3CC2CO1
ZINC39467063	O=P1(c2ccccc2O)N[NH+]2CC3C=C(O)C(Cc4ccccc4)=CC3CC2CO1
ZINC39631346	CC(CCCC(C)(C)O)NC(=O)C1CN(C(=O)c2ccc(F)cc2F)CC12CC[NH2+]CC2
ZINC39631385	CC(CCCC(C)(C)O)NC(=O)C1CN(C(=O)c2cc(F)cc(F)c2)CC12CC[NH2+]CC2
ZINC39631394	CC(CCCC(C)(C)O)NC(=O)C1CN(C(=O)c2cc(Cl)cc(Cl)c2)CC12CC[NH2+]CC2
ZINC39631596	Cc1ccc(C(=O)N2CC(C(=O)NC(C)CCCC(C)(C)O)C3(CC[NH2+]CC3)C2)cc1F
ZINC39631622	CC(CCCC(C)(C)O)NC(=O)C1CN(C(=O)c2cccc(Cl)c2Cl)CC12CC[NH2+]CC2
ZINC39631785	Cc1ccc(F)cc1C(=O)N1CC(C(=O)NC(C)CCCC(C)(C)O)C2(CC[NH2+]CC2)C1
ZINC43111740	CC1(NNC(=O)NCC2([NH+]3CCCCC3)CCCCC2)CCS(=O)(=O)C1
ZINC43307515	C[NH+](C)C(CNC(=O)NNC1(C)CCS(=O)(=O)C1)c1ccccc1Cl
ZINC44713644	CCCC(C)C(=O)N1CC(C(=O)NC(C)c2c(C)n[nH]c2C)C2(CC[NH2+]CC2)C1
ZINC45789212	Cc1cc(C(=O)NNC(=O)NCc2ccccc2C[NH+]2CCCC(C)C2)c(C)o1
ZINC51063921	Cc1ccc(CC2CCC[NH+](CC(=O)c3c(N)n(C4CC4)c(=O)[nH]c3=O)C2)cc1
ZINC51684378	CC1CC(C)C[NH+](Cc2ccccc2CNC(=O)N2CCOC(C(N)=O)C2)C1
ZINC44736990	Cc1ccc2nc(C(C)NC(=O)C3CN(C(=O)c4ccccc4F)CC34CC[NH2+]CC4)[nH]c2c1
ZINC52808189	COCCC([NH3+])C(=O)Nc1c(Br)cc(Br)cc1C(=O)OC
ZINC44737124	Cc1ccc2nc(C(C)NC(=O)C3CN(C(=O)c4ccc(F)cc4F)CC34CC[NH2+]CC4)[nH]c2c1
ZINC44737214	CCC(=O)N1CC(C(=O)NC(C)c2nc3ccc(C)cc3[nH]2)C2(CC[NH2+]CC2)C1
ZINC39695813	Cc1ccc2nc(C(C)NC(=O)C3CN(C(=O)c4ccc(C)c(C)c4)CC34CC[NH2+]CC4)[nH]c2c1
ZINC44737412	Cc1ccc2nc(C(C)NC(=O)C3CN(C(=O)c4ccc(C)c(C)c4)CC34CC[NH2+]CC4)[nH]c2c1
ZINC54681193	[NH2+]=C1Nc2nc3ccccc3n2C(c2ccc(-n3ccc(C(F)(F)F)n3)cc2)N1
ZINC55325237	O=C1Nc2ccccc2NC12CC[NH+](Cc1c[nH]nc1-c1ccc(F)cc1)CC2
ZINC57481733	Cc1cc(C)c2c(N)c(C(=O)OCC(=O)NC(=O)c3cccs3)sc2[nH+]1
ZINC04335261	CCOC(=O)c1ccc(/[NH+]=c2\oc3c(C)ncc(CO)c3cc2C(N)=S)cc1
ZINC61862549	O=C(NCC(c1c(F)cccc1Cl)[NH+]1CCCC1)NNC(=O)c1ccoc1
ZINC63295090	O=C(NCCc1ccc(O)c(O)c1)C1CCCN(C(=O)C2C=c3ccccc3=[NH+]2)C1
ZINC63303063	COc1cccc2c1=CC(C(=O)NCCC(=O)NC1Nc3ccccc3S1)[NH+]=2
ZINC63386827	O=C(CCC1NC(=O)c2ccccc2NC1=O)NCCC1=c2ccccc2=[NH+]C1
ZINC63896912	O=C1C(C2NCCC3=c4ccccc4=[NH+]C32)C(O)NC(S)N1Cc1ccc(F)cc1
ZINC63948113	Cc1ccc2c(c1)=C(CCN1CC(C(=O)NC3NNC(C)S3)CC1=O)C[NH+]=2
ZINC67392792	CNC(=O)c1ccc(C)c(NC(=O)C(=O)NCC(C)(C)[NH+]2CCCC(C)C2)c1
ZINC67392815	CNC(=O)c1ccc(NC(=O)C(=O)NCC(C)(C)[NH+]2CCCC(C)C2)c(C)c1
ZINC67606997	O=C(NCc1cccc(NC(=O)C2CCCO2)c1)NC1CC[NH+]2CCCCC12
ZINC02430217	COc1ccc(CCn2c(C)cc3c(c2=O)C(c2ccc4c(c2)OCO4)C(C#N)=C(N)O3)cc1OC
ZINC08880761	Cc1nn(Cc2ccccc2)c(C)c1CNC(=O)CN1C(=O)NC2(CCOc3ccccc32)C1=O
ZINC08893822	COC(=O)NC(=O)c1c(NC(=O)C2CCCN2S(=O)(=O)c2ccc(C)cc2)sc2c1CCC2
ZINC09798808	CN(c1cccc(Cl)c1)S(=O)(=O)c1cccc(C(=O)NN2C(=O)NC3(CCCCC3)C2=O)c1
ZINC10440261	CCC1CCc2sc(-c3nnc(SC(C)C(=O)c4c(N)n(C)c(=O)n(C)c4=O)n3C)cc2C1
ZINC10440263	CCC1CCc2sc(-c3nnc(SC(C)C(=O)c4c(N)n(C)c(=O)n(C)c4=O)n3C)cc2C1
ZINC12321498	COc1cc(OC)c(C2Nc3nonc3NC3=C2C(=O)CC(c2cccs2)C3)cc1OC
ZINC12321500	COc1cc(OC)c(C2Nc3nonc3NC3=C2C(=O)CC(c2cccs2)C3)cc1OC
ZINC12421297	N#Cc1nc(-c2ccc(S(=O)(=O)N3CCc4ccccc4C3)cc2)oc1N1CCC(C(N)=O)CC1
ZINC03359783	CC(C)c1ccccc1-n1c(SCC(=O)c2c(N)n(C)c(=O)n(C)c2=O)nc2ccccc2c1=O
ZINC14110512	Cn1c(N)c(-c2csc(N3N=C(c4ccc(Cl)cc4)CC3c3ccco3)n2)c(=O)n(C)c1=O
ZINC15795005	Cc1cc(C)c(S(=O)(=O)N2CCC(C(=O)NNC(=O)C3COc4ccccc4O3)CC2)c(C)c1
ZINC16613193	CC(C)(C)NC(=O)N1CCC2(CC1)C(=O)N(CC(=O)NCC1CCCO1)CN2c1ccccc1
ZINC17795686	Cc1cc(C)c(S(=O)(=O)N2CCC(C(=O)NN3C(=O)NC4(CCC(C)CC4)C3=O)CC2)c(C)c1
ZINC20086024	N#CC1=C(N)N(S(=O)(=O)c2ccccc2)C(C(=O)c2ccccc2)C1c1ccc([N+](=O)[O-])cc1
ZINC03014111	COc1cc(C2C(C#N)=C(N)Oc3c2c(=O)oc2ccccc32)ccc1OC(=O)c1ccco1
ZINC20756601	CCOc1ccc(-n2c(=S)[nH]c([O-])c(C3c4c(cc5c(c4OC)OCO5)CC[NH+]3C)c2=O)cc1
ZINC21121536	CCn1c(SC(C)C(=O)c2c(N)n(C)c(=O)n(C)c2=O)nc2sc3c(c2c1=O)CCC(C)C3
ZINC21121547	CCn1c(SC(C)C(=O)c2c(N)n(C)c(=O)n(C)c2=O)nc2sc3c(c2c1=O)CCC(C)C3
ZINC21475780	Cc1cc(-c2cc(C(=O)Nc3ccc4c(c3)NC(=O)C(C)O4)c3cnn(C(C)C)c3n2)c(C)o1
ZINC21629517	Cc1cccc(C)c1-n1c(SC(C)C(=O)c2c(N)n(C)c(=O)n(C)c2=O)nc2ccccc2c1=O
ZINC15304755	CC(C)Cn1c2c(c(=O)[nH]c1=O)C(C(F)(F)F)(C(F)(F)F)N=C(c1cccc([N+](=O)[O-])c1)N2
ZINC17162040	CCCn1nc(C(=O)NNC(=O)C2CC(=O)N(c3cccc(C)c3C)C2)c2ccccc2c1=O
ZINC22739356	CC(C)(C)c1ccc(-c2nnc(SCC(=O)N3CCN(C4CCS(=O)(=O)C4)CC3)n2N)cc1
ZINC23154193	Nc1ccc(C(=O)N2CCN(S(=O)(=O)c3ccc(Cl)c(C(F)(F)F)c3)CC2)cc1[N+](=O)[O-]
ZINC24763475	CCOC(=O)c1c(C)[nH]c(C(=O)Nc2c(C(=O)N3CCOCC3)sc3nc(C)cc(C)c23)c1C
ZINC27240181	CCOC(=O)C1=C(Cn2cnc3ccc(Br)cc3c2=O)NC(=O)NC1c1ccco1
ZINC33141470	Cc1ccc(NC(=O)Cn2cnc3nc(N4CCCC(C(=O)NC(C)C)C4)sc3c2=O)c(F)c1
ZINC33421923	CCC(C)C1(C(=O)[O-])[NH2+]C(c2cccc3ccccc23)C2C(=O)N(c3cccc([N+](=O)[O-])c3)C(=O)C21
ZINC35167781	COC(=O)C1=C(N)Oc2cc(C)n(Cc3ccco3)c(=O)c2C12C(=O)N(CC(C)C)c1ccccc12
ZINC35485866	Cc1nnc(N2C(=O)c3oc4cc(C)c(C)cc4c(=O)c3C2c2ccc(OCC(N)=O)cc2)s1
ZINC36189839	CCOc1cc(/C=C2/NC(=O)N(Cc3ccc(Br)cc3)C2=O)cc([N+](=O)[O-])c1O
ZINC19292521	O=C(NC1CCCCC1)N(CCN1CCOCC1)Cc1cc2cc3c(cc2[nH]c1=O)OCCO3
ZINC38577312	Cc1ccc(C2=CC(C(=O)Nc3ccc(S(=O)(=O)N4CC(C)OC(C)C4)cc3)N=N2)c(O)c1
ZINC39450516	O=C1CC(O)Nc2c1n(S(=O)(=O)Oc1ccccc1)c(=O)c1cc(Cc3ccccc3)cnc21
ZINC39700522	CC1CCc2c(sc(NC(=O)c3ccc(S(=O)(=O)N(C)C)cc3)c2C(=O)NC(=O)N(C)C)C1
ZINC39836246	CC1CCc2c(sc(NC(=O)c3ccccc3[N+](=O)[O-])c2C(=O)NC2CCS(=O)(=O)C2)C1
ZINC40066148	Cc1cc(N2C(=O)c3oc4c(C)c(C)ccc4c(=O)c3C2c2ccc(OCC(N)=O)cc2)no1
ZINC40066166	Cc1nnc(N2C(=O)c3oc4c(C)c(C)ccc4c(=O)c3C2c2ccc(OCC(N)=O)cc2)s1
ZINC46877585	CC1(c2cccc(C(F)(F)F)c2)NC(=O)N(CC(=O)Nc2cc(Cl)ccc2-n2cncn2)C1=O
ZINC01380931	Cc1cc(NC(=O)C2C3C(=O)N(c4cccc(F)c4)C(C(=O)NC(C)(C)C)C34C=CC2(C)O4)no1
ZINC60195700	CNS(=O)(=O)c1ccc2c(c1)CCN2C(=O)CN1C(=O)NC2(CCC(C(C)(C)C)CC2)C1=O
ZINC60346316	COC(=O)c1c(NC(=O)CN2C(=O)NC(C)(c3cc(C)oc3C)C2=O)sc2c1CCC(C)C2
ZINC10796861	O=C(COC(=O)C1c2ccccc2Oc2ccccc21)NNC(=O)C1COc2ccccc2O1
ZINC63374184	CC(C)C(C(=O)NC(C(=O)[O-])c1ccccc1)N1C(=O)N2CCC3=c4ccccc4=[NH+]C3C2(C)C1=O
ZINC39210339	COc1ccc(C2=NN=C3OC(N)=C(C#N)C(C4C=NN=C4c4ccc(F)cc4)C32)cc1OC
ZINC64230954	CC1=C(/C=N/NC(=O)CC2=NC(=O)C3=C(C)C(C)SC3=N2)C(N2CCCC2)N(c2ccccc2)N1
ZINC35378942	Cc1ccc(NC(=O)C2CCCN(S(=O)(=O)c3cc4c(cc3C)NC(=O)CO4)C2)cc1N(C)C
ZINC35379037	CC(=O)c1ccc(NC(=O)C2CCCN(S(=O)(=O)c3cc4c(cc3C)NC(=O)C(C)O4)C2)cc1
ZINC14607965	CCCc1[nH]n(-c2nc3ccccc3[nH]2)c(=O)c1C1CC(=O)N(c2ccc(C(C)=O)cc2)C1=O
ZINC02216701	CCOC(=O)C1=C(N)n2c(s/c(=C\c3ccccc3)c2=O)=C(C(N)=O)C1c1ccccc1
ZINC02659303	Nc1c(C(=O)c2ccc3c(c2)NC(=O)CO3)sc2c1c(=O)[nH]c(=O)n2-c1ccc(Cl)cc1Cl
ZINC08893394	CCOc1cc(/C=c2\sc3n(c2=O)C(N)=C(C#N)C(c2ccc(O)c(OCC)c2)C=3C#N)ccc1O
ZINC09468149	Cc1cc(C)c2c(N)c(C(=O)NNC(=O)c3ccc4c(=O)n5c(nc4c3)CCCCC5)sc2n1
ZINC09485973	Cc1nn(-c2ccccc2)c2c1C(c1ccc(O)c(O)c1)C1=C(CC(c3ccc(O)cc3)CC1=O)N2
ZINC09594496	CCCn1c(N)c(C(=O)CSc2nc3scc(-c4cccs4)c3c(=O)[nH]2)c(=O)[nH]c1=O
ZINC12349453	O=C1CC(c2cccs2)CC2=C1C(c1ccc(O)c(O)c1)c1c([nH]n(-c3ccccc3)c1=O)N2
ZINC00718553	N#CC1=C(N)Oc2[nH]nc(-c3ccc(Br)cc3)c2C1c1c[nH]nc1-c1ccc(F)cc1
ZINC03669885	CSc1ccc(C2C(C#N)=C(N)N(c3ccc(S(N)(=O)=O)cc3)C3=C2C(=O)CC(C)(C)C3)cc1
ZINC12854753	CC(C)C(NC(=O)C12CC3CC(CC(C3)C1)C2)C(=O)NCc1ccc(S(N)(=O)=O)s1
ZINC14625138	CCCCn1c(N)c(N(Cc2ccccc2)C(=O)c2ccc3c(c2)NC(=O)C(C)S3)c(=O)[nH]c1=O
ZINC04019916	COc1ccccc1NC(=O)C1=C(C)NC(SCC(N)=O)=C(C#N)C1c1ccccc1Cl
ZINC19882976	CC1=C(C(N)=O)C(c2ccco2)C(C#N)=C(SCC(=O)Nc2cccc(Cl)c2C)N1
ZINC32971114	NC(=O)C1([NH+]2CCCCC2)CCN(c2ccc(C(=O)[O-])cc2NS(=O)(=O)c2cccs2)CC1
ZINC35099368	CCOc1cc(C2NC(=O)NC(O)(c3ccc(Cl)cc3)C2C(=O)C(F)(F)F)ccc1O
ZINC35365959	CC12CCC3C(CCC4(O)CC(O)CCC34/C=N/Nc3ccccc3)C1(O)CCC2C1=CC(=O)OC1
ZINC35459091	COC1CC(=O)C23C(=O)NC(Cc4c[nH]c5ccccc45)C2C(C)=C(C)C(O)C3/C=C/CC(C)CC1O
ZINC19643983	Cn1cc(/C=C/C(=O)NC(=S)Nc2sc3c(c2C(N)=O)CCC(C(C)(C)C)C3)cn1
ZINC36544375	Cc1ccc(S(=O)(=O)CNC(=O)C(c2c(O)cc(O)cc2O)N(C=O)c2ccccc2Cl)cc1
ZINC09643611	CC(C)CCN(C(=O)c1cc(=O)[nH]c2ccccc12)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O
ZINC38556199	NN1C(SCC(=O)c2ccc(Cl)c(Cl)c2)NNC1C1C=C(c2ccccc2)N=N1
ZINC38556201	NN1C(SCC(=O)c2ccc(Cl)c(Cl)c2)NNC1C1C=C(c2ccccc2)N=N1
ZINC38626809	CC1=C(C(=O)NC(=S)NNC(=O)C2C=C(c3ccc(F)cc3)N=N2)C(c2ccccc2)NO1
ZINC38752466	COc1ccc(C2=CC(C3NNC(SCC(=O)c4ccc(Cl)cc4)N3N)N=N2)cc1
ZINC39252434	COc1ccc2[nH]cc(CCN3CC(C(=O)NC4NNC(C(C)(C)C)S4)CC3=O)c2c1
ZINC39361524	Cc1ccc(NC(=O)CSC2=NNC(Cc3cc(=O)[nH]c(=O)[nH]3)N2c2ccccc2)cc1
ZINC39361846	Cc1ccc(C)c(N2C(SCC(=O)Nc3ccccc3)=NNC2Cc2cc(=O)[nH]c(=O)[nH]2)c1
ZINC39587530	NC(=O)c1c(NC(=O)COC(=O)c2cc(Br)ccc2O)sc2c1CCCC2
ZINC39916003	OCC1OC(Sc2nc3ccccc3n2CCOc2ccc3ccccc3c2)C(O)C(O)C1O
ZINC43867027	CC12CCC3C(CCC4(O)CC(O)CCC34/C=N/Nc3ccccc3)C1(O)CCC2C1=CC(=O)OC1
ZINC49034851	[NH3+]C(Cc1nc(-c2ccc(F)cn2)no1)C(=O)NC1=C(C(=O)[O-])CC(c2cc(F)cc(F)c2F)CC1
ZINC20611465	CCOc1ccc(-n2c(=O)[nH]c([O-])c(C3[NH2+]CCc4c3[nH]c3ccc(OC)cc43)c2=O)cc1
ZINC15968075	CCc1ccc2c(c1)C1(NC(CC(N)=O)C3C(=O)N(CCc4ccccc4)C(=O)C31)C(=O)N2
ZINC02248145	Nc1c(C(=O)NCC2CCCO2)c2nc3ccccc3nc2n1/N=C/c1cc(Br)ccc1O
ZINC08845171	COc1cc(C2c3c(n[nH]c3-c3cc(Cl)c(C)cc3O)C(=O)N2CCO)cc(Br)c1O
ZINC08845171	COc1cc(C2c3c(-c4cc(Cl)c(C)cc4O)n[nH]c3C(=O)N2CCO)cc(Br)c1O
ZINC16012571	CCc1ccc(N2C(=O)C3C(CCC(N)=O)NC4(C(=O)Nc5c4ccc(Cl)c5C)C3C2=O)cc1
ZINC16012573	CCc1ccc(N2C(=O)C3C(CCC(N)=O)NC4(C(=O)Nc5c4ccc(Cl)c5C)C3C2=O)cc1
ZINC16021255	O=C1C2C(Cc3ccc(O)c(O)c3)NC3(C(=O)Nc4ccc(F)cc43)C2C(=O)N1C1CCCCC1
ZINC16022297	NC(=O)CC1NC2(C(=O)Nc3ccc(Br)cc32)C2C(=O)N(CCc3ccccc3)C(=O)C12
ZINC16022296	NC(=O)CC1NC2(C(=O)Nc3ccc(Br)cc32)C2C(=O)N(CCc3ccccc3)C(=O)C12
ZINC36610243	COc1cc(C(C(=O)NC(C)(C)C)N(C(=O)c2c(O)cccc2O)c2ccccc2)ccc1O
ZINC57142619	COc1ccc(Cl)cc1NC(=O)C1CC(C(C)O)NC12C(=O)Nc1ccc(Cl)cc12
ZINC57303691	CC(C)C(NCC(=O)Nc1sc2c(c1C(N)=O)CCCC2)c1ccc2c(c1)OCCCO2
ZINC58981197	Cc1cc(C)n(-c2ccc(C(F)(F)F)cc2NC(=O)CC(NC(N)=O)c2cccs2)n1
ZINC59017020	CC(C)(C)NC(=O)CSc1n[nH]c(N/N=C/c2cc(Br)cc(Br)c2O)n1
ZINC15972885	COc1ccc(Cl)cc1NC(=O)C1CC(C(C)O)NC12C(=O)Nc1ccc(Cl)cc12
ZINC31634138	CC1(c2ccc3ccccc3c2)NC(=O)N(CC(=O)Nc2sc3c(c2C(N)=O)CCC3)C1=O
ZINC16977555	CCOC(=O)c1ccc(-n2c(=O)[nH]c([O-])c(C3[NH2+]CCc4c3[nH]c3ccccc43)c2=O)cc1
