ZINC04219119	O=C([O-])c1c[nH]c2cc(Br)c(Br)cc12
ZINC49116059	O=C(/C([O-])=N/c1nncs1)c1ccc2c(c1)CCC2
ZINC54302292	CC1CCN(C(=O)N2CCCC(CC(=O)[O-])C2)CC1
ZINC54304223	CCC1CCCN1C(=O)N1CCCC(CC(=O)[O-])C1
ZINC54533139	Cc1nnc(N(C)C2CCCCC2)c(C(=O)[O-])c1C
ZINC54552380	CCC1CCN(c2nnc(C)c(C)c2C(=O)[O-])CC1
ZINC00224762	Cc1cc(/C=N/c2cccc([N+](=O)[O-])c2)c([S-])o1
ZINC37516887	O=C([O-])c1c(N2C(=O)C3CC3C2=O)sc2c1CCC2
ZINC58042054	O=C([O-])c1nc(-c2cccnc2)ncc1Br
ZINC16642480	CC1CCCN(C(=O)c2ccc3c([O-])n(C)c(=S)nc3c2)C1
ZINC61858423	Cc1ccnc(N2C(C(=O)[O-])CC3CCCCC32)n1
ZINC62136367	CC1c2ccsc2CCN1C(=O)N1CCC(C(=O)[O-])C1
ZINC62842264	Cc1ccc(/C=C/C(=O)N2CCC(C)(C(=O)[O-])CC2)o1
ZINC62842675	CC1CCN(C(=O)N2CCC(C)(C(=O)[O-])CC2)CC1
ZINC62847186	CCC1(C(=O)[O-])CCN(C(=O)N2CC3CCC2C3)CC1
ZINC62871660	CC1CCN(C(=O)N2CCCC(C)(C(=O)[O-])C2)CC1
ZINC62874006	CC(C1CC1)N(C)C(=O)N1CCCC(C)(C(=O)[O-])C1
ZINC62874699	CC1(C(=O)[O-])CCCN(c2ncnc3ccsc23)C1
ZINC62874891	CCC1(C(=O)[O-])CCCN(c2ncnc3c2CCC3)C1
ZINC62875444	CCC1(C(=O)[O-])CCCN(C(=O)N2CC3CCC2C3)C1
ZINC62926512	CC1(C(=O)[O-])CCN(c2nc3c(cc2C#N)CCC3)C1
ZINC62935232	CC1CCCN(C(=O)N2CCC(C)(C(=O)[O-])C2)C1C
ZINC62935234	CC1CCCN(C(=O)N2CCC(C)(C(=O)[O-])C2)C1C
ZINC18173301	Cc1cc(Nc2ccccc2Cl)n2ncnc2n1
ZINC18173301	Cc1cc([N-]c2ccccc2Cl)n2ncnc2n1
ZINC54957289	CC1(C)C=CN(c2ccc([N+](=O)[O-])cc2)C([S-])=N1
ZINC00128320	CNC(=S)N1CCCN(c2ccc(C#N)c[nH+]2)CC1
ZINC08300006	C=CC1C[NH+]2CCC1CC2CNC(=O)N1CCOCC1
ZINC12920177	CC1CCCC[NH+]1CC(=O)NC1(C)CCS(=O)(=O)C1
ZINC14750108	CC(C)[NH+]1CCc2c(c(C(=O)NC3CCCC3)nn2C)C1
ZINC20072890	c1cnc(N2CCN(CC3CCCC[NH2+]3)CC2)nc1
ZINC20854867	OC1(c2cn(C3CC[NH+](C4CCSC4)CC3)nn2)CCCC1
ZINC20992244	c1cc(C[NH+]2CCCC(c3ccn[nH]3)C2)c2c(c1)OCO2
ZINC35433757	C[NH+]1CCCN(c2nc3ccccn3c2CO)CC1
ZINC36143883	COC1CC2(CC[NH2+]CC2)Oc2cc3c(cc21)OCO3
ZINC36190401	CC(C)[NH+]1CCN(c2nc3sccn3c2CO)CC1
ZINC36941071	CN(C)c1cc[nH+]cc1NC1CCCc2c1cnn2C
ZINC37040714	CC1C[NH+](C)C(C)CC1Nc1ccc(-n2ccnc2)nc1
ZINC37140647	CC(NC1CC[NH+](C)CC1)c1nnc2n1CCCCC2
ZINC37374257	Cc1nn(C)c(C)c1NC1CCN(c2cc[nH+]cc2)CC1
ZINC37804788	CCN(C(=O)C1CC2CCCCC2[NH2+]1)C1CCS(=O)(=O)C1
ZINC37818197	CN(CC(=O)N1CCCC1)C(=O)C1CC2CCCCC2[NH2+]1
ZINC37916397	CC1CCCCN1S(=O)(=O)N1CCCC1C1CCC[NH2+]C1
ZINC37916405	O=S(=O)(N1CCCCC1)N1CCCC1C1CCC[NH2+]C1
ZINC37916696	Cc1cc(C(=O)N2CCCC(C3CCC[NH2+]3)C2)on1
ZINC39312093	C[NH+]1C2CCCC1CC(NC(=O)C1=CC=CC3=NC=NC13)C2
ZINC39362498	CC1N=NC=C1C[NH+]1CCN(C2CCCCC2O)CC1
ZINC43210253	CC1CCN(C(=O)c2coc(C3CCC[NH2+]3)n2)CC1
ZINC43426642	C[NH2+]Cc1c(N2CCOC3CCCC32)nc2ccccn12
ZINC44539073	Cc1nnc(NCC2CCC[NH+](C)C2)c(C#N)c1C
ZINC44951496	O=C(Nc1ccc(N2CCCC2)[nH+]c1)N1CCSCC1
ZINC45933546	Cc1cc(N2CCC(NC(=O)C3CC3)CC2)nc(C)[nH+]1
ZINC46994725	Cc1nn(C)c(C)c1/C=C/C(=O)NC1CC[NH+]2CCCCC12
ZINC48087433	CC1CCN(C(=O)Nc2ccc(N3CCCC3)[nH+]c2)CC1
ZINC48336918	Cc1nnc(NC2CC[NH+]3CCCCC23)c(C#N)c1C
ZINC48404541	COC1CC[NH+](CC(=O)Nc2nc(C)c(C)s2)CC1
ZINC48946086	CC(C)n1c(N2CC[NH+](C(C)(C)C)CC2)n[nH]c1=S
ZINC50816322	CNc1c(CN2CC(C)OC(C)(C)C2)c(C)[nH+]n1C
ZINC51359366	O=S(=O)(N1CCCCC1)N1CCCC1C1CCC[NH2+]1
ZINC53101402	CC1CCCC2(CSC(NCc3nncn3C)=[NH+]2)C1
ZINC53251225	Cc1sc(C2CCC[NH2+]2)nc1-c1cccc([N+](=O)[O-])c1
ZINC54744546	C[NH2+]Cc1nnnn1-c1ccc(I)cc1
ZINC19844456	COc1c(C)c[nH+]c(CN2CCC(=NO)CC2)c1C
ZINC55460260	CC(c1nc(-c2cccs2)no1)N1CC[NH2+]CC1
ZINC57866707	Cc1nc2cc3c(cc2n1CCC1CCCC[NH2+]1)OCCO3
ZINC15933393	Cn1cc(C2CC(C(F)(F)F)n3nccc3N2)cn1
ZINC15933396	CCn1cc(C2CC(C(F)(F)F)n3nccc3N2)cn1
ZINC60567814	Cc1nn(C)c(C)c1/C=C/C(=O)NC1CC[NH+]2CCCCC12
ZINC61654664	CC(Cl)C(=O)NC(=O)N1CCCC1C[NH+](C)C
ZINC61670375	O=C(c1ccc2cn[nH]c2c1)N1CC[NH+]2CCCCC2C1
ZINC13124642	c1cncc(C2CC(c3cccs3)n3ncnc3N2)c1
ZINC61917283	C[NH2+]C1CCC2(CC1N1CCCOC(C)C1)OCCO2
ZINC63157113	c1ccc2c(c1)CCCC2c1noc(C2C[NH2+]CCO2)n1
ZINC63199518	CC1CCN(S(=O)(=O)N2CCC(C3CCC[NH2+]3)CC2)CC1
ZINC65366037	O=C1CC(C2N=C3CCCCC3S2)c2cc3c(cc2N1)N=[NH+]C3
ZINC66346656	Cc1cc(-c2cnc(C(C)(C)C)nc2C2CC[NH2+]CC2)on1
ZINC00183112	Cc1ccc(C(=O)NC2CCSC2=O)cc1[N+](=O)[O-]
ZINC00482933	Cc1ccc(/C=N/NC(=O)c2c(Br)cnn2C)o1
ZINC04622723	CC(=O)Nc1cc([N+](=O)[O-])ccc1N1CCC(C)CC1
ZINC04695335	CC1CCN(C(=O)Nc2ccc3c(c2)nnn3C)CC1
ZINC05555886	c1coc(CNc2nc3sc4c(c3c3ncnn23)CCC4)c1
ZINC05760757	CNc1nc(SC)nc2c1cnn2C1CCCCO1
ZINC00410969	O=C(NC1CCCCCC1)c1cccc(-n2cnnn2)c1
ZINC12850873	Cc1nc2ccccc2nc1NCc1nnc2ccccn12
ZINC04859011	Cc1cc(C)nc(N2CCCC(C(=O)Nc3cccnc3)C2)n1
ZINC13926417	CC(=O)Nc1ccc(C2=N/C(=C\c3ccc(C)o3)C(=O)O2)cc1
ZINC16958884	CC(C)C1OC23CCCCC2C(C#N)(C#N)C1(C#N)C(=N)O3
ZINC23153278	Cn1ncnc1-c1ccnc(NC2CCc3ccccc3C2)n1
ZINC27584181	Cc1cc(C)c2nc(NC(=O)C(C)n3cncn3)sc2c1
ZINC27818352	COc1ccc(Nc2ncnc3nc(C)c(C)nc23)cc1
ZINC31083588	CCN(CC)C(=O)N1CCN(C(=O)NC2CCCC2)CC1
ZINC32650460	COc1ccc(Nc2nc(C)nc3c(C)nn(C)c23)cc1
ZINC32651743	CCn1c(NC2CCCC2)nc2c(C)nn(C)c2c1=O
ZINC32931370	Cc1oc(-c2cccs2)nc1C(=O)Nc1nncs1
ZINC32969244	Cc1cc(C(=O)Nc2ccnn2C2CCCCC2)no1
ZINC36358514	O=C(Nc1nnc(C2CC2)s1)c1noc2c1CCCCC2
ZINC13610604	O=C(NC1CCCCC1)N1CCN(C(=O)C2CCCO2)CC1
ZINC37087176	O=C1OCCN1c1cccc(NC2CCS(=O)(=O)CC2)c1
ZINC08580740	Cc1cc(-c2nnc3sc(C4CCCCC4)nn23)[nH]n1
ZINC38744314	CC(C)C1=CC(C2Nn3c(nnc3C(C)C)S2)N=N1
ZINC38744315	CC(C)C1=CC(C2Nn3c(nnc3C(C)C)S2)N=N1
ZINC39365987	N#Cc1cc(-c2n[nH]c(-c3ccnc(Cl)c3)n2)ccn1
ZINC40266196	O=C(NC1CCCC1)c1c(-n2cnnn2)sc2c1CCC2
ZINC40271794	O=C1Cc2cc(C(Cl)c3ccc([N+](=O)[O-])o3)ccc2N1
ZINC40498564	Cc1ncc([N+](=O)[O-])cc1C(=O)NC1CCCC(C)C1
ZINC40555566	c1cnc(N2CCCC(Nc3ncnc4sccc34)C2)nc1
ZINC43375015	CC(C)Cc1nnc(NC(=O)N2CC(C)OC(C)C2)s1
ZINC44347104	CC(Nc1cncc2nnnn12)c1ccccc1Cl
ZINC44347107	CC(Nc1cncc2nnnn12)c1ccccc1Cl
ZINC45948709	O=C(Nc1nncs1)N1CCCCCC1c1ccncc1
ZINC46568916	CCC1CN(CN2C(=O)NC3(CCCCC3C)C2=O)CCO1
ZINC47097140	CC1CC1CNC(=O)N1CCN(c2cnccn2)CC1
ZINC47248380	CC1CCc2nc(NC(=O)C3CC3[N+](=O)[O-])sc2C1
ZINC47297393	O=C(Nc1nc2c(s1)CCCCC2)C1CC1[N+](=O)[O-]
ZINC08337131	Cn1cnc([N+](=O)[O-])c1NC1CCSc2ccccc21
ZINC48699634	O=C(Nc1ccc2oc(C3CC3)nc2c1)c1csnn1
ZINC49211901	COCCN(C)C(=O)Nc1nc2c(s1)CN(C)CC2
ZINC50743043	CNc1ccc([N+](=O)[O-])c(C(=O)N2CC(C)CC(C)C2)c1
ZINC52159878	c1cnc(N2CCC(Nc3ncnc4sccc34)CC2)nc1
ZINC56905060	Cc1cc(-c2nnc(NC(=O)C3CCCC3)o2)c(C)o1
ZINC46094463	CC1CCCN(C(=O)NCc2cccnc2-n2cccn2)C1
ZINC62397052	CCc1nn2c(CO)c(-c3ccc4c(c3)OCO4)nc2s1
ZINC62663712	Cc1cc(NC(=O)c2cscn2)c([N+](=O)[O-])cc1C
ZINC63807112	CC1=C2C(N=N1)NC(=O)CSC2c1ccc2nccnc2c1
ZINC58382276	CC(C)(C)c1n[nH]cc1/C=C(/C#N)c1nnc2n1CCCCC2
ZINC67447607	CC1CN(c2ccc(Nc3ncccn3)cn2)CC(C)O1
ZINC02353096	O=C([O-])/C=C/c1nc2c3c4c(sc3ncn2n1)CCCC4
ZINC06750889	Cc1cc(=O)n2nc(N3CCCC(C(=O)[O-])C3)sc2n1
ZINC13167033	O=C([O-])C1CCN(C(=O)c2c(F)c(F)c(F)c(F)c2F)CC1
ZINC13645370	Cc1nn(C)c(C)c1-c1cc(C(=O)[O-])n2ncc(C#N)c2n1
ZINC15379152	O=C([O-])C1CCCN1C(=O)C12CC3CCC(CC(C3)C1)C2
ZINC08768111	Cc1nc2nc(C(=O)N3CCCCC3)nn2c([O-])c1Cl
ZINC19582087	Cc1nn2c([O-])cc(-c3cnccn3)nc2c1-c1ccccc1
ZINC05432520	CN(C)n1c2c(c3oc(=O)cc([O-])c3c1=O)CCCCC2
ZINC19835188	O=C([O-])C1CCCCN1C(=O)c1cc2c(s1)CCCC2
ZINC13712005	N#CC1(C#N)C(c2ccco2)OC23CCCCC2C1(C#N)C(=[N-])O3
ZINC20251006	Cc1nnsc1C(=O)N1C(C(=O)[O-])CC2CCCCC21
ZINC05902998	CC1(C)Cc2c(sc3nc4nnnn4c([O-])c23)CS1
ZINC31777190	O=C([O-])c1coc2ccc(Br)c([N+](=O)[O-])c12
ZINC35567122	CN1C(Br)C(Br)=NC1C(=O)[O-]
ZINC36615686	Cc1nn(C)cc1-c1cc(C(=O)[O-])n2ncc(Cl)c2n1
ZINC36966395	CC1CCc2sc(C(=O)N3CCCCC3C(=O)[O-])cc2C1
ZINC37410408	CC1CCc2sc(C(=O)N3CCCC3C(=O)[O-])cc2C1
ZINC12752511	O=C(c1cccc(-c2nnn[n-]2)c1)N1CCC2CCCCC2C1
ZINC37760924	Cc1nn(C2(C)CCS(=O)(=O)C2)c(Cl)c1C(=O)[O-]
ZINC13598815	O=C1C=C([O-])C(n2cncn2)C(c2ccc3c(c2)OCO3)C1
ZINC38693101	O=C([O-])C1CCN(C(=O)C2C=C(Br)C=N2)CC1
ZINC40531477	CC1CN(C(=O)N2C(C(=O)[O-])CC3CCCCC32)CCO1
ZINC40577784	CC1COCCN1C(=O)N1C(C(=O)[O-])CC2CCCCC21
ZINC40590217	CN(C(=O)N1CSCC1C(=O)[O-])C1CCCCCC1
ZINC40590919	O=C([O-])C1CSCN1C(=O)N1CCCC2CCCCC21
ZINC40591006	O=C([O-])C1CCCCN1C(=O)N1CCCC2CCCCC21
ZINC41118377	N#CC1CCN(S(=O)(=O)c2ccc3nc([O-])oc3c2)CC1
ZINC41909481	CC1CC(C)(C)CC(C(=O)[O-])(N2C(=O)C(=O)N(C)C2=O)C1
ZINC42612407	CC1CCCCC1N(C)C(=O)N1CSCC1C(=O)[O-]
ZINC42793746	CC1c2ccsc2CCN1C(=O)N1CCCCC1C(=O)[O-]
ZINC43425917	O=C([O-])c1c(N2CCOC3CCCC32)nc2sccn12
ZINC44019764	CC1OC(n2cc(F)c(=S)nc2[O-])C2OC(C)(C)OC12
ZINC44591549	O=C([O-])C1c2ccsc2CCN1C(=O)c1ccncc1
ZINC44591580	O=C([O-])C1c2ccsc2CCN1C(=O)c1cnccn1
ZINC45090973	O=C([O-])C1CSCN1C(=O)N1CCCC1C1CCCC1
ZINC48194706	O=C([O-])c1ccc(C(=O)N2CCOC3CCCCC32)cn1
ZINC48726874	CC1c2cccn2CCN1C(=O)/C([O-])=N/c1nncs1
ZINC49871889	O=C([O-])C1CN(C(=O)N2CCOC3CCCCC32)CCO1
ZINC49975389	Cc1cc(C)cc(N(C)C(=O)N2CSCC2C(=O)[O-])c1
ZINC54552337	Cc1nnc(N2CCOC3CCCCC32)c(C(=O)[O-])c1C
ZINC37410774	CC1CCc2c(C(=O)N3CCCCC3C(=O)[O-])csc2C1
ZINC00424619	O=[N+]([O-])c1cccc(C2=NS(=O)(=O)c3ccccc3[N-]2)c1
ZINC41033260	O=C1C2CCCCC2C(=O)N1C1(C(=O)[O-])CCCCCC1
ZINC62467303	O=C([O-])c1sc2nccn2c1-c1ccc2c(c1)OCO2
ZINC62843823	CC1(C(=O)[O-])CCN(C(=O)N2CCOC3CCCC32)CC1
ZINC62960432	O=C([O-])C1CSCN1C(=O)N1CCC2(CCCC2)CC1
ZINC09303765	[O-]c1cc(-c2ccccc2)nc2nc(-c3cccnc3)nn12
ZINC18085889	Cc1ccc(-c2nc3nc([O-])cc(N4C(=O)C5CC=CCC5C4=O)n3n2)cc1
ZINC64139122	CC1C[N-]/C(=N\C(=O)C2=NC=C(Br)C2)S1
ZINC66407772	Cc1c(C(=O)[O-])oc2c1C(=O)/C(=C/c1cnn(C)c1)CC2
ZINC04045840	Cc1c(CCC(=O)[O-])c(=O)oc2c(C)c3occ(C(C)(C)C)c3cc12
ZINC04852387	C=C(C)CC1N(c2ccc(C)cc2)C(=O)C2C(C(=O)[O-])C3C=CC21O3
ZINC05686778	CCc1ccc(/N=C/c2cc(Br)cc([N+](=O)[O-])c2[O-])cc1
ZINC13276445	O=C([O-])c1cc(Sc2ccccc2Br)ccc1[N+](=O)[O-]
ZINC27516973	CC1CCc2c(sc3nc([O-])n4nc(Cc5ccccc5)nc4c23)C1
ZINC27516974	CC1CCc2c(sc3nc([O-])n4nc(Cc5ccccc5)nc4c23)C1
ZINC28604390	Cc1cc(-c2ccsc2)cc(C)c1/C=C/c1cncc(-c2nnn[n-]2)c1
ZINC32072561	CC(C)Cc1csc2nc([O-])n3nc(Cc4ccccc4)nc3c12
ZINC00308504	CC1(C2CCCCC2)Cc2ccccc2-c2nc3nncn3c([O-])c21
ZINC33618294	CCc1c(C(=O)[O-])c(-c2ccc(C#N)cc2)nn1-c1ccc(Cl)cc1
ZINC04732949	[O-]c1c2c(nc3nc(C(c4ccccc4)c4ccccc4)nn13)CCC2
ZINC35841481	CCC(C(=O)[O-])n1cc(C)s/c1=N\C(=O)c1cccc(C)c1
ZINC35841656	O=C(/N=c1\sccn1C(C(=O)[O-])c1ccccc1)c1ccccc1F
ZINC34020244	Cn1c(-c2ccoc2)c(C2CCCCC2)c2ccc(C(=O)[O-])nc21
ZINC37555413	CCc1cccc([N-]S(=O)(=O)c2c(Cl)nc3sccn23)c1
ZINC09329814	CC(/C=N/n1c([S-])nnc1-c1ccc(C)cc1)=C\c1ccco1
ZINC05926577	Cc1ccc(-n2c([S-])nnc2Cn2c(C)nc3ccccc32)cc1
ZINC19808005	CC(/C=N/n1c([S-])nnc1-c1ccc(Cl)cc1)=C\c1ccco1
ZINC06184390	COc1ccc(OC)c(-n2c([S-])nnc2-c2ccc(C)cc2)c1
ZINC40267734	Cc1cc2c([O-])n3c(SCc4ccccc4)nnc3nc2s1
ZINC41190583	Cc1cc(-c2cc(C(=O)N3CCC(C)CC3)nc([O-])n2)ccc1F
ZINC41347634	Cc1nc2cccc([N-]S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2o1
ZINC41568715	CC(C)(C)c1ccc(-c2cc3nc(C(=O)[O-])cc(C4CC4)n3n2)cc1
ZINC43226051	CCc1c(C(=O)[O-])c(-c2cccnc2)nn1-c1ccc(Cl)cc1
ZINC43565469	COC(=O)c1c(C)nc(-c2ccc(Cl)cc2OC)nc1[S-]
ZINC20865736	Cc1oc(-c2ccccc2)nc1CSc1nc2ccncc2[n-]1
ZINC55567441	Cc1ccc(/C=C/S(=O)(=O)[N-]c2ccc3c(c2)OCCCO3)cc1
ZINC57689737	O=S(=O)([N-]c1nc2c(s1)COc1ccccc1-2)c1cccs1
ZINC61442095	CC(C)(C)c1c(Br)c(C(=O)[O-])nn1-c1ccncc1
ZINC39730598	CSC1=NC(=O)C2C(=N1)N=C1CCCC([O-])=C1C2c1ccc(C)cc1
ZINC02717743	CC(Sc1nc([O-])c2cnn(-c3ccccc3)c2n1)c1ccccc1
ZINC06748404	CCOc1ccc(-c2nc([O-])c3c(n2)Oc2ccccc2C3)cc1
ZINC63653018	CC1=CC(c2ccc(S(=O)(=O)[N-]c3cccc(C)c3C)s2)N=N1
ZINC63653022	CC1=CC(c2ccc(S(=O)(=O)[N-]c3c(C)cccc3C)s2)N=N1
ZINC63653131	CC1=CC(c2ccc(S(=O)(=O)[N-]c3ccc(C)c(C)c3)s2)N=N1
ZINC63653663	CC1=C(C)C(c2ccc(S(=O)(=O)[N-]c3cccc(C)c3)s2)N=N1
ZINC63850070	CC(C)(C)c1ncc([N-]S(=O)(=O)C2=Cc3ccccc3CC2)cn1
ZINC28334447	Cc1ccsc1-c1nc(-c2cc(C)n(-c3ncn[n-]3)c2C)cs1
ZINC35586231	[O-]c1nc(SC2CCCC2)nc2c1cnn2Cc1ccc(F)cc1
ZINC64845241	Cc1ccc([N-]S(=O)(=O)c2c(C)sc(C)c2-c2ccno2)cc1
ZINC65003858	Cc1cc(C)c([N-]S(=O)(=O)c2ccc(-c3cnc(C)o3)s2)c(C)c1
ZINC65031235	Cc1cccc(C)c1[N-]S(=O)(=O)c1ccc(-c2onc(C)c2C)s1
ZINC65137667	CC1=CC(c2cc(S(=O)(=O)[N-]c3cc(C)cc(C)c3)c(C)s2)N=N1
ZINC66255127	CC(C)(C)c1ccc(S(=O)(=O)[N-]c2nc3c(s2)C(=O)CCC3)cc1
ZINC66318228	Clc1cnc2nc(SCc3coc(-c4cccs4)n3)[n-]c2c1
ZINC66318538	CC1CC(C)CN(C(=O)C(C)Sc2nc3ncc(Cl)cc3[n-]2)C1
ZINC66505693	Cc1ccc(C)c2c(C)c(/C([O-])=C(\C#N)C(=O)N3CCCCC3)oc12
ZINC66580007	O=S(=O)([N-]c1ccc2oc(C3CC3)nc2c1)C1CCCCC1
ZINC55544223	Cc1cc(C)cc(OC(=O)c2ccc3c([O-])n(C)c(=S)nc3c2)c1
ZINC67601202	N#C/C(C(=O)c1cnc(-c2cccs2)s1)=C(\[O-])c1ccco1
ZINC05725684	N#Cc1c(NC(=O)C2CC=CCC2C(=O)[O-])sc2c1CCC2
ZINC06726295	CC(NC(=O)C1C2CCC(CC2)C1C(=O)[O-])C1CCCO1
ZINC06742530	O=C([O-])C1CC=CCC1C(=O)Nc1nc2c(s1)CCCC2
ZINC16552098	O=C([O-])C1C2C=CC(O2)C1C(=O)Nc1ccc2c(c1)CCC2
ZINC33323710	Cc1n[nH]c(S/C(=C/c2ccc(Cl)cc2)C(=O)[O-])n1
ZINC04680709	C=CCN1C(=O)N/C(=C/c2cc(Cl)c(O)c(Br)c2)C1=O
ZINC06379734	Cc1n[nH]c([O-])c1C(c1ccccc1Br)C(C#N)C#N
ZINC35149547	N#Cc1cc(NC(=O)C2CCCCC2C(=O)[O-])ccc1Cl
ZINC35647509	CC(O)c1cccc([N-]S(=O)(=O)c2ccc(Cl)s2)c1
ZINC36137067	Cc1cc(Br)cc(C)c1NC(=O)C1CCCCC1C(=O)[O-]
ZINC37500810	CC(NC(=O)C1CC=CCC1C(=O)[O-])c1ccc(Cl)s1
ZINC37552327	Cc1cccc(S(=O)(=O)[N-]c2ncc(C#CCO)s2)c1
ZINC37552356	Cc1ccc(S(=O)(=O)[N-]c2ncc(C#CCO)s2)s1
ZINC37576510	Cc1ccc(S(=O)(=O)[N-]c2nccs2)c(C#CCO)c1
ZINC37675374	Cc1nsc(NC(=O)CC2CC3CCC2C3)c1C(=O)[O-]
ZINC37976962	O=S(=O)([N-]c1cccc(CO)c1)c1ccc(Br)s1
ZINC38018276	O=C([O-])C1CCCCC1C(=O)NCc1ccc(Br)s1
ZINC38036461	Cc1cc(C(=O)NC(C(=O)[O-])C2CCCCC2)sc1C
ZINC39349789	CC(NC(=O)C1C2CCC(CC2)C1C(=O)[O-])C1CCCO1
ZINC39465408	O=P1([O-])NN2CCc3cc(Br)c(Cl)cc3C2CO1
ZINC35271122	CC(=O)OC1CC(C)C(O)(C(=O)[O-])C2(C)CCCC(C)(C)C12
ZINC40124974	Cc1ccc(C2NC(=O)C([O-])=C2C(=O)c2sc(C)nc2C)cc1
ZINC40566277	CN(C(=O)Nc1ccc(Cl)c(C(=O)[O-])c1)C1CCSC1
ZINC41189184	O=C(Nc1ccccc1F)c1cc(-c2cccs2)nc([O-])n1
ZINC41979308	CC(=O)Nc1ccc(SC2(C(=O)[O-])CCSCC2)cc1
ZINC42524807	O=S(=O)([N-]c1ccccc1CO)c1sccc1Br
ZINC43460813	O=C([O-])C1(Cc2nc3ncc(Br)cc3[nH]2)CCCC1
ZINC47214914	O=C([O-])C(O)c1ccc(C(F)(F)F)c(-c2ccncc2)c1
ZINC48807064	Cn1cc(Br)cc1C(=O)Nc1ccc(C(=O)[O-])c(Cl)c1
ZINC49188083	Cc1ccc(C(C)NC(=O)N2CCC(C(=O)[O-])CC2)s1
ZINC49235026	CC(C)c1csc(NC(=O)C2CC=CCC2C(=O)[O-])n1
ZINC52880219	CC(NC(=O)N1CCSCC1)(C(=O)[O-])c1ccccc1
ZINC54333442	CC(CNC(=O)c1c(F)c(F)c(F)c(F)c1F)C(=O)[O-]
ZINC16363294	COc1ccc(-c2nc([S-])ncc2-c2csc(C)n2)c(O)c1
ZINC35389134	CC1CCc2c(C(=O)NC(C(=O)[O-])C(C)(C)C)csc2C1
ZINC05277391	O=C1CCc2cc(S(=O)(=O)[N-]c3ccc(F)c(F)c3F)ccc2N1
ZINC41982411	O=C([O-])C1(Sc2nc(=O)cc[nH]2)CCCc2ccccc21
ZINC61122323	O=c1ccc(S(=O)(=O)[N-]c2cc(F)cc(F)c2F)c[nH]1
ZINC61564737	CN(C(=O)Nc1cc(F)c(F)cc1C(=O)[O-])C1CCSC1
ZINC61693092	Cc1n[nH]cc1S(=O)(=O)[N-]c1cc(Br)ccc1Cl
ZINC61719242	O=C([O-])c1cn(-c2ccccc2F)c2c1N=C(O)CC2c1ccsc1
ZINC61719242	O=C1CC(c2ccsc2)c2c(c(C(=O)[O-])cn2-c2ccccc2F)N1
ZINC61860274	O=C(Nc1sccc1C(=O)[O-])c1ccc(Br)cn1
ZINC44916368	O=C([O-])c1cn(-c2ccccc2)c2c1N=C(O)CC2c1ccsc1
ZINC44916368	O=C1CC(c2ccsc2)c2c(c(C(=O)[O-])cn2-c2ccccc2)N1
ZINC62135890	CC(NC(=O)N1CCC(C(=O)[O-])C1)c1ccc(Cl)s1
ZINC62469456	CC(C)(C)c1nc(NC(=O)C(F)(F)F)sc1C(=O)[O-]
ZINC62721488	CNC(=O)C1CCCCN1c1c(F)cc(C(=O)[O-])cc1F
ZINC62828110	CC1CCCCC1N(C)C(=O)Nc1sccc1C(=O)[O-]
ZINC62847374	CCC1(C(=O)[O-])CCN(C(=O)NCC2CC=CCC2)CC1
ZINC62933459	CC(NC(=O)N1CCC(C)(C(=O)[O-])C1)c1ccccc1Cl
ZINC26929539	CSc1ccccc1NC(=O)c1ccc2c([O-])n(C)c(=S)nc2c1
ZINC04624127	Nc1ccc(Sc2ccc(Cl)cc2)c(C(=O)[O-])c1
ZINC19894312	Nc1c(-c2nnc([S-])n2C2CCCC2)sc2ncccc12
ZINC19915407	CC(Nc1cccc2c([O-])n[nH]c(=O)c12)c1cccs1
ZINC06604259	Nn1c([S-])nnc1COc1c(Cl)cccc1Cl
ZINC21500505	Cc1ccc(C(=O)Nc2sc(C)c(C)c2C(=O)[O-])c(O)c1
ZINC36743266	Nc1ccc(Cl)c([N-]S(=O)(=O)c2cccc(F)c2)c1
ZINC37326497	CC(C)(C)NC(=O)Nc1sc2c(c1C(=O)[O-])CCCC2
ZINC37588057	O=C([O-])c1ccc(NC(=O)c2ccc(Cl)s2)c(O)c1
ZINC37792031	O=C([O-])C1CCCCC1C(=O)Nc1ccc2[nH]ccc2c1
ZINC04906903	CC1(C(=O)[O-])CCC(C(=O)Nc2ccccc2O)C1(C)C
ZINC37933779	Cc1csc(Sc2ccc(C(=O)[O-])cc2N)n1
ZINC40328006	CC(=O)c1cccc([N-]S(=O)(=O)c2ccc(Cl)c(N)c2)c1
ZINC40572297	CC1CCCC(NC(=O)Nc2ccc(F)c(C(=O)[O-])c2)C1
ZINC40576575	CC(NC(=O)Nc1ccc(Cl)cc1C(=O)[O-])c1cccs1
ZINC40908630	Cc1cc([O-])nc(SC(C)c2cccc(N)c2)n1
ZINC41356076	CCOc1ccc(-c2cc(N)c(C(=O)[O-])s2)cc1
ZINC41990991	Cc1ccccc1C(C)(Sc1nnc(N)s1)C(=O)[O-]
ZINC41993172	Cc1nc(N)sc1SC(C)(CC(C)C)C(=O)[O-]
ZINC42007425	CSc1ccc(C(C)(Sc2ccccc2N)C(=O)[O-])cc1
ZINC42008152	CCC(Sc1ccncc1N)(C(=O)[O-])c1cccc(Cl)c1
