ZINC03897368	S=C1NCCOCCNC(=S)NCCOCCN1
ZINC37040237	Nc1ccc(F)cc1C(=O)Nc1ccc([N+](=O)[O-])cc1Br
ZINC37042079	Nc1ccc(F)cc1C(=O)Nc1ccc(Br)cc1[N+](=O)[O-]
ZINC39358959	CC1(C)CC(=O)C2=C(C1)NC1N=NC(O)=C1C2c1cccc(O)c1
ZINC40291902	Cc1nnc(Oc2ccccc2Br)c(/C(N)=N/O)c1C
ZINC40724339	Nc1c(Nc2nc3ccccc3s2)ncnc1N1CCCC1
ZINC40782344	Cc1cc(C)n(-c2ncnc(Nc3ccc(Br)cc3)c2N)n1
ZINC41698420	CCc1[nH]/c(=N/C(=O)/C(C#N)=C/c2ccc(O)c(O)c2)sc1C
ZINC44023315	O=c1cc(Nc2cccc(O)c2)[nH]c(=O)n1C1CCCCC1
ZINC46729284	O=C(CC1NC(=O)NC1=O)Nc1ccc(I)cc1
ZINC50030432	COC(=O)c1cc(NC2CCS(=O)(=O)CC2)c(F)cc1N
ZINC50672657	CC1(NS(=O)(=O)c2c(N)nc3sccn23)CCCCC1
ZINC50700275	Nc1ccc([N+](=O)[O-])cc1C(=O)Nc1ccc(F)cc1Br
ZINC51168315	NNc1nc(-c2cc(Br)c3c(c2)OCO3)nc2c1CCC2
ZINC52811978	Nc1cc(=O)[nH]c(Sc2nc(Cl)nc3ccccc23)n1
ZINC12547699	NC1=Nc2nc3ccccc3n2C(c2csc(-c3ccccc3)n2)N1
ZINC54381878	Cc1cc(Cl)cc(C)c1Oc1nccnc1/C(N)=N/O
ZINC54392537	O=C(Nc1ccc(Cl)cc1)Nc1ccc(N2CCNC2=O)cc1
ZINC00377785	Cc1ccc(-c2[nH]nc3c2C(c2ccoc2)C(C#N)=C(N)O3)cc1C
ZINC56245974	NS(=O)(=O)c1ccc(C(=O)Nc2cccc3ccccc23)o1
ZINC36317390	CC(C)(C)c1csc2nc(-c3ccc4[nH]c(=O)oc4c3)c(N)n12
ZINC43669192	COc1ccc(NC(C)=O)cc1NC(=O)NC1CCCCC1C
ZINC60370712	COc1cc(C)c(NC(=O)NC2CCCCC2O)cc1OC
ZINC61633116	N#Cc1ccc(C(=O)NNC(=O)c2ccc(Br)cc2O)cc1
ZINC13131265	COc1cccc(C2CC(c3ccc(C)cc3)n3nc(N)nc3N2)c1
ZINC61949927	CN(C(=O)c1cc(Br)cnc1NN)c1cccc(C#N)c1
ZINC62203242	NNc1ncnc2c1cnn2-c1cc(Cl)cc(Cl)c1
ZINC62716117	O=[N+]([O-])c1cccc(/C=C2\CCCC(C3=[NH+]CCN3)=C2O)c1
ZINC09109623	N#CC1=C(N)Oc2n[nH]c(-c3ccc(F)cc3)c2C1c1ccc(O)cc1
ZINC09109623	N#CC1=C(N)Oc2[nH]nc(-c3ccc(F)cc3)c2C1c1ccc(O)cc1
ZINC05067850	Cc1ccc(C2C(C#N)=C(N)Oc3[nH]c(-c4ccccc4)nc32)o1
ZINC66106413	Cc1ccc(/N=C2\NN=C(c3cc(C(N)=O)co3)CS2)cc1C
ZINC67266752	CC(NC(=O)C1CCC2(CC1)NC(=O)NC2=O)c1ccc(Cl)s1
ZINC02441883	Cc1cc2c(c(=O)n1CCc1ccc(O)c(O)c1)C(c1ccc(Cl)cc1)C(C#N)=C(N)O2
ZINC04472326	C/C(=C\C(=O)Nc1ccc(Br)cc1)NNC(=O)c1ccccc1O
ZINC04772743	Cc1ccc(N(CC(O)C(O)C(O)CO)/N=N/c2ccc(Cl)cc2)cc1C
ZINC06527004	Cc1c(C(N)=O)sc(NC(=O)Nc2ccc(Cl)cc2)c1C(=O)OC(C)C
ZINC06787288	CC1CCc2c(sc(NC(=O)COC(=O)/C=C/c3ccc(O)cc3)c2C(N)=O)C1
ZINC01159122	CCOc1cc(C2NC(=S)NC(C)=C2C(=O)Nc2ccc(F)c(F)c2)ccc1O
ZINC09512901	N#Cc1c(CCCNc2ncnc3scc(-c4ccc(F)cc4)c23)n[nH]c1N
ZINC12498827	Cc1sc(NC(=S)NC(=O)COc2ccc(Br)cc2)c(C(N)=O)c1C
ZINC13639961	CC(C)NS(=O)(=O)c1ccc2c(c1)C1C=CCC1C(c1ccc(O)cc1O)N2
ZINC16400842	NC(=O)c1c(NC(=S)NC(=O)c2ccc(Br)cc2)sc2c1CCC2
ZINC19170970	COc1cccc(CNN2C(S)NNC2c2cccc(OC(C)C)c2)c1O
ZINC01241323	CC1=C(C(N)=O)C(c2ccco2)C(C#N)=C(SCC(=O)Nc2cccc3ccccc23)N1
ZINC20806693	Nn1c(N/N=C/c2c(O)ccc3ccccc23)nnc1SCc1ccccc1
ZINC28362638	CC(Nc1ccc(OCC(N)=O)cc1)C(=O)NC(C)c1cccc2ccccc12
ZINC30731246	COc1cc(/C=N\NC(=O)c2sc(N)c(C#N)c2C)cc(Br)c1O
ZINC06664266	CN(CCO)c1cc(NCc2ccco2)c2c(c1N)C(=O)c1ccccc1C2=O
ZINC35339901	CNS(=O)(=O)c1ccc(Nc2ccc(I)cc2)c(N)c1
ZINC36590031	CC(C)(C)N(C(=O)CCl)C(C(=O)NC1CCCCC1)c1c(O)cc(O)cc1O
ZINC36742784	Nc1ccc(O)c(CNS(=O)(=O)c2cc(Br)ccc2Br)c1
ZINC18099760	CCOc1ccc(NC(=O)CSc2nc(N)c(-c3ccccc3)c(=O)[nH]2)cc1
ZINC39267169	O=C(CC1NC(=O)C(Cc2ccccc2)NC1=O)NNc1cccc(Br)c1
ZINC40735095	CC1(C)CC2CC(C)(CN2c2ncnc(NNC(=O)c3ccc(F)cc3)c2N)C1
ZINC40755660	Nc1c(Nc2ccc3c(c2)OCCO3)ncnc1NC12CC3CC(CC(C3)C1)C2
ZINC45699784	CC(NC(=O)Nc1ccc(OCC(N)=O)cc1)c1ccccc1Br
ZINC45865338	NC(=O)Nc1ccc(C(=O)NCC2CC3c4ccccc4C2c2ccccc23)cc1
ZINC47624138	CC(=O)NC1(C(=O)Nc2ccc(NC(=O)Nc3ccccc3)cc2)CCCCC1
ZINC48548150	N=C1OC(c2ccccc2Cl)C(NNS(=O)(=O)c2ccc(Cl)cc2)=C1O
ZINC20412124	O=c1[nH]c([O-])c(C2[NH2+]CCc3c2[nH]c2ccccc32)c(=O)n1CCC1=CCCCC1
ZINC20412124	O=c1[nH]c(=O)n(CCC2=CCCCC2)c([O-])c1C1[NH2+]CCc2c1[nH]c1ccccc21
ZINC35828127	O=C1NC(c2cccc(O)c2)C(C(=O)c2ccc(Cl)cc2)C(O)(C(F)(F)F)N1
ZINC56519012	COc1ccccc1CNC(=O)NNC(=O)Nc1ccc(Br)cc1
ZINC56740686	CC(Cc1ccc(O)cc1)NC(=O)Nc1ccc(C(=O)NC2CCCCC2)cc1
ZINC56746037	CC(Cc1ccsc1)NC(=O)NNC(=O)Nc1ccc(Br)cc1
ZINC09109319	CCOc1cc(C2NC(=O)NC(C)=C2C(=O)Nc2cc(C)cc(C)c2)ccc1O
ZINC53517377	O=C(CNC(c1ccc(F)cc1)c1cccs1)Nc1ccc2[nH]c(=O)[nH]c2c1
ZINC14123635	CC(C)C(NCC(=O)Nc1sc2c(c1C(N)=O)CCC2)c1ccc2c(c1)OCCCO2
ZINC57531377	COc1cc(C2NC(=S)NC(O)(C(F)(F)F)C2C(=O)c2ccccc2)cc(OC)c1O
ZINC28631618	CC(C)(C)c1ccc(C(=O)NCC(=O)NNC(=S)NC2CCCCC2)cc1
ZINC58172164	O=C(Cc1cccc2ccccc12)NCC(=O)NNC(=S)NC1CCCCC1
ZINC55292747	Nc1c(Cl)cc(NC(=O)c2ccc(NC(=O)c3ccco3)s2)cc1Cl
ZINC48227749	CC(=O)Nc1ccc(SC(C)C(=O)Nc2cc(Cl)c(N)c(Cl)c2)cc1
ZINC59385060	COc1ccccc1/C=N/NC(=O)C1=C(C)NC(=S)NC1c1ccc(O)cc1
ZINC59385161	CC1=C(C(=O)N/N=C/c2ccccc2Cl)C(c2ccccc2O)NC(=S)N1
ZINC20115225	COc1ccc(C(=O)N/N=C(/C)c2cc(O)ccc2O)cc1I
ZINC51122721	NNc1ccc([N+](=O)[O-])cc1C(=O)Nc1ccc(I)cc1
ZINC62403330	CCC(C)NC(=O)C(C)NC(=O)Nc1ccc(C(=O)NCC(C)C)c(Cl)c1
ZINC62825350	[NH3+]CCCCCC(=O)Nc1c(Br)cc(Br)cc1C(=O)[O-]
ZINC64291923	CCCC(NC(N)=O)C(=O)Nc1nc(-c2ccc(OC(F)F)cc2)c(C)s1
ZINC66664720	CC(C)(C)c1cc(NC(=O)CC(NC(N)=O)c2cccs2)n(C(C)(C)C)n1
ZINC67193421	CC(=O)Nc1cccc(NC(=S)NNC(=O)CC2CC(C)CC(C)(C)C2)c1
ZINC67324676	COC(=O)Nc1cc(NC(=O)NC2C3CCCC2C[NH+](C2CC2)C3)ccc1F
ZINC05276021	CC(CCC(=O)[O-])C1CCC2C3C=CC4=CC(=O)CCC4(C)C3CCC12C
ZINC07333359	O=C([O-])c1ccc(C(=O)/C=C/c2ccc(Br)cc2F)s1
ZINC07333373	O=C([O-])c1ccc(C(=O)/C=C/c2ccc(F)c(Br)c2)s1
ZINC00070041	O=C([O-])C1c2ccccc2C(=O)N(C2CCCCC2)C12CCCCC2
ZINC20504249	Cc1cc(Br)c(-n2ccc(C(=O)[O-])n2)c(Br)c1
ZINC32751863	[O-]C1=NC(=S)S/C1=C\c1ccc(OC(F)(F)C(F)C(F)(F)F)cc1
ZINC35356545	O=S(=O)([N-]c1ccc(Br)cc1F)c1cnc(Cl)s1
ZINC36917809	O=C([O-])c1ccc(-c2c(F)cc(F)cc2Br)n1C1CC1
ZINC37335853	Cc1cc(-n2c([S-])nnc2-c2ccncc2)ccc1Br
ZINC37405829	CCOc1c(Br)cc(/C=C(\C#N)C(=O)[O-])cc1Br
ZINC37665237	CN(CC(F)(F)F)c1cc(Br)ccc1/C=C/C(=O)[O-]
ZINC41065706	O=S(=O)([N-]c1ccc(F)c(F)c1F)c1cc(Br)cnc1Cl
ZINC41953773	CC1CCCC(OC(C)(C(=O)[O-])c2ccc(Br)cc2)C1
ZINC41990153	CC(Sc1nccs1)(C(=O)[O-])c1ccc(Br)cc1
ZINC42250296	O=S(=O)(/N=C(\[O-])c1ccc(Br)cc1)c1ccc(F)cc1
ZINC42350437	Cc1cccc([N-]S(=O)(=O)c2sccc2Br)c1C
ZINC42350503	Cc1ccc(F)c([N-]S(=O)(=O)c2sccc2Br)c1
ZINC42412936	O=S(=O)([N-]c1cccc(F)c1F)c1ccc(Br)s1
ZINC43757756	CC(CCC(=O)[O-])C1CCC2C3C=CC4=CC(=O)CCC4(C)C3CCC12C
ZINC44244496	O=S(=O)([N-]c1c(Cl)cccc1Cl)c1cncc(Br)c1
ZINC44245184	O=S(=O)([N-]c1ccc2sccc2c1)c1cncc(Br)c1
ZINC44592330	O=C([O-])C1c2ccsc2CCN1Cc1ccc(Br)s1
ZINC46927484	Cc1ccc(S(=O)(=O)/N=C(\[O-])c2ccc(Br)s2)cc1
ZINC48440981	O=S(=O)([N-]c1ccc2c(c1)CCO2)c1sccc1Br
ZINC48448373	O=S(=O)(/N=C(\[O-])C1(c2ccc(Br)cc2)CC1)c1cccs1
ZINC48449752	O=S(=O)(/N=C(\[O-])C1CCCCC1C(F)(F)F)c1cccs1
ZINC48518011	O=S(=O)(/N=C(\[O-])c1cc(F)cc(Br)c1)c1ccc(Cl)s1
ZINC48529358	N#C/C(C(=O)c1csc(Br)c1)=C(\[O-])c1cccs1
ZINC48652162	N#Cc1ccc(S(=O)(=O)[N-]c2cccc(Br)c2)cc1Cl
ZINC49487754	Cc1ccc(C#N)cc1[N-]S(=O)(=O)c1ccc(Br)s1
ZINC49501699	Cc1cc(S(=O)(=O)/N=C(\[O-])c2ccc(Br)cc2)c(C)s1
ZINC49513733	Cc1cc(Br)ccc1/C([O-])=N/S(=O)(=O)C1CCCCC1
ZINC49585948	CCC(OCc1cccs1)(C(=O)[O-])c1ccc(Br)cc1
ZINC50184000	O=C([O-])c1cc(=O)n(Cc2ccc(Br)s2)c2ccccc12
ZINC55682452	COc1c(F)cc([N-]S(=O)(=O)C2=Cc3ccccc3CC2)cc1F
ZINC07488887	N#Cc1ccc(/C=C(\Cl)c2nc([O-])c3c4c(sc3n2)CCC4)cc1
ZINC61094295	O=S(=O)([N-]c1cc(F)c(F)cc1F)c1cc(Br)cnc1Cl
ZINC61095171	O=S(=O)([N-]c1cc(F)c(F)cc1F)c1sccc1Br
ZINC61122723	Cc1cc([N-]S(=O)(=O)c2c(F)cc(F)cc2Br)ccc1F
ZINC61690189	CC1(C)CN(C(C)(C(=O)[O-])c2ccc(F)c(Br)c2)CCO1
ZINC61690592	Cc1nnc(SC(C)(C(=O)[O-])c2ccc(F)c(Br)c2)s1
ZINC61692328	O=S(=O)([N-]c1cc(Br)ccc1Cl)c1ccnc(Cl)c1
ZINC61693056	O=S(=O)([N-]c1cc(Br)ccc1Cl)c1cccs1
ZINC62703569	C=C(Br)COc1ccc(/C=C/C(=O)[O-])cc1Br
ZINC62762318	O=C([O-])C1CCCCC1Oc1ccc(I)cc1
ZINC62762319	O=C([O-])C1CCCCC1Oc1ccc(I)cc1
ZINC65763749	CC(C)c1ccsc1/C([O-])=N/S(=O)(=O)c1cc(F)ccc1F
ZINC66575124	O=S(=O)(/C=C/c1ccccc1Cl)[N-]c1ccc(F)c(F)c1F
ZINC66577061	O=S(=O)(/C=C/c1cccc(Br)c1)[N-]c1c(F)cccc1F
ZINC66588483	N#Cc1cccc(S(=O)(=O)[N-]c2cccc(SC(F)F)c2)c1
ZINC01026796	O=C(CCc1ccc(O)cc1)NNC(=S)Nc1ccc(Cl)c(Cl)c1
ZINC01508575	COc1ccc(N2C(=O)c3ccc(Oc4ccc(N)cc4)cc3C2=O)c(N)c1
ZINC04476236	COc1cc(C2NC(=O)NC(C)=C2C(=O)Nc2cc(C)ccc2C)ccc1O
ZINC03503658	O=c1[nH]c2ccc(NC(=S)Nc3cc(C(F)(F)F)ccc3Cl)cc2[nH]1
ZINC05041651	O=C(NNC(=S)Nc1ccc(Cl)cc1)NC12CC3CC(CC(C3)C1)C2
ZINC05128777	CCCN1C(=O)/C(=N/NC(=O)c2cc(N)ccc2O)c2cc(Cl)ccc21
ZINC05920829	CC1CCc2c(sc(NC(=S)NC(=O)/C=C/c3ccccc3)c2C(N)=O)C1
ZINC06884363	O=C(/C=C/c1ccccc1Cl)NC(=S)NNC(=O)c1ccccc1O
ZINC06922368	Cc1ccc(C(=O)NC(=S)Nc2sc3c(c2C(N)=O)CCCC3)c(C)c1
ZINC11859239	O=C1NC(c2ccccc2O)C(C(=O)c2ccccc2)C(O)(C(F)(F)F)N1
ZINC12767081	Oc1ccc(/C=N/NC(=S)Nc2cc(C(F)(F)F)ccc2Cl)c(O)c1
ZINC12557978	NC(=O)CSc1ccccc1NC(=O)CNc1ccc(Br)cc1
ZINC16490053	Cc1[nH]c(=O)c(C#N)c(C)c1CCC(=O)Nc1cc(Cl)c(N)c(Cl)c1
ZINC20682267	CCC(C)NC(=O)c1cccc2c1NC(c1ccc(O)cc1O)C1CC=CC21
ZINC20682270	CCC(C)NC(=O)c1cccc2c1NC(c1ccc(O)cc1O)C1CC=CC21
ZINC27249505	Cc1ccc(C(=O)NC(C(=O)NNC(=S)NC2CCCC2)C(C)C)cc1
ZINC28813086	Nc1c(Cl)cc(NC(=O)Cn2c(-c3cccs3)n[nH]c2=S)cc1Cl
ZINC38003153	CC(Nc1cccc(NS(N)(=O)=O)c1)c1ccc(Br)s1
ZINC36650229	CC(C)C(NC(=O)c1ccc(Cl)cc1)C(=O)Nc1ccc2[nH]c(=O)[nH]c2c1
ZINC40418923	Nc1cc(N)nc(SCCOc2ccc(Cl)cc2Br)n1
ZINC40733704	CCC1CCCCN1c1ncnc(NNC(=O)c2ccc(Cl)cc2)c1N
ZINC40758275	Nc1c(Nc2nc3ccccc3s2)ncnc1Nc1cccc2cccnc12
ZINC41898356	NC(=O)Nc1ccc(NC(=O)/C=C/c2ccc(I)o2)cc1
ZINC42667387	CC(Nc1ccc(NC(=O)NC2CC2)cc1)C(=O)Nc1ccc(F)c(F)c1
ZINC44783150	CCC(CC)(C(=O)Nc1cccc(I)c1)/C(N)=N/O
ZINC44816685	CSCCC(NC(N)=O)C(=O)Nc1ccc(Oc2ccc(C)cc2)cc1
ZINC45521056	NC(=O)NC(Cc1ccccc1)C(=O)Nc1cccc(C#Cc2cccs2)c1
ZINC45695601	NC(=O)CSc1ccccc1NC(=O)NC1CCCC(C(F)(F)F)C1
ZINC06985789	Nc1cc(N)nc(SCC(=O)c2ccc(I)cc2)n1
ZINC47877749	NC(=O)CCOc1ccccc1NC(=O)NC1CCCC(C(F)(F)F)C1
ZINC49122891	CCC1CCCCC1NS(=O)(=O)c1cc(Br)cnc1NN
ZINC56710395	Cc1cc(OCC(N)=O)ccc1NC(=O)NC1CCCC(C(F)(F)F)C1
ZINC56769388	CC(Cc1ccc(O)cc1)NC(=O)NNC(=O)Cc1cccc2ccccc12
ZINC57336745	CSCCC(NC(N)=O)C(=O)Nc1ccc(Sc2ccc(C)cc2C)cc1
ZINC03611082	CC(C)CC(NC(N)=O)C(=O)Nc1ccc(I)cc1
ZINC06831859	CCOC(=O)c1sc2cccc(F)c2c1CSc1nc(N)cc(N)n1
ZINC57990417	CC[NH+](CC)c1ccc(C2NC(=O)c3c(sc4c3CC[NH+](C)C4)N2)cc1
ZINC15642943	CC(OC(=O)c1cc(Cl)cc(Cl)c1N)C(=O)NC(=O)NC(C)(C)C
ZINC58156283	COc1ccc(C)cc1CCNC(=O)Nc1ccccc1SCC(N)=O
ZINC14350419	NC(=O)NC(CC(=O)Nc1ccc2c(c1)Cc1ccccc1-2)c1cccs1
ZINC48452049	NS(=O)(=O)c1ccc(CCNC(=O)Nc2ccc(F)cc2Br)cc1
ZINC59385085	CC1=C(C(=O)N/N=C/c2ccccc2F)C(c2ccc(O)cc2)NC(=S)N1
ZINC59385498	CC1=C(C(=O)N/N=C/c2ccc(O)cc2)C(c2ccc(Cl)cc2)NC(=O)N1
ZINC13123395	Oc1cccc(NC(=S)/[NH+]=N/c2c(O)[nH]c3ccc(Br)cc23)c1
ZINC13123395	O=C1Nc2ccc(Br)cc2/C1=N/NC(=S)Nc1cccc(O)c1
ZINC62824523	CC([NH3+])(C(=O)Nc1ccc(I)cc1C(=O)[O-])C1CC1
ZINC62825375	CC([NH3+])CC(=O)Nc1c(Br)cc(Br)cc1C(=O)[O-]
ZINC65816726	NC(=O)c1ccc(NC(=O)NC2(c3ccc(Br)cc3)CCC2)cc1
ZINC66277339	CC(CC(=O)Nc1ccccc1SCC(N)=O)NC(=O)C1CCCCC1
ZINC67124236	CC(C)CCc1ccc(S(=O)(=O)Nc2ccc(CNC(N)=O)cc2)cc1
ZINC67633217	COc1ccccc1C(=O)NNC(=O)NC1C2CCCC1C[NH+](C1CC1)C2
ZINC03079093	NC(=O)c1c(NC(=S)NC(=O)/C=C/c2ccccc2)sc2c1CCC2
ZINC04236960	CC1(CO)C(O)CCC2(C)C(CC(=O)NCc3ccc(F)cc3)C(O)CCC12
ZINC04833300	CSc1ccc(C2C(C(N)=O)C(=O)NC(O)(c3ccccc3)C2C#N)cc1
ZINC00921350	O=C1NC(c2cccc(O)c2)C(C(=O)c2ccccc2)C(O)(C(F)(F)F)N1
ZINC01006972	O=C1NC(c2cccc(O)c2)C(C(=O)c2ccccc2)C(O)(C(F)(F)F)N1
ZINC00640770	NS(=O)(=O)c1ccc(NC(=S)Nc2ccc(Cl)c(Cl)c2)cc1
ZINC06085043	NS(=O)(=O)c1cc(C(=O)NNc2c(F)c(F)cc(F)c2F)ccc1Cl
ZINC06536825	O=C(NC(=S)NNC(=O)c1cc2ccccc2cc1O)c1cccs1
ZINC07692721	COc1cc(CSc2nc(N)cc(N)n2)c(OC)cc1Br
ZINC08253659	NC(=O)C1CC(O)C(O)C2C1N(c1ccc(Cl)cc1)C(=S)N2Cc1cccs1
ZINC14481118	CCC(NC(=O)CC(NC(N)=O)c1cccs1)c1ccc(Br)cc1
ZINC15675419	Cc1cc(C)cc(NC2=NC3C(O)C(O)CC(C(=O)NC4CCCC4)C3S2)c1
ZINC01198518	NNC(=O)/C(=C\c1ccc(Br)cc1)NC(=O)c1ccc(Br)o1
ZINC24961553	NS(=O)(=O)c1ccc(CNC(=O)CC23CC4CC(CC(O)(C4)C2)C3)s1
ZINC28007921	CCc1cc(NCC(=O)Nc2c(O)cc(Cl)cc2Cl)c(=O)[nH]c1C
ZINC32926640	Cc1ccc(NC(=O)CSCC(=O)Nc2ccc(C(N)=S)cc2)cc1
ZINC03620676	Nc1nc(SCC(=O)Nc2ccc(I)cc2)n[nH]1
ZINC37130724	NS(=O)(=O)Nc1cccc(NCc2cc(Br)ccc2F)c1
ZINC39335232	N#CC1=C(N)NC(SCC(=O)Nc2ccc(F)cc2)=C(C#N)C12CCCCC2
ZINC39557919	CC(NC(=O)NC1NNC(c2cccs2)S1)C1=CC2=CC=NC2C=C1
ZINC01943982	CC(Oc1ccc(C(=O)Nc2c(C(C)C)cccc2C(C)C)cc1)C(=O)NN
ZINC40167795	Nc1ccc(-c2ccc(NC(=S)NC3CS(=O)(=O)CC3Cl)cc2)cc1
ZINC40167797	Nc1ccc(-c2ccc(NC(=S)NC3CS(=O)(=O)CC3Cl)cc2)cc1
ZINC40369491	N/C(COc1cccc(NC(=O)c2ccc(Br)s2)c1)=N\O
ZINC40735085	Nc1ccc(Br)cc1S(=O)(=O)NCCc1ccc(O)cc1
ZINC40824466	Cc1cc(C)cc(NC(=O)c2oc3c(c2C)/C(=N/NC(N)=S)CCC3)c1
ZINC40824480	CCc1ccc(NC(=O)c2oc3c(c2C)/C(=N/NC(N)=S)CCC3)cc1
ZINC41069894	Cc1ccc(NS(=O)(=O)c2cc(Br)cnc2NN)cc1C
ZINC41069950	Cc1ccc(NS(=O)(=O)c2cc(Br)cnc2NN)c(C)c1
ZINC41069994	Cc1ccc(CNS(=O)(=O)c2cc(Br)cnc2NN)cc1
ZINC41924034	NC(=O)c1ccc(NC(=O)C(=O)NC(c2cccs2)C2CCCC2)cc1
ZINC43328530	Cc1ccc(NC(=O)NCc2ccc(S(N)(=O)=O)cc2)c(Br)c1
ZINC46575630	CC(=O)Nc1cccc(NC(=S)NNC(=O)/C=C/c2c(F)cccc2F)c1
ZINC49122823	NNc1cc(S(=O)(=O)[N-]c2cc(Br)ccc2Br)cc[nH+]1
ZINC49527052	CC(NS(=O)(=O)c1ccc(NN)cc1)c1ccc(Br)cc1
ZINC49570771	CC(NS(=O)(=O)c1ccc(NN)cc1)c1cccc(Br)c1
ZINC49570774	CC(NS(=O)(=O)c1cccnc1NN)c1cccc(Br)c1
ZINC54155932	N/C(CCNS(=O)(=O)c1cc(Br)ccc1Br)=N/O
ZINC56173994	CC(Nc1ccc(Cl)c(F)c1)C(=O)Nc1ccc(S(N)(=O)=O)cc1
ZINC56173996	CC(Nc1ccc(Cl)c(F)c1)C(=O)Nc1ccc(S(N)(=O)=O)cc1
ZINC56609568	CCC(=O)Nc1cccc(NC(=O)NC2C3CCCC2C[NH+](C2CC2)C3)c1
ZINC16238333	Nc1ccc(NC(=S)Nc2ccc(SC(F)F)cc2)cc1[N+](=O)[O-]
ZINC59292748	NS(=O)(=O)c1ccc(CCNC(=S)Nc2cc(F)cc(F)c2)cc1
ZINC59373326	CC(Sc1cc(Cl)ccc1Cl)C(=O)NC1CCCc2[nH]c(=O)c(C(N)=O)cc21
ZINC61881849	Nc1cc(Cl)cc(S(=O)(=O)NCC(=O)NC2CC2)c1Br
ZINC63352815	NS(=O)(=O)c1ccc(CCNC(=O)NC2CC2c2cccc(F)c2)cc1
ZINC66122551	CC(C)c1ccccc1NC(=S)NNC(=O)c1cc2c([nH]c1=O)CCC2
ZINC66616453	CC1CC(CC(=O)NCc2ccc(C(=O)NCC(N)=O)cc2)CC(C)(C)C1
ZINC66812787	Nc1nccnc1NCC(O)COc1ccc(I)cc1
ZINC67464571	CC(=O)Nc1cccc(NC(=S)NNC(=O)/C=C(/C)c2ccccc2F)c1
ZINC00062514	N#CC1=C(N)OC2=C(C(=O)CCC2)C1c1ccc(N2CCCC2)cc1
ZINC00555586	COc1ccc(C2C(C#N)=C(N)OC3=C2C(=O)CCC3)cc1Cl
ZINC04574880	C#CCOc1ccc(C2C(C#N)=C(N)OC3=C2C(=O)CCC3)cc1Cl
ZINC00807032	Cc1ccc(NC(=O)C2C(=O)NC3(C)CC2c2ccccc2O3)c(C)c1
ZINC03887465	Nc1cc(S(=O)(=O)N2CCCCC2)ccc1N1CCCCCC1
ZINC09515439	O=C(Nn1cn[nH]c1=S)c1ccc(-c2cccc3ccccc23)s1
ZINC17074336	Cc1c(Cl)ccc2c1NC(=O)/C2=N\NC(=O)C1(C)CC1(Cl)Cl
ZINC17448548	Cc1c(C(=O)NNC(=O)c2ccc(Cl)s2)oc2ccccc12
ZINC00042490	COc1ccc(C2C3CCCC=C3C(C#N)=C(N)C2(C#N)C#N)cc1
ZINC19770138	COc1cc(C2C(C#N)=C(C)NC3=C2C(=O)CCC3)cc(Cl)c1O
ZINC20132937	COc1ccccc1-c1nc2c(c(=S)[nH]1)Cc1cccc(O)c1O2
ZINC04729729	COc1cccc(C2C3CC(C)CC=C3C(C#N)=C(N)C2(C#N)C#N)c1
ZINC20939854	CC1(C)C(=O)Nc2ccc(S(=O)(=O)Nc3ccc(Cl)cc3)cc21
ZINC32105656	Cc1ccc(C2C3CN(C4CCCCC4)C(=O)C3(O)NN2C)cc1
ZINC00108006	COCc1cc(C)nc2sc3c(c12)NC(C1CCCCC1)NC3=O
ZINC36962480	COc1ccc(N)cc1N1C(=O)c2ccc(Br)cc2C1=O
ZINC00989052	Cc1ccc(-n2nc(C)c3c2OC(N)=C(C#N)C3c2ccc(F)cc2)cc1
ZINC00850006	Cc1ccc(-n2nc(C)c3c2OC(N)=C(C#N)C3c2ccccc2F)cc1
ZINC38600133	CCC1=C2C(N=N1)OC(N)=C(C#N)C2c1c(Cl)cccc1Cl
ZINC38706771	Cc1cc(C)cc(NC(=O)Nc2ccc3c(c2)CCC(=O)N3C)c1
ZINC39324957	COc1ccc(C2C3CC(C)CC=C3C(C#N)=C(N)C2(C#N)C#N)cc1
ZINC39793565	Cc1nn(-c2ccccc2)c2c1C(c1ccc(F)cc1)C(C#N)C(N)O2
ZINC41600222	CC1CNc2cc(S(=O)(=O)NC3CCCCCC3)ccc2O1
ZINC42014657	Cc1c(N)cccc1-c1nnnn1-c1cccc(Br)c1
ZINC42014658	Cc1cccc(-c2nnnn2-c2cccc(Br)c2)c1N
ZINC42014663	Cc1c(N)cc(-c2nnnn2-c2cccc(Br)c2)cc1F
ZINC42027162	Cc1ccc(N)cc1-c1nnnn1-c1ccc(Br)cc1
ZINC42027682	Cc1ccccc1-n1nnnc1-c1ccc(Br)c(N)c1
ZINC43575588	Nc1ccc(-c2nnnn2-c2cc(Cl)ccc2Cl)c(F)c1
ZINC43575614	Cc1cc(-n2nnnc2-c2ccc(N)cc2F)ccc1Br
ZINC44023237	O=c1cc(Nc2cc(F)ccc2F)[nH]c(=O)n1C1CCCCC1
ZINC45626314	Nc1ccc(Br)c(-c2nnnn2Cc2ccccc2F)c1
ZINC48607226	O=C(NCc1cc(Br)cs1)c1cc2c(cc1O)OCO2
ZINC49741290	Cc1cc(F)ccc1S(=O)(=O)Nc1ccc2c(c1)C(C)(C)C(=O)N2
ZINC51129480	O=c1c(Cl)c(NC2CCC(O)CC2)cnn1-c1ccc(Cl)cc1
