ZINC01615674	CC(O)C(NC(=O)c1cnc2ccccc2n1)C(=O)[O-]
ZINC54151195	O=C(NCc1nnc2n1CCC2)c1ccc2c(=O)[nH]c([S-])nc2c1
ZINC55678604	Cc1nn(C)c(Cl)c1S(=O)(=O)[N-]c1cc(F)cc(S(N)(=O)=O)c1
ZINC59293774	N#CC1=C(N)N2C(=O)C(CC(=O)[O-])SC2=C(C#N)C1c1ccccc1Cl
ZINC44929201	O=C1Nc2c(Br)cc(F)cc2C1NCc1nnn[n-]1
ZINC36126576	Cc1n[nH]c(C)c1S(=O)(=O)[N-]c1cccc2c1OCC(=O)N2
ZINC63348904	NC1c2cccnc2SC1c1nnc([S-])n1CC1CCCO1
ZINC63778109	CN1C(SC/C([O-])=N/c2ncn[nH]2)=NNC1c1ccccc1
ZINC09419529	COc1ccc(C2C/C(=C3/C(=O)N(C)C(=S)N=C3[O-])NN2)cc1OC
ZINC13119383	N#Cc1c(SCC(=O)Nc2nncs2)sc2c([O-])cc(=O)[nH]c12
ZINC53801629	Cc1ccc(CNC(=O)c2ccc3c([O-])[nH]c(=S)nc3c2)cn1
ZINC67004718	O=C(Nc1ccc([N-]S(=O)(=O)c2cn[nH]c2)cn1)C1CC1
ZINC04021972	OCC1OC(Oc2cccc(Cl)c2)C(O)C(O)C1O
ZINC04275847	OCC1OC(Oc2ccccc2Cl)C(O)C(O)C1O
ZINC09761293	OC1COC(Nc2ccc(Br)cc2)C(O)C1O
ZINC15834742	Cn1c(=S)[nH]c(O)c(C2=NNC(c3cccc(O)c3)C2)c1=O
ZINC16029520	OCC1OC(Oc2ccc(Br)cc2)C(O)C(O)C1O
ZINC17197375	CC1(C)C(CO)C(CO)C1n1cnc2c(N)ncnc21
ZINC05052084	COc1cc(C2C(C#N)=C(N)Oc3[nH]nc(C)c32)ccc1O
ZINC05052084	COc1cc(C2C(C#N)=C(N)Oc3n[nH]c(C)c32)ccc1O
ZINC18227517	Nc1cc(=O)[nH]c(SCC(=O)Nc2ccccn2)n1
ZINC19867541	CSC1=NC(N)=C(C#N)C2(CCCCC2)C1C(N)=O
ZINC20945704	O=C(Nc1cc(F)ccc1F)Nc1c[nH]c(=O)[nH]c1=O
ZINC04464203	Cc1nc(N)sc1C(=O)NN/C=C1\C=CC=CC1=O
ZINC35354658	Cc1cc(NS(=O)(=O)c2ccc(NN)cc2)n(C)n1
ZINC35383065	Nc1cc2c(=O)[nH]cnc2cc1NC1CCS(=O)(=O)C1
ZINC37333566	CN(CCc1ccccn1)c1ccc(S(N)(=O)=O)cc1N
ZINC00184153	Cc1c(C(=O)N2CCC(C(N)=O)CC2)sc(N)c1C#N
ZINC40306364	Cn1cc(NC(=O)c2c[nH]c3cc(N)ccc23)ccc1=O
ZINC40314635	CNC(=O)CNS(=O)(=O)c1cc(N)c(F)cc1Cl
ZINC40382379	NS(=O)(=O)c1cc(F)cc(NC(=O)c2ccc[nH]2)c1
ZINC40516843	NC(=O)c1ccc(-n2ccnc2-c2cccc(N)c2)nc1
ZINC40516982	NC(=O)c1ccnc(-n2ccnc2-c2ccc(N)cc2)c1
ZINC40517059	NC(=O)c1cc(-n2cc(Br)c(N)n2)ccn1
ZINC41013841	Nc1ccc(Cl)c(S(=O)(=O)NCc2cc[nH]n2)c1
ZINC41079688	NC(=O)c1cc(N)ccc1-n1nnc(-c2ccccc2)n1
ZINC42044404	NC(=O)CCCNC(=O)C(=O)Nc1cccc(Cl)c1F
ZINC42140085	NC(=O)c1cc(N)cnc1Sc1nnc2n1CCCCC2
ZINC42374362	Cc1cc(C(C)Nc2c(N)n(C)c(=O)[nH]c2=O)c(C)s1
ZINC42740297	CCN(c1cc(N)cc(S(N)(=O)=O)c1)C(C)COC
ZINC44566346	CS(=O)(=O)CCCNc1cc2c(cc1N)NC(=O)CC2
ZINC44784591	N/C(=N/O)C1(C(=O)N2CCNC(=O)C2)CCCCCC1
ZINC49212168	Cc1sc(NC(=O)NCCCC(N)=O)c(C#N)c1C
ZINC49236412	NC(=O)NC(=O)CNc1ccc(-n2cccn2)c(F)c1
ZINC50324700	CC1(NC(=O)c2[nH]nc(C3CC3)c2N)CCS(=O)(=O)C1
ZINC50702650	Nc1ncc(Br)cc1C(=O)Nc1cn[nH]c1
ZINC50911045	Nc1cc(N2Cc3ccccc3C2)cc(S(N)(=O)=O)c1
ZINC51093218	NNc1ncc(Br)cc1C(=O)NCC1CCCO1
ZINC51120859	Cc1cc(CNC(=O)c2cc(Cl)nc(NN)c2)on1
ZINC51122016	NNc1nc(C(=O)N2CCNC(=O)C2)cc2ccccc12
ZINC51123325	COCCCNC(=O)c1cc(Br)cnc1NN
ZINC51150427	NNc1nc(CSc2ncn[nH]2)nc2sccc12
ZINC52015781	Nc1nc2sccn2c1S(=O)(=O)NC1CCCCC1O
ZINC53736081	CC(O)c1nc2cc(N)ccc2n1C1CCC(O)CC1
ZINC53736084	CC(O)c1nc2cc(N)ccc2n1C1CCC(O)CC1
ZINC54132898	NNc1ccc(C(=O)Nc2ccc3ncccc3c2)nn1
ZINC58522053	NC(=O)c1cc2c([nH]c1=O)CCCC2NC(=O)CC1C=CCC1
ZINC61079508	NC(=O)C1CCN(C(=O)c2cc(N)c(F)cc2Br)CC1
ZINC61592324	Cn1c(Sc2cc3c(cc2N)NC(=O)CC3)n[nH]c1=O
ZINC61855831	N/C(=N/O)c1ccc(N2CCN(CCO)CC2)cc1Cl
ZINC62832369	Nc1ccc2[nH]cc(C(=O)NC3CCS(=O)(=O)C3)c2c1
ZINC63270913	CC(C)NC(=O)NNC(=O)c1cc(=O)[nH]c2ccccc12
ZINC66846849	Nc1nc(N)nc(CN2CCOC(c3ccccc3F)C2)n1
ZINC16029518	OCC1OC(Oc2ccc(Br)cc2)C(O)C(O)C1O
ZINC20077089	Cc1cc(=O)[nH]c(Sc2ccccc2/C(N)=N/O)n1
ZINC20544697	Cc1cc(N)cc(S(=O)(=O)N2CCCC(C(N)=O)C2)c1C
ZINC27028454	NNC(=O)C1Sc2nnc(C(F)(F)F)n2NC1c1ccccc1
ZINC36206224	Nc1cc(S(=O)(=O)N2CCCC(CO)C2)ccc1O
ZINC36228013	NNc1ccc(S(=O)(=O)N2CCCC(CO)C2)cc1
ZINC36320426	CN(c1ccc(S(N)(=O)=O)cc1N)C1CCOCC1
ZINC36867356	CCNC(=O)NC(=O)C(C)n1ncc2ccc(N)cc21
ZINC37055355	NC(=O)C1CCCN(S(=O)(=O)c2cc(N)cc(Cl)c2F)C1
ZINC37730301	Cc1[nH]ncc1S(=O)(=O)NC(C)c1cccc(N)c1
ZINC37730755	Cc1[nH]ncc1S(=O)(=O)[N-]c1ccc(C#CC[NH3+])cc1F
ZINC20366470	NNC(=O)CCCNc1ncc(C(F)(F)F)cc1Cl
ZINC06784452	NNC(=O)C1CC(O)CN1S(=O)(=O)c1ccc2ccccc2c1
ZINC38062611	Nc1cc2c(cc1NCC1COCCO1)CCC(=O)N2
ZINC40347064	Nc1n[nH]cc1S(=O)(=O)NCC1Cc2ccccc2O1
ZINC40381450	NS(=O)(=O)c1ccc(NC(=O)C2CSC(=O)N2)c(F)c1
ZINC40481795	[NH3+]C1(C(=O)NC2(C(=O)[O-])CCCCCC2)CCCCC1
ZINC40997441	Cc1ncc(CNc2cc3nc[nH]c(=O)c3cc2N)s1
ZINC42139229	NC(=O)c1cc(N)cnc1N1CCCC1c1cccnc1
ZINC43396392	Cc1ccc(C(N)=S)c(N2CCC(C(N)=O)CC2)n1
ZINC43400939	Cc1cc(=O)[nH]c(Sc2nc(C)ccc2/C(N)=N/O)n1
ZINC43592518	Cc1n[nH]c(C)c1NS(=O)(=O)c1ccc(N)cc1F
ZINC43737125	OCC1OC(Oc2ccc(Cl)cc2)C(O)C(O)C1O
ZINC43746781	Cc1c(CC(=O)NCC(C)O)c(=O)oc2c(O)c(O)ccc12
ZINC44730776	CCn1c(N)c(NC(C)c2cc(C)oc2C)c(=O)[nH]c1=O
ZINC49026549	COCCN(c1ccc(S(N)(=O)=O)cc1N)C1CC1
ZINC49549813	NC(=O)c1ccccc1NC(=O)c1c[nH]c2c(F)cccc2c1=O
ZINC50305811	Cc1nn(C(C)C)c(C)c1NC(=O)c1n[nH]c(C)c1N
ZINC50891766	Cc1cnc(C(=O)NC2(/C(N)=N/O)CCC(C)CC2)cn1
ZINC51068155	CNc1cccc(C(=O)Nc2ccc(S(N)(=O)=O)cc2)n1
ZINC51118763	CC1(NC(=O)c2ccc(NN)nc2)CCS(=O)(=O)C1
ZINC51118794	CC1(NC(=O)c2cccc(NN)n2)CCS(=O)(=O)C1
ZINC51119366	Cc1cc(C(C)NC(=O)c2ccc(NN)nn2)c(C)o1
ZINC51121689	Cc1cc(NC(=O)c2cnc(NN)c(Cl)c2)n(C)n1
ZINC39159928	[NH3+]C1CC(=O)N=C(SCc2nc3ccccc3[nH]2)[N-]1
ZINC51577601	Cc1cccc(CNC(=O)C2(/C(N)=N/O)CCCC2)n1
ZINC51667832	N/C(=N/O)c1cccc(CNS(=O)(=O)C(F)F)c1
ZINC53107030	CC1CCCC(CO)(NC(=O)CCSCC(N)=O)C1
ZINC06013576	N/C(=N\S(=O)(=O)c1ccc(N)cc1)c1ccccc1
ZINC37660375	Cc1sc2[nH]c(CNCCCC(N)=O)nc(=O)c2c1C
ZINC51092518	NNc1ncccc1C(=O)Nc1ccc2c(c1)OCCO2
ZINC61374243	NNc1cc(C(=O)NC2CCCc3sccc32)ccn1
ZINC61374244	NNc1cc(C(=O)NC2CCCc3sccc32)ccn1
ZINC61592834	Cc1cc(/C(N)=N/O)ccc1Sc1n[nH]c(=O)n1C
ZINC61594150	CCn1c(SCc2nc3ccc(N)cc3[nH]2)n[nH]c1=O
ZINC61875031	Cc1ccc2cccc([N-]S(=O)(=O)c3c[nH]nc3N)c2[nH+]1
ZINC62832759	Cc1ncc(CNC(=O)c2c[nH]c3ccc(N)cc23)s1
ZINC62833992	CC(NC(=O)c1cc2cccc(N)c2[nH]1)c1nncn1C
ZINC63130974	CS(=O)(=O)c1ccc(Sc2ncc(N)cc2C(N)=O)cc1
ZINC63913965	NC(=O)c1cc(C2=NC(c3ncn[nH]3)SC2)ccc1O
ZINC00513600	NC(=O)c1ccccc1NC(=S)NC(=O)c1cccs1
ZINC06661136	NC(=O)c1c(NC(=O)NCc2ccco2)sc2c1CCC2
ZINC09915782	CC(C)SC1(C)OC(C)(CO)C(C)(O)C(C)(O)C1(C)O
ZINC15017056	N#CC1C(c2ccccc2F)C(C(N)=O)C(=O)NC1(O)c1ccccc1
ZINC15240481	OC1COC(Nc2ccc(OC(F)(F)Cl)cc2)C(O)C1O
ZINC19987295	NNc1ccc(S(=O)(=O)NCc2ccc(F)cc2)cn1
ZINC20396386	Nc1ccc(CSc2nnc(C3CCCO3)n2N)cc1
ZINC20564909	COc1ccc(CNc2cccc(S(N)(=O)=O)c2)cc1O
ZINC21018168	NC(=S)c1cccc(S(=O)(=O)NC2CCC(O)CC2)c1
ZINC25502874	OCCC1OC(Oc2cccc3ccccc23)C(O)C(O)C1O
ZINC26580473	NNC(=O)/C(=C\c1ccccc1Cl)NC(=O)c1ccco1
ZINC33271855	CNc1nc(C(N)=O)c(NC(=O)c2ccccc2C)s1
ZINC35367227	Nc1ccc(C(O)CNS(=O)(=O)c2ccccc2F)cc1
ZINC35367241	Cc1cccc(S(=O)(=O)NCC(O)c2ccc(N)cc2)c1
ZINC35691956	CC(NS(=O)(=O)c1ccc(O)c(N)c1)c1cccnc1
ZINC35692540	CC(NS(=O)(=O)c1ccccc1NN)c1cccnc1
ZINC37054001	NC(=O)C1CCCN1S(=O)(=O)c1ccc(N)cc1Br
ZINC03183036	O=C(CNc1ccc(Br)cc1)NNC1=CCCN1
ZINC37263643	OCCC1OC(Oc2cccc3ccccc23)C(O)C(O)C1O
ZINC37672723	CN(Cc1ccc(N)cc1)c1ccccc1S(N)(=O)=O
ZINC37995614	NC(=O)c1ccsc1NC(=O)CSc1ccc(O)cc1
ZINC39327239	CC(=O)Oc1ccc(C2C(C#N)=C(N)Oc3cc(N)ccc32)cc1
ZINC40347176	Nc1cc(S(=O)(=O)NCc2cn[nH]c2)c(Cl)cc1F
ZINC40376662	CC(NS(=O)(=O)c1cccc(C(F)(F)F)c1)/C(N)=N/O
ZINC40376663	CC(NS(=O)(=O)c1cccc(C(F)(F)F)c1)/C(N)=N/O
ZINC40495246	COc1ccc(N)cc1S(=O)(=O)Nc1cccc(O)c1
ZINC40498546	Cc1cccc(C(CC(=O)Nc2nc(C)c(C)s2)NC(N)=O)c1
ZINC40625196	Nc1n[nH]cc1S(=O)(=O)NCc1cc2c(s1)CCC2
ZINC42295140	CCn1c(N)c(NC(C)c2ccccc2F)c(=O)[nH]c1=O
ZINC42479524	CC(C)N(CCO)c1ccc(/C(N)=N/O)c(C(F)(F)F)c1
ZINC42614586	COCCN(c1ccc(S(N)(=O)=O)cc1N)C(C)C1CC1
ZINC43908270	NC(=O)NC(=O)CCSc1nc(-c2ccccc2)c[nH]1
ZINC45089410	NS(=O)(=O)CCCNC(=O)C1CCc2ccccc2N1
ZINC45624269	NC(=O)CC1CCN(C(=O)c2cc(N)ccc2Br)CC1
ZINC47964217	CC(NC(=O)C(=O)Nc1sccc1C(N)=O)c1ccc(F)cc1F
ZINC48375779	Nc1nc(SCC(O)COCc2ccccc2F)n[nH]1
ZINC48759484	NC(=O)CN(Cc1ccc(N)cc1)c1ncccc1Br
ZINC49117725	CCCC(NC(N)=O)C(=O)NC(C)c1sc(C)nc1C
ZINC49128477	CNS(=O)(=O)c1ccc(NCCc2ccco2)c(N)c1
ZINC49539272	Cc1nc(C)c(C(C)NS(=O)(=O)c2ccc(NN)cc2)s1
ZINC50705440	Nc1ccc(C(=O)NC2CCCNC2=O)cc1C(F)(F)F
ZINC52015833	Nc1ncc(Br)cc1S(=O)(=O)NC1CCCCC1O
ZINC52906358	N/C(=N/O)c1c(Cl)cccc1N1CCCC1CCCO
ZINC54154272	N/C(CCNC(=O)c1cc(F)cc(Br)c1)=N/O
ZINC61691701	O=C(Nc1cc(C#CCCO)ccc1Cl)c1c[nH]c(=O)[nH]1
ZINC61871058	N/C(=N/O)c1ccccc1NC(=O)c1ccc(Br)cn1
ZINC61888184	N/C(=N/O)C1CCCC1NS(=O)(=O)c1cccs1
ZINC61948908	NC(=O)c1cc(N2CCN(CC(F)(F)F)CC2)ccc1N
ZINC63000409	Nc1csc(S(=O)(=O)NC(CO)c2ccccc2)c1
ZINC64643441	C#CCNC(=O)CCNC(=O)NCCc1c[nH]c2ccccc12
ZINC02114384	COc1ccc2c(C)c(CC(=O)NCC(=O)NCC(=O)[O-])c(=O)oc2c1OC
ZINC04291865	O=C([O-])CCCNC(=O)CC1S/C(=N/N=C/c2ccco2)NC1=O
ZINC04599732	NC(=O)COc1ccccc1/C=C1/SC(=S)N(CC(=O)[O-])C1=O
ZINC04600500	COCCCNC(=O)C(=O)N/N=C/c1cc([N+](=O)[O-])ccc1[O-]
ZINC05362171	CSCCC(NC(=O)c1ccccc1NC(=O)c1ccco1)C(=O)[O-]
ZINC05374018	Cn1ccc(/C=C2/SC(=S)N(C(CCC(N)=O)C(=O)[O-])C2=O)c1
ZINC05807737	CCNC(=O)CCC(NS(=O)(=O)c1ccc(C)cc1)C(=O)[O-]
ZINC05547009	O=C([O-])C(Cc1ccc(O)c(O)c1)NS(=O)(=O)c1ccc(Cl)cc1
ZINC05547010	O=C([O-])C(Cc1ccc(O)c(O)c1)NS(=O)(=O)c1ccc(Cl)cc1
ZINC05547039	O=C([O-])C(Cc1ccc(O)c(O)c1)NS(=O)(=O)c1ccc(F)cc1
ZINC09164626	COc1cc(/C=C/c2[nH]c(=O)[nH]c(=O)c2[N+](=O)[O-])ccc1OCC(=O)[O-]
ZINC12417066	CSCCC(NS(=O)(=O)c1ccc2c(c1)NC(=O)C(C)O2)C(=O)[O-]
ZINC13033379	O=C([O-])Cn1c(SCC(=O)NNC(=O)c2ccco2)nnc1-c1cccs1
ZINC02579057	CN(C)c1cccc2c(S(=O)(=O)NC(CO)C(=O)[O-])cccc12
ZINC13270853	Cc1nc2nc(SC(C)C(=O)NC(=O)NC(C)C)nn2c(C)c1CCC(=O)[O-]
ZINC02815497	O=C([O-])CCn1cc(C=C2C(=O)NC(=S)NC2=O)c(-c2cccc([N+](=O)[O-])c2)n1
ZINC17077716	CCn1cc(NC(=O)C2C3CCC(O3)C2C(=O)[O-])c(C(=O)NCCOC)n1
ZINC05317276	N#CCC(=O)N/N=C(/c1nc2ccc([N+](=O)[O-])cc2nc1[O-])C(O)c1ccccc1
ZINC26272195	N#Cc1nc(NC(=O)CCCNC(=O)c2ccccc2)[n-]c1C#N
ZINC31958578	Cc1nc(NCC(=O)NCCC(=O)[O-])c2c(C)c(C)sc2n1
ZINC35023551	O=C([O-])CNc1cnc2ccc(C(=O)NCc3ccco3)cn2c1=O
ZINC35346812	Cc1cccc([N+](=O)[O-])c1S(=O)(=O)NC(C(=O)[O-])C(C)O
ZINC35346813	Cc1cccc([N+](=O)[O-])c1S(=O)(=O)NC(C(=O)[O-])C(C)O
ZINC02293783	COC(=O)C1C([O-])=NC(SCC(N)=O)=C(C#N)C1c1ccccc1[N+](=O)[O-]
ZINC02293781	COC(=O)C1C([O-])=NC(SCC(N)=O)=C(C#N)C1c1ccccc1[N+](=O)[O-]
ZINC36358875	CCOC(=O)CSc1sc2c([O-])cc(=O)[nH]c2c1C(N)=O
ZINC36358924	Cc1nc(-n2cccc2)sc1C(=O)NCC(=O)NCC(=O)[O-]
ZINC36816315	COC(=O)C(CO)NC(=O)Cc1csc([N-]S(C)(=O)=O)n1
ZINC37573979	NC(=O)CC(NS(=O)(=O)c1ccc(F)cc1Br)C(=O)[O-]
ZINC02948995	O=C([O-])CCNC(=O)/C(=C/c1ccco1)NC(=O)c1ccco1
ZINC03040474	O=C(Cc1ccc([N+](=O)[O-])cc1)NC(C(=O)[O-])C(O)c1cccc([N+](=O)[O-])c1
ZINC39862164	Cc1ccc(/C=C2/SC(=S)N(C(CCC(N)=O)C(=O)[O-])C2=O)o1
ZINC39862246	NC(=O)CCC(C(=O)[O-])N1C(=O)/C(=C/c2ccccn2)SC1=S
ZINC40115760	NC(=O)COc1ccc(C2NC(=O)C([O-])=C2C(=O)c2cccs2)cc1
ZINC40124465	NC(=O)COc1ccc(C2NC(=O)C([O-])=C2C(=O)c2ccc(F)cc2)cc1
ZINC13415699	O=C(CSc1nnc(-c2ccco2)o1)NC(Cc1c[nH]c2ccccc12)C(=O)[O-]
ZINC15036810	CCOc1cc(/C=C2\SC(=S)N(CC(=O)NC(C)C(=O)[O-])C2=O)ccc1O
ZINC15038262	COc1cc(/C=C2\SC(=S)N(CCC(=O)NCC(=O)[O-])C2=O)ccc1O
ZINC47477568	O=C(NCCCOCC1CC1)c1cnc2nc([O-])[nH]c(=O)c2c1
ZINC48676137	Cn1cc(S(=O)(=O)/N=C(\[O-])c2ccccc2SCC(N)=O)cn1
ZINC50604076	O=C([O-])CCCCCCNC(=O)NCC1CCS(=O)(=O)C1
ZINC53527349	O=C(NCC/C([O-])=N/c1nc(-c2ccccn2)n[nH]1)C1CCCC1
ZINC08782790	CCCCO[N-]/C(=N\S(=O)(=O)c1nnc[nH]1)Nc1nc(C)cc(C)n1
ZINC55470689	CS(=O)(=O)[N-]c1nc(CC(=O)NCCOCCO)cs1
ZINC58279638	Cc1nc(NC(CCC(N)=O)C(=O)[O-])c2c(C)c(C)sc2n1
ZINC62391380	CC(C)C(C(=O)[O-])n1cc(O)c(=O)cc1C[NH+](C)CCC(=O)[O-]
ZINC62391383	CC(C)C(C(=O)[O-])n1cc(O)c(=O)cc1C[NH+](C)CCC(=O)[O-]
ZINC16902244	O=C([O-])Cc1csc(N2C(=O)CC(Nc3ccc([N+](=O)[O-])cc3O)C2=O)n1
ZINC66003178	CCc1nc(C/C([O-])=N/S(=O)(=O)c2cc(C(N)=O)n(C)c2)cs1
ZINC66584272	NC(=O)CNC(=O)c1ccc([N-]S(=O)(=O)C2CCCCC2)cc1
ZINC03999319	CN(C)c1ccc(/C=N/C2C(O)OC(CO)C(O)C2O)cc1
ZINC05685449	[O-][n+]1cc(C(O)C(O)C(O)CO)[n+]([O-])c2ccccc21
ZINC05685450	[O-][n+]1cc(C(O)C(O)C(O)CO)[n+]([O-])c2ccccc21
ZINC01646789	CS(=O)(=O)c1ccc(NNc2cc(=O)[nH]c(=O)[nH]2)cc1
ZINC11635343	Cc1cc2[nH]c(=O)[nH]c2cc1S(=O)(=O)N(CCO)CCO
ZINC12113434	COc1cc(C2NC(=O)NC3=C2C(=O)N(CCO)C3)ccc1O
ZINC15206341	O=Cc1ccccc1OC1OC(CO)C(O)C(O)C1O
ZINC15552414	CN(Cc1nc(N)nc(N)n1)S(=O)(=O)c1cccs1
ZINC16248578	CS/C(NC(N)=O)=C(\C#N)C(=O)NCc1ccco1
ZINC16928202	CNC(=O)NC(=O)CSc1nnc(SCC(N)=O)s1
ZINC21955638	CCN(CC)S(=O)(=O)c1ccc2nc(CNN)[nH]c2c1
ZINC29870578	NC(=O)c1cc(-c2csc(/N=C(\O)c3ccc[n+]([O-])c3)n2)c[nH]1
ZINC35781922	CCn1cc(NS(=O)(=O)c2cccnc2NN)cn1
ZINC35797287	Cc1cc(N)cc(S(=O)(=O)NCCNS(C)(=O)=O)c1
ZINC08292582	Cc1nn(C)c(C)c1NC(=O)CSc1n[nH]c(N)n1
ZINC37736206	[NH3+]C(CCSCc1nc2ccccc2[nH]c1=O)C(=O)[O-]
ZINC37750260	CS(=O)(=O)CCNc1cc2c(cc1N)OCC(=O)N2
ZINC37751083	CS(=O)(=O)CCNS(=O)(=O)c1cccnc1NN
ZINC38092146	NC(=O)C1CCC(NS(=O)(=O)c2ccc(=O)[nH]c2)CC1
ZINC02406861	NC(=O)COn1c(SCC(N)=O)nc2ccccc2c1=O
ZINC40363133	CCC(NS(=O)(=O)c1c(C)n[nH]c1C)C(N)=S
ZINC40378333	NS(=O)(=O)NCC1CCCN(C(=O)c2ncccc2O)C1
ZINC40686916	Nc1c(NCC2CCCO2)ncnc1N1CCN(CCO)CC1
ZINC43593074	CNC(=O)C(C)NS(=O)(=O)c1ccc(N)cc1F
ZINC44727783	COCCOCCn1nnnc1-c1ccc(N)cc1N
ZINC44934697	CC(NS(=O)(=O)c1ccc(C[NH3+])s1)c1nnn[n-]1
ZINC45011924	Cc1cc(CNS(=O)(=O)c2cccnc2NN)on1
ZINC47459344	O=C(CCC1NC(=O)NC1=O)NNC(=O)C1CCCC1
ZINC47691542	Cc1csc(CNC(=O)Nc2cnn(CC(N)=O)c2)n1
ZINC47815725	CC(NS(C)(=O)=O)C(=O)Nc1ccc2[nH]c(=O)[nH]c2c1
ZINC18806019	Cc1cc(C)n(-c2nnc(SC(C)C(N)=O)n2N)n1
ZINC18806016	Cc1cc(C)n(-c2nnc(SC(C)C(N)=O)n2N)n1
ZINC48831931	O=C(CNC(=O)C1CC1)NNC(=O)NCC(F)(F)F
ZINC48950439	CNC(=O)NNC(=O)c1cc(S(=O)(=O)NC)ccc1F
ZINC49027510	Cc1cccnc1NC(=O)NNC(=O)C(=O)NC1CC1
ZINC49144092	CCC(C)C(=O)NCC(=O)NNC(=O)NCCOC
ZINC49211003	Cc1csc(NC(=O)Nc2ccn(CC(N)=O)n2)n1
ZINC49211004	Cc1cnc(NC(=O)Nc2ccn(CC(N)=O)n2)s1
ZINC50265057	Cc1nn(C)c(C)c1S(=O)(=O)NC(C)(C)/C(N)=N/O
ZINC50324372	Nc1c(C2CC2)n[nH]c1C(=O)NCC1CCS(=O)(=O)C1
ZINC50654695	CNC(=O)CNS(=O)(=O)c1c(N)nc2sccn12
ZINC51088055	CS(=O)(=O)CCNC(=O)c1cc(Br)cnc1NN
ZINC51093789	NNc1ccc(C(=O)NCC2CCS(=O)(=O)C2)nn1
ZINC59015834	NC(=O)CSc1n[nH]c(N/N=C/c2cccnc2)n1
ZINC59370032	O=C(NC(O)C(O)NC(=O)c1ccccn1)c1ccccn1
ZINC08390262	Cc1cccc(C(=O)NCC(=O)NNC(=O)C(=O)NC(C)C)c1
ZINC61808071	NC(=O)CN(CC(N)=O)CC(=O)c1ccccc1Br
ZINC05686038	CC(CO)(CO)N/C=C1\C(=O)NC(=O)N(Cc2ccccc2)C1=O
ZINC05686038	CC(CO)(CO)N/C=C1/C(=O)NC(=O)N(Cc2ccccc2)C1=O
ZINC63136094	Cc1csc(CCNS(=O)(=O)c2cnc(NN)nc2)n1
ZINC63403563	Cc1[nH]c(=O)[nH]c(=O)c1CCC(=O)NC1=NNC(C)S1
ZINC01778940	Cc1nnc(SCCSc2nnc(C)n2N)n1N
ZINC04618417	Nn1cnn(Cc2ccc(Cn3ncn(N)c3=S)cc2)c1=S
ZINC01074260	COc1cc(C=O)ccc1OC1OC(CO)C(O)C(O)C1O
ZINC04717669	COc1cc(S(N)(=O)=O)c(OC)c(S(N)(=O)=O)c1
ZINC17063787	Cc1ccc(S(=O)(=O)OCC2OC(O)C(O)C(O)C2O)cc1
ZINC22158895	CC(NS(=O)(=O)c1cc(C(=O)NN)n(C)c1)c1cccnc1
ZINC23003369	Cn1cccc1C(=O)NCCNC(=O)c1nccnc1N
ZINC35296478	[NH3+]C(CSCc1nc2ccccc2c(=O)[nH]1)C(=O)[O-]
ZINC06605711	CC1(NC(=O)CSc2n[nH]c(N)n2)CCS(=O)(=O)C1
ZINC35797183	COc1cc(N)c(C(=O)NCCNS(C)(=O)=O)cc1OC
ZINC35797359	CS(=O)(=O)NCCNS(=O)(=O)c1ccc(N)cc1
ZINC36745806	NS(=O)(=O)CCNC(=O)C1Cc2ccccc2CN1
ZINC36863279	CCn1cc(N)cc1C(=O)NCCNS(C)(=O)=O
ZINC37486205	COCCn1c(N)c(NCc2ccncc2)c(=O)[nH]c1=O
ZINC37840748	NC(=O)NCC1CCCN(S(=O)(=O)c2cn[nH]c2)C1
ZINC38048345	CCn1c(N)c(NCCCS(C)(=O)=O)c(=O)[nH]c1=O
ZINC40336136	CCn1cc(S(=O)(=O)N(CCO)CCO)c(N)n1
ZINC40376244	Cc1n[nH]c(C)c1S(=O)(=O)N(C)CC/C(N)=N/O
ZINC40376664	CC(NS(=O)(=O)c1cc(S(C)(=O)=O)ccc1F)/C(N)=N/O
ZINC40453323	COCCn1c(N)c(N(CCCO)C(C)C)c(=O)[nH]c1=O
ZINC40555950	Cc1cc(C(=O)NCC(C)O)n2ncc(C(N)=O)c2n1
ZINC40734264	COCCCNc1ncnc(N2CCN(CCO)CC2)c1N
ZINC40822400	OCC1OC(O/N=C/c2ccncc2)C(O)C(O)C1O
ZINC40834364	NS(=O)(=O)Cc1ccc(NC(=O)C2=NNC(=O)CC2)cc1
ZINC41583051	COCCNC(=O)CN1CCC2=C(C(N)=O)C(=N)SC2C1
ZINC42196081	COCCNC(=O)C(C)S(=O)c1nc2ccc(N)cc2[nH]1
ZINC43110657	NC(=O)CCCNC(=O)Cn1cc(Br)c(=O)[nH]c1=O
ZINC44166973	C=CCOC1C(O)C(CO)OC1n1ccc(N)nc1=O
ZINC44934212	CC([NH3+])c1ccc(S(=O)(=O)NC(C)c2nnn[n-]2)cc1
ZINC44977413	Cc1ccc(S(=O)(=O)NCc2nnn[n-]2)c(C#CC[NH3+])c1
ZINC49206773	Cc1csc(NC(=O)NNC(=O)C(=O)NC2CC2)n1
ZINC49238184	CC(Cn1ccnc1)NS(=O)(=O)c1ccnc(NN)c1
ZINC49238187	CC(Cn1ccnc1)NS(=O)(=O)c1ccnc(NN)c1
ZINC19797663	COc1cc2c(cc1OC)CN1C(NC(=N)N)=NC(=O)C1C2
