ZINC04026895	O=CNC1C2CCCC1C1=C(CCCC1)C2
ZINC44449992	O=C(NC1CCCCC1)NC1CCCCC1N1C(=O)CSC1=O
ZINC44450035	Cc1ccc(NC(=O)NC2CCCCC2N2C(=O)CSC2=O)cc1C
ZINC45919090	COc1ccc(-c2c(C)oc3c(CO)c(O)ccc3c2=O)cc1OC
ZINC47039816	Cc1ccc(/C=C(/C#N)C(=O)Nc2cccc(N3CCNC3=O)c2)cc1
ZINC47383663	CC(=O)N1c2ccc(S(=O)(=O)Nc3ccc(C)c(O)c3C)cc2CC1C
ZINC01805625	O=c1[nH]c2ccc(S(=O)(=O)Oc3cccc4ccccc34)cc2[nH]1
ZINC35877137	CCC(C)N1C(=O)C2C(C(C)C)NC3(C(=O)Nc4ccc(C)cc43)C2C1=O
ZINC16022129	CCC(C)N1C(=O)C2C(C(C)C)NC3(C(=O)Nc4ccc(C)cc43)C2C1=O
ZINC35877118	CCC(C)N1C(=O)C2C(C(C)C)NC3(C(=O)Nc4c(C)cccc43)C2C1=O
ZINC16022001	CCC(C)N1C(=O)C2C(C(C)C)NC3(C(=O)Nc4c(C)cccc43)C2C1=O
ZINC14196816	CC1CCCC(NC(=O)NC(=O)CN2CCn3cccc3C2C)C1C
ZINC12323943	COc1ccc(C2C(C(C)=O)=C(C)N=C3Nc4ccccc4N32)cc1O
ZINC12323943	COc1ccc(C2C(C(C)=O)=C(C)Nc3nc4ccccc4n32)cc1O
ZINC58226322	CNC(=O)c1cc(Cl)ccc1NC(=O)c1cc2ccccc2oc1=O
ZINC30448699	Cc1sc2nc(C(C)Nc3ccc4c(c3)OCCCO4)[nH]c(=O)c2c1C
ZINC60361337	CN(C)c1nc(N)nc(CN2Cc3ccccc3-c3ccccc3C2)n1
ZINC40282909	COc1ccc(C2CC(O)=Nc3c2ncn3-c2ccccc2Cl)cc1O
ZINC40282909	COc1ccc(C2CC(=O)Nc3c2ncn3-c2ccccc2Cl)cc1O
ZINC62447541	CCC1c2ccc(C)cc2CCN1S(=O)(=O)c1ccc2[nH]c(=O)[nH]c2c1
ZINC63491609	Cc1cc(=O)[nH]c(SCC2=CC(=O)N3C4=C(CCCC4)SC3N2)n1
ZINC36354140	COc1cc(C2CC(O)=Nc3nc(N4CCCCC4)sc32)ccc1O
ZINC36354140	COc1cc(C2CC(=O)Nc3nc(N4CCCCC4)sc32)ccc1O
ZINC40284409	COc1ccc(C2CC(O)=Nc3c2ncn3-c2cc(F)ccc2F)cc1O
ZINC40284409	COc1ccc(C2CC(=O)Nc3c2ncn3-c2cc(F)ccc2F)cc1O
ZINC08397803	CC1=NN(C(N)=S)C(=O)C1/N=N/c1ccc(C)c(Br)c1
ZINC65085727	Cc1ccc(-c2nnc(NC(=O)c3ccc(C)[nH]c3=O)s2)c(C)c1
ZINC65505523	CC1(C)CNC(=O)c2nc(Cc3csc(-c4cccnc4)n3)[nH]c2C1
ZINC65617808	O=C(NCc1nncn1-c1ccccc1)c1cc2c(cc1O)CCCC2
ZINC03578829	Cn1c(CC(=O)N/N=C/c2cc(Br)ccc2O)nc2ccccc21
ZINC00989112	Cc1cc2c(c(=O)o1)C(c1ccc(OCc3ccccc3)cc1)C(C#N)=C(N)O2
ZINC01057550	Cc1nn(-c2ccccc2)c2c1C(c1ccc(OC(C)C)cc1)C(C#N)=C(N)O2
ZINC01330297	COc1ccc2cc(-c3nc4cc(C)ccn4c3NC(C)(C)C)c(=O)[nH]c2c1
ZINC05145902	COC(=O)NC(=O)c1c(NC(=O)c2ccccc2C)sc2c1CCC(C)C2
ZINC05292020	CCc1cccc2c(C(=O)CN3C(=O)NC4(CCCCC4)C3=O)c[nH]c12
ZINC03600456	Cc1ccc(NC(=O)CN2C(=O)NC(C)(c3ccc(Cl)cc3)C2=O)c(C)c1
ZINC07983615	NC(=O)c1ccc(Oc2cccc(I)c2)c([N+](=O)[O-])c1
ZINC04317065	Cc1ccc2nc(NC(=O)CSc3nc(=O)[nH]c4c3CCCC4)sc2c1
ZINC09173816	Cc1ccccc1CS(=O)(=O)Nc1ccc2c(c1)NC(=O)C(C)(C)CO2
ZINC15735110	Cc1ccc(S(=O)(=O)N(C)C)cc1NC(=O)c1ccc2[nH]c(C)c(C)c2c1
ZINC16896702	CCC(C(=O)Nc1ccc(O)cc1)n1cnc2sc3c(c2c1=O)CCCC3
ZINC05605259	COc1ccc(-c2c(C(F)(F)F)oc3cc(O)cc(O)c3c2=O)cc1OC
ZINC20986867	C/C(=N\NC(=O)Cc1nc2ccccc2n1C)c1ccc2ccccc2c1O
ZINC27803126	CC1Oc2ccccc2OC1C(=O)NNC(=O)CC12CC3CC(CC(C3)C1)C2
ZINC31224041	Cc1ccc(-c2nc(C)c(C(=O)NNC(=O)c3cc4c(s3)CCC4)s2)o1
ZINC32986173	NC(=O)C1CN(C(=O)c2ccccc2Oc2ccccc2)c2ccccc2O1
ZINC04325123	Cc1cc(C)cc(NC(=O)Nc2cc(S(=O)(=O)N(C)C)ccc2C)c1
ZINC02966934	Cc1ccc(CNC(=O)CC2N=C3c4ccccc4NC(=S)N3C2=O)cc1
ZINC03499405	Cc1ccc(SCC(=O)NC(=O)Nc2ccc3c(c2)OCCO3)c(C)c1
ZINC38714037	Cc1ccc(S(=O)(=O)N2CCc3ccc(NC(=O)NC(C)C)cc3C2)cc1
ZINC39358754	CCN(CC)c1ccc(C2C3=C(CC(C)(C)CC3=O)NC3N=NC(O)=C32)cc1
ZINC39570291	CCC1CCC2(CC1)NC(=O)N(CC(=O)NC1CCCC(C)C1C)C2=O
ZINC44010225	O=C(NCc1cccs1)Nc1ccc(F)c(-c2nnc3n2CCCCC3)c1
ZINC44348467	Cc1c(C(C)NC(=O)Nc2ccccc2N2CCc3ccccc32)cnn1C
ZINC46561521	Cc1ccc(C)c(C(C)NC(=O)c2c[nH]nc2-c2ccc3c(c2)OCCO3)c1
ZINC48326288	Cc1ccc(C)c(C(C)NC(=O)Nc2c(C)n(C)n(-c3ccccc3)c2=O)c1
ZINC50061897	Cc1cccc(C(C)(C)CNC(=O)Nc2ccc3c(c2)n(C)c(=O)n3C)c1
ZINC50062304	Cc1cc(C)c(CCNC(=O)Nc2ccc3c(c2)n(C)c(=O)n3C)c(C)c1
ZINC05578298	Cc1ccc(OCC(=O)N/N=C2\C(=O)Nc3ccccc32)c(Br)c1
ZINC54517065	Cc1sc2nc(CSc3nnc(-c4cccs4)o3)nc(N)c2c1C
ZINC55221268	CC(NS(=O)(=O)c1cc2c(cc1F)NC(=O)CC2)c1cc2ccccc2o1
ZINC55597813	Cc1c(C)c(C)c(S(=O)(=O)Nc2cccc(N3CCNC3=O)c2)c(C)c1C
ZINC28913572	Cc1cc(C)c(C)c(S(=O)(=O)NNC(=O)c2ccc3ccccc3n2)c1C
ZINC22325523	CC1CN(Cc2csc(NC(=O)c3cc(Cl)ccc3O)n2)CC(C)O1
ZINC15399113	Cc1cccc(NC(=O)CN2C(=O)NC(C)(c3ccc(F)c(F)c3)C2=O)c1C
ZINC12992285	CC1CCc2c(sc3nc(C(C)Sc4nc(C5CC5)n[nH]4)[nH]c(=O)c23)C1
ZINC31256818	O=C(COc1cc(Cl)ccc1Cl)Nc1ccc2oc(=O)[nH]c2c1
ZINC05504485	Cc1ccc(OCC(=O)N/N=C2/C(=O)Nc3ccc(Br)cc32)cc1
ZINC05504485	Cc1ccc(OCC(=O)N/N=C2\C(=O)Nc3ccc(Br)cc32)cc1
ZINC04146685	CC(C)Cc1ccc(-c2n[nH]c3c2C(c2ccco2)C(C#N)=C(N)O3)cc1
ZINC64525431	CNC(=O)c1cc(NC(=O)/C=C/c2cc(Cl)c3c(c2)OCO3)ccc1F
ZINC64528542	N#CCc1ccc(NC(=O)NCc2cc(Br)c3c(c2)OCO3)cc1
ZINC65885041	Cc1oc2nc[nH]c(=O)c2c1C(=O)NCC1(c2ccc(Cl)cc2)CCCC1
ZINC66263233	Cc1ccc(NC(=O)CN2C(=O)NC(C)(c3ccc(Cl)s3)C2=O)cc1
ZINC66397569	CC(C)(C)c1ccc(C(C#N)NC(=O)c2cccc3c2OCC(=O)N3)cc1
ZINC66592398	Cn1ncc(C(=O)NNC(=O)c2cc3c(s2)CCCCCC3)c1C(F)F
ZINC66784070	Cc1cccc(C(=O)NNC(=O)/C=C/c2cc(Cl)c3c(c2)OCO3)c1
ZINC55554434	O=C(COc1ccc2c(c1)CCC(=O)N2)Nc1nc2ccc(Cl)cc2s1
ZINC67028379	CC1=C(C(=O)Nc2ccccc2C(C)C)C(c2csnn2)NC(=S)N1C
ZINC67148640	C/C(=C/C(=O)NN1C(=O)NC(C)(c2ccccc2)C1=O)c1ccccc1Cl
ZINC02282143	CCOC(=O)C1=C(C)N(C)C(=O)NC1c1cccc(Br)c1O
ZINC04308931	CC1CCCCC12NC(=O)N(CC(=O)Nc1ccccc1C(F)(F)F)C2=O
ZINC02297361	CC(C)c1nc2sc3c(NCCO)ncnc3c2c2c1COC(C)(C)C2
ZINC04463923	Cc1noc(C)c1CSc1nc2scc(-c3ccccc3)c2c(=O)n1N
ZINC05145854	COC(=O)NC(=O)c1c(NC(=O)c2ccc(C)cc2)sc2c1CCC(C)C2
ZINC05145901	COC(=O)NC(=O)c1c(NC(=O)c2ccccc2C)sc2c1CCC(C)C2
ZINC03431788	CC(Sc1nnc(C2CCCCC2)n1N)C(=O)N1c2ccccc2CC1C
ZINC00850862	COc1ccc(NS(=O)(=O)c2ccc3c4c(cccc24)C(=O)N3)cc1
ZINC06640173	CC(NC(=O)CN1C(=O)NC2(CCCC2)C1=O)c1ccc(Cl)cc1Cl
ZINC08448734	CC(Oc1ccc(C#N)cc1)C(=O)NC(=O)NC12CC3CC(CC(C3)C1)C2
ZINC08876840	O=C(CCc1ccccc1O)N1CCC(n2c(=O)[nH]c3ccccc32)CC1
ZINC08939912	CCc1cccc2c(C(=O)CN3C(=O)NC4(CCCCC4C)C3=O)c[nH]c12
ZINC08961860	O=C1NCCOc2ccc(NS(=O)(=O)Cc3cccc4ccccc34)cc21
ZINC08962487	COc1c(C)cc(S(=O)(=O)Nc2ccc3c(c2)CCC(=O)N3)cc1C
ZINC12475334	Cc1ccccc1-n1cnnc1SCc1nc(N)c2c(C)c(C)sc2n1
ZINC12769732	O=C(Nc1ncc(Cc2ccc(Cl)c(Cl)c2)s1)c1ccc(=O)[nH]n1
ZINC16846039	Nc1nc2sc3c(c2c2nnc(SCC(=O)c4ccccc4)n12)CCC3
ZINC16924081	Cc1ccc(C)c(N2C(=O)SC(CC(=O)Nc3ccccc3O)C2=O)c1
ZINC12292252	C=CCOc1ccc(C2C3CN(C)CC=C3C(C#N)=C(N)C2(C#N)C#N)cc1
ZINC20491687	Cc1cc2c(cc1S(=O)(=O)Nc1ccc(C(C)C)cc1)OCC(=O)N2
ZINC21531478	O=c1ccc(-c2ccc(S(=O)(=O)NC3CCCCCC3)s2)n[nH]1
ZINC07057309	CC(OC(=O)c1ccc2nc(N)sc2c1)C(=O)N1CCc2ccccc21
ZINC29616360	Cc1ccc(NC(=O)NC(=O)C(C)Sc2ncnc3ccsc23)c(C)c1
ZINC32668970	O=C(NNC(=O)C12CC3CC(CC(C3)C1)C2)c1ccn(-c2ccccc2)n1
ZINC33265161	COc1ccccc1-c1csc(-c2nnn(-c3ccc(Cl)cc3)c2N)n1
ZINC08550577	Cc1ccc(-c2n[nH]c(SCc3nc4ccsc4c(=O)[nH]3)n2)cc1
ZINC38994708	O=C(N/N=C/c1cccc(O)c1)C1C=C(c2cc(Cl)cc(Cl)c2)N=N1
ZINC39358767	C=CCOc1ccc(C2C3=C(CC(C)(C)CC3=O)NC3N=NC(O)=C32)cc1
ZINC39395932	COC(=O)C1=C(N)OC2=CC(C)=NC(=O)C2C1c1ccc(C(F)(F)F)cc1
ZINC39574663	C/C(=N\NC(=O)C1=NN=C(c2ccc(Cl)s2)C1)c1ccc(O)cc1
ZINC36691857	CC1CCCCC1NC(=O)CN1C(=O)NC(C)(c2ccc3c(c2)CCC3)C1=O
ZINC40428557	Cc1nc(Cl)c(N)c(Oc2cc(C(C)C)nn2-c2ccc(F)cc2)n1
ZINC47356337	CC1CCCCC1NC(=O)CN1C(=O)NC(C)(c2c(F)cccc2F)C1=O
ZINC47758365	Cc1ccc(C(=O)N2CC(C)CC(C)C2)cc1NC(=O)NCc1ccco1
ZINC47788773	Cc1c(C(C)NC(=O)Nc2ccc(N3CCc4ccccc43)cc2)cnn1C
ZINC49756064	Cc1ccc(C)c(OCC(=O)Nc2ccc3c(c2)NC(=O)C(C)(C)O3)c1
ZINC55503586	Cc1ccccc1NC(=O)Cc1nc2scc(-c3ccco3)c2c(=O)[nH]1
ZINC04742245	C=CCOc1ccc(C2C(C#N)=C(N)OC3=C2C(=O)c2ccccc2C3=O)cc1
ZINC28618508	CCc1nnsc1C(=O)NNC(=O)c1cc2c(s1)CCCCCC2
ZINC16455229	Cc1ccc(NC(=O)CN2C(=O)NC(C)(c3ccc(F)cc3)C2=O)c(F)c1
ZINC45977415	Cc1oc(-c2cccs2)nc1C(=O)NC(C)c1ccc2c(c1)CCC(=O)N2
ZINC60062875	Cc1ccc(S(=O)(=O)Nc2ccc3nc(C4CCCO4)[nH]c3c2)cc1
ZINC63636820	Cc1ccc(-c2nc(C)c(C(=O)NNC(=O)c3cccn3C)s2)c(C)c1
ZINC64430788	CC(=O)Nc1cccc2c1N(CC(=O)NC1(C#N)CCCCCC1)CCC2
ZINC65420526	Cc1nn(C)c2c1C(c1ccc(OCc3ccccc3)cc1O)CC(=O)N2
ZINC65578373	Cc1nc(-c2cccc(NC(=O)/C=C/c3ccc(Br)o3)c2)n[nH]1
ZINC65834453	N#Cc1ccc(NC(=O)C(=O)Nc2ccc(N3CCCCC3)cc2)cc1Cl
ZINC66790382	O=C(CC1CCCCC1)NNC(=O)c1cc2c(nc3sccn32)s1
ZINC41817133	O=C(COc1ccc2c(c1)CCC(=O)N2)Nc1nc2c(s1)CCCCC2
ZINC67259781	Cc1cc(NC(=O)NCc2ccc3c(c2)OCCCO3)ccc1N(C)C
ZINC04748807	COc1ccc(/C=N/Nc2nc(-c3cc4ccc(O)cc4oc3=O)cs2)cc1
ZINC02228761	CCOC(=O)C1=C(c2ccccc2)Nc2ncnn2C1c1ccccc1O
ZINC06283502	O=C(/C=C/c1cccc2ccccc12)NNC(=O)c1cccc([N+](=O)[O-])c1
ZINC08886743	CC(C)C(C)(C#N)NC(=O)CN1C(=O)NC(C)(c2ccc3ccccc3c2)C1=O
ZINC10804045	CC1CCCCC1NC(=O)NC(=O)COC(=O)c1ccc(Br)o1
ZINC13550592	Cn1c(SCC(=O)Nc2ccccc2O)nnc1-c1cc2ccccc2o1
ZINC14003140	O=C(Cc1ccc(Cl)cc1)NNC(=O)c1ccc(Cl)c([N+](=O)[O-])c1
ZINC15947586	CCCn1nc(C(=O)NNC(=O)c2cccc(C)c2C)c2ccccc2c1=O
ZINC22059353	CC(C)c1cccc(NC(=O)CN2C(=O)NC(C)(c3ccc(C#N)cc3)C2=O)c1
ZINC32093525	CCc1c(C)sc2nc(NCC(C)O)n3nc(-c4ccco4)nc3c12
ZINC34792811	CN1C(=O)NC(c2ccccc2Cl)C2=C1CN(CC(=O)NCC1CC1)C2=O
ZINC35966985	Cc1ccc(C2NC(=O)N(C)C3=C2C(=O)N(CC(=O)NCC(C)C)C3)cc1
ZINC00844461	CC1=C(C(=O)OCc2ccc3c(c2)OCO3)C(c2ccccc2)NC(=O)N1
ZINC01068195	CCOC(=O)c1cnn(-c2nc(SC)nc3sc4c(c23)CCC4)c1N
ZINC08684022	Cc1ccc2cc(CCNC(=O)c3ccc(C)c([N+](=O)[O-])c3)c(=O)[nH]c2c1
ZINC39357112	CN(CC1=NN=C(C2CC2)C1)C(=O)NC1=NNC(c2ccccc2)S1
ZINC39446283	CC1=C(C(=O)OCc2nc3ccsc3c(=O)[nH]2)C(c2ccccc2)NO1
ZINC39573702	COc1cc(/C=N/NC(=O)C2C=C(c3cccc4ccccc34)N=N2)ccc1O
ZINC39975245	COc1ccc(OC)c(N2C(S)NNC2C2C=C(c3cccs3)N=N2)c1
ZINC42489187	CCC(CC)c1n[nH]c2c1CN(c1nccc(N3CCCC(O)C3)n1)CC2
ZINC46568468	CC(c1cc2ccccc2o1)N(C)C(=O)C1=NN(c2ccccc2)C(C(N)=O)C1
ZINC49273510	COc1ccc(C)cc1C(C)NC(=O)C(=O)Nc1ccc2c(c1)OC(C)(C)O2
ZINC49875059	CC(C)CC1(C)NC(=O)N(CC(=O)Nc2sc3c(c2C#N)CCCC3)C1=O
ZINC52999073	Cc1c(C(=O)NNC(=O)COc2ccccc2C#N)oc2c(C)cccc12
ZINC54405667	Cc1ccc(C(C)NC(=O)Nc2ccc(-c3nnnn3C3CC3)cc2)s1
ZINC55904982	CNC(=O)c1ccc(NC(=O)/C=C/c2cccc([N+](=O)[O-])c2)cc1Cl
ZINC56174085	CC(C)(C)NC(=O)c1ccccc1NC(=O)c1ccc([N+](=O)[O-])cc1F
ZINC56326639	CC(C)C(NC(=O)CN(C)c1ncnc2[nH]cnc12)c1ccc(F)cc1
ZINC16202485	CSc1ccc([N+](=O)[O-])c(C(=O)NNC(=O)c2ccc(Cl)cc2)c1
ZINC58551211	Cc1sc2nc(C(C)Sc3nnnn3CC(C)C)nc(N)c2c1C
ZINC44177164	CCN(Cc1ccc2c(c1)OCO2)C(=O)Nc1cccc(C(=O)NC)c1C
ZINC45720316	CC(=O)Nc1cccc(C(C)NC(=O)N(C)Cc2ccc3c(c2)OCO3)c1
ZINC46717145	Cc1c(C(=O)Nc2cc(Cl)ccc2C(=O)NC(C)C)cccc1[N+](=O)[O-]
ZINC59417641	O=C(CSc1nc2ccc([N+](=O)[O-])cc2s1)c1ccc(O)c(O)c1
ZINC59435027	O=C1Nc2ccccc2/C1=N\c1ccc(S(=O)ONc2nccs2)cc1
ZINC15765324	O=C(Cc1ccc(F)cc1)NNC(=O)c1cc2cc([N+](=O)[O-])ccc2s1
ZINC16133832	N/C(=N/OC(=O)c1cccc([N+](=O)[O-])c1)c1ccc(Br)cc1
ZINC16133832	N/C(=N\OC(=O)c1cccc([N+](=O)[O-])c1)c1ccc(Br)cc1
ZINC39954930	COc1cccc(C2=NN3C(NNC3C3C=C(CC(C)C)N=N3)S2)c1
ZINC63617250	Cc1ccc(C2C=NOC2NC(=O)CSc2nc(C)c(C)c(=O)[nH]2)cc1
ZINC09641560	Cc1ccccc1-c1nc(SCC(=O)NC(C)(C)C)n2[nH]c(=O)cc2n1
ZINC64961190	O=C(CNC(=O)c1cc(Cl)c(Cl)c([N+](=O)[O-])c1)Nc1cccc(F)c1
ZINC64971463	CCCNC(=O)CN1C(=O)CN(C(=O)Nc2ccc(C)cc2)c2ccccc21
ZINC65995284	CC(NC(=O)N(C)Cc1ccc(O)cc1)c1cccc(N2CCOC2=O)c1
ZINC66399427	Cc1ccc(C2(C)NC(=O)N(CC(=O)NC(C#N)c3ccccc3C)C2=O)cc1
ZINC66957081	CC1CC1c1ccc(CNC(=O)Nc2ccc(-c3nnc4n3CCCC4)cc2)o1
ZINC67012849	CN(CC(=O)Nc1cc(F)cc(F)c1)C(=O)Nc1cc(C#N)cn1C(C)(C)C
ZINC67313517	CCNC(=O)c1cc(Cl)ccc1NC(=O)c1ccc(Cl)cc1[N+](=O)[O-]
ZINC67430970	COc1ccccc1C(=O)NNC(=O)C1CC(c2ccc(Cl)s2)=NO1
ZINC07242168	Cc1nc2ccc(NC(C)C(=O)Nc3ccccc3[N+](=O)[O-])cc2s1
ZINC67607826	Cc1cc(CNC(=O)NCc2ccc(-c3nc4ccccc4s3)o2)no1
ZINC05017502	CCOC(=O)C1=C(C[NH+]2CCCC2)NC(=O)NC1c1ccccc1OC
ZINC08147949	CCC1(c2ccccc2)NC(=O)N(C[NH+](C)CC(=O)NC(C)(C)C)C1=O
ZINC04478201	CCOC(=O)c1ccc(N/N=C2/C(=[NH2+])N(C)N=C2c2ccc(Cl)cc2)cc1
ZINC09066423	CCC(C)n1c(S)nc(O)c(C2[NH2+]CCc3cc(OC)c(OC)cc32)c1=O
ZINC11769543	COc1ccc(C[NH+]2CCNC(=O)C2CC(=O)NCc2ccc(C)o2)cc1C
ZINC11874799	O=C(CC1C(=O)NCC[NH+]1CC1CCCCC1)NCCN1CCCCC1=O
ZINC11934878	Cc1ccc(-n2cc(C[NH+](C)Cc3n[nH]c(=O)[nH]3)c(-c3cccc(C)c3)n2)cc1
ZINC12316501	CCOC(=O)c1n[nH]cc1C[NH2+]C1CC(C)(C)Cc2nc(C(C)(C)C)ncc21
ZINC12589154	O=C(CC1C(=O)NCC[NH+]1CC1CCCCC1)NCCc1cnccn1
ZINC12143705	CC(O)C[NH+](Cc1ccc2c(c1)OCO2)Cc1n[nH]nc1-c1ccccc1
ZINC19369730	CC[NH+]1CCN(CC2=C(C(=O)OC)C(c3ccc(C)cc3C)NC(=O)N2)CC1
ZINC20598467	COc1ccccc1/C=C/C[NH+]1CCNC(=O)C1CC(=O)NC1CCOCC1
ZINC22587475	CCOC(=O)C1=C(CN2CC[NH+](CC)CC2)NC(=O)NC1c1ccccc1C
ZINC25377794	CCCCC(C(=O)Nc1cc(C)on1)[NH+]1CCN(c2ccccc2O)CC1
ZINC35270922	COC(=O)C1=C(C[NH+]2CCCC(O)C2)N(C2CC2)C(=O)NC1c1ccccc1
ZINC35426048	Nc1ncncc1-c1noc(C2CCC[NH+]2Cc2ccc(C(F)(F)F)cc2)n1
ZINC35990912	CCOC(=O)C1=C(CN2CC[NH2+]CC2)N(CC)C(=O)NC1c1ccc(F)cc1
ZINC35990913	CCOC(=O)C1=C(CN2CC[NH2+]CC2)N(CC)C(=O)NC1c1ccc(F)cc1
ZINC39359952	CC1=C(C(C)NC(=O)C2C=C(C[NH+](C)Cc3ccccc3)ON2)C(C)N=N1
ZINC39442075	CC1=C(CCNC(=O)CC2C(=O)NCCN2Cc2ccccc2F)C(C)N=N1
ZINC41606374	CC[NH+](CC)C(C)CNC(=O)C(=O)Nc1ccc2c(c1)OC1(CCCCC1)O2
ZINC41886397	CCC(CC)(CNC(=O)C(=O)Nc1ccc2c(c1)OC(F)(F)O2)[NH+](C)C
ZINC42146182	CC[NH+](CC(=O)Nc1oc(C)c2c(C)n[nH]c(=O)c12)Cc1cccc(C)c1
ZINC43374790	CC(C)Cc1nnc(NC(=O)NCC(c2ccco2)[NH+]2CCCC2)s1
ZINC06752350	CCOC(=O)c1ccccc1NC(=O)CSc1[nH]c2cnccc2[nH+]1
ZINC50082571	CC1CN(c2ccc(NC(=O)NCc3cc[nH+]c(N(C)C)c3)cc2)CC(C)O1
ZINC51318431	C=CC[NH+]1CCN(CC2=C(C(=O)OC)C(c3ccc(C)cc3)NC(=O)N2)CC1
ZINC52802622	C[NH+](CCCc1ccccc1)CC(=O)NN1C(=O)NC2(CCCCC2)C1=O
ZINC54945598	CC1CC(C)C[NH+](C(C)(C)CNC(=O)C(=O)Nc2ccc(OCC#N)cc2)C1
ZINC55024215	C[NH+](CCC(=O)NN1C(=O)NC2(CCCCC2)C1=O)CCc1ccc(F)cc1
ZINC56509386	CC[NH+](CC(=O)NC)CC(=O)NC1(c2ccc3c(c2)OCCO3)CCCC1
ZINC56624864	COC(=O)N(C)c1ccc(NC(=O)NCC(c2ccsc2)[NH+](C)C)cc1
ZINC56767369	C[NH+](C)C(CNC(=O)Nc1ccc(N2CCOC2=O)cc1)c1ccsc1
ZINC56786934	CCC(C)NC(=O)CN1CCN(C(=O)NC(C)C[NH+]2CCCC(C)C2)CC1
ZINC07681071	CCC1(c2ccccc2)NC(=O)N(NC(=O)C[NH+](C)Cc2ccccc2C)C1=O
ZINC60392196	CC[NH+](CC)CCn1/c(=N/C(=O)c2cccc(NC(C)=O)c2)[nH]c2ccccc21
ZINC61570935	O=C(CNc1ccccc1[N+](=O)[O-])Nc1ccccc1C[NH+]1CCSCC1
ZINC52524835	CC1CC(C)C[NH+](CCNC(=O)NCc2cccc(N3CCOC3=O)c2)C1
ZINC63273318	O=C(CN1C(=O)NC2(CCCC2)C1=O)NC1CC[NH+](CC2CCCC2)CC1
ZINC63358400	O=C(NCc1cc[nH+]c(N2CCCCC2)c1)NCc1ccccc1-n1cccn1
ZINC64197453	CCCCn1c(=O)[nH]c([O-])c(C2C3[NH+]=c4ccccc4=C3CC[NH+]2CC)c1=O
ZINC64482659	O=C(C[NH+](Cc1ccco1)CC1CCCO1)NC(=O)NC1CCCCC1
ZINC53303981	CC1CC(C)C[NH+](C(C)(C)CNC(=O)CN2C(=O)NC3(CCCC3)C2=O)C1
ZINC66541342	C[NH+](CCCn1cnc2c(N)ncnc21)C(c1ccccc1)c1ccccn1
ZINC66893878	COc1ccccc1CC1CCC[NH+](CCCn2cnc3c(N)ncnc32)C1
ZINC66957054	CC(CNC(=O)Nc1ccc(-c2nnc3n2CCCC3)cc1)[NH+](C)C1CC1
ZINC67247905	CNS(=O)(=O)c1ccc(C(C)[NH2+]Cc2ccc(C)c([N+](=O)[O-])c2)cc1
ZINC67287565	CN(C)c1cc(CNC(=O)Nc2ccc(-n3cccn3)c(Cl)c2)cc[nH+]1
ZINC67332039	CNS(=O)(=O)c1ccc(C(=O)NCC2CCC[NH+]2CC2CCCCC2)o1
ZINC67439657	CC1CC(C)C[NH+](CC(C)NC(=O)C(=O)Nc2ccc3c(c2)OC(C)(C)O3)C1
ZINC01440508	Cc1ccc(-n2nnnc2SCC(=O)c2ccc(O)c(O)c2)cc1C
ZINC04355419	CCCN1C(=O)N/C(=C\c2c(CC)nn(-c3cccc(C)c3C)c2O)C1=O
ZINC05144950	CNC(=O)c1c(NC(=O)/C=C/c2ccc([N+](=O)[O-])cc2)sc(C)c1C
ZINC02087365	COc1ccc2c(c1OC)C(=O)OC2NC(=O)NC(C)c1ccccc1
ZINC08206031	O=C(CNC(=O)c1cccc([N+](=O)[O-])c1)Nc1cccc(Br)c1
ZINC04274663	COc1ccc2nc(SCC(=O)c3ccc4c(c3)NC(=O)CO4)[nH]c2c1
ZINC09018408	CCc1c(C)n2c(SCC(=O)Nc3ccc(F)cc3F)nnc2[nH]c1=O
ZINC10252241	CCOC(=O)NC(=O)c1c(NC(=O)C2CCCO2)sc2c1CCC(C)C2
ZINC12126445	CC(C)c1cc(=O)[nH]c(-n2nc(C3CC3)cc2NC(=O)c2cccs2)n1
ZINC12500158	N#Cc1ccc(NC(=S)NC(=O)c2ccc(Cl)c([N+](=O)[O-])c2)cc1
ZINC09338543	Cc1cccc(C(=O)OCC(=O)/C(C#N)=C2\Nc3ccccc3N2C)c1O
ZINC13002729	Cc1ccc(/C=C/c2nnc(SCc3nc4ccsc4c(=O)[nH]3)[nH]2)o1
ZINC14016139	CC(Oc1ccc(F)cc1)C(=O)NN1C(=O)NC(C)(c2ccccc2)C1=O
ZINC14142132	Cc1cc(NC(=O)C(C)OC(=O)c2cc(Br)ccc2O)no1
ZINC15384670	CC(Oc1ccc(F)cc1)C(=O)NNC(=O)c1cc(=O)c2ccccc2o1
ZINC16022619	CC1Cc2ccccc2N1C(=O)CSc1ccc(C(N)=O)cc1[N+](=O)[O-]
ZINC20491636	CCOc1ccc(NS(=O)(=O)c2cc3c(cc2C)NC(=O)CO3)cc1
ZINC20569067	C=CCN1C(=O)C2(C(C(=O)OC(C)C)=C1C)c1ccccc1-c1oc(N)nc12
ZINC21101926	COc1cc(NC(=O)NC2COc3ccc(OC)cc3C2)cc(OC)c1
ZINC06099413	CCCNC(=O)NC(=O)CSc1nnc2c(Cl)cc(Cl)cn12
ZINC21658683	COc1ccc(C2CC(c3ccc4c(c3)OCO4)=NN2C(N)=S)cc1OC
