ZINC03458097	Cc1cc(C)cc(CN2C(=O)NC3(CCC(C)CC3)C2=O)c1
ZINC12956000	O=C1NC(=O)N(CCNc2[nH+]cc(C(F)(F)F)cc2Cl)C(=O)C1/C=N/Nc1ncc(C(F)(F)F)cc1Cl
ZINC03807307	O=C(CNS(=O)(=O)c1ccc2ccccc2c1)NC(CCNc1cc[nH+]cc1)C(=O)N1CCCCC1
ZINC14983391	COC(=O)c1cn(C2CC(C(=O)NCCc3c[nH]c4ccccc34)[NH+](Cc3ccc(F)c(F)c3)C2)nn1
ZINC02793790	CC(C)c1ccc(C2CC(C(F)(F)F)n3nc(C(=O)NNC(=S)NCCC[NH+](C)C)cc3N2)cc1
ZINC02793792	CC(C)c1ccc(C2CC(C(F)(F)F)n3nc(C(=O)NNC(=S)NCCC[NH+](C)C)cc3N2)cc1
ZINC34792718	COc1cccc(C2NC(=O)N(C)C3=C2C(=O)N(CC(=O)NC2CC[NH+](Cc4ccccc4)CC2)C3)c1OC
ZINC35486977	C[NH+](C)CCCN1C(=O)c2oc3ccc(Br)cc3c(=O)c2C1c1ccc(OCC(N)=O)cc1
ZINC36207300	CCc1c(C(=O)OC)sc2nc(C[NH+](Cc3ccco3)CC(O)COc3ccccc3C)[nH]c(=O)c12
ZINC12378211	CCN(c1ccccc1)S(=O)(=O)c1ccc(C(=O)Nc2sc3c(c2C(N)=O)CC[NH+](CC)C3)cc1
ZINC04177733	CCCCN(CCCC)S(=O)(=O)c1ccc(C(=O)Nc2sc3c(c2C(N)=O)CC[NH+](CC)C3)cc1
ZINC13151216	CCC(c1nnnn1Cc1ccc(OC)cc1)[NH+](CCCO)Cc1cc2cc3c(cc2[nH]c1=O)OCO3
ZINC39337670	COCCC(=O)NC1c2cc(NCC3CC=CCC3)c[nH+]c2N(CCc2c[nH]c3ccccc23)C1C(=O)OC
ZINC39540257	CCONCC(c1ccc(S(=O)(=O)C(C)C)cc1)N1CC[NH2+]C(S(=O)(=O)Oc2ccccc2)C1
ZINC39631555	Cc1onc(-c2ccccc2Cl)c1C(=O)N1CC(C(=O)NC(C)CCCC(C)(C)O)C2(CC[NH2+]CC2)C1
ZINC39631888	CCn1nc(C)c(Br)c1C(=O)N1CC(C(=O)NC(C)CCCC(C)(C)O)C2(CC[NH2+]CC2)C1
ZINC39631930	CC(CCCC(C)(C)O)NC(=O)C1CN(C(=O)c2ccc(Oc3ccccc3)nc2)CC12CC[NH2+]CC2
ZINC39637030	COc1cc(CNC(=O)C2CN(C(=O)CCCc3ccccc3)CC23CC[NH2+]CC3)cc(OC)c1OC
ZINC39652717	CCOc1ccccc1CCNC(=O)C1CN(C(=O)c2cccc(OC(C)=O)c2C)CC12CC[NH2+]CC2
ZINC39653121	COc1cc(CCNC(=O)C2CN(C(=O)c3cc(C)nn3C(C)(C)C)CC23CC[NH2+]CC3)cc(OC)c1
ZINC39653277	CCOc1cc(CCNC(=O)C2CN(C(=O)c3ccc(OC)cc3OC)CC23CC[NH2+]CC3)ccc1OC
ZINC39653279	CCOc1cc(CCNC(=O)C2CN(C(=O)c3ccc(OC)cc3OC)CC23CC[NH2+]CC3)ccc1OC
ZINC39653359	CCOc1cc(CCNC(=O)C2CN(C(=O)c3ccccc3OCC)CC23CC[NH2+]CC3)ccc1OC
ZINC39653414	CCOc1cc(CCNC(=O)C2CN(C(=O)c3cccc(N(C)C)c3)CC23CC[NH2+]CC3)ccc1OC
ZINC39653809	CCOc1ccc(CCNC(=O)C2CN(C(=O)c3cc(OC)c(OC)c(OC)c3)CC23CC[NH2+]CC3)cc1
ZINC39654346	CCc1ccc(CCNC(=O)C2CN(C(=O)c3cc(OC)c(OC)c(OC)c3)CC23CC[NH2+]CC3)cc1
ZINC39666361	COc1cc(OC)cc(C(=O)N2CC(C(=O)NCC(C)Oc3ccccc3Cl)C3(CC[NH2+]CC3)C2)c1
ZINC39666366	CC(=O)Oc1ccccc1C(=O)N1CC(C(=O)NCC(C)Oc2ccccc2Cl)C2(CC[NH2+]CC2)C1
ZINC39669486	O=C(NCC1CCCN(c2ncccn2)C1)C1CN(C(=O)CCCc2ccccc2)CC12CC[NH2+]CC2
ZINC39671046	O=C(NCCc1ccco1)C1CN(C(=O)C2CCN(C(=O)OCc3ccccc3)CC2)CC12CC[NH2+]CC2
ZINC39675178	COc1ccc(CCC(C)NC(=O)C2CN(C(=O)c3cc(OC)cc(OC)c3)CC23CC[NH2+]CC3)cc1
ZINC39685888	CC(C)C(NC(=O)C1CN(C(=O)C(Oc2ccccc2)C(C)C)CC12CC[NH2+]CC2)C(=O)NC(C)(C)C
ZINC39686606	COc1ccccc1CC(C)NC(=O)C1CN(C(=O)c2cccc(OC(C)=O)c2C)CC12CC[NH2+]CC2
ZINC39686607	COc1ccccc1CC(C)NC(=O)C1CN(C(=O)c2cccc(OC(C)=O)c2C)CC12CC[NH2+]CC2
ZINC39686608	COc1ccccc1CC(C)NC(=O)C1CN(C(=O)c2cccc(OC(C)=O)c2C)CC12CC[NH2+]CC2
ZINC39691323	COc1ccccc1C(=O)N1CC(C(=O)NCCNC(=O)Cc2cccc3ccccc23)C2(CC[NH2+]CC2)C1
ZINC40408573	O=c1[nH]c(C[NH+](CCN2CCOCC2)CC(O)COCc2ccco2)nc2sc3c(c12)CCCCC3
ZINC40426587	COc1ccccc1C1NC(=O)N(C)C2=C1C(=O)N(CCC(=O)NC1CC[NH+](Cc3ccccc3)CC1)C2
ZINC40953225	CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OCCC[NH2+]CCc3ccc(OC)cc3)c21
ZINC43554320	CCCCCC(=O)Nc1nc2c(s1)CC1C(C)(CO)C(O)CCC1(C)C2CC(=O)NCC[NH+](C)C
ZINC63143498	CC(C)CN(C(=O)COC(=O)CCC1=c2ccccc2=[NH+]C1)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O
ZINC63351017	CSCCC(NC(=O)N1CC2CC(C1)c1cccc(=O)n1C2)C(=O)NCCC1=c2ccccc2=[NH+]C1
ZINC63362190	CCCNC(=O)C(CC1=c2ccccc2=[NH+]C1)NC(=O)C1CCN(C(=O)CNC(=O)OC(C)(C)C)CC1
ZINC63362894	CC(C)(C)OC(=O)NC(CC1=c2ccccc2=[NH+]C1)C(=O)N1CCC(C(=O)NCC(=O)NC(=O)CO)CC1
ZINC63679631	Cc1cc(C)c(S(=O)(=O)N2CCCOC2CNC(=O)C(=O)NCCC2=c3ccccc3=[NH+]C2)c(C)c1
ZINC63708497	O=C(CSC1Nc2ccccc2C(=O)N1NC(=O)CCC1=c2ccccc2=[NH+]C1)NCC1CCCO1
ZINC63886487	COC(=O)c1sc(NC(=O)COC(=O)C(CC2=c3ccccc3=[NH+]C2)NC(C)=O)c(C(=O)OC)c1C
ZINC08762532	C#CC1(O)CCC2C3CCC4=C/C(=N\OCC(=O)NC(CCCC(N)=[NH2+])C(=O)OC)CCC4(C)C3CCC21C
ZINC08918179	CC(NC(=O)C(NC(=O)C1CCN(C(=O)C([NH3+])Cc2ccccc2)CC1)C(C)C)c1ccccc1
ZINC09466635	Cc1ccc(C2=NN(C(=O)C[NH2+]C(C)c3ccc(S(N)(=O)=O)cc3)C(c3cccs3)C2)o1
ZINC02650562	COc1cccc(C[NH+](C)CC(=O)N(CC(C)C)c2c(N)n(Cc3ccccc3)c(=O)[nH]c2=O)c1
ZINC09647499	Cc1sc2nc(C[NH+]3CCC(C)CC3)nc(NC(CO)C(O)c3ccc([N+](=O)[O-])cc3)c2c1C
ZINC09672035	CC(C)CN(C(=O)C[NH+]1CCCC1c1cccs1)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O
ZINC10022509	CC(C)CN(C(=O)C[NH+]1CCCC1c1cccn1C)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O
ZINC11012712	CCCCN(C(=O)C[NH+](C)Cc1cc([N+](=O)[O-])ccc1Cl)c1c(N)n(CCC)c(=O)[nH]c1=O
ZINC11790310	O=C(CCCc1ccccc1)Nc1cccc(N2CCC([NH2+]C3CS(=O)(=O)CC3O)CC2)c1
ZINC12820069	CCCCn1c(N)c(N(CC)C(=O)C[NH+]2CCCC2c2nc3ccccc3s2)c(=O)[nH]c1=O
ZINC12859106	CCCCn1c(N)c(N(CC)C(=O)C[NH+](C)Cc2ccc(Br)s2)c(=O)[nH]c1=O
ZINC12940466	COCCCN(C(=O)C[NH+](C)C1CCCCCC1)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O
ZINC13062898	CCCCN(C(=O)C[NH+]1CCCC1c1ccc2c(c1)OCCO2)c1c(N)n(CC(C)C)c(=O)[nH]c1=O
ZINC13804157	Nc1nonc1-n1nnc(C(=O)N/N=C/C2CC=CCC2)c1C[NH+]1CCC(Cc2ccccc2)CC1
ZINC15029649	COc1ccc2cc(C[NH+](C)C(C)C(=O)NCCc3ccc(S(N)(=O)=O)cc3)ccc2c1
ZINC15548523	CCCCn1c(N)c(N(CC)C(=O)C[NH+]2CCCC2c2ccc(OCC)cc2)c(=O)[nH]c1=O
ZINC09410821	CSCCC(NC(=O)Cc1ccc(Cl)cc1)C(=O)N1CCC2(CC1)[NH2+]CCc1[nH]cnc12
ZINC12603137	COC(=O)C1Cc2c([nH]c3ccccc23)C2CC([NH2+]CCNC(C)=O)CC(c3ccccc3)N12
ZINC20873137	NC(=O)COc1ccc(Br)cc1C[NH2+]CCCSc1nnnn1-c1ccccc1
ZINC20873498	CC(C)(C)NC(=O)COc1ccc(Cl)cc1C[NH2+]CCNc1ccc([N+](=O)[O-])cc1Cl
ZINC23324105	CCCCN(C(=O)C[NH+](C)Cc1ccc(Br)cc1)c1c(N)n(CCC)c(=O)[nH]c1=O
ZINC24892503	CCCn1c(N)c(C(=O)C[NH+](Cc2ccc(OC)cc2)C(C)Cc2cccs2)c(=O)[nH]c1=O
ZINC24892503	CCCn1c(N)c(C(=O)CN(Cc2ccc(OC)cc2)C(C)Cc2cccs2)c(=O)[nH]c1=O
ZINC26866271	CCCCn1c(N)c(N(Cc2ccccc2)C(=O)C[NH+](C)Cc2ccc(OC)c(F)c2)c(=O)[nH]c1=O
ZINC35424658	NC(=O)C1CCN(c2cc(-c3noc(C4CCC[NH+]4Cc4ccc(C(=O)[O-])cc4)n3)cc[nH+]2)CC1
ZINC38688825	Cc1ccc(SCC2C(C(=O)N/N=C/C3=c4ccccc4=[NH+]C3)N=NN2c2nonc2N)cc1
ZINC39016639	O=C(N/N=C/C1=c2ccccc2=[NH+]C1)C1C=C(c2ccc(OCCc3ccccc3)cc2)NN1
ZINC39350809	O=C(CCC(=O)NNC(=O)C1C=c2cc(Oc3ccccc3)ccc2=[NH+]1)NCc1cccs1
ZINC39350836	O=C(CCC(=O)NNC(=O)C1C=c2cc(Oc3ccccc3)ccc2=[NH+]1)NCc1ccc(F)cc1
ZINC39631615	CCOc1ccccc1C(=O)N1CC(C(=O)NC(C)CCCC(C)(C)O)C2(CC[NH2+]CC2)C1
ZINC39631988	CC(CCCC(C)(C)O)NC(=O)C1CN(C(=O)c2ccc(-c3ccccc3F)o2)CC12CC[NH2+]CC2
ZINC39674005	Cc1[nH]c2ccccc2c1CCNC(=O)C1CN(C(=O)C(C)Oc2ccccc2)CC12CC[NH2+]CC2
ZINC39691307	Cc1ccccc1C(=O)N1CC(C(=O)NCCNC(=O)Cc2cccc3ccccc23)C2(CC[NH2+]CC2)C1
ZINC39691315	CCCC(C)C(=O)N1CC(C(=O)NCCNC(=O)Cc2cccc3ccccc23)C2(CC[NH2+]CC2)C1
ZINC39693341	Cc1ccccc1CC(=O)N1CC(C(=O)NCCNC(=O)Cc2cccc3ccccc23)C2(CC[NH2+]CC2)C1
ZINC39693561	CC(C)C(Oc1ccccc1)C(=O)N1CC(C(=O)NCCNC(=O)OC(C)(C)C)C2(CC[NH2+]CC2)C1
ZINC39709843	CCc1cccc2c1=[NH+]CC=2C(=O)CSC1NNC(c2ccc(C)cc2)[NH+]1CCC(=O)[O-]
ZINC40645236	Cc1ccc(S(=O)(=O)NNc2ncnc(NC3CC(C)(C)[NH2+]C(C)(C)C3)c2[N+](=O)[O-])cc1
ZINC52584871	O=C(CNCc1cccnc1)NC(CC1=c2ccccc2=[NH+]C1)C(=O)NCCc1ccccc1
ZINC01711657	COc1cc(-c2nc3[nH+]c(N)cc(N)c3nc2-c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC
ZINC44737428	Cc1ccc2nc(C(C)NC(=O)C3CN(C(=O)CCCc4ccccc4)CC34CC[NH2+]CC4)[nH]c2c1
ZINC39404355	C=CCSc1nnc(NC(=O)CSC2N=[NH+]C(N/N=C/c3ccc(O)cc3)=N2)s1
ZINC63182659	NS(=O)(=O)c1ccc(NC(=O)C(CC2=c3ccccc3=[NH+]C2)NC(=O)c2cccs2)cc1
ZINC63182666	NS(=O)(=O)c1cccc(NC(=O)C(CC2=c3ccccc3=[NH+]C2)NC(=O)c2cccs2)c1
ZINC63282160	O=C(/C=C1/CSC(NS(=O)(=O)c2ccc(Cl)cc2)N1)NCCC1C=c2ccccc2=[NH+]1
ZINC63820793	CCCCN1C(=O)N=C([O-])C(N(Cc2ccccc2)C(=O)CC2=c3ccccc3=[NH+]C2)C1[NH3+]
ZINC63850631	O=C(NNC(=O)C(CC1=c2ccccc2=[NH+]C1)NS(=O)(=O)c1ccc(Cl)cc1)c1ccco1
ZINC63920256	CNC(=O)c1ccc(NC(=O)C(CC2=c3ccccc3=[NH+]C2)NC(=O)c2cccs2)cc1
ZINC64064516	NC(=O)C1CC(C(=O)NCC(C2=c3ccccc3=[NH+]C2)c2cccs2)=NN1c1ccccc1
ZINC64353701	O=C(CN1NNN(c2cccs2)C1=O)NCC(C1=c2ccccc2=[NH+]C1)c1ccccc1
ZINC64717599	COc1ccc2c(c1)=C(CCNC(=O)CCCCCN1C(=O)c3ccccc3NC1O)C[NH+]=2
ZINC06198458	C[NH+](C)CCCN(Cc1cc2cc3c(cc2[nH]c1=O)OCCO3)C(=S)NCc1ccccc1
ZINC08705850	O=C(NCC(c1ccco1)[NH+]1CCCC1)c1ccc(S(=O)(=O)Nc2ccccc2F)cc1
ZINC09104928	CC(C)c1ccc(S(=O)(=O)C(CNC(=O)C(=O)NCCC[NH+](C)C)c2cccs2)cc1
ZINC12183260	CCC1(C2CC[NH+](Cc3ccc(OC)cc3O)CC2)NC(=O)N(CCc2scnc2C)C1=O
ZINC12508630	O=C(c1ccc(N2CCC([NH2+]CCc3cnn(-c4ccccc4)c3)CC2)cc1)N1CCCC(CO)C1
ZINC14809210	CC1(CCc2ccccc2)NC(=O)N(NC(=O)C[NH+]2CCC(C(=O)c3ccccc3)CC2)C1=O
ZINC16806260	C[NH+](C)CCCN1C(=O)c2oc3ccc(Cl)cc3c(=O)c2C1c1ccc(OCC(N)=O)cc1
ZINC03587002	CCn1c(=O)c(C(=O)C[NH+](C)Cc2c(F)cccc2Cl)c(N)n(Cc2ccccc2)c1=O
ZINC21960793	CC[NH+](CC)Cc1ccccc1CNC(=O)CN1C(=O)NC2(CCC(C(C)(C)CC)CC2)C1=O
ZINC22464260	CCCCC(NC1=NS(=O)(=O)c2ccccc21)C(=O)NCC(c1ccccc1)[NH+]1CCCC1
ZINC23705578	C=CC[NH+](CC(=O)NN1C(=O)NC(C)(CCc2ccccc2)C1=O)Cc1ccc(Cl)s1
ZINC27603717	COc1ccc(C2(C)NC(=O)N(CC(=O)NCC(c3cccs3)[NH+]3CCCC3)C2=O)cc1
ZINC32217731	O=C(NCC(c1cccs1)[NH+]1CCCC1)c1ccc(S(=O)(=O)NCc2ccco2)cc1
ZINC34707141	CC(c1nc2cc(Cl)ccc2c(=O)n1C)N(CCCCCC[NH3+])C(=O)COc1ccccc1
ZINC21333500	COc1ccccc1C(CNC(=O)CSCc1nc2sc3c(c2c(=O)[nH]1)CCC3)[NH+](C)C
ZINC35743752	COc1cccc(C(=O)N(CCCCCC[NH3+])C(C)c2nc3cc(Cl)ccc3c(=O)n2C)c1
ZINC35745624	CC(C)COCC(O)C[NH+](Cc1nc2scc(-c3ccccc3)c2c(=O)[nH]1)Cc1ccco1
ZINC35747593	COCC(O)C[NH+](Cc1nc2scc(-c3cccc(Cl)c3)c2c(=O)[nH]1)Cc1ccco1
ZINC36156665	CCCC(=O)OCC(O)C[NH+](Cc1ccccc1)Cc1nc2sc3c(c2c(=O)[nH]1)CCCC3
ZINC36159826	O=c1[nH]c(C[NH+](CC(O)COCc2ccco2)C2CCCCC2)nc2sc3c(c12)CCC3
ZINC36159830	O=c1[nH]c(C[NH+](CC(O)COCc2ccco2)C2CCCCC2)nc2sc3c(c12)CCC3
ZINC36161491	CCCC(=O)OCC(O)C[NH+](CCC(C)C)Cc1nc2sc3c(c2c(=O)[nH]1)CCC(C)C3
ZINC36205563	CCCC(=O)OCC(O)C[NH+](Cc1nc2scc(-c3ccc(C)cc3)c2c(=O)[nH]1)CC(C)C
ZINC36206248	CC(C)OCC(O)C[NH+](Cc1nc2scc(-c3ccccc3F)c2c(=O)[nH]1)Cc1ccco1
ZINC36206324	CCC[NH+](Cc1nc2scc(-c3ccc(OC)cc3)c2c(=O)[nH]1)CC(O)COCC(C)C
ZINC36207368	C=CCCC(O)C[NH+](Cc1nc2sc(C(=O)OCC=C)c(C)c2c(=O)[nH]1)C1CCCCC1
ZINC36207828	C=CCOCC(O)C[NH+](Cc1nc2scc(-c3ccc(OC)cc3)c2c(=O)[nH]1)CC(C)C
ZINC32689972	CN(C)c1[nH+]cccc1CNC(=O)C(Cc1ccccc1)NS(=O)(=O)c1ccccc1F
ZINC12975180	O=C(CCNS(=O)(=O)c1ccccc1C(F)(F)F)NCC(c1ccco1)[NH+]1CCCCC1
ZINC39596501	CCOc1cccc(C(=O)N2CC(C(=O)NCC(C)Oc3ccc(F)cc3)C3(CC[NH2+]CC3)C2)c1
ZINC39607742	CCCOCCNC(=O)C1CN(C(=O)c2ccc(-c3ccccc3F)o2)CC12CC[NH2+]CC2
ZINC39635024	CCOc1ccccc1C(=O)N1CC(C(=O)NCCc2ccc(OC)cc2)C2(CC[NH2+]CC2)C1
ZINC39653168	COc1cc(CCNC(=O)C2CN(C(=O)Cc3ccccc3C)CC23CC[NH2+]CC3)cc(OC)c1
ZINC39664344	CCC(CC)C(=O)N1CC(C(=O)NCC(c2ccccc2)N2CCOCC2)C2(CC[NH2+]CC2)C1
ZINC39665010	COc1cc(OC)cc(C(=O)N2CC(C(=O)NCC(C)Oc3ccccc3)C3(CC[NH2+]CC3)C2)c1
ZINC39676105	CCCCC(C)C(=O)N1CC(C(=O)NCc2cnn(Cc3ccccc3)c2)C2(CC[NH2+]CC2)C1
ZINC39686463	CCOc1ccc(C(=O)N2CC(C(=O)NC(C)Cc3ccccc3OC)C3(CC[NH2+]CC3)C2)cc1
ZINC39688186	COc1ccc(C(=O)N2CC(C(=O)NCCOc3ccc(F)cc3)C3(CC[NH2+]CC3)C2)c(OC)c1
ZINC39694375	CCCCC(C)C(=O)N1CC(C(=O)NCc2ccccc2N2CCOCC2)C2(CC[NH2+]CC2)C1
ZINC39741253	COC(=O)CNC(=O)CSC1NN=C(C2=c3ccccc3=[NH+]C2)N1c1ccc(Cl)cc1
ZINC39741256	COC(=O)CNC(=O)CSC1NN=C(C2=c3ccccc3=[NH+]C2)N1c1ccc(Cl)cc1
ZINC40404812	CCCC(O)C[NH+](Cc1ccccc1)Cc1nc2sc(C(=O)OC(C)C)c(C)c2c(=O)[nH]1
ZINC27605798	CCOc1ccc(-c2n[nH]c(=S)n2CCC(=O)NCC(c2cccs2)[NH+]2CCCC2)cc1
ZINC63135291	CC1=C(/C=C/C(=O)OCC(=O)NCCC2=c3ccccc3=[NH+]C2)C(C)N(Cc2ccc(C)cc2)N1
ZINC39789830	CN(CCCNC(=O)CSC1NN=C(C2=c3ccccc3=[NH+]C2)N1C1CC1)c1ccccc1
ZINC63376200	COCCNC(=O)C(CC(C)C)NC(=O)C1CC2=c3ccccc3=[NH+]C2C2c3ccccc3C(=O)N12
ZINC63376201	COCCNC(=O)C(CC(C)C)NC(=O)C1CC2=c3ccccc3=[NH+]C2C2c3ccccc3C(=O)N12
ZINC40070628	CCC(C1NN=C(SC(C)C(=O)c2[nH]c(C)c(C(C)=O)c2C)N1Cc1ccccc1)[NH+](C)C
ZINC63926175	O=C(CSC1NN=C(c2cccs2)N1CC1CCCO1)NCCC1=c2ccccc2=[NH+]C1
ZINC64044036	CC1OC(c2ccccc2NC(=O)C2CCCO2)N=C1CNC(=O)CCC1=c2ccccc2=[NH+]C1
ZINC03885840	N/N=C/C1=C(N2CCOCC2)/C(=C/c2ccc(Cl)cc2Cl)CC1
ZINC04158727	O=C1NC2C(Cc3ccccc3O)c3ccccc3CN2c2ccccc21
ZINC04977922	N#C/C(=C\c1ccc(O)c(Br)c1)c1nc2ccccc2[nH]1
ZINC05330750	Cc1ccc(N2C(N)=C(C#N)C(c3ccc(F)cc3)C3=C2CCCC3=O)cc1
ZINC02505965	Cc1ccc(C2C(C#N)=C(N)N(c3ccc(F)cc3)C3=C2C(=O)CCC3)cc1
ZINC00947549	Cc1cc(O)c(Br)c(C)c1NS(=O)(=O)c1ccccc1
ZINC01188128	CNC(=O)c1c(NC(=O)/C=C/c2ccc(C)cc2)sc2c1CCCC2
ZINC05610991	CCc1nc2sc(C(=O)N3CCCCC3)c(N)c2c2c1CCCC2
ZINC06613245	Cc1cc(C(F)F)nc2sc3c(c12)NC(c1ccccc1)NC3=O
ZINC13581985	Nc1nc(-c2cc(Cl)ccn2)c(-c2ccnc3ccccc23)s1
ZINC16065192	O=C(Cc1ccc(F)cc1)NNC(=O)c1sc2ccccc2c1Cl
ZINC17158000	O=C(NNC(=O)C12CC3CC(CC(C3)C1)C2)c1ccc(F)cc1Cl
ZINC20003614	NC(c1cc(Cl)cc([N+](=O)[O-])c1)c1cc(F)ccc1Br
ZINC20206587	COc1cccc2c1OCC(NCc1cc3cc(Cl)ccc3[nH]1)C2
ZINC20707589	Oc1ccccc1C1Nc2c(OCC3CCCO3)cccc2C2C=CCC21
ZINC32935321	Cc1ccc(NS(=O)(=O)c2cccc(Br)c2)c(C)c1O
ZINC33682969	COC(=O)C(C)C1(O)CCC2C3CC=C4CC(O)CCC4(C)C3CCC21C
ZINC06785013	CCC1CC=C2C(C#N)=C(N)C(C#N)(C#N)C(c3ccc(F)c(F)c3)C2C1
ZINC34954610	CCC1C2CC(Cc3ccccc3)CC=C2C(C#N)=C(N)C1(C#N)C#N
ZINC36954747	Oc1ccc(Cl)cc1CNc1cc2c(cc1Br)OCCO2
ZINC37055763	CCN(C1CCCCC1)S(=O)(=O)c1c(Cl)cc(N)cc1Cl
ZINC37077658	CCOc1nc(Oc2cccc(I)c2)ccc1N
ZINC37129199	CC(Nc1c(Cl)cc(Cl)c2nsnc12)c1ccc(O)cc1
ZINC37205434	Nc1cc(Br)ccc1SCc1nc(-c2ccsc2)no1
ZINC37543484	Cc1ccccc1COc1c(Cl)cc(S(N)(=O)=O)cc1Cl
ZINC38002939	CC(Nc1ccc(N2CCNC2=O)cc1)c1ccc(Br)s1
ZINC38118419	OCC(Nc1cccc(Br)c1)c1cc(Cl)c2c(c1)OCO2
ZINC12343158	C/C(=N\NC(=O)Cc1c[nH]c2ccccc12)c1ccc2ccccc2c1
ZINC04679529	COC1=C/C(=C\NNc2ccc(Br)cc2)C=C(Cl)C1=O
ZINC22774405	CC1(C)CC(=O)C=C(NC2CCCCC2NC2=CC(=O)CC(C)(C)C2)C1
ZINC39529930	COc1ccc(N2CCNC(Br)C2)c(-c2ccccc2O)c1
ZINC39530102	COC1CN(c2ccc(Br)cc2-c2ccccc2O)CCN1
ZINC39530104	COC1CN(c2ccc(Br)cc2-c2ccccc2O)CCN1
ZINC40838833	CC(C)c1ccccc1NC(=O)C(C)C1Sc2ccccc2NC1=O
ZINC41107387	CCC1=C(C(=O)OC)C(c2ccc(Br)cc2F)NC(=S)N1
ZINC41658730	CC([NH2+]C1CCCC1)(C(=O)[O-])c1cc2cc(Br)ccc2o1
ZINC45221957	CC(=O)Nc1c(C)cc(C)cc1NC(=O)CC12CC3CC(CC(C3)C1)C2
ZINC45930430	Nc1nnc(SCC(=O)c2cc3c(c4c2CCCC4)CCCC3)s1
ZINC49931993	COc1ccc(O)c(C(=O)NC(C)c2ccc(Br)cc2)c1
ZINC02492914	CC1CCc2c(sc3c2C(=O)NC(c2ccc(N(C)C)cc2)N3)C1
ZINC02492919	CCOc1ccc(C2NC(=O)c3c(sc4c3CCC(C)C4)N2)cc1
ZINC04936891	N/C(=N\OC(=O)c1ccc(Cl)cc1)c1ccc(Br)cc1
ZINC50769731	CCCNc1ccc(C(=O)Nc2ncc(Br)s2)cc1
ZINC02482150	COc1ccc(OC)c(C2NC(=S)NC3=C2CCc2ccccc23)c1
ZINC52094183	O=C(c1cc2c(s1)CCC2)c1cc2[nH]c(=O)[nH]c2cc1Br
ZINC54730257	Cc1ccc(C(C)NC(=O)N2CCC(C(O)c3ccccc3)CC2)s1
ZINC57468932	CC(Sc1nnc(C(F)(F)F)n1N)c1ccc2ccccc2c1
ZINC13217756	CC(C)(C)C1CCc2c(sc3c2C(=O)NC(c2cccnc2)N3)C1
ZINC05635232	Oc1ccc(-c2n[nH]c(C(F)(F)F)c2-c2ccc(F)cc2)c(O)c1
ZINC08687673	C/C(=N\NC(=S)Nc1c(C)cccc1C)c1cc2ccccc2o1
ZINC06198508	C[NH+](C)CCCNC(=S)N(CCC[NH+](C)C)Cc1cc2cc3c(cc2[nH]c1=O)OCCO3
ZINC08298998	COc1ccccc1CNC(=O)C1C[NH+]2CCC1CC2Cn1cc(C[NH+](C)Cc2ccccc2)nn1
ZINC08635768	C[NH+](Cc1ccccc1)Cc1cn(CC2CC3CC[NH+]2CC3C(=O)N2CCC(C(N)=O)CC2)nn1
ZINC08635769	C[NH+](Cc1ccccc1)Cc1cn(CC2CC3CC[NH+]2CC3C(=O)N2CCC(C(N)=O)CC2)nn1
ZINC13510027	O=c1n(CC(O)C[NH+]2CCCCC2)c(-c2ccccc2)c(-c2ccccc2)n1CC(O)C[NH+]1CCCCC1
ZINC20504791	C[NH+](C)CCNC(=O)CC1c2[nH+]c(NCc3ccccc3)sc2CC2C(C)(CO)C(O)CCC12C
ZINC28285382	O=C1CC([NH2+]CCCC[NH2+]C2CC(=O)N(c3ccc(F)cc3)C2=O)C(=O)N1c1ccc(F)cc1
ZINC35926826	COc1ccc(OC)c(C[NH+]2CCN(c3nc(C[NH+]4CCN(c5ccccc5C#N)CC4)cc(=O)[nH]3)CC2)c1
ZINC34677831	CCCC(=O)OCC(O)CN1CC[NH+](Cc2nc(C(=O)N3CC[NH+](C4CCCC4)CC3)co2)CC1
ZINC34677815	CC(C)OCC(O)CN1CC[NH+](Cc2nc(C(=O)N3CC[NH+](C4CCCC4)CC3)co2)CC1
ZINC34677821	O=C(c1coc(C[NH+]2CCN(CC(O)Cc3ccccc3)CC2)n1)N1CC[NH+](C2CCCC2)CC1
ZINC38320265	[NH3+]C(CCCCNS(=O)(=O)c1ccccc1F)C[NH2+]C1CCc2cc(O)ccc2C1Cc1cccnc1
ZINC38605683	CCOC(=O)C1[NH+]=c2ccc(F)cc2=C1NC(=O)C(C)N1CC[NH+](C/C=C/c2ccccc2)CC1
ZINC38605693	CCOC(=O)C1[NH+]=c2ccc(F)cc2=C1NC(=O)C(C)N1CC[NH+](C/C=C/c2ccccc2)CC1
ZINC38965214	CC(C)OCCCNC1[NH+]=c2ccccc2=[NH+]/C1=N\S(=O)(=O)c1cccc2nsnc12
ZINC38966415	COc1ccc(CCNC2[NH+]=c3ccccc3=N/C2=N\S(=O)(=O)c2ccc(F)cc2)cc1OC
