ZINC01637789	CCOP1(=O)CC(C)=C(Cl)C(OC)C1
ZINC39479481	COc1cc2c(c(SC)c1)N(C)c1ncnc(Cl)c1/N=C(\O)C2
ZINC39480052	COc1cc(Cl)cc2c1N(C)c1ncnc(Cl)c1/N=C(\O)C2
ZINC09953142	CC1CC(C)(C)CC2(C1)NC(=O)N(CC(=O)N1CCCCCCC1)C2=O
ZINC40098164	Cc1cc(CN2CCN(C(=O)Nc3cccc4c3CCCC4)CC2)on1
ZINC41637083	Cc1nc2sc(C(c3ccco3)[NH+]3CCCCC3C)c([O-])n2n1
ZINC12298817	CC1CN(C(=O)c2cc(Cn3ccc4ccccc43)[nH]n2)CC(C)O1
ZINC43281136	Cc1ccc(NC(=O)N2CCN(c3cc(C#N)ccn3)CC2)cc1F
ZINC08479316	CCSc1nc2n(n1)C(c1ccco1)C1=C(CC(C)(C)CC1=O)N2
ZINC54727405	N#CC(C(=O)c1[nH]c2ccccc2c1Cl)c1nnc2n1CCCCC2
ZINC33359433	CNc1nc(C)c2nc(Br)c(=O)n(C3CCCC3)c2n1
ZINC61794019	Cc1noc(C2CCN(C(=O)NCc3ccc(Cl)cc3)CC2)n1
ZINC61794319	Cc1noc(C2CCN(C(=O)NC(C)C3CC4CCC3C4)CC2)n1
ZINC61873468	O=C(Nc1ccc(F)c([N+](=O)[O-])c1)c1ccc(Br)cn1
ZINC63818007	Fc1ccc(Br)cc1-c1nnc2n1NC(C1C=CN=N1)S2
ZINC08845535	COc1cccc(C2c3c(-c4ccccc4O)n[nH]c3C(=O)N2C)c1
ZINC63914386	O=C(C1=NN=C(C2CC2)C1)N1CCCC(C2Nc3ccccc3O2)C1
ZINC58368837	Cc1c(C(=O)Nc2ccnn2C2CCCCC2)oc2c1C(=O)CCC2
ZINC65313718	Cc1ccc(NC(=O)C2CCCN(c3cnn(C)c(=O)c3)C2)cc1C
ZINC65407102	Cc1ccc(C2=NN=CC2C2CC(=O)Nc3cc4c(cc32)OCO4)cc1
ZINC65464395	Cc1cc(C)n(-c2ccc(NC(=O)N3CC(C)OC(C)(C)C3)cc2F)n1
ZINC66247009	Cc1cs/c(=N\S(=O)(=O)c2cc3c(cc2Cl)OCCO3)[nH]1
ZINC66608304	N#Cc1c(CN2C(=O)NC3(CCCCCCC3)C2=O)cn2ccccc12
ZINC66667480	Cc1ncsc1CN(C)C(=O)Nc1ccc2c(c1)OC(F)(F)O2
ZINC67038878	O=C(Nn1cnc2ccccc21)N1CCOC(c2ccccc2F)C1
ZINC67116334	CC1(C)CC(=O)c2ccc(OC(=O)c3cc4c([nH]c3=O)CCC4)cc2O1
ZINC01368208	Cc1sc2nc(SCC(=O)N3CCCCC3C)[nH]c(=O)c2c1C
ZINC00699957	Cc1ccc(NC(=O)N2CCSC2c2ccc3c(c2)OCCO3)cc1
ZINC00699956	Cc1ccc(NC(=O)N2CCSC2c2ccc3c(c2)OCCO3)cc1
ZINC05025229	CC1(C)Cc2c(sc3[nH]c(=O)n(-c4ccc(Cl)cc4)c(=O)c23)CO1
ZINC05677975	O=C(N/N=C/c1ccc(Br)s1)c1ccc2c(c1)OCO2
ZINC03550832	CC1(c2cccc3ccccc23)NC(=O)N(Cc2ccccc2C#N)C1=O
ZINC08103115	O=C(N/N=C/c1cc(Br)cs1)c1ccc2c(c1)OCO2
ZINC09089542	O=C1CCCC2=Nc3nc4ccccc4n3C(c3c[nH]c4ccccc34)C12
ZINC11246778	Cc1ccc(NC(=O)C2CCCN2c2ncnc3ccccc23)cc1C
ZINC14869139	O=S(=O)(Nc1ccc2c(c1)OC(F)(F)O2)c1cc(F)cc(F)c1
ZINC15013915	N#C/C(=C\c1ccc(N2CCOCC2)c(F)c1)c1nc2ccccc2[nH]1
ZINC15854658	CCc1oc2ccccc2c1/C=C/C(=O)N1CC(=O)Nc2ccccc21
ZINC20637776	N#CC1C(=O)Nc2nc3ccccc3n2C1c1cccc(Br)c1
ZINC20637922	N#CC1C(=O)Nc2nc3ccccc3n2C1c1ccc(Cl)cc1Cl
ZINC20990205	Cc1cc2c3c([nH]c2cc1S(=O)(=O)N1CCC(C)CC1)CCCC3=O
ZINC22016514	O=C1/C(=C\c2cc3c(cc2Br)OCO3)Oc2cc(O)ccc21
ZINC23156844	Cc1ccc(C(c2sc3nc(C)nn3c2[O-])[NH+]2CCCC(C)C2)cc1
ZINC23158184	Cc1nc2sc(C(c3cccs3)[NH+]3CCC(C)CC3)c([O-])n2n1
ZINC13374613	CC1CC(C)C[NH+](C(c2cccs2)c2sc3ncnn3c2[O-])C1
ZINC28186491	CC(=O)c1c(C)cc(C)c(CN2C(=O)NC3(CCCCC3C)C2=O)c1C
ZINC31868366	Cc1c(C(=O)NC2CCCCCCC2)sc2nc(C)n(C)c(=O)c12
ZINC35416925	Cc1cccc(NC(=O)N2CCSC2c2ccc3c(c2)OCCO3)c1
ZINC35838615	CN1C(=O)NC(c2ccc(Cl)c(Cl)c2)C2=C1CN(C1CC1)C2=O
ZINC01045427	O=C1Nc2ccc(Br)cc2/C1=C/C(=O)c1ccc2c(c1)OCO2
ZINC36318849	Cc1cc(Br)c2nc(-c3ccc4c(c3)OCCO4)c(CO)n2c1
ZINC23381314	CC1CC(C)(C)CC2(C1)NC(=O)N(CN1CCc3ccccc3C1)C2=O
ZINC38818382	O=C1N=NC=C(N/N=C\c2c(Cl)ccc(Cl)c2Cl)C1Cl
ZINC39447810	CC1=C(C(C)NC(=O)C2Oc3c(Cl)cc(C)cc3C2C)C(C)N=N1
ZINC39553408	CCc1ccc(NC(=O)c2cc(C)nc3c2nc2n3CCCCC2)cc1
ZINC39553702	Cc1ccc(CNC(=O)c2cc(C)nc3c2nc2n3CCCCC2)cc1
ZINC43329468	N#Cc1cccc(NC(=O)N2CCCC2c2nc3ccccc3s2)c1
ZINC45989241	Cc1ncc(-c2ccc(NC(=O)N3CCCC3c3ccsc3)cc2)o1
ZINC04436288	CSc1nc2n(n1)C(c1cccc(C)c1)C1=C(CC(C)(C)CC1=O)N2
ZINC51148168	O=c1c(Cl)c(N2CCCC(O)C2)cnn1-c1ccc(Cl)cc1Cl
ZINC53483370	Cc1cc(C(=O)N2CCC(C)C3CCCCC32)ccc1N1CCNC1=O
ZINC59515960	Cc1nc2ccc(Br)cn2c1C(=O)NN=C1CCCCC1
ZINC32594585	CCC1(C)c2sc(=O)[nH]c2SC2C(=O)N(c3ccc(F)cc3)C(=O)C21
ZINC61135585	CN1CCCc2cc(/C=C/C(=O)N3CC(=O)Nc4ccccc43)ccc21
ZINC62223097	O=C(c1n[nH]c2c1CCCC2)N1CCOC(c2ccccc2Cl)C1
ZINC08845796	CCN1C(=O)c2[nH]nc(-c3ccccc3O)c2C1c1cccc(Cl)c1
ZINC46057907	O=C1CC(C(=O)c2cccc(Cl)c2)C2C(=NN=C2c2ccccc2)N1
ZINC65249283	Cc1ccc(CNC(=O)N2CCC3(C2)C(=O)N(C)c2ccccc23)cc1
ZINC65397324	CC1=CN2C(=NC3CNC(=O)CC(C4=CC=CC5=C(C)C(C)=NC45)C32)C=C1
ZINC66248154	CN1CCc2[nH]/c(=N/S(=O)(=O)c3c(F)cc(F)cc3F)sc2C1
ZINC66343362	CC1c2cccn2CCN1C(=O)NCC1CCN(c2ccc(F)cc2)C1
ZINC66467033	CN1C(=O)CCc2cc(Nc3nc(C(F)F)nc4ccccc34)ccc21
ZINC66599664	CC1CCCN(C(=O)C2CCN(C(=O)NCC3(C)CCCC3)CC2)C1
ZINC66889469	O=C(NC1CC1c1ccccc1)N1CCN(c2ccc(Cl)cn2)CC1
ZINC67302411	CC(C)NC(=O)N1CCN(C(=O)C2CCCCC2C(F)(F)F)CC1
ZINC08914157	O=C(/C=C/c1ccco1)N1CCc2[nH]nc(-c3ccc(Cl)cc3)c2C1
ZINC08914157	O=C(/C=C/c1ccco1)N1CCc2n[nH]c(-c3ccc(Cl)cc3)c2C1
ZINC00411916	CC(C)(C)C1CCc2c(sc3ncnc(SCC(N)=O)c23)C1
ZINC00107396	CN(C)c1ccc(C2Nc3ccccc3NC3=C2C(=O)CCC3)cc1
ZINC05055505	CNC(=O)c1c(NC(=O)c2cccc(C)c2)sc2c1CCC(C)C2
ZINC05055561	CNC(=O)c1c(NC(=O)c2ccc(Cl)s2)sc2c1CCC(C)C2
ZINC01386191	Nc1c(-c2ccsc2)cnn1-c1nc(-c2ccccc2F)cs1
ZINC12674495	CCc1sc(C(=O)NNC(=O)c2csc3c2CCCC3)cc1C
ZINC04251741	Nn1cc(-c2ccccc2)nc1SCc1nc2ccccc2s1
ZINC14547633	CC(C)CC(=O)Nc1ccc2c(c1)C1C=CCC1C(c1cccnc1)N2
ZINC14547719	O=C(Nc1ccc2c(c1)C1C=CCC1C(c1cccnc1)N2)c1ccccc1
ZINC19758968	CC1CN(Cc2ccccc2)c2cc(-c3csc(N)n3)ccc2O1
ZINC00583581	CSc1ccc(C2C3CCCC=C3C(C#N)=C(N)C2(C#N)C#N)cc1
ZINC24565851	Cc1sc(NC(=O)Nc2ccc(Br)cc2)c(C#N)c1C
ZINC27260651	O=C1NN=C(c2ccc3c(c2)CCCC3)CC1c1c[nH]c2ccccc12
ZINC31099701	O=C(NCc1csc(Br)c1)Nc1nc2ccccc2s1
ZINC17130909	N/C(=N\c1ccccc1)N(c1ccccc1)c1nc(=S)ss1
ZINC34792468	COC(=O)C1Cc2c([nH]c3ccccc23)C(c2cc(C)cc(F)c2)N1
ZINC36765911	Cc1ccoc1-c1nn(C)c(N)c1-c1cccc(Br)c1
ZINC36813262	N#Cc1ccccc1Oc1c(N)cnc2ccc(Br)cc12
ZINC37077660	COc1nc(Oc2cccc(I)c2)ccc1N
ZINC37516496	Nc1ccc(SCc2ccc([N+](=O)[O-])cc2Br)c(F)c1
ZINC38077560	Cc1nn(C)c(Oc2ccc3ccccc3c2Br)c1N
ZINC39730423	CC1N=C(c2cccc(NC(=O)Cc3c[nH]c4ccccc34)c2)CS1
ZINC39930973	Cc1ccccc1C1C(C#N)=C(N)OC2=C1C(=O)CC(c1ccccc1)C2
ZINC43133821	O=C(NCc1nc2ccccc2s1)Nc1ccc(Br)cc1
ZINC46076670	COc1ccc(C2CC(=O)Nc3c(-c4ccccc4F)csc32)cc1O
ZINC48571703	Nc1nc(Cl)cc(N2CCCC2c2ccc(Br)cc2)n1
ZINC04109069	CCC(C)(C)C1CCc2c(sc3c2C(O)=NC(c2ccncc2)N3)C1
ZINC50360951	Brc1cc(CNc2cccc3[nH]ncc23)oc1Br
ZINC34792456	COC(=O)C1Cc2c([nH]c3ccccc23)C(c2c(F)cccc2Cl)N1
ZINC04423351	Cc1cc(C)c(O)c(C2=NNC(c3ccc(Br)o3)C2)c1
ZINC04423354	Cc1cc(C)c(O)c(C2=NNC(c3ccc(Br)o3)C2)c1
ZINC54433435	Nc1nn(CCOc2cccc(Br)c2)c2ccccc12
ZINC54699323	Cn1nc(C2CCCCC2)nc1-c1cc(Br)ccc1N
ZINC54699775	Cn1nc(-c2cccs2)nc1-c1ccc(Br)cc1N
ZINC55386433	O=C(/C=C/c1ccc(Br)s1)Nc1n[nH]c2ccccc12
ZINC57998100	Cc1nc2cc(NCc3ccc(O)c(Br)c3)ccc2o1
ZINC42069870	COc1ccc2c(c1)NC(=O)C2Nc1ccc(Br)cc1Cl
ZINC27662616	COc1cccc(SCc2nc(N)c3c4c(sc3n2)CCCC4)c1
ZINC58627533	COc1cccc(SC(C)c2nc(N)c3c(C)c(C)sc3n2)c1
ZINC49563279	COc1ccc(Br)cc1NC1C(=O)Nc2cccc(Cl)c21
ZINC42897256	Nc1nc2cc(Br)ccc2n1CCOc1ccccc1
ZINC20549587	COc1ccc(NC2C(=O)Nc3cccc(Br)c32)cc1Cl
ZINC59449099	Cc1ccc2nc(SCC(=O)NC3C=Cc4ccccc43)[nH]c2c1
ZINC61691396	O=c1[nH]c(CNc2cc(Br)ccc2Cl)nc2ccccc12
ZINC62322720	CC(Cc1ccccc1F)C(=O)Nc1ccc2c(c1)C(C)(C)C(=O)N2
ZINC62824403	Nc1ccc(I)cc1-c1nncn1C1CCCCC1
ZINC39936772	Cc1[nH]c2ccc(C(=O)Nc3cccc(C4=NC(C)SC4)c3)cc2c1C
ZINC65487321	Cc1cc(C(C)NC(=O)NC2CCCCC2C(F)(F)F)c(C)o1
ZINC15303136	CC(=O)NC12CC3CC(C1)CC(C(=O)NC1CCCCCC1)(C3)C2
ZINC66346634	O=C(NC(c1ccc(Cl)cc1)c1ccsc1)N1CCCC(O)C1
ZINC04963189	CC12CCC(O)CC1=CCC1C2CCC2(C)C1CCC2(O)C[NH+]1CC1
ZINC11735783	CCn1c(C([NH3+])c2ccc(Br)cc2)nc2ccccc21
ZINC12498932	Cc1cc(C)cc(NC(=S)NC2CC3CCCC(C2)[NH+]3C2CC2)c1
ZINC13730628	OCC[NH2+]Cc1ccc(-c2ccc(Br)cc2Br)o1
ZINC19878707	CC(=O)OC1CCC2(C)C(CCC3C2CCC2(C)C(C(C)[NH3+])CCC32)C1
ZINC19931871	Clc1ccccc1C(c1c[nH]c2ccccc12)N1CC[NH2+]CC1
ZINC20191307	Cc1cc2cc(N)ccc2[nH+]c1N1CCN(c2ccccc2)CC1
ZINC20392869	Cc1ccc2nc(CC[NH3+])c(-c3ccc(Br)cc3)n2c1
ZINC31912638	CCCCC1CCC(C([NH3+])c2c(C)nc3ccc(Cl)cn23)CC1
ZINC35571902	CC[NH2+]C(c1ccc(Br)s1)c1cc2c(cc1Cl)NC(=O)C2
ZINC36813115	CN(c1c(N)c[nH+]c2ccc(Br)cc12)C1CCSC1
ZINC36824095	COc1cc(C)c(C([NH3+])c2cc(F)cc(Br)c2)cc1OC
ZINC03870318	C=CC[NH+]1CCc2c(cc(O)c(O)c2Cl)C(c2ccccc2)C1
ZINC33507180	CC(C)c1nc2c(Cl)cc(C(F)(F)F)cn2c1C(C)C[NH3+]
ZINC41035429	CC1CCCC([NH3+])(c2nc3cc(Br)ccc3n2C)C1
ZINC41141583	Cc1ccc(C2CC(CC[NH3+])=NN2c2cccc(Cl)c2C)cc1
ZINC42078064	CC(C)CCC(C)[NH2+]C1C(=O)Nc2c(Br)cc(F)cc21
ZINC42080228	CC1CCCC([NH2+]C2C(=O)Nc3c(Br)cccc32)C1C
ZINC42081130	CCC1CCCCC1[NH2+]C1C(=O)Nc2c(Br)cccc21
ZINC42135201	CC1CCCC([NH2+]C2C(=O)Nc3cc(F)c(Br)cc32)C1
ZINC42135323	CC(C)CCC[NH2+]C1C(=O)Nc2cc(F)c(Br)cc21
ZINC42741048	Nc1c[nH+]c2ccc(Br)cc2c1N(CC(F)(F)F)C1CC1
ZINC43093725	CCC([NH3+])C(c1ccccc1Br)n1cnc2ccccc21
ZINC43260343	CCC([NH3+])C(c1ccc(Br)s1)N1CC(C)OCC1CC
ZINC43263470	CCC([NH3+])C(c1ccc(Br)s1)n1nc(C)c(C)c1C
ZINC43287921	CCC([NH3+])C(c1cc(Br)cs1)n1cnc2ccccc21
ZINC43287937	CCC([NH3+])C(c1cc(Br)cs1)n1c(C)nc2ccccc21
ZINC43366854	CCC([NH3+])C(Oc1cccc(I)c1)c1ccc(C)o1
ZINC43367136	CCC([NH3+])C(Sc1nc2ccccc2s1)c1ccc(C)o1
ZINC43405987	[NH3+]Cc1cc2c(nc1Oc1cccc(Br)c1)CCC2
ZINC43413486	CCn1c(CC2(C[NH3+])CCCCC2)nc2cc(Br)ccc21
ZINC43424060	CCC([NH3+])C(c1cc(Br)cs1)N1CCOC2CCCCC21
ZINC45662570	CCC([NH3+])C(c1ccc(Br)s1)N1CC(C)OC(C)(C)C1
ZINC45662583	CCC([NH3+])C(c1cc(Br)cs1)N1CC(C)OC(C)(C)C1
ZINC48787630	[NH3+]Cc1cccc(Br)c1OCc1cccc2cccnc12
ZINC48798004	CC([NH3+])Cc1cccc(Br)c1OCc1ccc(C#N)cc1
ZINC49128071	CCC([NH2+]C1C(=O)Nc2c(Br)cc(F)cc21)C(C)C
ZINC49514576	CC([NH2+]C1C(=O)Nc2ccc(Cl)cc21)c1ccc(Br)cc1
ZINC50524199	CCC([NH3+])C(c1cc(Br)cs1)n1ncc2ccccc21
ZINC50524249	CCC([NH3+])C(c1ccc(Br)cc1)n1ncc2ccccc21
ZINC51571776	[NH3+]Cc1cccc(Oc2ccc3ccccc3c2Br)n1
ZINC51607042	Cc1cc(C)nc(SC(c2ccc(Br)cc2)C(C)[NH3+])n1
ZINC52673988	[NH3+]Cc1oc2ccccc2c1COc1cccc(Br)c1
ZINC54796454	Cc1[nH+]c[nH]c1CNc1ccc(Br)cc1C(F)(F)F
ZINC54965128	C[NH+]1CCC(C2(O)C3=C(CC=C(Cl)C=C3)Nc3ccccc32)CC1
ZINC49128136	CCC([NH2+]C1C(=O)Nc2c(C)cc(Br)cc21)C(C)C
ZINC62776406	C[NH2+]C(c1cc[nH]n1)c1cc(Br)sc1Br
ZINC63061764	CCC([NH3+])C(Oc1ccc(Br)cc1C)c1ccccn1
ZINC66990572	Brc1ccc(C([NH2+]Cc2cc[nH]n2)C2CCC2)cc1
ZINC67400691	OC(C[NH+]1CCC(C(O)c2ccc(Cl)cc2)CC1)c1ccc(F)c(F)c1
ZINC01807507	CC1CCCCC1Nc1nc(-c2ccc(Cl)cc2)nc2ccccc12
ZINC00144698	Cc1sc2ncnc(Nc3cc(Cl)cc(Cl)c3)c2c1C
ZINC04544667	C/C(=N\NC(=O)C1C2CCCCC21C)c1cccc2ccccc12
ZINC00648088	CC1CCc2c(C(=O)Nc3nc4c(Cl)cccc4s3)csc2C1
ZINC00677459	COc1ccc2c(c1)-c1c(sn(-c3cccc(C)c3)c1=S)C(C)(C)N2
ZINC04695424	Clc1nc(NC23CC4CC(CC(C4)C2)C3)c2ccccc2n1
ZINC02771307	O=C1OC(Nc2cccc3ccccc23)(c2ccccc2)c2ccccc21
ZINC04737833	O=C(N/N=C/c1c(Cl)cccc1Cl)C12CC3CC(CC(C3)C1)C2
ZINC00427499	Cc1ccc(Nc2c(-c3cccs3)nc3cc(C)ccn23)cc1
ZINC04730791	CC1CCc2sc3[nH]c(SCc4ccccc4)nc(=O)c3c2C1
ZINC04905189	CSc1cccc(N2C(=S)NC3c4ccccc4OC2(C)C3C)c1
ZINC00290517	CC1CCCC/C1=N/NC(=O)c1sc2ccccc2c1Cl
ZINC04924242	N#Cc1cccc(Nc2c3c(nc4ccc(Cl)cc24)CCC3)c1
ZINC05605088	O/N=C1\CC/C=C/CC/C=C/CCC1Sc1nc2ccccc2s1
ZINC05945792	Clc1ccccc1/C=N/Nc1cccc2cccnc12
ZINC01413059	Cc1ccc(C(=O)Nc2sc3c(c2C#N)CCC(C(C)(C)C)C3)cc1
ZINC00191057	O=C(/C=C/c1ccc(Cl)cc1Cl)Nc1nc2ccccc2s1
ZINC11756434	Clc1nc(Nc2ccc(Cl)c(Cl)c2)c2ccccc2n1
ZINC13207619	CN(C)c1ccc(-c2nc3c4ccccc4c4ccccc4c3[nH]2)cc1
ZINC15317527	CC1CCCCC1NC(=O)c1nc(Cl)c(Cl)c(Cl)c1Cl
ZINC15861557	Cc1ccc(NC(=O)N2CCC(CC3CCC(C)CC3)CC2)cc1F
ZINC16399015	O=C(Nc1cccc(Cl)c1)OC1CCC2CCCCC2C1
ZINC16577570	CC1(C)C2CCC1C(OC(=O)Nc1ccc(Cl)c(Cl)c1)C2
ZINC17249290	CCCNC1=Nc2ccccc2C2N(C)c3ccccc3C(C)CC12C
ZINC18179812	CN(Cc1ccc(Cl)s1)C(=O)Nc1ccc(Cl)c(Cl)c1
ZINC08462649	CC(C)c1ccc(C2C3=C(CCCC3=O)NC3=C2C(=O)c2ccccc23)cc1
ZINC17377602	Cc1ccc2c(c1)NP(=O)(Oc1ccccc1)S2
ZINC09667343	CC(C)(C)C1CCc2c(sc3nc(-c4cccs4)[nH]c(=O)c23)C1
ZINC36277344	Cc1ccc(C)c(Nc2nc(Cl)nc3sc(C)c(C)c23)c1
ZINC36277460	Clc1nc(Nc2cccc(Cl)c2Cl)c2ccsc2n1
ZINC36277855	CCNc1nc(Cl)nc2sc(C)c(-c3ccc(C)c(C)c3)c12
ZINC36277869	CNc1nc(Cl)nc2sc3c(c12)CCC(C(C)(C)C)C3
ZINC36755557	CC(C)(C)c1cc(=O)[nH]c(-c2c(Cl)cccc2Cl)n1
ZINC36969820	CC1CCC(C(C)C)C(Nc2cc3c(cc2Cl)OCO3)C1
ZINC37216609	c1cc2c(cc1NC1CCC3CCCCC3C1)OCO2
ZINC00920341	CCc1nc2ccc(C)cc2c(C(=O)NC2CCCCC2C)c1C
ZINC02145773	O=c1c(Cc2ccccc2)c(O)c2cccc3c4ccccc4n1c23
ZINC05380112	C/C(=N\Nc1cccc2cccnc12)c1ccc(C)cc1
ZINC08586823	CC(C)(C)C1CCc2nc(NC(=O)c3cccc(Cl)c3)sc2C1
ZINC04335957	[O-]c1c(Cl)cc(Cl)cc1-c1cc(-c2ccccc2Cl)n[nH]1
ZINC40787434	Cc1ccc(NC(=O)c2cc3sccc3n2C2CCCC2)cc1C
ZINC54600247	CC(C)(C)c1cc(C(C)(C)C)n(C2CCCCC2O)n1
ZINC54823175	COc1cc(Cl)c(C)cc1NC1CCCCC1C#N
ZINC08565603	CC(C)=CCSc1nc(=O)c2c3c(sc2[nH]1)CCCC3
ZINC59166773	Cc1ccc(/C=N/Nc2ccc(Br)cc2)o1
ZINC05151712	CC1(C)c2ccccc2N2CCC(O)=NC21/C=C/c1c(F)cccc1Cl
ZINC05151712	CC1(C)c2ccccc2N2CCC(=O)NC21/C=C/c1c(F)cccc1Cl
ZINC62048817	Cc1ccc(-c2csc3ncnc(NC4CCCCC4C)c23)c(C)c1
ZINC62995908	N#CC1CCCCC1Nc1ccc(N2CCCCC2)cc1
ZINC01470800	O=c1nc2ccc(SC(F)(F)F)cc2c(-c2ccccc2)[nH]1
ZINC20369270	Cc1ccc(-c2nc3sc4c(c3c(=O)[nH]2)CCC(C(C)(C)C)C4)cc1
ZINC04363096	O=C([O-])c1cc(Cl)c2c(c1)C1C=CCC1C(c1cccc(Cl)c1)N2
ZINC04363101	Cc1cccc(C2Nc3c(Cl)cc(C(=O)[O-])cc3C3C=CCC32)c1
ZINC01194169	CC12CCCCC1C2C(=O)N/N=C/c1ccc(-c2ccc(C(=O)[O-])cc2)o1
ZINC05010403	CC12CCCCC1C2C(=O)N/N=C\c1ccc(-c2ccc(C(=O)[O-])cc2)o1
ZINC06234545	Cc1ccccc1/C=C1\CC(C)Cc2c1nc1ccccc1c2C(=O)[O-]
ZINC06804228	O=C([O-])c1ccc2c(c1)C1C3CCC(C3)C1C(c1cccc(Cl)c1)N2
ZINC06804247	Cc1cccc(C2Nc3ccc(C(=O)[O-])cc3C3C4CCC(C4)C23)c1
ZINC06749018	CCc1ccc(-c2cc(C(=O)[O-])c3c(-c4ccc(C)cc4)[nH]nc3n2)cc1
ZINC06927874	O=C([O-])c1ccc(N/N=C\c2ccc(-c3ccccc3)o2)cc1
ZINC07783363	Cc1ccc(C(=O)[O-])cc1NS(=O)(=O)c1cc(C(C)(C)C)ccc1C
ZINC11797520	CC(C)(Oc1c(Br)cc(C(C)(C)C)cc1C(C)(C)C)C(=O)[O-]
ZINC11952160	CC(C)(C)c1ccc(Oc2ccc(/C=C/C(=O)[O-])cc2)cc1
ZINC11952538	CC(C)(C)CC(C)(C)c1ccc(OC(C)(C)C(=O)[O-])c(Br)c1
ZINC13093268	O=C([O-])c1cccc(CSc2nnc(Nc3cccc(F)c3)s2)c1
ZINC06858817	CC(C)(C)C1CCc2nc3sc(C(=O)[O-])c(N)c3c(C(F)(F)F)c2C1
ZINC06858819	CC(C)(C)C1CCc2nc3sc(C(=O)[O-])c(N)c3c(C(F)(F)F)c2C1
ZINC05516342	O=C([O-])c1ccc(N/N=C/c2cccn2-c2ccccc2)cc1
ZINC13253708	O=C(/C=C/c1ccc(C(=O)[O-])cc1)Nc1ccc2oc3ccccc3c2c1
ZINC13299452	O=C([O-])c1ccc(NC2CCC3CCCCC3C2)c([N+](=O)[O-])c1
ZINC13299477	O=C([O-])/C=C/c1ccc(NC2CCC3CCCCC3C2)c([N+](=O)[O-])c1
ZINC13350971	Cc1ccc(-n2c(C)cc(/C=N/Nc3ccc(C(=O)[O-])cc3)c2C)cc1
ZINC20057885	Cc1ccc(-c2nnc([S-])n2/N=C/C(Cl)=C\c2ccccc2)cc1
ZINC20386460	Cc1cc(C)c(-n2c([S-])nnc2-c2cc3sccc3n2C)c(C)c1
ZINC31854601	CC(C)c1ccc(/C=N\Nc2cnnc([O-])c2Cl)cc1
ZINC32098944	CC(C)(C)OC(=O)NC1CCC(c2ccccc2)CC1C(=O)[O-]
ZINC35287968	CCc1c([O-])nc(-c2ccc(OCc3cc(C)ccc3C)cc2)[nH]c1=O
ZINC35288206	Cc1ccc(Cc2nc([O-])c(Cc3ccc(C)cc3C)c(=O)[nH]2)c(C)c1
ZINC37323768	CC(C)(C)n1c(-c2cc(Br)ccc2[O-])nc2ccccc21
ZINC04592698	Cc1ccc(O)c(/N=C/c2cc(Cc3ccccc3)cc([N+](=O)[O-])c2[O-])c1
ZINC13519899	Cc1cc(C)nc(/N=C(\[S-])Nc2ccc(Br)cc2Cl)c1
ZINC03635574	Cc1cc(C(C)(C)C)cc(S(=O)(=O)Nc2cccc(C(=O)[O-])c2)c1C
ZINC03637988	CC1=CCC(C(=O)[O-])(C(=O)N/N=C/c2cccs2)C(c2ccccc2)C1
ZINC04011095	O=C([O-])c1ccc(N2N=C(c3ccccc3)CC2c2ccccc2)cc1
ZINC40273510	[O-]c1nc2ccc(C(Cl)c3c(Cl)cccc3Cl)cc2o1
ZINC41598305	CC(C)c1ccc(Nc2nnc(Cc3cccs3)c([O-])n2)cc1
ZINC45919923	O=C([O-])c1ccc2oc(-c3cc(Cl)c(Cl)c(Cl)c3)nc2c1
ZINC47361533	Cc1cc(C)cc(/C([O-])=C(/C#N)C(=O)c2c(C)[nH]c3ccccc23)c1
ZINC47361533	Cc1cc(C)cc(C(=O)/C(C#N)=C(\[O-])c2c(C)[nH]c3ccccc23)c1
ZINC50679195	CC(C)c1ccc(/C=C\C([O-])=C(/C#N)C(=O)NC2CCCCC2)cc1
ZINC50981457	N#C/C(C(=O)Nc1cc(Cl)cc(Cl)c1)=C(/[O-])c1ccc(F)c(F)c1
ZINC16806940	CC(C)(C)c1ccc(-c2nnc(Nc3ccc4c(c3)OCO4)nc2[O-])cc1
ZINC54527425	CC1CCCCC1Nc1ccc(C(=O)[O-])c(C(F)(F)F)c1
ZINC16511869	[O-]c1ccc(Br)cc1/N=C\c1c(O)ccc2ccccc12
ZINC16511869	[O-]c1ccc(Br)cc1/N=C/c1c(O)ccc2ccccc12
ZINC18146079	Cc1ccc(C)c(N/N=C(/C#N)c2nc([O-])c3ccccc3n2)c1
ZINC18146079	Cc1ccc(C)c(N/N=C(\C#N)c2nc([O-])c3ccccc3n2)c1
ZINC20872269	CC(O)C/N=C1/N=C([N-]c2ccc(Cl)cc2C(F)(F)F)S1
ZINC13865249	CC1(C)CC2(CCO1)/C(=N/c1ccccc1)N=C([S-])N2c1ccccc1
ZINC59949032	CC(C)(C)c1ccc(C(=O)N/C(=C\C=C\c2ccccc2)C(=O)[O-])cc1
ZINC62152102	Cc1cc(Br)c(C)c2c(C(=O)[O-])cc(C(C)(C)C)nc12
ZINC16511310	CC(C)(C)c1ccc([O-])c(/N=C/c2cc(Cl)ccc2O)c1
ZINC66004714	Cc1ccc2cc(/C([O-])=C(\C#N)C(=O)c3c(C)[nH]c4ccccc34)[nH]c2c1
