ZINC19433863	CC([NH3+])C(=O)Nc1ccccc1C(=O)NC1CC1
ZINC04221786	NC(=O)C(Cc1ccccc1)NC(=O)C1=CC(NS(=O)(=O)c2cccs2)C(O)C(O)C1
ZINC08662731	COc1cc(O)c2c(=O)c(-c3ccc(OC4OC(CO)C(O)C(O)C4O)cc3)coc2c1
ZINC09493105	CNc1ccc(S(=O)(=O)NCC(=O)OCC(=O)Nc2sccc2C(N)=O)cc1[N+](=O)[O-]
ZINC09540521	NC(=O)c1ccc(NS(=O)(=O)c2cccc3c2C(=O)c2ccccc2C3=O)cc1C(N)=O
ZINC06142326	COc1ccc(/C=C2\SC(=S)N(CC(=O)NC3C(O)OC(CO)C(O)C3O)C2=O)cc1
ZINC11939086	CC1CCC2(CC1)NC(=O)N(NC(=O)COC(=O)CC(NC(N)=O)c1ccccc1)C2=O
ZINC11940597	CC(OC(=O)CC(NC(N)=O)c1ccccc1)C(=O)NC(=O)NC1CCCC1
ZINC12139563	O=S1(=O)CCC(NC(=S)Nc2ccc(O)c(NC(=S)NC3CCS(=O)(=O)C3)c2)C1
ZINC12446854	Cc1cc2c(Cc3c[nH]nc3-c3cccc([N+](=O)[O-])c3)n[nH]c(=O)c2c(NN)n1
ZINC12703338	NC(=O)c1nsc(C(=O)N(Cc2ccccc2F)C(C(=O)NC2CCCC2)c2ccco2)c1N
ZINC12547793	Cc1[nH]c(=S)[nH]c(=O)c1CCC(=O)NCCCCCc1n[nH]c(N)c1C#N
ZINC03402693	CCCCn1c(SCC(=O)Nc2sccc2C(N)=O)nc2cc(S(N)(=O)=O)ccc21
ZINC16771246	COc1ccc(-c2nnc(SCC(=O)Nc3sc4c(c3C(N)=O)CCC4)n2N)cc1
ZINC17161954	CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)C([NH3+])CCC(=O)[O-]
ZINC20832628	COc1ccc(O)c(/C=N/Nc2nc(SCC(=O)NNC(=O)C(F)(F)F)n[nH]2)c1
ZINC20833565	NC(=O)CSc1nnc(NC(=O)CSc2n[nH]c(N/N=C/c3ccc(Cl)cc3)n2)s1
ZINC20835362	CC/C(=N\Nc1nc(SCC(=O)Nc2nnc(SCC(N)=O)s2)n[nH]1)c1ccccc1
ZINC21036245	CCCSc1nc2ccc(NC(=O)CSc3nnc(NN)n3N)cc2s1
ZINC21981419	C[NH+](C)CC(c1ccc(OC2OC(C(=O)[O-])C(O)C(O)C2O)cc1)C1(O)CCCCC1
ZINC22024040	Cn1cc(S(=O)(=O)N2CCC(C(=O)Nc3cc(Cl)c(N)c(Cl)c3)CC2)cc1C(N)=O
ZINC22531846	Cc1ccc(-c2n[nH]c3c2C(c2cn(CC(N)=O)nc2-c2ccccc2)C(C#N)=C(N)O3)cc1
ZINC23234587	NC(N)=NS(=O)(=O)c1ccc(NS(=O)(=O)c2ccc3c(c2)C(=O)c2ccccc2-3)cc1
ZINC31158055	COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C2C(CO)CCC12
ZINC17211623	NNC(=S)N/N=C(/C(=O)Nc1cc(Cl)ccc1Cl)C1C(=O)Nc2ccccc2S1=O
ZINC33516262	CCCCN1C(=O)C2C(c3ccc(C#N)cc3)[NH2+]C(CCCNC(N)=O)(C(=O)[O-])C2C1=O
ZINC34898295	CC(O)C(O)C(O)C(OCCO)Oc1ccc(C(=O)/C=C/c2ccc3c(c2)OCCO3)c(O)c1
ZINC06600122	CCOCCCN(C(=O)c1snc(C(N)=O)c1N)C(C(=O)NC1CCCC1)c1ccc(F)cc1
ZINC35459180	COC(=O)C1=COC(OC2OC(O)C(O)C(O)C2CO)C2C1C=CC21C=C(C(C)O)C(=O)O1
ZINC03947504	COc1ccc(-c2coc3cc(OC4OC(CO)C(O)C(O)C4O)cc(O)c3c2=O)cc1
ZINC12703356	NC(=O)c1nsc(C(=O)N(Cc2ccc(F)cc2)C(C(=O)NC2CCCC2)c2ccco2)c1N
ZINC40173488	Cc1ccc(-c2csc(NC(=O)C(C)n3c(N)nnc3SCC#N)c2C(N)=O)cc1
ZINC40174054	CCC(C(=O)Nc1sc2c(c1C(N)=O)CCCC2)n1c(N)nnc1SCC(=O)OC
ZINC33476168	Cc1ccccc1C1[NH2+]C(CCCNC(N)=O)(C(=O)[O-])C2C(=O)N(C(C)(C)C)C(=O)C12
ZINC33904191	NC(=O)NCCCC1(C(=O)[O-])[NH2+]C(c2ccccn2)C2C(=O)N(C3CCCCC3)C(=O)C21
ZINC43553701	CC(=O)NCCNC(=O)CC1c2nc(Nc3cccnc3)sc2CC2C(C)(CO)C(O)CCC12C
ZINC58436684	Cc1ccc(C)c(OCC(=O)NNC(=O)C(Cc2c[nH]c3ccccc23)NC(N)=O)c1
ZINC12605047	NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C1CNCCN1C(=O)NC1CCCCC1
ZINC59883947	Cc1nn(CCO)c(C)c1/C=N/Nc1nc(SC(C)C(=O)NNC(=O)C(C)C)n[nH]1
ZINC59888381	Cc1nn(CCO)c(C)c1/C=N/Nc1nc(SCC(=O)NNC(=O)c2ccccc2)n[nH]1
ZINC60298107	NS(=O)(=O)c1cnn(CC(=O)NNC(=O)c2cc(-c3ccccc3)n[nH]2)c1
ZINC60369039	CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NNc1ccc(S(=O)(=O)NC2CC2)cc1
ZINC64044422	O=C([O-])C(NC(=O)C(CC1=c2ccccc2=[NH+]C1)N1C(=O)c2ccccc2NC1O)c1ccc(O)cc1
ZINC65742946	CC(C)[NH+](CCC(c1ccccc1)c1cc(CO)ccc1OC1OC(C(=O)[O-])C(O)C(O)C1O)C(C)C
ZINC65742948	CC(C)[NH+](CCC(c1ccccc1)c1cc(CO)ccc1OC1OC(C(=O)[O-])C(O)C(O)C1O)C(C)C
ZINC65748754	COC(=O)C1OC(OC2(C(=O)OC)OC(C(=O)OC)C(O)C2O)C(O)C(O)C1O
ZINC66123498	CC(C)c1ccccc1NC(=S)NNC(=O)Cn1cc(S(N)(=O)=O)cn1
ZINC00655249	CC1=C(C(=O)Nc2ccc(C)cc2)C(c2ccccc2O)NC(=S)N1
ZINC06671399	CC(C)CNc1nc(-c2ccc(O)c(C(N)=O)c2)cs1
ZINC00502785	Cc1ccc(NC(=S)N/N=C/c2ccc(O)cc2O)cc1
ZINC12403364	O=C(NNC(=S)Nc1ccccc1)NC1CCCCC1
ZINC18541052	Nc1cc(N)nc(SCc2c(F)c(F)c(F)c(F)c2F)n1
ZINC22760156	CC(C)c1ccc(C(=O)c2c(N)c(C(N)=O)c3ccccn23)cc1
ZINC35354514	NNc1ccccc1S(=O)(=O)Nc1ccc(Br)cc1
ZINC36736647	Nc1ccccc1N(CCO)C(=O)c1ccc(Cl)cc1O
ZINC36743987	CC(C)(C)NC(=O)Nc1nc(-c2cccc(N)c2)cs1
ZINC37130861	Cc1ccc(C(C)Nc2cccc(NS(N)(=O)=O)c2)cc1
ZINC37130862	CC(Nc1cccc(NS(N)(=O)=O)c1)c1ccccc1F
ZINC37130866	CC(Nc1cccc(NS(N)(=O)=O)c1)c1ccc(F)cc1
ZINC37944083	NC(=O)C(Nc1ccccc1Br)c1ccc(O)cc1
ZINC39869704	C/C(=C1/SC(Nc2cc(C)ccc2O)=NC1=O)c1cccc(N)c1
ZINC40370657	CCCC(NC(=O)c1cc2c(s1)CCCCC2)/C(N)=N/O
ZINC40372191	CCC(C(=O)NC1(/C(N)=N/O)CCCC1)c1ccccc1
ZINC40374222	N/C(=N/O)C(NC(=O)CC1CCCCC1)c1ccccc1
ZINC40374226	N/C(=N/O)C(NC(=O)CC1CCCCC1)c1ccccc1
ZINC40701704	CC(C)Nc1ncnc(Nc2ccccc2C(F)(F)F)c1N
ZINC40707008	CNc1ncnc(NC(c2ccccc2)c2ccccc2)c1N
ZINC40708534	CC(Nc1ncnc(NC2CCCCC2)c1N)c1ccccc1
ZINC40760602	CC(Nc1ncnc(NC2CCCCCC2)c1N)c1ccccc1
ZINC41087508	CC1CCC(C(C)C)C(OC(=O)c2cc(N)cc(N)c2)C1
ZINC42869773	CC1CCCCC1CNS(=O)(=O)c1ccccc1NN
ZINC42957459	O=C(NCCc1c[nH]c2ccccc12)NNc1ccc(F)cc1
ZINC43043255	CC1CCCC(NC(=O)NNC(=S)NC2CCCC2)C1C
ZINC44861511	N/C(=N/O)C(Cc1ccccc1)C(=O)NC1CCCCC1
ZINC44865811	CCCC(C(=O)Nc1ccc(F)c(Cl)c1)/C(N)=N/O
ZINC45014676	CCC1CCC(CNC(=O)C2(/C(N)=N/O)CCCC2)CC1
ZINC50310072	CC(C)c1[nH]nc(C(=O)NC(C)c2ccccc2Br)c1N
ZINC50321501	CCC(NC(=O)c1n[nH]c(C(C)C)c1N)c1cccs1
ZINC51093720	NNc1ccc(C(=O)NC2CCCCC2)cc1C(F)(F)F
ZINC51124021	CCC1CCC(CNC(=O)c2cnc(NN)c(Cl)c2)CC1
ZINC51354214	NC(=O)c1ccc(NC(=O)Nc2ccccc2C(F)(F)F)cc1
ZINC51633769	CCCC(C(=O)NC1CCc2ccccc2C1)/C(N)=N/O
ZINC51633771	CCCC(C(=O)NC1CCc2ccccc2C1)/C(N)=N/O
ZINC52344531	CCC(NC(=O)C1(/C(N)=N/O)CCCC1)C1CCCCC1
ZINC52345112	CC(NC(=O)c1nc(NN)ccc1Cl)C1CCCCC1
ZINC52094213	NC(c1cccs1)c1cc2[nH]c(=O)[nH]c2cc1Br
ZINC53008573	CCC(NC(=O)c1cc(C)ccc1NN)C1CCCCC1
ZINC53113953	CC(C)(C)Oc1nc(NC2(CO)CCCCC2)ccc1N
ZINC53114781	CC1CCCC(CO)(Nc2ccc(N)c(OC(C)C)n2)C1
ZINC53114788	CC1CCCC(CO)(Nc2ccc(N)c(OC(C)C)n2)C1
ZINC54215755	Cc1ccc(Cl)c(NC(=O)c2cccc(F)c2NN)c1Cl
ZINC19909472	N/C([S-])=[NH+]/N=C\c1cc(Br)cc(Br)c1O
ZINC06046196	C/C(=N\NC(=S)Nc1ccc(F)cc1)c1ccc(O)cc1O
ZINC59456860	Cc1cccc(NC(=S)N/N=C/c2ccc(O)c(O)c2)c1
ZINC63059285	Cc1cc(C(=O)NC(C)c2ccccc2Cl)ccc1NN
ZINC63059351	Cc1cc(C(=O)Nc2nc3c(s2)CCC3)ccc1NN
ZINC67310861	Cc1ccc(NC(=O)NC2CCCCC2C(F)(F)F)cc1C(N)=O
ZINC03838890	CSCC(=O)N1CC(NC(=O)Nc2ccc(F)cc2F)CC1C(=O)NC(Cc1ccccc1)C(N)=O
ZINC04161223	CCCCC(C(=O)NC1CCCC1)N(CCCO)C(=O)c1snc(C(N)=O)c1N
ZINC04349789	COc1cc2c(=O)c(-c3ccc(O)cc3)coc2cc1OC1OC(CO)C(O)C(O)C1O
ZINC01721485	CC(=O)NC1Cn2c3c(c(COC(N)=O)c2C1O)C(=O)C(Nc1ccccc1)=C(C)C3=O
ZINC05813625	CC(/C(=N/NC(=O)C(N)=O)c1c(Cl)ccc(Cl)c1O)C1(O)C(=O)Nc2ccccc21
ZINC06940483	Cc1ccc(NC(=O)COC(=O)c2cc(C(O)C(O)C(O)CO)oc2C)cc1C
ZINC04221780	CC(C)CC(NC(=O)C1=CC(NS(=O)(=O)c2cccs2)C(O)C(O)C1)C(N)=O
ZINC09090711	Cc1cc(Cl)ccc1OCC(=O)N/N=C/c1ccc(OC2OC(CO)C(O)C(O)C2O)cc1
ZINC09244417	CCCCn1c(N)c(N(CCOC)C(=O)COC(=O)c2c(C)nsc2N)c(=O)[nH]c1=O
ZINC01873075	Nc1nonc1-n1nnc(C(=O)N/N=C/c2ccc(O)cc2O)c1-c1cccs1
ZINC12710967	NC(=O)c1nsc(C(=O)N(Cc2ccco2)C(C(=O)NC2CCCC2)c2cccs2)c1N
ZINC12715422	Cc1ccc(C(C(=O)NC(C)(C)C)N(C(=O)c2snc(C(N)=O)c2N)C2CCCC2)o1
ZINC12715523	Cc1ccc(C(C(=O)NC(C)(C)C)N(Cc2cccs2)C(=O)c2snc(C(N)=O)c2N)o1
ZINC09223757	CCC(C)C(NC(N)=O)C(=O)NNC(=O)CN(C)S(=O)(=O)c1ccc(C)cc1
ZINC13802368	CNC(=O)C(NC(=O)C(CC(C)C)C(NS(=O)(=O)CCc1ccncc1)C(=O)NO)C(C)(C)C
ZINC13813075	COc1ccc(-c2coc3cc(OC4OC(CO)C(O)C(O)C4O)cc(O)c3c2=O)cc1
ZINC16665613	NC(=O)CSc1nnc(SCC(=O)c2c(N)n(C3CC3)c(=O)[nH]c2=O)s1
ZINC08385121	O=C(NNC(=S)NC(=O)c1ccccc1)NNC(=S)NC(=O)c1ccccc1
ZINC20832856	CCN(CC)c1ccc(/C=N/Nc2nc(SCC(=O)Nc3nnc(SCC(N)=O)s3)n[nH]2)cc1
ZINC20833458	NC(=O)CSc1nnc(NC(=O)CSc2n[nH]c(N/N=C/c3ccccc3Cl)n2)s1
ZINC20835950	C/C(=N\Nc1nc(SCC(=O)Nc2nnc(SCC(N)=O)s2)n[nH]1)c1cccs1
ZINC21736364	CCn1c(SCC(=O)Nc2sc3c(c2C(N)=O)CCCC3)nc2cc(S(N)(=O)=O)ccc21
ZINC22056430	C[NH+](C)CC(c1ccc(OC2OC(C(=O)[O-])C(O)C(O)C2O)cc1)C1(O)CCCCC1
ZINC22056439	C[NH+](C)CC(c1ccc(OC2OC(C(=O)[O-])C(O)C(O)C2O)cc1)C1(O)CCCCC1
ZINC22057172	C[NH2+]CC(c1ccc(OC2OC(C(=O)[O-])C(O)C(O)C2O)cc1)C1(O)CCCCC1
ZINC22060030	COc1cc2c(=O)c(-c3ccc(O)cc3)coc2cc1OC1OC(CO)C(O)C(O)C1O
ZINC28393790	CCc1ccc(/C=C2/SC(=S)N(CCCC(=O)NNC(=O)c3cc(O)c(O)c(O)c3)C2=O)cc1
ZINC31156612	CC(C)=CC1OC(=O)/C(=C\COC2OC(COC(=O)/C=C/c3ccc(O)cc3)C(O)C(O)C2O)C1O
ZINC33703740	CCCCN1C(=O)C2C(c3cc(C)ccc3C)[NH2+]C(CCCNC(N)=O)(C(=O)[O-])C2C1=O
ZINC34898315	O=C(COc1ccc(F)cc1)c1ccc(OC2OC(CO)C(O)C(O)C2O)cc1O
ZINC06600047	CCOCCCN(C(=O)c1snc(C(N)=O)c1N)C(C(=O)NC1CCCC1)c1ccc(F)cc1
ZINC03947503	COc1ccc(-c2coc3cc(OC4OC(CO)C(O)C(O)C4O)cc(O)c3c2=O)cc1
ZINC35271573	CC1CCC2C(C)(C)C(OC3OC(CO)C(O)C(O)C3O)CCC2(C)C1(O)CCC1=CCOC1=O
ZINC40173487	Cc1ccc(-c2csc(NC(=O)C(C)n3c(N)nnc3SCC#N)c2C(N)=O)cc1
ZINC40173534	CCOC(=O)c1c(C)oc(NC(=O)C(CC)n2c(N)nnc2SCC#N)c1C(N)=O
ZINC40174628	CCOC(=O)CSc1nnc(N)n1C(CC)C(=O)Nc1oc(C)c(C(=O)OCC)c1C(N)=O
ZINC33476167	Cc1ccccc1C1[NH2+]C(CCCNC(N)=O)(C(=O)[O-])C2C(=O)N(C(C)(C)C)C(=O)C12
ZINC33880637	CCCCN1C(=O)C2C(c3cccc4ccccc34)[NH2+]C(CCCNC(N)=O)(C(=O)[O-])C2C1=O
ZINC43743652	CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)C([NH3+])CCC(=O)[O-]
ZINC44174492	CC(C)(C)N1C(=O)C2C(c3ccc(/C=C/c4ccccc4)cc3)[NH2+]C(CCCNC(N)=O)(C(=O)[O-])C2C1=O
ZINC44608343	C[NH+](C)CC(c1ccc(OC2OC(C(=O)[O-])C(O)C(O)C2O)cc1)C1(O)CCCCC1
ZINC17176602	N=C(N)N/N=C1\C(=O)N(c2ccc(Cl)cc2)C(=O)\C1=C(\[O-])Nc1ccc(Cl)cc1
ZINC44963159	C[NH2+]CC(c1ccc(OC2OC(C(=O)[O-])C(O)C(O)C2O)cc1)C1(O)CCCCC1
ZINC01828159	C=C(NNC(=O)c1nnn(-c2nonc2N)c1-c1cccs1)c1ccc(O)cc1
ZINC01800948	CC(Nc1n[nH]c(=O)[nH]c1=O)C(=O)N/N=C/c1cc(Br)cc(Br)c1O
ZINC12609606	NC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NNC(=O)C1COc2ccccc2O1
ZINC20292285	Nn1c(N/N=C/c2ccc(O)cc2O)nnc1SCC(=O)Nc1cccc(F)c1
ZINC59887988	CCNS(=O)(=O)c1ccc(NC(=O)CSc2n[nH]c(N/N=C/c3c(C)nn(CCO)c3C)n2)cc1
ZINC59914548	Cc1nn(CCO)c(C)c1/C=N/Nc1nnc(SCC(=O)Nc2nccs2)n1N
ZINC65742945	CC(C)[NH+](CCC(c1ccccc1)c1cc(CO)ccc1OC1OC(C(=O)[O-])C(O)C(O)C1O)C(C)C
ZINC05553933	O=C(/C=C\c1ccc(O)cc1)NCCc1c[nH]c2ccc(O)cc12
ZINC32176566	Cc1ccccc1NC(C)C(=O)Nc1ccccc1C(N)=O
ZINC19690139	CC(C)SCc1cc(=O)[nH]c(Nc2ccc(N)cc2)n1
ZINC35345446	Nc1cc2c(cc1Nc1ccc(F)c(Cl)c1)NC(=O)C2
ZINC35354178	CC(C)c1ccccc1NS(=O)(=O)c1ccc(NN)cc1
ZINC37020927	Cc1ccc(C(C)Nc2ccc(F)c(C(N)=O)c2)c(O)c1
ZINC37020928	Cc1ccc(C(C)Nc2ccc(F)c(C(N)=O)c2)c(O)c1
ZINC37129848	CC(Nc1cc2[nH]c(=O)[nH]c2cc1Br)c1ccccc1O
ZINC37130804	CC(Nc1cccc(NS(N)(=O)=O)c1)c1ccccc1Cl
ZINC37353266	Cc1n[nH]c(N)c1C(=O)NC(C)c1ccc(Cl)cc1Cl
ZINC00613386	Cc1cc(O)ccc1Nc1nc(-c2sc(N)nc2C)cs1
ZINC38689193	NC(=O)C1C2=C(CCCC2)SC1NC(=O)Cc1c[nH]c2ccccc12
ZINC40354694	Cc1ccc(O)c(C(=O)NC2(C(N)=S)CCCCC2)c1
ZINC40355061	Cc1cccc(C(=O)NC2(C(N)=S)CCCCC2)c1O
ZINC40357167	Cc1ccc(O)c(C(=O)NC2(C(N)=S)CCCCCC2)c1
ZINC40369710	N/C(=N/O)C(NC(=O)CC1CCCCC1)C1CCCCC1
ZINC40370658	CCCC(NC(=O)c1cc2c(s1)CCCCC2)/C(N)=N/O
ZINC43043258	CC1CCCC(NC(=O)NNC(=S)NC2CCCC2)C1C
ZINC44483302	Nc1cccc(NC(=O)c2ccc(Br)cc2O)c1
ZINC44483934	NC(=S)c1ccccc1NC(=O)c1ccc(Br)cc1O
ZINC44786178	CC(Cc1ccsc1)NC(=O)C1(/C(N)=N/O)CCCCC1
ZINC44786324	CCC(NC(=O)C1(/C(N)=N/O)CCCC1)c1cccs1
ZINC44866033	CCCC(C(=O)Nc1cccc(Cl)c1F)/C(N)=N/O
ZINC45692643	NC(=O)c1cc(NC(=O)NC2CCCC(C(F)(F)F)C2)ccc1F
ZINC45693831	CC(CNC(=O)Nc1ccc(F)c(C(N)=O)c1)c1ccccc1
ZINC49128795	Nc1cc2c(cc1Nc1ccc(Cl)cc1F)CCC(=O)N2
ZINC49128810	Nc1cc2c(cc1Nc1ccc(Cl)cc1F)NC(=O)CC2
ZINC50032175	CCC[NH+]1CCC(Nc2cc(C(=O)[O-])c(N)cc2F)CC1
ZINC50321503	CCC(NC(=O)c1n[nH]c(C(C)C)c1N)c1cccs1
ZINC50321509	CCCC1CCC(NC(=O)c2n[nH]c(C(C)C)c2N)CC1
ZINC51094409	CC1CCCCC1CNC(=O)c1nc(NN)ccc1Cl
ZINC51094410	CC1CCCCC1CNC(=O)c1nc(NN)ccc1Cl
ZINC52343968	CC(NS(=O)(=O)c1ccc(NN)cc1)C1CCCCC1
ZINC52345101	CC(NC(=O)c1cc(Cl)ccc1NN)C1CCCCC1
ZINC52094214	NC(c1cccs1)c1cc2[nH]c(=O)[nH]c2cc1Br
ZINC53006954	Cc1ccc(NN)c(C(=O)Nc2nc(C(C)(C)C)cs2)c1
ZINC53114269	CC1CCC(CO)(Nc2ccc(N)c(OC(C)C)n2)CC1
ZINC55024164	Cc1cc([O-])nc(SC(CC(N)=[NH2+])c2ccccc2)n1
ZINC55850669	Cc1cc(C)cc(NC(=O)CNc2ccc(F)c(C(N)=O)c2)c1
ZINC56251466	CC(NC(N)=O)C(=O)NCC1(c2ccc(F)cc2)CCCCC1
ZINC06939294	CCNC(=S)NNC(=O)c1cc2ccccc2cc1O
ZINC59265947	Cc1c(F)cc(C(N)=O)cc1NC(=O)c1cc2ccccc2[nH]1
ZINC59460919	C/C(=N\NC(=S)Nc1cccc(C)c1)c1ccc(O)cc1O
ZINC20115334	C/C(=N/NC(=O)Cc1ccc(Cl)cc1)c1cc(O)ccc1O
ZINC63008017	CC(NC(=O)c1cc(F)c(NN)c(F)c1)c1cccs1
ZINC63101921	N/C(=N/O)C1(C(=O)NCCC(F)(F)F)CCCCCC1
ZINC65621788	Cc1ccccc1C1(CNC(=O)C(C)NC(N)=O)CCCCC1
ZINC12582280	C/C(=N\NC(=S)Nc1ccccc1)c1ccc(O)cc1O
ZINC67309530	CCC(NC(=O)Nc1ccc(C)c(C(N)=O)c1)c1cccs1
ZINC67311653	Cc1ccc(NC(=O)NC2CCCC(C(F)(F)F)C2)cc1C(N)=O
ZINC03827556	Nc1nc(-n2cc(C(=O)[O-])c(=O)c3cc(F)c(N4CC(O)C4)c(Cl)c32)c(F)cc1F
ZINC05812243	COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3S(=O)(=O)[O-]
ZINC06415831	CC12CCC3C(CCC4(O)CC(O)CCC34C(=O)[O-])C1(O)CCC2C(=O)C(=O)[O-]
ZINC06417208	CC12CCC3C(CCC4(O)CC(O)CCC34C(=O)[O-])C1(O)CCC2C(=O)C(=O)[O-]
ZINC06417247	CC12CCC3C(CCC4(O)CC(O)CCC34C(=O)[O-])C1(O)CCC2C(=O)C(=O)[O-]
ZINC12659851	Cc1cc([N+](=O)[O-])cc(C2[NH2+]C(C(=O)[O-])Cc3c2[nH]c2ccccc32)c1[O-]
ZINC12527972	NC(=O)CN1c2ccccc2C(=O)NC1c1cc(Cl)cc([N+](=O)[O-])c1[O-]
ZINC13240348	NC(=O)c1ccc(N2CCCC2)c(NS(=O)(=O)c2ccc(/C=C/C(=O)[O-])cc2)c1
ZINC32095292	NC(=O)c1ccc(Cl)cc1[N-]S(=O)(=O)c1ccc2c(c1)NC(=O)CO2
ZINC16363255	Cc1nc(=O)c(C(c2c([O-])nc(C)[nH]c2=O)c2c(O)ccc3ccccc23)c([O-])[nH]1
ZINC16363255	Cc1nc([O-])c(C(c2c([O-])nc(C)[nH]c2=O)c2c(O)ccc3ccccc23)c(=O)[nH]1
ZINC01248309	NS(=O)(=O)c1ccccc1NC(=O)c1c([O-])n2c3c(cccc3c1=O)CC2
ZINC36368056	Cc1cc([N+](=O)[O-])cc(C2NC(C(=O)[O-])Cc3c2[nH]c2ccccc32)c1O
ZINC37556399	NNc1nc2ccccn2c1S(=O)(=O)[N-]c1ncc(Br)s1
ZINC04475285	CC(C)C1C([O-])=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc(N(C)C)c4CC3CC12
ZINC06059630	N=C1[N-]N(C(=O)c2ccncc2)C(=N)/C1=N\Nc1ccccc1C(F)(F)F
ZINC08437450	N#Cc1ccc(C(c2c([O-])[nH]c(=O)[nH]c2=O)c2c([O-])[nH]c(=O)[nH]c2=O)cc1
ZINC09010579	O=c1[nH]c(=S)[nH]c([O-])c1C(c1cccnc1)c1c([O-])nc(=S)[nH]c1[O-]
ZINC39862027	NC(=O)CC(C(=O)[O-])N1C(=O)/C(=C2/C(=O)Nc3ccc(F)cc32)SC1=S
ZINC39936939	O=C([O-])C1OC(OC2=CN=C3C=CC(Br)=C(Cl)C23)C(O)C(O)C1O
ZINC39936941	O=C([O-])C1OC(OC2=CN=C3C=CC(Br)=C(Cl)C23)C(O)C(O)C1O
ZINC39936942	O=C([O-])C1OC(OC2=CN=C3C=CC(Br)=C(Cl)C23)C(O)C(O)C1O
ZINC39897949	CCOc1cc(C2c3c(n[nH]c3-c3cc(Cl)ccc3[O-])C(=O)N2CCO)ccc1O
ZINC39897949	CCOc1cc(C2c3c(-c4cc(Cl)ccc4O)n[nH]c3C(=O)N2CCO)ccc1O
ZINC33680851	O=C1NC(=O)C2C1C(c1cc3ccccc3o1)NC2(Cc1c[nH]c2ccccc12)C(=O)[O-]
ZINC33626191	O=C1NC(=O)C2C1C(c1ccccn1)NC2(Cc1ccc(O)cc1)C(=O)[O-]
ZINC44887860	Nc1cc(Br)c(S(=O)(=O)NCc2nnn[n-]2)c(Br)c1
ZINC49803756	N#Cc1cc2c(cc1Cl)SC(N/N=c1\cc[n-]cc1S(N)(=O)=O)=NS2(=O)=O
ZINC09310387	O=c1[nH]c(=S)[nH]c([O-])c1C(c1ccncc1)c1c([O-])[nH]c(=S)[nH]c1=O
ZINC51403070	N#C/C(C(=O)c1ccc(N)c([N+](=O)[O-])c1)=C(/[O-])Nc1ccccc1C(F)(F)F
ZINC04107040	Cc1cc(/C=C2/C(=O)NC(=S)N=C2[O-])c(C)n1-c1ccc(S(N)(=O)=O)cc1
ZINC04107040	Cc1cc(/C=C2\C(=O)NC(=S)N=C2[O-])c(C)n1-c1ccc(S(N)(=O)=O)cc1
ZINC58139026	Cc1n[nH]c(-c2ccc(NC(=O)c3ccc4c([O-])[nH]c(=S)nc4c3)cc2)n1
ZINC58357011	CC1CN(c2ccc(NC(=O)c3c([O-])[nH]c(=O)[nH]c3=O)cc2F)CC(C)O1
ZINC58901854	CC(=O)Nc1ccccc1C(=O)N1C[N-]S(=O)(=O)c2cc(S(N)(=O)=O)c(Cl)cc21
ZINC39142997	C/C(=N/N=C(\[O-])C1=C([O-])N(C)c2ccccc2C1O)C1C(=O)[NH+]=c2ccccc2=C1O
ZINC12591673	O=c1[nH]c(=S)[nH]c([O-])c1C(c1ccccc1)c1c([O-])[nH]c(=S)[nH]c1=O
ZINC08437452	N#Cc1ccc(C(c2c([O-])nc(=S)[nH]c2[O-])c2c([O-])[nH]c(=S)[nH]c2=O)cc1
ZINC63809472	O=c1[nH]c(=S)[nH]c2cc(/C([O-])=N/c3nc(-c4ccc(F)cc4)n[nH]3)ccc12
ZINC63810323	O=c1[nH]c(=S)[nH]c2cc(/C([O-])=N/c3nc(-c4ccccn4)n[nH]3)ccc12
ZINC64487281	CNC(=O)Nc1ccc(NC(=O)c2cc(Cl)ccc2[N-]S(C)(=O)=O)cc1
ZINC65128738	CCCCCNC(=O)NNC(=O)c1ccc2c([O-])n(CC)c(=S)nc2c1
ZINC65190686	CCNC(=O)NNC(=O)c1ccccc1[N-]S(=O)(=O)c1ccc(Cl)cc1
ZINC65748719	COc1cc2ccc(=O)oc2cc1OC1OC(C(=O)[O-])C(O)C(O)C1O
ZINC66004395	Cc1[nH]c2ccccc2c1/C([O-])=C(/C#N)C(=O)CNC(=O)NCc1ccco1
ZINC66813763	O=C(NCC1CC1)NNS(=O)(=O)c1cc(C(=O)[O-])cc(Cl)c1Cl
ZINC67059972	CS(=O)(=O)[N-]c1ccccc1CNC(=O)NNC(=O)CCC1CCCCC1
ZINC67124065	Cc1ccc(NS(=O)(=O)c2ccc3[nH]c(=O)c(=O)[nH]c3c2)c(C(=O)[O-])c1
