ZINC02004002	CC(C)([NH3+])Cc1ccc(Br)cc1
ZINC09972860	O=C(OCC1CCC[NH+]1CC1CC1)c1sc2ccccc2c1Cl
ZINC11873240	Cc1oc(-c2cccs2)nc1C[NH+](C)Cc1ccccc1C(F)(F)F
ZINC12076002	Cc1ccc(-c2nc(C[NH+](C)C(C)c3cccs3)c(C)o2)s1
ZINC14966671	C[NH+](Cc1ccsc1)C1CCC(=O)N(Cc2ccc(Cl)cc2)CC1
ZINC14981256	Cn1cc(C[NH+]2CCCC(CCc3c(F)cccc3F)C2)cn1
ZINC19537177	COc1ccc(CN2CC[NH+](Cc3ccccc3)CC2)c(C)c1C
ZINC20589781	CC(C)Oc1ccc(C(CCN2CC[NH+](C)CC2)C(C)C)cc1
ZINC22034922	CC[NH+]1CCN(CCCSc2nc3ccccc3s2)CC1
ZINC22077664	Cc1ccc(C(C)CC[NH+]2CCN(c3cccc(C)c3C)CC2)o1
ZINC23283396	CCN(CC)C(=O)C1CCC[NH+](C2CCC(C(C)(C)C)CC2)C1
ZINC32541608	CCCOC1CCC[NH+](C2CCN(c3ccc(F)c(F)c3)CC2)C1
ZINC36200767	COc1cc(C)c(C(=O)CC[NH+]2CCCCC2)cc1C(C)(C)C
ZINC36909741	CC[NH+]1CCCC1Cn1c(CCCl)nc2cc(Cl)ccc21
ZINC36910271	CC[NH+](CC)CCn1c(CCCl)nc2cc(Cl)ccc21
ZINC36910277	CC[NH+](CC)CCn1c(CCCl)nc2cc(Br)ccc21
ZINC20229051	C[NH+]1CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1
ZINC39307009	COc1ccccc1CC1CCC[NH+](Cc2ccc(C#N)cc2)C1
ZINC39466557	CSCCC1N=NC2=C1CN(Cc1ccc(F)cc1Cl)CC2
ZINC39467935	CC(C)CC1C=NN=C1C1CCC[NH+](Cc2ccc(F)cc2F)C1
ZINC39917657	Fc1cccc(Cl)c1Cn1c(CCC[NH+]2CCCC2)nc2ccccc21
ZINC40403983	CC(C)c1nc2cc(C(F)(F)F)ccc2n1CCC[NH+](C)C
ZINC42305856	COc1ccc(C(=O)C[NH+](C)C2CCC(C)CC2)cc1Br
ZINC43555594	CCC(c1nc(CCl)cs1)N1CC[NH+](C(C)(C)C)CC1
ZINC48923440	COc1ccc(C(=O)C[NH+](C)CCC(C)C)cc1Br
ZINC48965088	CC[NH+](CC(=O)c1cc(Cl)sc1Cl)CC1CCCO1
ZINC49223137	CC(Cl)c1nc2cc(Br)ccc2n1C(C[NH+](C)C)C(C)C
ZINC49559364	CC(C)CC(C[NH+](C)C)n1c(CCl)nc2cccc(Cl)c21
ZINC49559427	CC(Cl)c1nc2cccc(Cl)c2n1C(C)CC[NH+](C)C
ZINC50840387	CCCC[NH+](Cc1nc(Cl)c2ccsc2n1)C(C)CC
ZINC51176253	CCCC(C)(C=O)C[NH+]1CCN(c2ccccc2Cl)CC1
ZINC53171414	CC(C)C(C[NH+](C)C)n1c(CCl)nc2ccc(F)c(F)c21
ZINC53936317	CCC(C)[NH+](CCOC)CCC(=O)c1ccc(Br)cc1
ZINC36198551	CC1CC(C)C[NH+](CC(=O)c2ccc(OC(C)C)c(Cl)c2)C1
ZINC60168021	CCc1sc(C(=O)N(CC[NH+](C)C)Cc2ccc(F)c(F)c2)cc1C
ZINC60374589	Cc1nn(C)c(Cl)c1C[NH+](Cc1ccc(C(C)C)cc1)C1CC1
ZINC64993565	Cc1ccsc1C[NH+](Cc1cc(F)cc2c1OCOC2)C(C)C
ZINC65410705	CC(C)=Cc1c(-c2ccccc2)[nH+]cn1C(C)Cc1cnccn1
ZINC66394291	CC(CC(=O)N1CCC(CC[NH+](C)C)CC1)c1ccc(C(F)(F)F)cc1
ZINC66497714	CCC[NH+](C1C=CCCC1)C1CCN(C(=O)c2ccccc2)CC1
ZINC66610053	Cc1oc(-c2ccccc2)nc1C[NH+](C)C(C)c1cccs1
ZINC66894062	COc1ccccc1CC1CCC[NH+](C(C)c2cccnc2)C1
ZINC66944531	O=C(CCc1ccc(Cl)cc1Cl)N1CCCC1C[NH+]1CCCC1
ZINC04499438	C=CCC1CC=C2CCC(=C)CC2[NH2+]1
ZINC01754581	OC1C[NH+](C2CCCCC2)C1
ZINC02042078	CC1C[NH+](CCO)C(C)(C)C1
ZINC04503569	CC1(C)COCC(C)(C)[NH2+]1
ZINC12370686	C[NH2+]CC1CCSCC1
ZINC19091145	CC(C)CC1COCC[NH2+]1
ZINC19911851	CC(C)CC[NH2+]C1CCSC1
ZINC19963355	CC[NH2+]C1CCCC(C)C1C
ZINC20177777	N#CC1([NH2+]C2CC2)CCCC1
ZINC20380872	C1[NH2+]C2C3CCC2CC1C3
ZINC20417370	C1CCC2(C1)CCC[NH2+]C2
ZINC21022134	C1CC(C[NH2+]CC2CC2)C1
ZINC24632391	CC1[NH2+]CCC2=C1CCCC2
ZINC35136555	CC([NH2+]C1CCSC1)C1CC1
ZINC35497490	C[NH2+]C(c1cc(C)sc1C)C(C)C
ZINC22921651	CC1CC2C[NH+](C)CC2N1
ZINC20130727	C1CC([NH2+]C(C2CC2)C2CC2)CS1
ZINC38664836	CC12CCC(C[NH2+]1)C2(C)C
ZINC39094999	N#CC1CC2CCCCC2[NH2+]1
ZINC35120843	CC(C)C(C)[NH2+]C1CCSCC1
ZINC40118348	CC1=c2ccccc2=[NH+]C1O
ZINC42174943	C1CC1C[NH2+]CC1CC2CCC1C2
ZINC42398449	CCCC1CCCC1[NH2+]C
ZINC43497256	CCSCC1CCC[NH2+]1
ZINC44672476	FC(F)(F)C1C2CC[NH2+]C21
ZINC45630262	C=C(Cl)C[NH2+]CC1CC=CCC1
ZINC48436330	CSCC[NH2+]C1CCCCC1C
ZINC48436344	CSCC[NH2+]C1CCCC(C)C1
ZINC50327247	C[NH2+]C(C1=CCCC1)c1ccsc1
ZINC51957133	CC1CCC2(CC[NH2+]C2(C)C)CC1
ZINC52209493	CC(C)(C)CC[NH2+]C1CCC1
ZINC52270039	CC(C)CC[NH2+]C1CC1C
ZINC52275172	CC1CC1[NH2+]CC(C)(C)C
ZINC53623236	C[NH2+]CC(C)SC(C)C
ZINC53826816	C[NH2+]C(C)CCC(C)(C)C
ZINC54590006	C[NH2+]CC1CC1(C)C(C)C
ZINC54591498	CC[NH2+]CC1CC1(C)C1CC1
ZINC57935254	CC1COC(C)C(C)(C)[NH2+]1
ZINC57935266	CC1C[NH2+]C(C)(C)C(C)O1
ZINC58847544	CC1CCCCC1[NH2+]CCCl
ZINC54591997	CC[NH2+]CC1CC12CCSC2
ZINC54592032	CC[NH2+]CC1CC12CCCC(C)C2
ZINC54597432	CC(C)(C)[NH2+]CC1CC12CCSC2
ZINC61572878	C1CC(C[NH2+]C2CCCSC2)C1
ZINC61591014	CCC[NH2+]CC1CC12CCCSC2
ZINC61591018	CC(C)[NH2+]CC1CC12CCCSC2
ZINC61987027	CCCC1(O)CC[NH+](C)C1
ZINC63075199	CC(=[NH2+])N1CCCC1(C)C
ZINC63145412	CC1CCC(C[NH2+]CC(F)F)CC1
ZINC62820678	CCc1nc(CCl)c[nH]1
ZINC04999758	Cc1ccc(-c2ccc(C[NH2+]CC(C)O)o2)cc1Cl
ZINC05258389	CC(C)(C)[NH2+]CC(O)COC1C2CC3CC(C2)CC1C3
ZINC11570215	CCc1ccc(-c2nc3ccc(C)cn3c2CCC[NH3+])cc1
ZINC19233027	CCCC([NH3+])C(CC)Oc1cccc2c1OC(C)(C)C2
ZINC20126261	COc1cc(C(C)[NH2+]C(C)c2ccccc2C)ccc1O
ZINC20145573	CC(C)C(C[NH2+]Cc1c(O)ccc2ccccc12)N(C)C
ZINC21964530	Oc1ccc(C([NH2+]Cc2ccco2)c2ccccc2)cc1
ZINC21964535	Oc1ccc(C([NH2+]Cc2ccco2)c2ccccc2)cc1
ZINC32132284	COc1ccc(C(CC[NH3+])Oc2ccccc2C)cc1C
ZINC32184284	COc1ccc(C(C[NH3+])Oc2c(C)ccc(C)c2C)cc1C
ZINC31978471	CC[NH+](CC)C1CCCCC1Oc1ccc(N)c(C)c1
ZINC35185086	CC[NH+]1CCCC1CNC(=S)NC1CCCCCC1
ZINC35581726	CCC[NH2+]C(c1ccsc1)c1ccc2c(c1)CCC(=O)N2
ZINC35586228	CCC[NH2+]C(c1ccc2c(c1)CCCC(=O)N2)C(C)CC
ZINC37099859	COc1cccc(C[NH2+]C2CCCCC2C(F)(F)F)c1O
ZINC37151154	CCOc1ccccc1C(C)[NH2+]C(C)c1cccc(O)c1
ZINC37289168	CCOc1ccccc1C([NH3+])c1ccc(OC)c(C)c1
ZINC37509451	CC(CCc1ccc(O)cc1)[NH2+]Cc1ccc(Cl)o1
ZINC37613725	Clc1ccc(Cl)c(-c2cnc(C[NH2+]CC3CC3)[nH]2)c1
ZINC37618096	CCC(C)NCc1[nH]c(C23CC4CC(CC(C4)C2)C3)c[nH+]1
ZINC37701903	CCC[NH2+]Cc1cc(C)c(OC2CCCC2O)c(C)c1
ZINC37702005	Cc1cc(C[NH2+]C2CC2)cc(C)c1OC1CCCCC1O
ZINC37852607	CC1CCCC(OCC(O)C[NH2+]C2CCCCCC2)C1
ZINC37863248	CC1CCCC([NH2+]CC(O)COC2CCCCC2C)C1
ZINC37863250	CC1CCCC([NH2+]CC(O)COC2CCCCC2C)C1
ZINC37881909	COc1ccc(C(O)C[NH2+]C2CCCC(C)C2C)cc1
ZINC37904350	O=C(NCCSc1ccccc1)C1CC2CCCCC2[NH2+]1
ZINC37907800	CC([NH2+]C(c1ccccc1)c1cccs1)c1cc[nH]n1
ZINC38076150	CCCc1ccc(-c2cnc(CC3CC[NH2+]CC3)[nH]2)cc1
ZINC39858332	Cc1cc(C)c(C)c(OCC(O)C[NH2+]C2CCCC2)c1
ZINC40509615	CCC(C)c1ccccc1Oc1nc(C)cc(C)c1C[NH3+]
ZINC41433244	COc1ccc(C(C)C(C[NH3+])N(C)C)cc1C(C)(C)C
ZINC42118723	CCCCCC[NH2+]C1C(=O)Nc2c(F)ccc(Cl)c21
ZINC43087323	COc1cc(C)ccc1OC(c1ccccc1Cl)C(C)[NH3+]
ZINC43365924	CCC([NH3+])C(Oc1cc(C)ccc1C)c1ccc(C)o1
ZINC43471433	Cc1ccc(OCCC(C)(C)C)c(N2CCCC([NH3+])C2)c1
ZINC44288276	CCC[NH2+]CC(=O)NC(C)C12CC3CC(CC(C3)C1)C2
ZINC50182677	Cc1[nH]ncc1CCC[NH2+]C1CC(c2cccc(F)c2)C1
ZINC50402734	CCCC(CC)[NH2+]C1C(=O)Nc2c(F)ccc(Cl)c21
ZINC51607037	CCC([NH3+])C(Sc1nc(C)cc(C)n1)c1ccccc1F
ZINC51998573	OC1CCCCC1[NH2+]Cc1cc(Cl)ccc1OC(F)F
ZINC54349699	COc1ccccc1C(Oc1ccc(C)cc1Cl)C(C)[NH3+]
ZINC54560157	CC(C)C1CCC([NH3+])C(CN(C)CC2CCCCO2)C1
ZINC54667874	CC[NH2+]C(Cc1ncc[nH]1)C1CCC(C(C)(C)C)CC1
ZINC54928489	CCOc1cc2c(cc1CC([NH3+])CC(C)C)OC(C)C2
ZINC62777186	CCC[NH2+]C(c1cc[nH]n1)c1ccc(Br)s1
ZINC62821370	Clc1ccc(Cc2nc(C[NH2+]C3CC3)c[nH]2)cc1Cl
ZINC62850036	CCCC1(C(=O)NCC2CCCCC2C)CC[NH2+]CC1
ZINC21018062	Cc1ccc2c(c1)C([NH2+]C(C)CCCC(C)C)C(=O)N2
ZINC65048185	CC1(C)CC(NC(=O)CC(C2CC2)C2CC2)CC(C)(C)[NH2+]1
ZINC01994541	CC(SC1=NCCN1)C(=O)Nc1cc(Cl)cc(Cl)c1
ZINC06625826	OC(CNc1ncnc2sc3c(c12)CCC3)c1ccccc1
ZINC04525030	N=C1NC(=O)/C(=C\c2ccccc2OCc2ccccc2F)S1
ZINC07550303	Nc1nnc(SCc2csc(-c3ccsc3)n2)s1
ZINC16821750	Cc1ccc(SC(C)C(=O)NC(=O)NC(C)(C)C)cc1C
ZINC20011467	O=C1NCCN1CCNc1cc(Cl)c(Cl)cc1Cl
ZINC24145588	Cc1cc(C)c(C)c(SCC(=O)N2CCCC(C(N)=O)C2)c1C
ZINC31455621	Nc1nnc(SCc2ccc(F)cc2Br)n1C1CC1
ZINC36106174	O=C(CNC(=O)c1ccc(F)c(F)c1)Nc1ccc(F)c(Cl)c1
ZINC37037309	Nc1cc(Cl)ccc1SCCn1c(=O)oc2ccccc21
ZINC37083539	CCC1CCCCN1S(=O)(=O)c1ccc(C(N)=S)cc1
ZINC37189048	Cc1ccc(NCc2c[nH]nc2-c2cccnc2)c(Br)c1
ZINC37576940	CC(C)CNS(=O)(=O)c1c(Cl)cc(C#CCO)cc1Cl
ZINC08829994	CC1CC(C)(C)NC(=S)N1CC(=O)NCc1ccccc1Cl
ZINC37879490	OC(CNc1ccc(Br)cc1)c1ccc2c(c1)OCO2
ZINC05261334	CC[NH+](CC)c1ccc(/C=C2/SC(=S)N=C2[O-])c(O)c1
ZINC40334603	Cc1cc(N)cc(S(=O)(=O)N(C)C(C)c2ccc(C)s2)c1
ZINC40449111	CCOC(=O)c1occ(-c2ccc(Br)cc2)c1N
ZINC40693319	Cc1ccc(/C=C/C(=O)NCc2cc[nH]n2)c(Br)c1
ZINC41040337	COC(=O)c1cc(N)cn1Cc1ccccc1Br
ZINC41806190	CC([NH2+]C1CCOCC1)(C(=O)[O-])c1cc(F)c(Cl)cc1Cl
ZINC42337593	Cc1ccc(S(=O)(=O)Nc2ccccc2C(C)O)c(Cl)c1
ZINC43666477	COc1ccccc1CC(C)n1ncc(Br)c1N
ZINC45166383	CN(Cc1ccccc1Cl)S(=O)(=O)c1c(N)cccc1Cl
ZINC47798396	CC(NC(=O)NCC1CCOC1)c1ccc(Cl)cc1Cl
ZINC48685841	CC1CCCC(NC(=O)C(=O)Nc2ccc(C(F)(F)F)cc2)C1C
ZINC48844661	O=C(NCC1CCN(c2ccc(Br)cc2)C1)NC1CC1
ZINC49120613	OC(CNc1ccc(Cl)c(F)c1)c1ccc2c(c1)OCO2
ZINC49239534	CC(C)c1csc(NC(=O)c2ccc(C#CCCO)s2)n1
ZINC49396070	NC(=O)CC1CCN(C(=O)/C=C\c2c(Cl)cccc2Cl)CC1
ZINC49630609	O=S(=O)(CC1CCCC[NH2+]1)[N-]c1cc(Cl)ccc1Cl
ZINC49632507	Cc1ccc(Cl)c([N-]S(=O)(=O)CC2CCC[NH2+]C2)c1Cl
ZINC50453766	CCN(c1ccccc1N)S(=O)(=O)c1ccc(F)c(F)c1
ZINC50742529	CCNc1ncc(C(=O)Nc2ccc(F)cc2F)cc1Cl
ZINC52004249	CC(C)(C)c1ccc(S(=O)(=O)NC2CCCCC2O)cc1
ZINC53096079	Cc1ccc(Cl)cc1S(=O)(=O)NC1(CO)CCCCC1
ZINC53108094	Cc1ccc(S(=O)(=O)NC2(CO)CCC(C)CC2)c(Cl)c1
ZINC53108681	Cc1ccc(F)c(S(=O)(=O)NC2(CO)CCCC(C)C2)c1
ZINC08324642	Cc1sc2nc(CN(C)C(C)c3cccs3)nc(N)c2c1C
ZINC11865815	O=C(CSC1CCc2ccccc2NC1=O)Nc1ccccc1F
ZINC11865815	O=C(CSC1CCc2ccccc2N=C1O)Nc1ccccc1F
ZINC57872913	Cc1cnc2c(c1)nc(-c1ccccc1C)n2CCC(N)=S
ZINC53601853	Cc1nc(NCc2ccc(C(C)O)cc2)c2c3c(sc2n1)CCC3
ZINC61747138	O=C(Nc1cccc(Cl)c1F)NC1CCN(CC(F)(F)F)C1
ZINC61891515	COc1cc(CNC2CCCC2C#N)cc(Br)c1O
ZINC62702161	Oc1ccc(CNc2cccc(-n3ccnc3)c2)cc1Br
ZINC65527051	Cc1ccccc1-c1ccc(CN2CC3C[NH2+]CC3(C(=O)[O-])C2)cc1
ZINC65627149	CC(O)C(c1ccc(F)cc1)N1CCN(c2ccccc2O)CC1
ZINC66556927	Cc1ccsc1C(=O)NNC(=O)C1CCCC(C(F)(F)F)C1
ZINC66602744	Cc1cc(C)c(CNC(=O)CC2CC(C)CC(C)(C)C2)c(=O)[nH]1
ZINC66641410	CNC(=O)C1CCC(NC(=O)CC2CC(C)CC(C)(C)C2)CC1
ZINC05453855	CC(C)CCC1(C)CC(=O)Nc2ccccc21
ZINC00519262	CCCC1OCC2(CO)C(C)C=C(C)C1C2C
ZINC06469205	CC1CC(C)CN(C(=S)Nc2ccccc2F)C1
ZINC15781512	CC(C)c1ccnc(C(C)(O)c2ccccc2)c1
ZINC19913632	Clc1ccc(NCC2CCOC2)cc1Cl
ZINC19922403	Cc1ccc(C(C)Nc2cccc(C#N)c2)s1
ZINC20046781	Clc1cc(Cl)cc(NCC2CCCO2)c1
ZINC20090513	Cc1nc(C(C)Nc2ccccc2Cl)c(C)s1
ZINC20245744	Clc1cccc(NCc2cccnc2)c1Cl
ZINC20435154	CC1CCCCC1Oc1ccc(CO)cc1F
ZINC04344897	CCCSc1scc2c1-c1n[nH]cc1CC2
ZINC34652202	FC(F)(F)CNc1nc2cc(Cl)ccc2s1
ZINC36138752	Cc1ccc(C(C)Nc2cccc(F)c2C#N)s1
ZINC36953955	Cc1ccsc1CNc1cccc2cnccc12
ZINC37069966	CC(Nc1ccc(Cl)c(F)c1)c1ccccn1
ZINC37103689	Cc1ccsc1CNc1ccc2c(c1)CCO2
ZINC37104170	c1cc(NC2CCSC2)cc(-n2cccc2)c1
ZINC37125715	COc1c(C)ccc(NC2CCSC2)c1C
ZINC37187178	CC(Nc1cccnc1)c1ccc(F)cc1Cl
ZINC37468655	CC(Nc1ccc(C#N)c(Cl)c1)C1(C)CC1
ZINC37778324	c1cc(NC2CCSC2)cc(-c2nccs2)c1
ZINC00310797	Cc1ccc(C)c(NC(=S)c2ccccn2)c1
ZINC40254476	COc1cc(C(O)c2ccc(F)c(F)c2)ccc1C
ZINC40264719	CC(C)(C)CC(O)c1ccc2c(c1)CCCO2
ZINC41718494	CCC(C)C(C)n1c(C)cc2c1CC(C)(C)CC2O
ZINC42557657	CCC(C)C(C)n1c(=S)[nH]c2ccccc21
ZINC43682656	CC1CCCCC1OCc1ccc(C#CCO)s1
ZINC44197614	CCC1CCC(O)C(Oc2ccccc2F)C1
ZINC49858656	Cc1nc(CNc2cccc(Cl)c2C)sc1C
ZINC50267467	Cc1cc(Cl)ccc1NCC1CCC=CO1
ZINC53044855	CCC1(CC)CS/C(=N\c2ccccc2)N1
ZINC54107473	CCC(O)c1ccc(-c2c(F)cccc2F)o1
ZINC54160802	CCc1ccc(-c2ncc(C(C)O)s2)cc1
ZINC54491151	CCC(C)Cn1ccc2c1CC(C)(C)CC2O
ZINC54770416	Clc1cccc(NCc2cncs2)c1Cl
ZINC54830010	N#CC1CCCC1NCc1ccc(F)c(Cl)c1
ZINC07519012	Cc1ccc(C)c(NC(=S)N2CCCCC2C)c1
ZINC58061988	CC(NC(=O)C1CC2C=CC1C2)C1CC2CCC1C2
ZINC35150864	Fc1c(Cl)cccc1NCC1CCCCO1
ZINC51755130	CNC(c1ccc2c(c1)CC(C)(C)O2)C(F)(F)F
ZINC61096734	Cc1cc(NCc2cc(C#N)ccc2F)ccc1F
ZINC61673230	CC(C)(C)c1ccc(C(O)C2CCOCC2)cc1
ZINC61695763	CCC1CCCN1c1ccc(C(C)O)cc1Cl
ZINC61891740	CC(NC1CCCC1C#N)c1ccc(F)c(Cl)c1
ZINC62138092	Cc1ccoc1C(O)Cc1c(F)cccc1Cl
ZINC62721994	CCC1CCCN(c2c(F)cc(CO)cc2F)C1
ZINC62801829	Cc1ccc(CC(O)c2ccc3ncccc3c2)cc1
ZINC63076210	CNC(c1ccc2ccccc2n1)c1cccs1
ZINC63118077	CCCc1cc2c(F)ccc(F)c2nc1NC
ZINC65355944	CCSc1ccc(-c2ccc([O-])c[nH+]2)cc1
ZINC00172726	CC(C)CNC(=S)N1CCCC1
ZINC08729604	CC(C)CCNC1=NCCCS1
ZINC20043783	COCCNc1ccc(SC)cc1
ZINC20044865	COCCNc1ccc(F)c(F)c1F
ZINC19783085	O=C(NCCCCl)C1CCCCC1
ZINC33638562	C=C(C)C1CCC(C)(OCCO)CC1
ZINC37487072	FC(F)(F)CNCc1ccc(Cl)o1
ZINC37775018	CCNc1cccc(N2CCCC2)c1
ZINC37939712	CCCC(C#N)NCc1cccs1
ZINC37946906	N#CC(NCC1CC1)C1CC=CCC1
ZINC38890006	CCSC(=S)Nc1ccccn1
ZINC40275130	CC(C)CC(Cl)Cc1ncc[nH]1
ZINC40972611	O=C(CC1CC2CCC1C2)NCCCl
ZINC43374266	CC(C)CCC(O)c1cncc(F)c1
ZINC43539806	CCC(C#N)NC1CCCC(C)C1
ZINC43656267	OC1CCCC1CCOCC(F)(F)F
ZINC43699319	CCCOCc1cc(C#CCO)cs1
ZINC44193121	CCCC1CCC(O)C(OCC)C1
ZINC44234321	CCCOC1CC(CC)CCC1O
ZINC45135441	CC1(C)CC1NC(=O)CCCCCl
ZINC45217028	CCNC(C)(C#N)CSC(C)(C)C
ZINC45217080	CNC(C)(C#N)CCSC(C)(C)C
ZINC45220162	CC(C)SCC(C)(C#N)NC1CC1
ZINC45366190	CCNC(C#N)CSC1CCCCC1
ZINC49811563	N#CC(CCO)c1ccccc1Cl
ZINC50182220	CCC(O)COC1CCCC(C)C1
ZINC50839181	CCCNc1ccc(CSC)cn1
ZINC50980910	CCCNC(=O)C(Cl)CC(C)C
ZINC50981062	CCCNC(=O)C(Cl)C(C)CC
ZINC50981383	CC(C)CC(Cl)C(=O)NC(C)C
ZINC51960278	C=CCNC(C#N)c1ccc(F)c(C)c1
ZINC51960369	C=CCNC(C#N)c1cc(C)sc1C
ZINC52276860	CC1CC1NC(=O)CCCCCl
ZINC53782169	CC(C)OCCC(O)c1cccs1
ZINC54711525	CC(C)CCNC(=O)C(C)CCl
ZINC54715747	CC(CCl)C(=O)NCC1CC=CCC1
ZINC54715749	CC(CCl)C(=O)NCC1CC=CCC1
ZINC53783780	OC(CC1CCCC1)CC1CCCO1
ZINC55267140	Cc1csc(CC(O)CCC(C)C)n1
ZINC61362604	CCC(C#N)NC(C)c1ccsc1
ZINC61626643	N#CNCc1ccccc1C(F)(F)F
ZINC61839132	CCNC(=O)C(Cl)CC(C)(C)C
ZINC62452190	CNC(C#N)CCSc1cccs1
ZINC62462673	CC1CC(OCCCO)CC(C)(C)C1
ZINC62774221	CC(C)OCCC(O)c1ccccc1F
ZINC62830765	CNC(C#N)CCSC1CCCC1
ZINC62830810	CNC(C)(C#N)CSC1CCCC1
ZINC63038809	CCc1csc(CC(O)C(C)(C)C)n1
ZINC63100570	Fc1ccc(NCCC(F)(F)F)nc1
ZINC66773346	CSCC(C)C(=O)NC1CCCC1C
ZINC00199813	Cc1cc(C)nc(SCC(=O)Nc2nnc(CC(C)C)s2)n1
ZINC04878562	CCCc1nnc(SCC(=O)Nc2nc3c(s2)CCCC3)n1C
ZINC04936376	C=CCn1c(C)nnc1SCC(=O)Nc1ccc(C#N)c(Cl)c1
ZINC05287334	O=C(CSC(=S)N1CCCC1)Nc1nnc(-c2ccccc2)o1
ZINC08734129	Cc1cc(NC(=O)C(OC(=O)c2ccsc2)c2ccccc2)no1
ZINC08987023	O=C(CSc1nncn1Cc1ccco1)Nc1c(F)cccc1F
ZINC09752289	Cc1ccc2nc(C)c(C(=O)OCC(=O)NCC3CCCO3)cc2c1
ZINC10751236	Cc1noc(C)c1S(=O)(=O)NCCCc1nc2ccccc2s1
ZINC12078419	COCCCNc1ncnc2sc(C(=O)N3CCCCC3)c(C)c12
ZINC12948529	N#Cc1ccccc1S(=O)(=O)NCc1ccc(Cn2cccn2)cc1
ZINC12447266	CC(C)(C)CN1CC(NC(=O)CCc2cn3ccccc3n2)CC1=O
ZINC12447268	CC(C)(C)CN1CC(NC(=O)CCc2cn3ccccc3n2)CC1=O
ZINC13842827	CCCOC(=O)c1ccc(NC(=O)C2C3CC4OC(=O)C2C4C3)cc1
ZINC24483530	COC(=O)C1(NS(=O)(=O)c2cccc(C(C)=O)c2)CCCCC1
ZINC17169984	CCOC(=O)C1CCN(C(=O)CNC(=O)c2ccc(C)c(C)c2)CC1
ZINC29165704	COC(=O)C(C#N)c1nc2ccccc2nc1NCc1ccccc1F
ZINC30806982	CCC(C)NC(=O)CCc1c(C)nc2nc(C(F)(F)F)nn2c1C
ZINC23465995	CC(C)Cn1nccc1NC(=O)Cn1ccc(-c2ccccc2F)n1
ZINC32784619	COc1cc(OC)c(NC(=O)CCN2CCSC2=O)cc1Cl
ZINC32787685	Cc1nn(CC(C)C)c(Cl)c1/C=C(\C#N)C(=O)NCC1CCCO1
ZINC00082133	CCn1c(C(O)c2cc(OC)c(OC)c(OC)c2)nc2ccccc21
ZINC06948798	Cc1ccc(CN(C)S(=O)(=O)c2c(C)noc2/C=C/[NH+](C)C)cc1
ZINC38908748	Cc1cc(C)cc(C(=O)NCCOc2cc(N3CCCC3)ncn2)c1
ZINC39461799	CC(=O)C1=C(C)C(C(=O)OC(C)C(=O)Nc2ccccc2F)N=C1C
ZINC39608049	CC(OC(=O)/C=C/c1c(Cl)nc2sccn12)C(=O)NC1CC1
ZINC43375251	COCCN(Cc1ccco1)C(=O)Nc1ccc2nc(C)sc2c1
ZINC45948482	CC(=O)c1ccc(NC(=O)N(Cc2nccn2C(F)F)C2CC2)cc1
ZINC48556229	COC(=O)CCNc1ccc([N+](=O)[O-])c(I)c1
ZINC04328204	O=C(CNC(=O)C12CC3CC(CC(C3)C1)C2)OCC(=O)N1CCCC1
ZINC50670385	CCNc1ncc(S(=O)(=O)N(C)Cc2ccc(Cl)s2)cn1
ZINC55238946	COc1cc(C)c(S(=O)(=O)NCC(C)N2CCOCC2)cc1C
ZINC58013050	CN1C(=O)N(CC(O)COCc2cccs2)C(=O)C12CCCCC2
ZINC58839054	Cc1nnc(NC(=O)C2CCCCC2C(=O)OCC(F)(F)F)s1
ZINC61741133	Cc1cc(C)cc(-c2nnc(SCC(O)CN3CCOCC3)o2)c1
ZINC63476899	CCc1ccccc1-n1cnnc1SCC(=O)NC1(C#N)CCC1
ZINC63868214	Cc1nnc(SCCCNC(=O)C2N=NC3=C2CC(C)CC3)s1
ZINC57363420	CCN1CC(C(=O)Nc2ccc(C)cc2OCC2CCCO2)CC1=O
ZINC58393256	CCCn1cc(NC(=O)C(C(C)C)N2CC(C)OC(C)C2)ccc1=O
ZINC66141587	Cc1csc(CCCCNC(=O)N2CCCC2c2cc(C)on2)n1
ZINC66175337	CC(C)N(Cc1ccc(C#N)cc1)C(=O)NCCC(=O)N1CCCC1
ZINC66313742	CCC(C(=O)Nc1nc(C)c(SCC#N)s1)c1c(C)noc1C
ZINC66402238	Cc1cc(C)cc(-c2nnc(SCC(O)CN3CCOCC3)o2)c1
ZINC66760773	CCCCn1nccc1NC(=O)C1CC(=O)N(C2CCC(C)CC2)C1
ZINC66769213	CCC(C)(NC(=O)C1CC(=O)N(C2CCC(C)CC2)C1)C(=O)OC
ZINC66857174	O=C(CC1CCCCC1)NC1CCN(C(=O)CCn2cccn2)CC1
ZINC66866297	CC(=O)C(NC(=O)CN1CCN(C(=O)C2CCCCC2)CC1)C(C)C
ZINC67422625	COCCCN(C)C(=O)NC1CCN(C(=O)c2ccc(C)cc2)CC1
ZINC67446633	CCC1CN(C(=O)Cc2cc(OC)c(OC)c(OC)c2)CCC1(C)O
ZINC67531989	CCCOC1CCCN(C(=O)NCc2ccc(-n3ccnc3)cc2)C1
ZINC67590906	CCOC1CCCN(C(=O)NCc2ccccc2Cn2cccn2)C1
ZINC02041562	CSC1(C)C(=O)Nc2cc(C#N)ccc21
