ZINC00519932	O=C1NN(c2ccccc2)C(=O)C2C1C1C=CC2C12CC2
ZINC00503808	Cn1cc(/C=C(\C#N)C(=O)Nc2ccccc2Cl)c2ccccc21
ZINC04810174	N#CC1C(=N)Sc2c(c(=O)oc3ccccc23)C1c1ccccc1F
ZINC01396838	N#CCC1c2ccccc2CCN1C(=O)Nc1ccc(Cl)cc1Cl
ZINC01624433	O=C(c1ccc(Cl)cc1)C1OC12C(=O)Nc1c(Cl)cc(Cl)cc12
ZINC00207304	O=S(=O)(Nc1ccc2oc3c(c2c1)CCCC3)c1cccs1
ZINC08380364	O=C(Nc1ccccc1F)N1CCn2cccc2C1c1cccc(F)c1
ZINC10741147	Cc1cn2c(/C=C/C(=O)NC3CCCCCCC3)c(C)nc2s1
ZINC13668207	CC1(C)CC(NS(=O)(=O)c2ccc(F)cc2)c2ccccc2O1
ZINC13842727	C/N=C1/S/C(=C\c2cc(Cl)cc(Br)c2O)C(=O)N1C
ZINC21660324	Cc1noc2c1C(c1ccccc1)C1=C(CC(c3ccccc3)CC1=O)N2
ZINC15880103	CN1CCc2nc(NC(=O)c3cc(Cl)sc3Cl)sc2C1
ZINC24960564	CC1Oc2c(C(=O)N3CCc4[nH]c5ccccc5c4C3)cccc2C1C
ZINC27534197	O=c1[nH]c2c(c(=O)n1C1CCCC1)C1(CCCC1)Cc1ccccc1-2
ZINC32694177	CC1=C(C#N)C(c2cc(Cl)ccc2OC(F)F)C(C#N)=C(C)N1
ZINC32901314	CC(Nc1nc2ccccc2s1)C(=O)N1c2ccccc2CC1C
ZINC33045706	Cc1nc(N/N=C2/CCc3ccccc32)c2c3c(sc2n1)CCCC3
ZINC37641145	CC1=C(C)c2c(sc3[nH]c(=O)n(Cc4ccc(Cl)cc4)c(=O)c23)C1
ZINC39354165	COc1cccc(C2C3SC(=O)N=C3SC3C4CCC(C4)C32)c1O
ZINC40214992	N#CC1(NS(=O)(=O)c2ccc(Cl)c(Cl)c2)CCCCC1
ZINC43142701	Cc1ccc(NC(=O)N(C)Cc2ccc(Br)o2)c(C)c1
ZINC43230179	CC(C)c1ccccc1NC(=O)N1CCOC(c2ccc(F)cc2)C1
ZINC44816392	COc1ccc2oc(C)c(C(=O)Nc3ccc(F)c(F)c3F)c2c1
ZINC47125553	CC(Cc1ccc(Br)cc1)NC(=O)N1CCOC(C)C1
ZINC02445255	Brc1ccc(C2CC(c3ccccc3)n3ncnc3N2)cc1
ZINC51454218	O=C(Nc1ccc(F)cc1F)N1CCn2cccc2C1c1ccccc1
ZINC38183334	CC1(C)/C(=C/C=C2\C(=O)Oc3ccccc3C2=O)Nc2ccccc21
ZINC54913009	O=C(OC1c2ccccc2-c2ccccc21)c1c[nH]c(=O)c(Cl)c1
ZINC56544381	Cc1ccc(NC(=O)N2CCOC(c3ccc(Cl)cc3)C2)c(F)c1
ZINC56800603	CC1CCCN(C(=O)NCC2(c3cccc(F)c3)CCOCC2)C1
ZINC56800604	CC1CCCN(C(=O)NCC2(c3cccc(F)c3)CCOCC2)C1
ZINC59244645	O=C1SCCC1NC(=O)N1c2ccccc2Sc2ccccc21
ZINC09305991	CCN1C(=O)C(NC(=O)C23CC4CC(CC(C4)C2)C3)c2ccccc21
ZINC13688907	CSc1ccc(C2C3=C(CC(C)(C)CC3=O)Nc3onc(C)c32)cc1
ZINC40285333	OC1=Nc2c(ncn2-c2cc(F)ccc2F)C(c2c(F)cccc2F)C1
ZINC40285333	O=C1CC(c2c(F)cccc2F)c2ncn(-c3cc(F)ccc3F)c2N1
ZINC13570876	Cc1nn(-c2cccc(Cl)c2C)c2c1C(c1ccsc1)CC(O)=N2
ZINC13570876	Cc1nn(-c2cccc(Cl)c2C)c2c1C(c1ccsc1)CC(=O)N2
ZINC35552451	O=C(C1CCCC1)N1CCC2(CC1)Nc1cc(F)ccc1-n1cccc12
ZINC36635334	O=C1CC(Nc2cccc(Cl)c2Cl)C(=O)N1c1ccccc1
ZINC36635474	Cc1cc(C)c(NC2CC(=O)N(c3cc(C)ccc3C)C2=O)c(C)c1
ZINC65148875	Cn1cc2c3c(cccc31)CN(C(=O)NCCc1ccccc1)CC2
ZINC65735170	COC(=O)C1CC2(C)C(CCC3C2CCC2(C)C3CCC2(C)O)CC1=O
ZINC67559346	CCOC1CCCN(C(=O)Nc2ccc(Br)cc2C)C1
ZINC67619937	CC1CN(C(=O)NC2CC2c2ccccc2)CC(c2ccccc2)O1
ZINC00127305	N#CC(C(=O)Nc1ccccc1Cl)=C1CCCCCC1
ZINC04971115	Cn1c(C(=O)Nc2ccc(Cl)cc2)cc2sccc21
ZINC05237652	CCSc1nc2sc3c(c2c(=O)[nH]1)CCC(C)C3
ZINC02772568	CC1Cc2ccccc2N1C(=O)Nc1ccccc1Cl
ZINC05734186	N#CC(=C1C=CC(=NO)C=C1)c1ccc(Cl)cc1
ZINC05949484	Fc1cc(F)c(F)c(N/N=C/c2ccoc2)c1F
ZINC01616705	O=C1OC(CCc2ccccc2O)c2ccccc21
ZINC06698720	N#Cc1ccccc1NC(=O)c1cc2c(s1)CCCC2
ZINC12586553	Cc1cc(Cl)c2oc(C(=O)NC(C)(C)C)c(C)c2c1
ZINC20005338	CC(Nc1ncccn1)C12CC3CC(CC(C3)C1)C2
ZINC20095202	Cc1cc(Cl)ccc1NC1CCC2(CC1)OCCO2
ZINC20274426	Cc1cc(Oc2ccc(CO)o2)cc(C)c1Cl
ZINC15444077	CC(=O)/C(Br)=N\Nc1ccc(C)cc1
ZINC20555537	CCC1CCc2[nH+]c3ccc(C)cc3c(C(=O)[O-])c2C1
ZINC09968874	O=c1[nH]c(-c2ccccc2Cl)nc2ccccc12
ZINC12767451	N#Cc1cc2c(nc1NC1CCCCC1)CCCC2
ZINC26420423	O=c1ccc(-c2ccc(C3CCCCC3)cc2)n[nH]1
ZINC31914547	Cc1ccn2c(CO)c(-c3ccc(C)c(C)c3)nc2c1
ZINC34973912	Fc1ccc(Nc2ccc(Cl)nn2)c(Cl)c1
ZINC36912568	COc1ccc(Cl)c2c(=O)cc(C(C)(C)C)[nH]c12
ZINC36933884	CC1(C)Oc2ccc(NC3CCc4ccccc43)cc2O1
ZINC36977741	CC1CCCCC1Nc1ccc(-n2cccn2)cc1
ZINC37127421	CC1CCCC(Nc2cccc(-n3cccn3)c2)C1
ZINC40358208	CCC(C)(C#N)NC(=O)C12CC3CC(CC(C3)C1)C2
ZINC41090668	CCc1nc(NC2CCCC2)c2cc(C)sc2n1
ZINC42843590	CCC(C)NC(=O)N1CC=C(c2ccccc2)CC1
ZINC43141955	CCC1CCCN(C(=O)Nc2ccc(C)cc2C)C1
ZINC43323651	CCC1CCCN(C(=O)Nc2ccc(C)cc2F)C1
ZINC43461752	Cn1cc(C2(O)CCCCC2C2CCCCC2)cn1
ZINC44764994	CC1CCCCC1NC(=O)C1(C#N)CCCCCC1
ZINC44765573	CC1CCCC(NC(=O)C2(C#N)CCCCCC2)C1
ZINC47013708	CC1c2ccsc2CCN1C(=O)NCC1CCCC1
ZINC47337341	CCC(C)N(C)C(=O)Nc1cccc2c1CCCC2
ZINC47968589	CCC1CCCN(C(=O)Nc2ccc(F)cc2F)C1
ZINC48379358	CC1CCCN(C(=O)c2ccc(C(C)C)cc2O)C1
ZINC48644277	CNC(=O)N(C)C(c1ccccc1)c1ccccc1
ZINC49372023	Cc1cc(C)cc(/C=C2\Oc3cc(O)ccc3C2=O)c1
ZINC49524639	Cc1ccc(C)c(C(=O)Nc2cc(C#N)ccc2C)c1
ZINC00549941	O/N=C/c1ccc(-c2ccccc2Br)o1
ZINC51632441	CC(C)C(C#N)C(=O)NC1CCc2ccccc2C1
ZINC51632544	Clc1ccc(NC2CCc3ccccc3C2)nn1
ZINC51734449	CC1CCN(C(=O)C2CCc3ccccc3N2)C(C)C1
ZINC51746470	CC1CCN(C(=O)c2cc3ccccc3cc2O)C(C)C1
ZINC53713877	O=C1CCCc2cc(C(=O)C3CCCCCC3)ccc2N1
ZINC54064289	CC1CCCN(C(=O)NC(C)c2ccccc2Cl)C1
ZINC15497041	Cc1occc1C(=O)Nc1ccccc1C(C)(C)C
ZINC40156506	CCN1C(=O)C2(CCCCC2)NC1c1ccc(C)cc1C
ZINC59442865	C=C1c2ccc(C)cc2NC(=O)N1C1CCCCC1
ZINC61117581	Cc1cc(NC2CCC3(CC2)OCCO3)ccc1F
ZINC63003374	c1ccc(C2COC(c3cc4ccccc4o3)CN2)cc1
ZINC02534245	CC(C)c1ccc(C2CC(C(F)(F)F)n3ncc(C(=O)[O-])c3N2)cc1
ZINC04140448	CCOC(=O)c1cccc2c1NC(c1ccc(C(=O)[O-])cc1)C1CC=CC21
ZINC13050000	CC(Oc1cc2ccccc2cc1C(=O)[O-])C(=O)Nc1ccccc1F
ZINC13076340	Cc1ccc(S(=O)(=O)NC(C)C23CC4CC(CC(C4)C2)C3)cc1C(=O)[O-]
ZINC13086096	O=C(COc1c(C(=O)[O-])ccc2ccccc12)Nc1ccc(F)c(F)c1F
ZINC13167822	Cc1cc(C)c(OCC(=O)Nc2cc(C(=O)[O-])ccc2Cl)c(C)c1
ZINC13177884	CC(Oc1ccccc1)C(=O)Nc1ccc(Br)cc1C(=O)[O-]
ZINC13178562	N#Cc1ccc(/C=C/C(=O)Nc2ccc(Br)cc2C(=O)[O-])cc1
ZINC13255076	CC1CCc2c(sc(NC(=O)CC(C(=O)[O-])c3ccccc3)c2C#N)C1
ZINC13275476	O=C(COc1cc(Cl)ccc1Cl)Nc1cc(F)ccc1C(=O)[O-]
ZINC13315812	Cc1ccc(C(=O)[O-])c(OC(C)C(=O)Nc2ccc(F)c(Cl)c2)c1
ZINC13315963	CC(Oc1cc(Cl)ccc1C(=O)[O-])C(=O)Nc1c(F)cccc1F
ZINC13341296	CC1CCCC(NS(=O)(=O)c2cc(C(=O)[O-])ccc2Cl)C1C
ZINC13341356	CC1CCCCC1NS(=O)(=O)c1cc(C(=O)[O-])c(Cl)cc1Cl
ZINC13345035	N#C/C(=C\c1ccccc1C(F)(F)F)C(=O)Nc1ccccc1C(=O)[O-]
ZINC12557206	O=C([O-])/C=C/c1ccc(S(=O)(=O)Nc2cccc3ccccc23)cc1
ZINC13391168	Cc1cc(C(=O)[O-])ccc1NC(=O)C(C)(C)Oc1ccc(Cl)cc1
ZINC12548414	Cc1cc(C(=O)[O-])ccc1NS(=O)(=O)/C=C/c1ccc(Cl)cc1
ZINC04864382	Cc1cc(=O)[nH]c(SCC(=O)Nc2ccc(Cl)cc2C(F)(F)F)n1
ZINC20436571	Cc1ccccc1N1C(=O)c2ccccc2NC1(C(=O)[O-])c1ccccc1
ZINC20436578	Cc1cccc(C)c1N1C(=O)c2ccccc2NC1(C(=O)[O-])c1ccccc1
ZINC23805071	Cc1ccc(/C=C(\Cl)c2nc(=O)c3c(C)c(C(=O)[O-])sc3[nH]2)cc1
ZINC33363561	O=C([O-])/C=C\C(=O)Nc1ccccc1Oc1ccc(Cl)cc1Cl
ZINC05309727	CC(Sc1nc2ncc(Cl)cc2[n-]1)C(=O)c1c[nH]c2ccccc12
ZINC02685279	Cc1cc(C)c(NS(=O)(=O)c2ccc(Cl)c(C(=O)[O-])c2)c(C)c1
ZINC13125487	Cc1nc2nc(SCc3nc4ccccc4[nH]3)[n-]c2cc1Br
ZINC39887289	Cc1ccc(C2NC(=O)C(C#N)=C([S-])N2c2ccc(C(C)C)cc2)o1
ZINC39887343	CCCCc1ccc(N2C([S-])=C(C#N)C(=O)NC2c2ccc(C)o2)cc1
ZINC47361328	Cc1[nH]c2ccccc2c1/C([O-])=C(/C#N)C(=O)c1cn(C)c2ccccc12
ZINC50680081	N#C/C(C(=O)NC1CCCCC1)=C(\[O-])C1=Cc2cc(Cl)ccc2OC1
ZINC50810032	CN(C)c1ccc(/C=C\C([O-])=C(/C#N)C(=O)Nc2ccccc2Cl)cc1
ZINC50948429	CC(Oc1ccccc1)/C([O-])=C(/C#N)C(=O)Nc1ccc(F)c(Cl)c1
ZINC50981360	Cc1nc(C)c(/C([O-])=C(/C#N)C(=O)Nc2cc(Cl)cc(Cl)c2)s1
ZINC51651269	COc1ccc(Br)c(/C([O-])=C(/C#N)C(=O)NC2CCCC2)c1
ZINC51740764	CCc1ccc(/C([O-])=C(\C#N)C(=O)Nc2ccccc2Br)o1
ZINC16692678	COc1cc(/C=C2\SC([N-]c3ccc(Cl)cc3)=NC2=O)ccc1O
ZINC16692678	COc1cc(/C=C2\S/C(=N\c3ccc(Cl)cc3)NC2=O)ccc1O
ZINC56055420	CCOC(=O)C1=NC(=S)NC(c2c(Cl)cccc2Cl)/C1=C(\C)[O-]
ZINC56055431	CCOC(=O)C1=NC(=S)NC(c2cccc(Cl)c2Cl)/C1=C(/C)[O-]
ZINC56055433	CCOC(=O)C1=NC(=S)NC(c2ccc(Cl)c(Cl)c2)/C1=C(\C)[O-]
ZINC56055434	CCOC(=O)C1=NC(=S)NC(c2ccc(Cl)c(Cl)c2)/C1=C(\C)[O-]
ZINC56055492	CCOC(=O)C1=NC(=S)NC(c2cc(Cl)cc(Cl)c2)/C1=C(\C)[O-]
ZINC40695777	O=C([O-])c1csc2[nH]c(SCc3ccc(Cl)cc3)nc(=O)c12
ZINC17903513	CC(Oc1cccc(Cl)c1)C(=O)Nc1cc(Cl)ccc1C(=O)[O-]
ZINC20144381	Cc1cc(C)c(OCC(=O)Nc2ccc(C(=O)[O-])cc2C)c(Cl)c1
ZINC47383468	CC(C)(C)c1ccc(S(=O)(=O)Nc2cc(C(=O)[O-])c(F)cc2F)cc1
ZINC61222960	CCN(CC(C)C(=O)[O-])C(=O)Nc1cc(Cl)c(Cl)cc1Cl
ZINC64588859	Cc1cccc(C(=O)Nc2ccc(N3CCCC(C)C3)cc2C(=O)[O-])c1
ZINC65029449	CS(=O)(=O)[N-]c1ccc(C2(C(=O)NC3CCCCC3)CCCCC2)cc1
ZINC65063631	Cc1nnc([O-])c(C(=O)NCC(C)(C)c2ccc(Cl)c(Cl)c2)c1C
ZINC66431332	Cc1ccc(-c2nnc([S-])n2CC(=O)NCC2(C)CCCC2)cc1
ZINC05510153	CCOC(=O)C1CC[NH+](Cn2nc(-c3ccc(Cl)cc3Cl)oc2=S)CC1
ZINC08197017	C[NH+](Cc1cn(-c2ccccc2)nc1-c1ccccc1)Cn1c(=O)oc2ccccc21
ZINC08747950	O=C(C[NH+]1CCc2sccc2C1C1CC1)N1CCN(S(=O)(=O)c2ccccc2)CC1
ZINC09257596	Cc1ccc2c(C[NH+]3CCN(S(=O)(=O)c4ccc(F)c(F)c4)CC3)cc(=O)oc2c1C
ZINC02371206	O=C1N(C[NH+]2CCN(c3ccccc3F)CC2)c2ccccc2C12OCC(CCl)O2
ZINC09861426	O=C(C[NH+]1CCc2sccc2C1c1cccs1)N1CCN(C(=O)c2ccco2)CC1
ZINC11998938	COc1ccc(N2C(=O)C[NH+](Cc3ccc(F)cc3)C3CS(=O)(=O)CC32)cc1Cl
ZINC12813164	CN(C)C(=O)C1CCC[NH+]1Cn1nc(-c2sc3ccccc3c2Cl)oc1=S
ZINC12991689	CC1CC(C)C[NH+](CC(=O)N2CCN(S(=O)(=O)c3ccc(F)c(Cl)c3)CC2)C1
ZINC13358476	O=C(CC1CCN(S(=O)(=O)c2ccc(Cl)s2)CC1)N1CCC([NH+]2CCCCC2)CC1
ZINC09318106	O=C(c1ccco1)C1C2C(=O)N(Cc3ccccc3)C(=O)C2C2c3ccccc3C=C[NH+]12
ZINC16914615	CC12CCN(C(=O)c3cccc([N+](=O)[O-])c3)CC(C)(C[NH+](Cc3ccccc3)C1)C2
ZINC09187576	COc1ccc(Cl)cc1N1C(=O)C2C(C1=O)C(C(=O)c1ccc(F)cc1)[NH+]1CCCC21
ZINC20364076	O=C(c1coc(CN2CC[NH+](C/C=C/c3ccccc3)CC2)n1)N1CCSCC1
ZINC20612080	C=C1CCCC2(C)CC3OC(=O)C(C[NH+]4CCN(Cc5ccc6c(c5)OCO6)CC4)C3CC12
ZINC20786110	COc1cc2c(cc1OC)C[NH+](C1CCCN(Cc3cnc(N(C)C)s3)C1)CC2
ZINC23849108	CC(c1nc2ccccc2s1)N1CC[NH+](Cn2ncn(-c3ccccc3)c2=S)CC1
ZINC25076739	Cc1cc(=O)n2nc(CN3CCC[NH+](Cc4ccc(C(F)(F)F)cc4)CC3)sc2n1
ZINC27653224	COc1ccc(C[NH+](Cc2cc(F)cc3c2OCOC3)C2CCS(=O)(=O)C2)cc1
ZINC29586545	CC(C)N(C)C(=O)C1CC[NH+](Cn2c(=O)oc3cc(Br)ccc32)CC1
ZINC30947213	O=C(C1CCC[NH+](Cc2cccc(Cl)c2)C1)N1CCN(S(=O)(=O)c2ccccc2)CC1
ZINC13059685	Cc1cccn2cc(CN3CCN(S(=O)(=O)c4ccc(C(C)C)cc4)CC3)[nH+]c12
ZINC34788798	Cc1nc(-c2ccc(Cl)cc2)nc2c1Cc1ncn(CC[NH+](C)C)c(=O)c1S2
ZINC34912375	O=C(c1ccco1)N1CCC([NH+]2CCC(C(=O)N3CCC(Cc4ccccc4)CC3)CC2)CC1
ZINC35524732	C[NH+](C)Cc1nc(N2CCN(C(=O)Cc3cccs3)CC2)c2c3c(sc2n1)CCCC3
ZINC35785804	O=C(C[NH+]1CCC2(CC1)OCCO2)N1N=C(c2ccccc2)CC1c1ccccc1F
ZINC35921054	CC(C)[NH+]1CCN(C(=O)c2ccc(/C=C3\SC(=O)N(Cc4ccc(F)cc4)C3=O)cc2)CC1
ZINC35938788	O=C(CC[NH+]1CCc2sccc2C1c1cccc(F)c1)N1CCN(C(=O)c2ccco2)CC1
ZINC35959029	CCN1CCN(C(=O)C2CC[NH+](C3CCN(C(=O)CCC4CCCC4)CC3)CC2)CC1
ZINC36342311	O=C(C[NH+]1CCC2(CC1)OCCO2)N1N=C(c2ccc(F)cc2)CC1c1ccc(F)cc1
ZINC36615019	CCn1nc(C)c(S(=O)(=O)N2CC[NH+](C3C4CC5CC(C4)CC3C5)CC2)c1C
ZINC37435670	CC[NH+]1CCN(C(=O)c2cccc(Cn3cc(C)s/c3=N\C(=O)c3ccc(F)cc3)c2)CC1
ZINC40010465	COc1cc2c(cc1OC)C(C1C=c3ccc(C)c(C)c3=[NH+]C1=O)N(C(=O)C(C)C)CC2
ZINC40984068	COc1ccc(Br)cc1-c1nc(C[NH+]2CCC(C(=O)N3CC3C)CC2)c(C)o1
ZINC43619560	COc1cc(C[NH+]2CCC3C(CCC(=O)N3CC3CCCCC3)C2)cc2c1OCO2
ZINC43746331	C=C1CCCC2(C)CC3OC(=O)C(C[NH+]4CCN(Cc5ccc6c(c5)OCO6)CC4)C3CC12
ZINC43746471	COc1cc2c(cc1OC)C[NH+](CC1C(=O)OC3CC4(C)CCCC5(CO5)C4CC31)CC2
ZINC20494398	COc1ccc(N2C(=O)CC(N3CC[NH+](C45CC6CC(CC(C6)C4)C5)CC3)C2=O)cc1
ZINC39425274	O=C1CC(N2CCC([NH+]3CCN(c4ccc(F)cc4)CC3)CC2)C(=O)N1c1ccc(F)cc1
ZINC60100733	CC(=CC(=O)N1CCN(Cc2cc(=O)n3ccsc3[nH+]2)CC1)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2
ZINC63140714	COc1ccccc1CN1CC(=O)N2C(CC3=c4ccccc4=[NH+]C3C2c2ccccc2C)C1=O
ZINC63339983	COc1ccc2c(c1)=C1CCN(C3CC(=O)N(c4ccc(C(C)C)cc4)C3=O)CC1[NH+]=2
ZINC63350276	CCN1C(=O)C2CC3=c4ccccc4=[NH+]C3C(c3ccc(OC)cc3OC)N2C1=S
ZINC63351247	COc1ccc(C2C3[NH+]=c4ccccc4=C3CC3C(=O)N(Cc4ccccc4)C(=O)N32)cc1
ZINC63948343	O=C(CCC1=c2ccccc2=[NH+]C1)N1CCN(S(=O)(=O)c2ccc(Br)cc2)CC1
ZINC64087482	CC1=C(C(=O)N2CC=C(C3=c4cccnc4=[NH+]C3)CC2)CC(C)N1Cc1ccccn1
ZINC64137328	O=C(c1cc(COc2c(F)cccc2F)on1)N1CCC2=c3ccccc3=[NH+]C2C1
ZINC64202227	CCS(=O)(=O)N1Cc2ccccc2CC1C(=O)N1CC=C(C2=c3ccccc3=[NH+]C2)CC1
ZINC64349137	COc1ccc(C2C3[NH+]=c4ccccc4=C3CC3C(=O)N(CCc4ccccc4)CC(=O)N32)cc1
ZINC64541411	COc1ccc(CCC(=O)N2CCN(C(=O)C3C=c4cc(Br)ccc4=[NH+]3)CC2)cc1
ZINC01562946	CCCn1c2nc(=O)[nH]c(=O)c-2cc2ccccc21
ZINC02803354	Cn1cc(S(=O)(=O)NC2CCCCCC2)cn1
ZINC06618392	O=C1CCC=C2Nc3ncnn3C(c3ccccc3)C12
ZINC09225349	N#CC1C(=O)N=C(N2CCCCC2)NC12CCCC2
ZINC09478501	C=C(C)CN1C(=O)NC(C)(c2ccc(C#N)cc2)C1=O
ZINC20113309	COc1c2c(cc3c1C(C#CCCO)N(C)CC3)OCO2
ZINC17147537	COC(=O)C1CCc2nc(SC)[nH]c(=O)c2C1
ZINC33359417	CC(C)CCN1c2nc(Cl)ncc2NC(=O)C1C
ZINC35189324	Oc1c(Cl)cc(/C=N\n2cnnc2)cc1Cl
ZINC35206205	Cc1n[nH+]c(N2CCC(C(=O)[O-])CC2)c2ccccc12
ZINC35571794	CC(C)(C)OC(=O)N1CCCC2(CCCNC2=O)C1
ZINC36865563	CC1CN(c2n[nH]c(=S)n2C2CCCC2)C(C)CO1
ZINC36882171	O=c1ccnc(-c2cc(Cl)c3c(c2)OCCCO3)[nH]1
ZINC36930188	Cc1nn(-c2ccc(Cl)nn2)c(Cl)c1CO
ZINC38612634	CC1=CC(C(=O)N/N=C(/C)c2ccc(C)cc2)N=N1
ZINC38710114	CC1=C2C(N=N1)NC1=C(C(=O)OC1)C2c1ccc(C)cc1
ZINC37491149	OC1CCCCC1Sc1nnnn1C1CCCC1
ZINC35323588	COC1(C)NC(Cl)=C(C#N)C(C#N)(C#N)C1(C)C
ZINC39697234	O=C1c2ccccc2C(O)(C2N=CC=N2)N1c1ccccc1
ZINC40730635	Cc1nn(-c2nc3sccn3c2CO)c(C)c1C
ZINC42452277	CCC1COC(C)CN1C(=O)NC(=O)C(C)Cl
ZINC42452281	CCC1COC(C)CN1C(=O)NC(=O)C(C)Cl
ZINC43412729	Cc1nnc(NC(=O)N2CC(C)CC(C)C2)s1
ZINC45697779	CC1CN(c2nc3ccccn3c2CO)CC(C)(C)O1
ZINC45951631	CCc1nc(N2CCC(C(=O)[O-])CC2)c(C)c(C)[nH+]1
ZINC48412230	Cc1sc2nc(Cc3ccno3)[nH]c(=O)c2c1C
ZINC48729492	CC1CC(C)CN(C(=O)NC2CCS(=O)(=O)C2)C1
ZINC48865256	O=[N+]([O-])c1ccc(N2CCCC2CO)c(Cl)c1
ZINC48894841	O=S(=O)(Oc1ccccc1Cl)c1cn[nH]c1
ZINC48903052	Cc1cc(C)c(C)c(OS(=O)(=O)c2cn[nH]c2)c1
ZINC49339934	Cc1nc(C)c(C(C)NC(=O)N2CCOC(C)C2)s1
ZINC49457821	COC(=O)NCC(=O)N1CC2CC3CC(C2)CC1C3
ZINC16751272	Cc1cccn2c(=O)c3cc(C(=O)[O-])sc3[nH+]c12
ZINC50227538	Cc1ccoc1-c1nc2ccc(S(C)(=O)=O)cc2[nH]1
ZINC50774818	CNc1ccc(C(=O)N2CCc3sccc3C2C)nn1
ZINC51067287	O=C([O-])c1cccc(N2CCOC3CCCCC32)[nH+]1
ZINC02766483	N#Cc1cnn2c1NC(c1ccco1)CC2C(F)(F)F
ZINC52121543	O=[N+]([O-])c1ccc(F)cc1N1CCC(CO)CC1
ZINC54552282	CCC1COC(C)CN1c1[nH+]c(C)ccc1C(=O)[O-]
ZINC56552543	O=C1NC2(CCCCC2)C(=O)N1CN1CCCCC1
ZINC11617380	CN1/C(=C(/C#N)C(=O)c2ccco2)Nc2ccccc21
ZINC57844410	Cc1ccc(C2NC(=O)N(CC(C)C#N)C2=O)cc1
ZINC57845021	CC(C)c1ccc(C2NC(=O)N(CC#N)C2=O)cc1
ZINC57932024	COc1cc2c(cc1OC)N(C(C)C)C(=O)C(C)N2
ZINC61595496	CC(C)n1c(SC2CCCCC2C#N)n[nH]c1=O
ZINC63280250	CC1CC(NC2=NC=NC3=NC=NC32)CC(C)(C)C1
ZINC04353775	Clc1ccc(CNc2ncnc3[nH]ncc23)cc1
ZINC04353775	Clc1ccc(CNc2ncnc3n[nH]cc23)cc1
ZINC58245054	CC(C)N1CC(Nc2nc3ccccc3o2)CC1=O
ZINC21637043	Cc1ccc([N-]S(=O)(=O)c2cn(C)c[nH+]2)cc1C
ZINC67359050	CNC(=O)N1CCCC1c1cccc2c1OCCO2
ZINC04312395	Cc1ccc(C2/C(=C(\O)c3ccccc3)C(=O)C(=O)N2CC[NH+](C)C)cc1
ZINC06653060	c1coc(C(CNc2ncnc3sc4c(c23)CCC4)[NH+]2CCCCC2)c1
ZINC08187065	CCC1(c2ccccc2)NC(=O)N(C[NH+]2CCc3sccc3C2C)C1=O
ZINC08879962	Cc1ccc(C[NH+](C)C(C)C(=O)Nc2sc3c(c2C#N)CCCCC3)o1
ZINC08944688	CC1CC1c1ccc(C[NH+](C)Cc2nc3sc4c(c3c(=O)[nH]2)CCC4)o1
ZINC09925945	CC1CCCC[NH+]1CN1C(=O)C(O)(CC(=O)c2cccs2)c2ccccc21
ZINC08963114	CN1CCc2cc(C(CNC(=O)c3ccc(Br)o3)[NH+](C)C)ccc21
ZINC23016922	O=C(NCC1CC[NH+](Cc2cccs2)CC1)c1cc2ccccc2oc1=O
ZINC25507048	CC(C(=O)Nc1sc2c(c1C#N)CCC2)[NH+]1CCN(c2ccccc2F)CC1
ZINC28293538	CCN1CC[NH+](C2(CNC(=O)c3ccc(Br)o3)CCCCC2)CC1
ZINC36311593	O=C(Nc1cccc(Cl)c1)C(C1CCCC1)[NH+]1CCN(C(=O)C2CC2)CC1
ZINC36312052	O=C(Nc1ccc(F)cc1F)C(C1CCCC1)[NH+]1CCN(C(=O)C2CC2)CC1
ZINC36704480	Cc1c(C(=O)NC2CCCCC2)c(C(F)(F)F)nn1C1CCC[NH+](C)C1
ZINC36704567	Cc1c(C(=O)NC(C)(C)C)c(C(F)(F)F)nn1C1CCC[NH+](C(C)C)C1
ZINC39466896	CCOC1=CC2CC3COP(=O)(Cc4ccccc4)N[NH+]3CC2C=C1F
ZINC39466902	CCOC1=CC2CC3COP(=O)(Cc4ccccc4)N[NH+]3CC2C=C1Cl
ZINC39500540	Cc1ccc(-n2ncc3c2CCCC3[NH2+]Cc2cnc(N(C)C)s2)cc1C
ZINC39751946	CC(SC1NN=C(c2ccccc2F)O1)C(=O)C1=c2ccccc2=[NH+]C1
ZINC39980140	CC(C)C[NH+]1CCN(Cc2nc3c(c(=O)[nH]2)C(C)(C)Cc2ccccc2-3)CC1
ZINC40005264	Cc1ccc(N2C(SCC(=O)C3=c4ccccc4=[NH+]C3)=NNC2C)cc1
ZINC39361398	CCC1S/C(=N/N=C/C2=c3ccccc3=[NH+]C2c2ccccc2)NC1=O
ZINC41572294	Cn1cc[nH+]c1C(NS(=O)(=O)c1ccc(F)cc1)c1ccccc1Cl
ZINC44649651	Cc1ccccc1C1=NNC(SC(C)C(=O)C2=c3ccccc3=[NH+]C2)O1
ZINC45820272	CC1CC[NH+](C(CNC(=O)C2Cc3ccccc3C(=O)O2)c2cccs2)CC1
ZINC49052134	O=C(NCc1ccc(Cl)cc1Cl)N1CCC(Oc2cc[nH+]cc2)CC1
ZINC54762357	CC(C)(C)[NH2+]Cc1nnnn1-c1cc(Br)ccc1Br
