ZINC02574883	NS(=O)(=O)c1cc(F)c(Br)cc1F
ZINC49248130	Cc1ccsc1CNC(=O)c1cc2ccc(Cl)cc2[nH]1
ZINC49299331	O=C(NCC1CC=CCC1)Nc1ccccc1Br
ZINC49414653	Cc1ccc(C(C)NC(=O)Nc2cccc(F)c2F)s1
ZINC52065268	Nc1cc(F)ccc1Oc1ncc(C(F)(F)F)cc1Cl
ZINC52095020	CCCC(Cl)c1cc2[nH]c(=O)[nH]c2cc1Br
ZINC52122847	Nc1nc2ccc(F)cc2n1-c1ccccc1SC(F)F
ZINC52853989	CCc1nc2cc(N)ccc2n1C(C)c1ccc(Cl)s1
ZINC53170177	CC(C)C(c1cccs1)n1c(N)nc2ccc(F)c(F)c21
ZINC42070377	CSc1cccc(NC2C(=O)Nc3cc(Cl)ccc32)c1
ZINC42070434	CSc1ccc(NC2C(=O)Nc3cc(Cl)ccc32)cc1
ZINC42072086	CSc1ccccc1NC1C(=O)Nc2cc(Cl)ccc21
ZINC43233933	Cc1ccc(CNC(=O)Nc2ccc(F)c(F)c2F)cc1
ZINC60566561	CC1CCc2c(C(=O)NC3(CO)CCCCC3)csc2C1
ZINC60719309	Nc1nc2c(F)cccc2n1CCc1cc(F)cc(F)c1
ZINC61630299	Cc1nc(N)sc1SCc1nc(Cl)ccc1Cl
ZINC61630316	Nc1cccnc1SCc1nc(Cl)ccc1Cl
ZINC61891390	N#CC1CCCC1NCc1cc(Cl)cc(Cl)c1O
ZINC61891392	N#CC1CCCC1NCc1cc(Cl)cc(Cl)c1O
ZINC61891393	N#CC1CCCC1NCc1cc(Cl)cc(Cl)c1O
ZINC19232977	CSc1cccc(NC2C(=O)Nc3ccc(Cl)cc32)c1
ZINC21056078	CC(NC1C(=O)Nc2ccc(Cl)cc21)c1cccc(F)c1
ZINC66326008	O=C(NNc1ccc(F)cc1F)c1cc2c(s1)CCCC2
ZINC12037462	Cc1nn(C)c(Cl)c1C[NH+]1CCC2(CC1)CC2C(=O)NCCC(c1ccccc1)c1ccccc1
ZINC02095794	CC[NH+](CC)CCCN1CC(=O)N2C(Cc3c([nH]c4ccccc34)C2c2ccc(C(C)C)cc2)C1=O
ZINC03310109	Cc1cccc(/N=C2\SC(CC(=O)Nc3ccccc3F)C(=O)N2CC(C)(C)C[NH+](C)C)c1C
ZINC15006544	CN(Cc1cccc2cccnc12)C(=O)c1cc2cc(C3(O)CC[NH+](CC(C)(C)C)CC3)ccc2o1
ZINC15067756	CC(C)=CC[NH+]1CCC(O)(c2ccc3oc(C(=O)N(C)Cc4ccc5ncccc5c4)cc3c2)CC1
ZINC20179237	CC[NH+](CC)CCNC(=O)c1ccc(/C=C2\Oc3ccccc3N(Cc3ccccc3F)C2=O)cc1
ZINC03046639	Cc1ccc(/C=C2\Sc3ccccc3N(CC(=O)NCC[NH+](C)CCc3ccccc3)C2=O)cc1
ZINC20902842	C[NH+](CCCN1C(=O)c2cc3ccccc3n2CC1(C)C(=O)NC1CCCCC1)Cc1ccccc1
ZINC21300070	O=C1CC(C(F)(F)F)N(C(=O)C[NH+]2CCN(Cc3ccc(Cl)s3)CC2)c2ccccc2N1
ZINC30956151	Cc1ccccc1-c1noc(C[NH+]2CCC(C(=O)NCCSCc3cccc(Cl)c3)CC2)n1
ZINC30975008	Cc1cccc(-c2noc(C[NH+]3CCC(C(=O)NCCCSc4ccc(Cl)cc4)CC3)n2)c1
ZINC30983922	Cc1ccccc1CSCCNC(=O)C1CC[NH+](Cc2nc(-c3ccccc3Cl)no2)CC1
ZINC30985243	Cc1cccc(CSCCNC(=O)C2CC[NH+](Cc3nc(-c4cccc(Cl)c4)no3)CC2)c1
ZINC31044727	O=C(NCCSCc1cccc(Cl)c1)C1CCC[NH+](Cc2nc(-c3ccc(Cl)cc3)no2)C1
ZINC31045146	Cc1ccccc1CSCCNC(=O)C1CCC[NH+](Cc2nc(-c3ccc(Cl)cc3)no2)C1
ZINC31048335	O=C(NCCSCc1ccccc1Cl)C1CCC[NH+](Cc2nc(-c3ccccc3Cl)no2)C1
ZINC31048346	O=C(NCCSCc1cccc(Cl)c1)C1CCC[NH+](Cc2nc(-c3ccccc3Cl)no2)C1
ZINC31052232	Cc1cccc(CSCCNC(=O)C2CCC[NH+](Cc3nc(-c4cccc(Cl)c4)no3)C2)c1
ZINC31052303	Cc1ccccc1CSCCNC(=O)C1CCC[NH+](Cc2nc(-c3cccc(Cl)c3)no2)C1
ZINC31054648	O=C(NCCSCc1ccccc1)C1CCC[NH+](Cc2nc(-c3ccc(Cl)cc3Cl)no2)C1
ZINC33078233	CCc1cc2c(N3CCC(C(=O)NCC4CC[NH+](Cc5cccc(C)c5)CC4)CC3)ncnc2s1
ZINC33078241	CCc1cc2c(N3CCC(C(=O)NCC4CC[NH+](Cc5ccccc5C)CC4)CC3)ncnc2s1
ZINC33078369	CCc1cc2c(N3CCCC(C(=O)NCC4CC[NH+](Cc5cccc(C)c5)CC4)C3)ncnc2s1
ZINC33078453	CCc1cc2c(N3CCCC(C(=O)NCC4CC[NH+](Cc5ccccc5C)CC4)C3)ncnc2s1
ZINC35497700	Cc1ccccc1-n1c(SC(C)C(=O)NC2CC[NH+](Cc3ccccc3)CC2)nc2sccc2c1=O
ZINC35705585	CCNC(=O)c1coc(C[NH+](Cc2cccc(C(F)(F)F)c2)Cc2cccc(Cl)c2Cl)n1
ZINC35714646	CC(c1ccccc1)[NH+](Cc1ccc(Cl)c(Cl)c1)Cc1nc(C(=O)NCc2ccco2)co1
ZINC35714647	CC(c1ccccc1)[NH+](Cc1ccc(Cl)c(Cl)c1)Cc1nc(C(=O)NCc2ccco2)co1
ZINC36810827	Cc1cccc(NC(=O)C(C)Sc2nc3sc4c(c3c(=O)n2CCC[NH+](C)C)CCCC4)c1
ZINC36810829	Cc1cccc(NC(=O)C(C)Sc2nc3sc4c(c3c(=O)n2CCC[NH+](C)C)CCCC4)c1
ZINC36812124	CCc1ccccc1NC(=O)CSc1nc2sc3c(c2c(=O)n1CCC[NH+](C)C)CCCC3
ZINC38884796	O=C(NCCSCc1c(Cl)cccc1Cl)C1CCC[NH+](Cc2nc(-c3ccccc3)no2)C1
ZINC38886559	Cc1ccccc1-c1noc(C[NH+]2CCCC(C(=O)NCCSCc3ccccc3Cl)C2)n1
ZINC38886563	Cc1ccccc1-c1noc(C[NH+]2CCCC(C(=O)NCCSCc3cccc(Cl)c3)C2)n1
ZINC38886565	Cc1ccccc1-c1noc(C[NH+]2CCCC(C(=O)NCCSCc3cccc(Cl)c3)C2)n1
ZINC38887874	Cc1cccc(-c2noc(C[NH+]3CCCC(C(=O)NCCSCc4cccc(Cl)c4)C3)n2)c1
ZINC38889751	Cc1ccc(-c2noc(C[NH+]3CCCC(C(=O)NCCSCc4ccccc4Cl)C3)n2)cc1
ZINC38905673	CC(C)CC(NC(=O)C1CCC[NH+](Cc2nc(-c3ccc(Br)cc3)no2)C1)c1ccccc1
ZINC38905702	O=C(NCCCSC1CCCCC1)C1CCC[NH+](Cc2nc(-c3ccc(Br)cc3)no2)C1
ZINC44812014	Cc1cccc(-c2noc(C[NH+]3CCCC(C(=O)NCCSCc4c(Cl)cccc4Cl)C3)n2)c1
ZINC44876319	CC1CC[NH+](Cc2ccc(CNC(=O)CN(c3ccc(C(C)(C)C)cc3)S(C)(=O)=O)cc2)CC1
ZINC36038430	CCC(C)CN1C(=O)C(CC(C)C)[NH2+]C12CCN(S(=O)(=O)c1cccc(C(F)(F)F)c1)CC2
ZINC36038431	CCC(C)CN1C(=O)C(CC(C)C)[NH2+]C12CCN(S(=O)(=O)c1cccc(C(F)(F)F)c1)CC2
ZINC57774844	Cc1ccccc1-c1ncc(C[NH+]2CCCCC2CC(NC(=O)CC(C)(C)C)c2ccccn2)cn1
ZINC58961625	CC(Sc1nc(-c2ccc(Cl)cc2Cl)cc(C(F)(F)F)n1)C(=O)NCCCn1cc[nH+]c1
ZINC39940955	Cc1ccc(NC(=O)CSc2ccccc2C(=O)OC(C)C(=O)C2=c3ccccc3=[NH+]C2C)cc1
ZINC63732066	Cc1ccc(C(=O)COC(=O)C(CC2=c3ccccc3=[NH+]C2)NC(=O)c2ccc(Br)cc2)cc1
ZINC64417742	C=C(C)COc1cc2c(cc1Cl)C(C)C(CC(=O)NCCC1=c3cc(F)ccc3=[NH+]C1)C(=O)O2
ZINC64417749	C=C(C)COc1cc2c(cc1Cl)C(C)C(CC(=O)NCCC1=c3cc(F)ccc3=[NH+]C1)C(=O)O2
ZINC65062310	CC(C(=O)NCCC[NH+](C)C1CCCCC1)C1CCN(S(=O)(=O)c2ccc(Cl)s2)CC1
ZINC03047125	O=C1C2=CN=C(c3ccc(Cl)cc3)SC2C(=O)N1CCNc1[nH+]cc(C(F)(F)F)cc1Cl
ZINC08918118	Cc1ccc(C(CC[NH2+]CC2C(=O)OC3CC4(C)CCCC5(CO5)C4CC32)c2ccco2)cc1
ZINC11782402	Cc1nc(C(C)n2cnc3sc4c(c3c2=O)CCC([NH2+]Cc2c(F)cccc2F)C4)cs1
ZINC12041892	COC1C(NC(=O)Cc2cccs2)c2ccccc2C12CC[NH+](Cc1cccc(C(C)=O)c1)CC2
ZINC12051988	O=C(NCc1cccc(C(F)(F)F)c1)C1CC12CC[NH+](Cc1cnn(-c3ccc(F)cc3)c1)CC2
ZINC12767572	C[NH+](CC(=O)Nc1cccc(I)c1)Cc1ccccc1N1CCOCC1
ZINC14732458	CC(=O)Nc1ccc(C[NH+]2CCc3c(cc(-c4cccc5nc(C)ccc45)c(=O)n3CC3CC3)C2)s1
ZINC14932586	CC(C(=O)Nc1ccc(F)c(F)c1)[NH+]1CCN(S(=O)(=O)c2c(Cl)cccc2Cl)CC1
ZINC14939359	CC(C)[NH+]1CCC(NC(=O)C2CCN(S(=O)(=O)c3ccc(Cl)c(C(F)(F)F)c3)CC2)CC1
ZINC14979257	CSc1ccc(NC(=O)C2CC23CCN(C(=O)C2CCCN(c4cccc[nH+]4)C2)CC3)cc1
ZINC15488551	CC(C(=O)Nc1ccc(Cl)cc1Cl)[NH+]1CCN(S(=O)(=O)c2cc(F)ccc2F)CC1
ZINC20677617	CC(C)n1c(CN2CC[NH+](C)CC2)nc2cc(NC(=O)c3cccc(Br)c3)ccc21
ZINC15030611	CC(C(=O)Nc1cccc(Br)c1)[NH+]1CCCN(c2ccc(C(F)(F)F)cn2)CC1
ZINC23777125	CCOC(=O)C1CC[NH+](C(C)C(=O)Nc2ccc(Br)cc2Br)CC1
ZINC14241971	O=c1nc(C[NH+]2CCN(c3ccc(C(F)(F)F)cn3)CC2)[nH]c2scc(-c3cccs3)c12
ZINC27141816	O=C(CCn1cnc2ccc(Br)cc2c1=O)Nc1cccc(C[NH+]2CCCCC2)c1
ZINC29859313	CC(C(=O)Nc1nc(-c2ccccc2Cl)cs1)[NH+]1CCN(c2cccc(F)c2C#N)CC1
ZINC31581715	CC1CCCCC1NC(=O)C(C)[NH+]1CCN(S(=O)(=O)c2ccc(Br)s2)CC1
ZINC38733202	CC(NC(=O)C1CC=CCC1C(=O)N1CCN(c2cccc[nH+]2)CC1)c1cccc2ccccc12
ZINC38733249	O=C(NCC12CC3CC(CC(C3)C1)C2)C1CC=CCC1C(=O)N1CCN(c2cccc[nH+]2)CC1
ZINC38830940	Cc1nccn1Cc1ccc(CNC(=O)C2CCC[NH+](Cc3ccc(Cl)c(Cl)c3)C2)cc1
ZINC38830976	Cc1nccn1Cc1ccc(CNC(=O)C2CCC[NH+](Cc3c(Cl)cccc3Cl)C2)cc1
ZINC38830977	Cc1nccn1Cc1ccc(CNC(=O)C2CCC[NH+](Cc3c(Cl)cccc3Cl)C2)cc1
ZINC38904751	O=C(NC1CCCc2ccccc21)C1CCC[NH+](Cc2nc(-c3cccc(Br)c3)no2)C1
ZINC39552308	O=C1C2C3=C(CC([NH2+]CC4=NN=C(C5CC5)C4)CC3)SC2N=CN1Cc1cccc(Cl)c1
ZINC39560776	COC(=O)C1CC2=C3CC=CC=C3N=C2C2CC([NH2+]Cc3cccnc3)CC(c3cccc(Cl)c3)N12
ZINC40315535	Cc1ccc(OCC(O)C[NH+](Cc2cccc(Br)c2)C2CCS(=O)(=O)C2)c(C)c1
ZINC40316927	O=S1(=O)CCC([NH+](Cc2ccccc2Cl)CC(O)COc2ccccc2Br)C1
ZINC40318023	Cc1ccsc1C[NH+](CC(O)COc1ccc(Cl)cc1Cl)C1CCS(=O)(=O)C1
ZINC40338473	O=C1c2n[nH]c(-c3ccccc3)c2C(c2cccc(Br)c2)N1CCCn1cc[nH+]c1
ZINC40338577	O=C1c2n[nH]c(-c3ccccc3)c2C(c2ccc(Br)cc2)N1CCCn1cc[nH+]c1
ZINC44905267	COc1cc(CNC(=O)C2CCC[NH+](Cc3cccc(Br)c3)C2)ccc1OC(C)C
ZINC44905272	COc1cc(CNC(=O)C2CCC[NH+](Cc3ccc(Br)cc3)C2)ccc1OC(C)C
ZINC48287754	C[NH+](C)C(CNS(=O)(=O)c1cc(Br)ccc1Br)Cc1ccccc1
ZINC36014065	O=C(c1cccs1)N1CCC2(CC1)[NH2+]C(Cc1ccccc1)C(=O)N2Cc1ccc(F)cc1
ZINC28785832	S=c1sc(Nc2cccc(Br)c2)nn1CN1CCN(c2cc[nH+]cc2)CC1
ZINC59057622	CC1CC(C)C[NH+](Cc2ccc(CNC(=O)c3ccccc3SCC(=O)N3CCCC3)cc2)C1
ZINC59286942	CC1CC(C)C[NH+](Cc2ccccc2CNC(=O)Cn2c3ccccc3c(=O)c3ccccc32)C1
ZINC60342236	Cc1ccc(-n2nc(C(=O)NC(C)c3cc(F)ccc3N3CC[NH+](C)CC3)c3c2CCC3)cc1
ZINC60947145	CC(C)C[NH2+]Cc1nnnn1-c1c(Br)cc(Br)cc1Br
ZINC63281304	CC1[NH+]=c2ccc(F)cc2=C1CCNC(=O)C1CCN(C(=O)c2ccc(Br)cc2)CC1
ZINC63281306	CC1[NH+]=c2ccc(F)cc2=C1CCNC(=O)C1CCN(C(=O)c2ccc(Br)cc2)CC1
ZINC63567383	CSc1ccc(CCNC(=O)C2[NH+]=c3ccccc3=C2S(=O)c2ccc(Cl)cc2)cc1
ZINC63651290	COc1cc(Br)cc2c1OC(=O)C(C(=O)NCCC1=c3cc(C)ccc3=[NH+]C1C)C2
ZINC63651293	COc1cc(Br)cc2c1OC(=O)C(C(=O)NCCC1=c3cc(C)ccc3=[NH+]C1C)C2
ZINC63739166	COc1ccc2c(c1)=[NH+]C(C(=O)N1CCC(C(C)C(=O)NCc3cccc(Br)c3)CC1)C=2
ZINC64045240	COC(=O)C1CC(NC(=O)C2[NH+]=c3ccc(Cl)cc3=C2C)CN1Cc1cc(F)ccc1F
ZINC64540702	CC(C(=O)NCc1cccc(Br)c1)C1CCN(C(=O)C2C=c3ccccc3=[NH+]2)CC1
ZINC64657024	O=C(CN1C(=O)/C(=C/c2ccc(F)cc2)SC1=S)NCCC1=c2cc(Cl)ccc2=[NH+]C1
ZINC64715666	O=C(NCCC1=c2ccccc2=[NH+]C1)C1Cc2ccccc2CN1S(=O)(=O)c1ccccc1F
ZINC03840951	CCN(CC)C(=O)C(C)C1CCC2(C)Cc3sc(NC(=O)C[NH+](C)C)nc3C(C)C2C1O
ZINC08880669	CC1CCc2nc3ccccc3c(C(=O)Nc3cccc(S(=O)(=O)NC4=[NH+]CCC4)c3)c2C1
ZINC11718277	CC(C(=O)Nc1ccc(Br)cc1)[NH+]1CCC(NS(=O)(=O)c2cccs2)CC1
ZINC11898436	Cn1cccc1C(CNC(=O)C(=O)Nc1ccc(C(F)(F)F)cc1)[NH+]1CCc2ccccc2C1
ZINC11997642	Cc1nn(C)c(C)c1C(C)[NH+](C)Cc1ccc(C(=O)NCC2C3CC4CC(C3)CC2C4)c(=O)[nH]1
ZINC12327469	COc1ccc(NC(=O)c2cc3cc(C4(O)CC[NH+](C5CCSC5)CC4)ccc3o2)cc1OC
ZINC14847389	O=C(C[NH+]1CCC(NC(=O)c2ccc(=O)n(Cc3ccccc3Cl)c2)CC1)Nc1ccccc1
ZINC15005381	O=C(Nc1cc(C[NH2+]C2C3CC4CC(C3)CC2C4)cc(C(=O)N2CCCC2)c1)c1ccccn1
ZINC14533776	Cn1nc(C(=O)NCCN2CCOCC2)c2c1CCC([NH2+]CC1C3CC4CC(C3)CC1C4)C2
ZINC20532133	CCC(NC(=O)Nc1cc(OC)cc(OC)c1)c1c(-n2cccc2)sc2c1CC[NH+](C)C2
ZINC22922233	CC1(C)CC(NC(=O)c2ccc(CN3CC[NH+](C45CC6CC(CC(C6)C4)C5)CC3)[nH]c2=O)CCO1
ZINC24215806	Cc1nn(-c2ccccc2)c(C)c1C1C(=O)NCC[NH+]1CC(=O)NC(c1ccccc1)c1cccs1
ZINC37438618	C[NH+](C)CCNC(=O)C1CCCN1C(=O)c1csc(Nc2cccc(Cl)c2Cl)n1
ZINC38576468	NC1C(S(=O)(=O)c2ccccc2)c2nc3ccccc3nc2N1/N=C/C1=c2ccccc2=[NH+]C1
ZINC38576852	Cc1cccc(S(=O)(=O)C2c3nc4ccccc4nc3N(/N=C/C3=c4ccccc4=[NH+]C3)C2N)c1
ZINC38576857	Cc1cccc(S(=O)(=O)C2c3nc4ccccc4nc3N(/N=C/C3=c4ccccc4=[NH+]C3)C2N)c1
ZINC38581351	NC1C(S(=O)(=O)c2cccs2)c2nc3ccccc3nc2N1/N=C/C1=c2ccccc2=[NH+]C1
ZINC38732099	O=C(NCCc1c[nH]c2ccccc12)C1CCCCC1C(=O)N1CCN(c2cccc[nH+]2)CC1
ZINC38806284	COC(=O)c1c(NC(=O)C2CC(=O)N(c3ccccc3)C2)sc2c1CC(C)(C)[NH2+]C2(C)C
ZINC39601199	Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N1CC(C(=O)NCCC(C)C)C2(CC[NH2+]CC2)C1
ZINC39606142	CCC(C)CNC(=O)C1CN(C(=O)c2c(-c3c(Cl)cccc3Cl)noc2C)CC12CC[NH2+]CC2
ZINC39635599	O=C(NCc1cccc(Cl)c1)C1CN(C(=O)c2cccnc2Sc2ccccc2)CC12CC[NH2+]CC2
ZINC39637401	CC1CCCC(NC(=O)C2CN(C(=O)c3cccnc3Oc3ccccc3)CC23CC[NH2+]CC3)C1C
ZINC39639367	Cc1ccc(C(C)NC(=O)C2CN(C(=O)c3cccnc3Oc3ccccc3)CC23CC[NH2+]CC3)cc1
ZINC39665206	Cc1ccc(Cl)c(C(=O)N2CC(C(=O)NCC(C)Oc3ccccc3)C3(CC[NH2+]CC3)C2)c1F
ZINC39665677	COc1ccc(OC(C)CNC(=O)C2CN(C(=O)C3(C)CCCCC3)CC23CC[NH2+]CC3)cc1
ZINC39666028	Cc1ccc(OC(C)CNC(=O)C2CN(C(=O)c3cc(F)cc(C(F)(F)F)c3)CC23CC[NH2+]CC3)cc1
ZINC39666168	Cc1ccc(OC(C)CNC(=O)C2CN(C(=O)c3cc(Cl)ccc3F)CC23CC[NH2+]CC3)cc1
ZINC39667142	Cc1ccc(CCNC(=O)C2CN(C(=O)c3ccc(Oc4ccccc4)nc3)CC23CC[NH2+]CC3)c(C)c1
ZINC39676548	COc1ccc(C(NC(=O)C2CN(C(=O)C(C)C)CC23CC[NH2+]CC3)c2ccc(OC)cc2)cc1
ZINC39676565	COc1ccc(C(NC(=O)C2CN(C(=O)C3CCC3)CC23CC[NH2+]CC3)c2ccc(OC)cc2)cc1
ZINC39677028	Cc1ccc(C)c(CCNC(=O)C2CN(C(=O)c3cc(C)nn3C(C)(C)C)CC23CC[NH2+]CC3)c1
ZINC39681415	O=C(NCCOc1ccccc1Cl)C1CN(C(=O)c2c(F)ccc(Cl)c2F)CC12CC[NH2+]CC2
ZINC39683766	O=C(NCCc1ccccc1Br)C1CN(C(=O)c2ccc3ccccc3n2)CC12CC[NH2+]CC2
ZINC39686492	COc1ccccc1CC(C)NC(=O)C1CN(C(=O)c2ccc(F)c(C(F)(F)F)c2)CC12CC[NH2+]CC2
ZINC39690606	CCOc1ccccc1C(=O)N1CC(C(=O)NCc2ccccc2Br)C2(CC[NH2+]CC2)C1
ZINC39696200	CCc1ccc(C(C)NC(=O)C2CN(C(=O)c3cc(C)nn3C(C)(C)C)CC23CC[NH2+]CC3)cc1
ZINC45513226	CC(C(=O)Nc1nc(-c2ccc(F)c(F)c2)cs1)[NH+]1CCC(n2c(=O)[nH]c3ccccc32)CC1
ZINC63182408	NC(=O)C1CN(C(=O)CCC2=c3cc(F)ccc3=[NH+]C2c2ccc(F)cc2)c2ccccc2O1
ZINC63376173	CC(NC(=O)C1CC2=c3ccccc3=[NH+]C2C2c3ccccc3C(=O)N12)C(=O)NC1CCCCC1
ZINC63383500	CCCNC(=O)C(NC(=O)C1CC2=c3ccccc3=[NH+]C2C2c3ccccc3C(=O)N12)C(C)CC
ZINC63383859	CCC(C)N1C(=O)C2C(CC3=c4ccccc4=[NH+]C3)NC3(C(=O)Nc4c(C)cccc43)C2C1=O
ZINC63383863	CCC(C)N1C(=O)C2C(CC3=c4ccccc4=[NH+]C3)NC3(C(=O)Nc4c(C)cccc43)C2C1=O
ZINC63472725	O=C1C2C(CC3=c4ccccc4=[NH+]C3)NC3(C(=O)Nc4ccc(F)cc43)C2C(=O)N1C1CCCCC1
ZINC63478579	CC(C)(C)N1C(=O)C2C(CC3=c4ccccc4=[NH+]C3)NC3(C(=O)Nc4ccc(Cl)cc43)C2C1=O
ZINC63666770	Cc1ccc2c(c1)=C(CCNC(=O)CCC(=O)N1CCSC3C1C(C)NN3c1ccccc1)C[NH+]=2
ZINC63844194	CCC1(C)NC(=O)N(CC(=O)NCC(C2=c3ccccc3=[NH+]C2)c2ccccc2Cl)C1=O
ZINC64052331	Cc1cc(NC(=O)CN2C(=O)NC(CC3=c4ccccc4=[NH+]C3)C2=O)ccc1Br
ZINC64104268	O=C(COC(=O)C1[NH+]=c2ccc(Br)cc2=C1Cl)NC(=O)NCCc1cccs1
ZINC64173535	CC1=NC(NC(=O)C(CC2=c3ccccc3=[NH+]C2)NS(=O)(=O)c2ccc(Cl)cc2)SC1
ZINC08790445	COc1ccccc1C(=O)C1C2CCC[NH+]2C2(C(=O)Nc3c2ccc(C)c3C)C12C(=O)Nc1ccccc12
ZINC08790867	C=CCOc1ccccc1C(=O)C1C2CCC[NH+]2C2(C(=O)Nc3ccccc32)C12C(=O)Nc1ccccc12
ZINC09227256	COc1cc(OC)c(NC(=O)c2cnn(-c3ccc(Cl)cc3)c2C2CC[NH2+]CC2)cc1Cl
ZINC09315540	Cc1cccc(C(c2c(N)n(CC(C)C)c(=O)n(C)c2=O)[NH+]2CCN(c3ccccc3F)CC2)c1
ZINC09377045	CS(=O)(=O)NC1CC[NH+](C(C(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)c2ccccc2)CC1
ZINC10129823	Cc1ccc(NC(=O)C(=O)NCC(c2ccc(N(C)C)cc2)[NH+]2CCc3ccccc3C2)cc1F
ZINC12470220	O=C(Nc1ccc(N2CCC([NH2+]Cc3csc(-c4cccs4)n3)CC2)cc1)c1cnccn1
ZINC20810771	Cc1cccc(C)c1NC(=O)CN1CC[NH+](C(C)c2nc3sc4c(c3c(=O)[nH]2)CCC(C)C4)CC1
ZINC29399957	O=C(C[NH+]1CCC(n2c(=O)[nH]c3ccccc32)CC1)NC1CCc2ccccc2C1Cc1cccnc1
ZINC29399964	O=C(C[NH+]1CCC(n2c(=O)[nH]c3ccccc32)CC1)NC1CCc2ccccc2C1Cc1cccnc1
ZINC29686622	CC(c1ccccc1Cl)N1CC[NH+](C(C)C(=O)NCC(=O)Nc2ccc(F)c(F)c2F)CC1
ZINC29686632	CC(c1ccccc1Cl)N1CC[NH+](C(C)C(=O)NCC(=O)Nc2ccc(F)c(F)c2F)CC1
ZINC38755907	Cc1ccc(C)c(NS(=O)(=O)c2cc(C(=O)NCc3ccc(-n4cc[nH+]c4C)cc3)ccc2C)c1
ZINC39344910	CC(NC(=O)c1cc(C2C=CN=[NH+]2)cc(S(=O)(=O)NC2CCCCC2)c1)c1ccc(F)cc1
ZINC39560770	COC(=O)C1CC2=C3CC=CC=C3N=C2C2CC([NH2+]CCc3c[nH]cn3)CC(c3cccc(Cl)c3)N12
ZINC39596457	CC(CNC(=O)C1CN(C(=O)c2ccc(-c3ccc(F)cc3)o2)CC12CC[NH2+]CC2)Oc1ccc(F)cc1
ZINC39609032	O=C(NC1CCCC1OCc1ccccc1)C1CN(C(=O)c2cccc(Cl)c2Cl)CC12CC[NH2+]CC2
ZINC39609730	O=C(NCc1ccc(Cl)c(Cl)c1)C1CN(C(=O)COc2cccc(Cl)c2)CC12CC[NH2+]CC2
ZINC39633660	O=C(NC1CCCCCC1)C1CN(C(=O)c2cccnc2Oc2ccc(Cl)cc2)CC12CC[NH2+]CC2
ZINC39635907	Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N1CC(C(=O)NC2CCCCC2C)C2(CC[NH2+]CC2)C1
ZINC39637413	Cc1ccc(Oc2ncccc2C(=O)N2CC(C(=O)NC3CCCC(C)C3C)C3(CC[NH2+]CC3)C2)cc1
ZINC39656861	CCc1ccc(C(=O)N2CC(C(=O)NC(C)c3ccc(Br)cc3)C3(CC[NH2+]CC3)C2)cc1
ZINC39656865	CCc1ccc(C(=O)N2CC(C(=O)NC(C)c3ccc(Br)cc3)C3(CC[NH2+]CC3)C2)cc1
ZINC39657124	CC(NC(=O)C1CN(C(=O)c2csc3ccccc23)CC12CC[NH2+]CC2)c1ccc(Br)cc1
ZINC39659875	O=C(NC1CCCCCCC1)C1CN(C(=O)c2cccnc2Oc2ccccc2)CC12CC[NH2+]CC2
ZINC39665392	CC(CNC(=O)C1CN(C(=O)c2ccc(-c3ccc(F)cc3)o2)CC12CC[NH2+]CC2)Oc1ccccc1
ZINC39666326	CC(CNC(=O)C1CN(C(=O)c2ccc(Cl)cc2Cl)CC12CC[NH2+]CC2)Oc1ccccc1Cl
ZINC39666328	CC(CNC(=O)C1CN(C(=O)c2ccc(Cl)cc2Cl)CC12CC[NH2+]CC2)Oc1ccccc1Cl
ZINC39666370	CC(CNC(=O)C1CN(C(=O)c2c(Cl)cccc2Cl)CC12CC[NH2+]CC2)Oc1ccccc1Cl
ZINC39666648	Cc1ccccc1CC(=O)N1CC(C(=O)NCC(C)Oc2ccccc2Cl)C2(CC[NH2+]CC2)C1
ZINC39666792	CCC(CC)CNC(=O)C1CN(C(=O)c2c(-c3c(Cl)cccc3Cl)noc2C)CC12CC[NH2+]CC2
ZINC39677022	Cc1ccc(C)c(CCNC(=O)C2CN(C(=O)c3cccnc3Sc3ccccc3)CC23CC[NH2+]CC3)c1
ZINC39681376	O=C(NCCOc1ccccc1Cl)C1CN(C(=O)c2ccc(-c3ccccc3F)o2)CC12CC[NH2+]CC2
ZINC39696060	CCc1ccc(C(C)NC(=O)C2CN(C(=O)c3c(-c4ccccc4Cl)noc3C)CC23CC[NH2+]CC3)cc1
ZINC39696106	CCc1ccc(C(C)NC(=O)C2CN(C(=O)c3cccc(Cl)c3F)CC23CC[NH2+]CC3)cc1
ZINC39696161	CCc1ccc(C(C)NC(=O)C2CN(C(=O)c3cc(OC)ccc3Br)CC23CC[NH2+]CC3)cc1
ZINC39696170	CCc1ccc(C(C)NC(=O)C2CN(C(=O)c3ccc(OC)c(C(F)(F)F)c3)CC23CC[NH2+]CC3)cc1
ZINC43527789	Cc1nc(-c2ccc(F)cc2)cc(C2C[NH+]3CCC2CC3CNC(=O)Nc2cccc(C#N)c2)n1
ZINC04100182	N/C(=[NH+]\N=C\c1ccnc2ccccc12)SC1CC(=O)N(c2cc(Cl)ccc2Cl)C1=O
