ZINC00227558	CC1=C(C(=O)OC(C)C)C(c2ccccc2F)CC(=O)N1
ZINC00220789	CCCS(=O)(=O)N1CCCC(C(=O)NC2CCCC2)C1
ZINC07407511	Cc1cc(C)cc(OCC(=O)Nc2nnc(C3CC3)s2)c1
ZINC07850973	Cc1occc1C(=O)OC(C)C(=O)c1c[nH]c2ccccc12
ZINC07850975	Cc1occc1C(=O)OC(C)C(=O)c1c[nH]c2ccccc12
ZINC08202389	CCNC(=O)CN(CC)c1ncnc2sc3c(c12)CCC3
ZINC08250721	CCNc1nnc(SCC(=O)N2CCCC(C)C2)s1
ZINC10344503	CCNc1nnc(SC(C)C(=O)N2CCCCC2)s1
ZINC12882790	CC(NC(=O)CCn1ccnn1)C12CC3CC(CC(C3)C1)C2
ZINC14093047	C#CC(CC)(CC)NC(=O)Cn1cnc2ccsc2c1=O
ZINC14094918	O=C(CSc1nnc(C2CC2)o1)NC1CCCCCC1
ZINC14974045	O=C(CC1CC1)NCC1Cc2cccc(-c3ncccn3)c2O1
ZINC23339243	CCC(O)Cn1ccc(-c2cccc(-c3cnccn3)c2)n1
ZINC27415263	Cn1ccnc1C(NC(=O)/C=C/c1ccco1)c1ccccc1
ZINC28577294	CCC(C)n1nccc1NS(=O)(=O)c1ccc(F)cc1
ZINC32155485	CC(=O)c1ccc(C)c(S(=O)(=O)NCc2ccco2)c1
ZINC23466042	CCC(O)Cn1ccc(-c2cccc(-c3cnn(C)c3)c2)n1
ZINC32865709	CN(C)S(=O)(=O)c1ccc(CNC(=O)C(C)(C)C)s1
ZINC33259762	CCn1c(=O)c(SCC(=O)NC(C)C)nc2ccccc21
ZINC35234293	CCCOc1ccc(S(=O)(=O)N2CCCC(O)C2)cc1
ZINC35294499	CCC1CS/C(=N\c2cc(OC)c(OC)c(OC)c2)N1
ZINC35296796	CCN(C(=O)C[NH+]1CCCC(C(=O)[O-])C1)C1=CCCCC1
ZINC35472880	C=CCn1c(C)c(N2CCOCC2)c(C)c1C(=O)NC(C)C
ZINC02804669	CCC(NS(=O)(=O)c1cn(C)nc1C)c1ccccc1
ZINC37924107	CCc1ncc(CNc2ccccc2-c2nnc(C)o2)s1
ZINC38419533	CC(C)(C)OC(=O)CN1CCN(c2ccc(O)cc2)CC1
ZINC38756136	CCCCNC(=O)CC1CSc2nc3c(c(=O)n21)CCC3
ZINC44003478	CC(C)(C)C(=O)NCC1CCN(S(=O)(=O)C2CC2)CC1
ZINC44022795	C=CCNC(=O)/C(C#N)=C/c1c(C(C)C)nn(C)c1Cl
ZINC47382993	Cc1nc(CSCC(=O)NC2CCCC(C)C2C)no1
ZINC47382994	Cc1nc(CSCC(=O)NC2CCCC(C)C2C)no1
ZINC14596251	CCCc1n[nH]c(SCC(=O)N2CC(C)CC(C)C2)n1
ZINC48598672	CCc1n[nH]c(SCC(=O)N(C)C2CCCCC2C)n1
ZINC49041322	Cn1cc(CCNC(=O)c2cnc(C(C)(C)C)s2)cn1
ZINC49914896	O=C(CCCC(O)c1ccc2c(c1)OCO2)N1CCCCC1
ZINC53039278	Cc1ccc(CNc2ccccc2S(=O)(=O)N(C)C)o1
ZINC57815166	CCN(CC)C(=O)CNc1ncnc2sc(C)c(C)c12
ZINC57849923	CCC1(c2ccc(C)cc2C)NC(=O)N(CCCC#N)C1=O
ZINC59949454	COCC(O)CN(C)c1ncnc2sc3c(c12)CCCC3
ZINC60553099	Cc1ccsc1CNC(=O)CN(C)c1ccc(C#N)cn1
ZINC61035743	Cc1cccc(S(=O)(=O)N(C)CC(=O)NC(C)(C)C)c1
ZINC61706999	CC(C)COc1ccc(S(=O)(=O)N2CCC(O)C2)cc1
ZINC40001673	CC1=C(C(=O)OC(C)C)C(C)N=C1C(=O)NC1CCCC1
ZINC13637702	CCN(CC)S(=O)(=O)c1ccc2nc(CCl)[nH]c2c1
ZINC65374585	CCc1cnc(C)nc1NC1(CN2CCOCC2)CCCC1
ZINC65626652	O=C(NC1CCCC1)C1CCCN1C(=O)OCC(F)(F)F
ZINC66105221	COc1nc(C)ccc1CNS(=O)(=O)c1ccc(C)cc1
ZINC66492405	O=C(CN1CCN(C(=O)C2CCCC2)CC1)NCC1CCC1
ZINC67176970	O=C(NCCCc1nnc2n1CCCCC2)C1CCCCC1
ZINC67307293	Cc1ccccc1OCC(=O)NC(C)c1c(C)nn(C)c1C
ZINC02270902	CCCCNc1ncnc2c1sc1nc(CC)c3c(c12)CCCC3
ZINC04911345	CCCOC(=O)c1[nH]c2c(c1C)C(=O)CC(c1ccc(CC)cc1)C2
ZINC05100838	Cc1cccc(Cn2cccc2/C=N/Nc2nc3ccccc3s2)c1
ZINC05310717	CCCOc1ccc(C(=O)N/N=C/c2c(C)cc(C)cc2C)cc1
ZINC02231363	CCC(C)Nc1cc(C(C)C)nc2c(-c3ccccc3)c(C)nn12
ZINC04882031	CCN(CC)c1ccc(C(=O)NN=C2CCC(C(C)(C)C)CC2)cc1
ZINC05517803	C=CC(C(Nc1ccccc1)c1ccccc1)n1nnc2ccccc21
ZINC05539363	Cc1cc(C)cc(OCC(=O)N/N=C/c2cccc3ccccc23)c1
ZINC01992778	CCOc1ccc2oc(-c3ccc(C)cc3)c/c(=N\CC(C)O)c2c1
ZINC02883809	CCCOc1ccc(S(=O)(=O)NC2CCCCC2)c2ccccc12
ZINC08345117	Cc1cc2nc(NC(C)CCc3ccccc3)c3ccccc3n2n1
ZINC10187280	COc1ccc(-c2cs/c(=N\c3ccc(C)cc3)n2CCO)cc1
ZINC10786365	COc1ccc(Nc2nnc(SC(C)c3ccccc3)s2)cc1
ZINC10874365	CC(C)c1ccc(C(=O)OCC(=O)c2c[nH]c3ccccc23)cc1
ZINC11948595	CCCCCCOc1ccc(C2CC(=O)Oc3cc(O)ccc32)cc1
ZINC12844073	CC(/C=N/NC(=O)COc1c(C)ccc(C)c1C)=C\c1ccccc1
ZINC16847101	Cc1nc(O)c(CCC(C)C)c(/C=C/c2ccc(N(C)C)cc2)n1
ZINC16884186	C=C(C)Cc1c(O)nc(C)nc1/C=C/c1ccc(OC(C)C)cc1
ZINC17849787	Cc1c(C(=O)NCCOc2ccccc2)oc2c1ccc1ccccc12
ZINC19942741	CCCCOc1cc(S(=O)(=O)NC2CCCCC2)ccc1Cl
ZINC21319381	CCc1ccc(-c2nc(CSc3nc(C(C)C)n[nH]3)cs2)cc1
ZINC21538093	CCCC[NH+](CC)c1nc(C)c([O-])n1-c1ccc(Cl)cc1C
ZINC31914109	C=C(C)COc1ccc(-c2nc3cc(C)ccn3c2C(O)CC)cc1
ZINC35042510	CCc1ccccc1NC1=NC(=O)/C(=C\c2ccc(OC)cc2)S1
ZINC35299721	C=CCN(Cc1cccn1Cc1cccc(C)c1)C(=O)NC(C)(C)C
ZINC35653661	COc1ccc(CCCC(=O)N/N=C/c2ccc(Cl)cc2)c(C)c1
ZINC36633310	Cc1ccccc1OCC(=O)Nc1nc2ccc(C(C)C)cc2s1
ZINC36964529	Cc1ccc(NCCc2ccc(Cl)cc2Cl)c([N+](=O)[O-])c1
ZINC37010440	CCC(Nc1ccc(Br)cc1)c1cccc([N+](=O)[O-])c1
ZINC37104435	CCc1ccc(NC(C)c2ccc(Cl)s2)cc1[N+](=O)[O-]
ZINC37299651	CCC(Nc1ccc([N+](=O)[O-])cc1)c1cccc(Br)c1
ZINC07342019	Cc1ccccc1-c1n[nH]c(SCCOc2ccc(Cl)cc2)n1
ZINC40188100	CCC(C)Cn1c(C(C)NC(=O)C2CCCCC2)nc2ccccc21
ZINC40188912	CCCC(=O)NC(C)c1nc2ccccc2n1CCC1CCCCC1
ZINC40840086	CCc1ccc(/C=N\NC(=O)C(C)Oc2cc(C)cc(C)c2)cc1
ZINC40925650	CCCCOc1ccc(-c2csc(NC(=O)C=C(C)C)n2)cc1
ZINC41005155	CCOc1cc(-c2nc3ccccc3[nH]2)ccc1OCCC(C)C
ZINC41565862	CCc1cccc(OCCOc2ccc(C)cc2/C(C)=N/O)c1
ZINC41565874	CCc1ccc(OCCOc2c(C)cccc2/C(C)=N/O)cc1
ZINC44928824	COc1ccc(-c2csc(Nc3ccc(N(C)C)cc3)n2)cc1C
ZINC48922218	CCCN(CCO)c1ccccc1S(=O)(=O)C(F)(F)F
ZINC57656965	CCc1ccc(C(C[N+](=O)[O-])Nc2ccc(C(C)C)cc2)cc1
ZINC57656993	CCc1ccc(NC(C[N+](=O)[O-])c2ccc(C(C)C)cc2)cc1
ZINC59154493	COc1ccc(/C=N/N(c2ccccc2)c2ccccc2)c(O)c1
ZINC05977839	CCC/C(=N/NC(=O)COc1cccc2ccccc12)c1ccccc1
ZINC11992976	Cc1cc(OCCOc2ccccc2/C=N\O)ccc1C(C)C
ZINC11993099	Cc1ccc(C(C)C)c(OCCOc2ccccc2/C=N\O)c1
ZINC66332505	CC(CC(=O)N1CCCC1C1CCCC1)NC(=O)C1CCCCC1
ZINC67081556	CC(CN(C)C(=O)NCc1csc(C(C)(C)C)n1)c1ccccc1
ZINC67502279	CC(C)C(NCc1ccc(Cl)s1)c1nc(-c2ccccc2)no1
ZINC02130866	COc1ccc(CCn2cnc3c([nH]c4ccccc43)c2=O)cc1OC
ZINC04223740	CC(C)(C)NC(=S)N1CCn2cccc2C1c1ccc([N+](=O)[O-])cc1
ZINC00873083	O=C(COc1ccc2ccccc2c1)N/N=C/c1ccc2c(c1)OCCO2
ZINC05156536	CCCCn1nc(NC(=O)c2ccncc2)c2cc3cccc(C)c3nc21
ZINC05355148	Cc1sc2nc(C(C)OC(=O)c3ccc(C=O)cc3)[nH]c(=O)c2c1C
ZINC05516588	CCCCCCN1C(=O)NC(=O)C2(Cc3cc(C)ccc3N(C)C2)C1=O
ZINC05864234	CC(Sc1nnc(-c2ccco2)n1C)C(=O)NC1CCCC(C)C1C
ZINC06610008	Cc1[nH]c2ccccc2c1C(=O)C(C)OC(=O)c1ccc2c(c1)OCO2
ZINC07319748	O=C(OCc1cc(-c2cccs2)on1)c1cc2ccccc2c(=O)[nH]1
ZINC08329126	Cc1cc(NC(=O)COC(=O)c2ccc3c(c2)-c2ccccc2C3)no1
ZINC08873693	Cc1ccc(CO/N=C/Nc2ncc3c(n2)-c2ccccc2OC3)cc1
ZINC09573694	Cc1cc(C)cc(-n2ncc3c(N(CCO)c4ccccc4)ncnc32)c1
ZINC12057528	Cc1nc(N(C)C2CCCCC2)ncc1C(C)NC(=O)c1ccoc1C
ZINC15078461	Cc1nc(N(C)C2CCCCC2)ncc1C(C)NC(=O)c1cscn1
ZINC06730512	CCOC(=O)c1c(C)nsc1NC(=O)c1oc2ccccc2c1C
ZINC20601610	Cc1ccccc1-c1noc(-c2ccc(NCc3ccccn3)nc2)n1
ZINC20794033	Cc1ccc(C)c(-n2nnnc2SCC(=O)NC2CCCCC2C)c1
ZINC26423058	O=[N+]([O-])c1cccc(-c2c[nH]c(=S)n2-c2ccc(OC(F)F)cc2)c1
ZINC33276324	Cc1ccc(Cc2nc(-c3ccc(NS(C)(=O)=O)cc3)no2)cc1
ZINC01473699	COc1ccc(OC)c(/C=N/n2c(-c3ccc(C)cc3)n[nH]c2=S)c1
ZINC05204212	COc1ccc(-c2ccc(NS(=O)(=O)c3cccc(C)c3)cc2)nn1
ZINC20898177	Clc1ccc(-c2noc(-c3cccnc3NCc3ccco3)n2)cc1
ZINC38081332	COc1ccc(Oc2cc(Br)ccc2CO)c([N+](=O)[O-])c1
ZINC01513554	COC(=O)NCC12CC3CC(C1)CC(c1ccc([N+](=O)[O-])cc1)(C3)C2
ZINC36709494	CCCc1nnsc1C(=O)Nc1nc2c(OC)ccc(C)c2s1
ZINC38744621	CC(C)C1=CC(C2Nn3c(CSc4ccccc4)nnc3S2)N=N1
ZINC36657961	CCc1ccc(Cc2nnc(NC(=O)c3ccc4ncsc4c3)o2)cc1
ZINC40068730	CC(c1cc2ccccc2o1)N(C)C(=O)NCC(C)(C)N1CCOCC1
ZINC40891187	CC(C)NC(=O)c1cc2ccc(OC(=O)c3ccccc3)cc2oc1=O
ZINC44029534	CC(C)(C)OC(=O)N1CCCC(c2csc(Nc3ccccn3)n2)C1
ZINC44885326	O=[N+]([O-])c1cccc(CS(=O)(=O)Nc2ccc3ccccc3c2)c1
ZINC45129408	CCOC(=O)C1CCN(C(=O)NCC2COc3ccccc3C2)CC1
ZINC45308954	Cc1ccc(C(CNC(=O)N(C)C2CCCCC2)N2CCOCC2)o1
ZINC48252445	Cc1cc(C)c(OCC(=O)Nc2cccc(N3CCOC3=O)c2)c(C)c1
ZINC08408045	COc1ccc(C2(C)NC(=O)N(/N=C/C=C/c3ccccc3)C2=O)cc1
ZINC57681941	O=C(Nc1nncs1)c1ccc(COc2ccc3ccccc3c2)o1
ZINC27810736	CC1CCCC(NC(=O)CSc2nnnn2C2CCCCC2)C1C
ZINC39853924	CCOc1ccc(CN2C(=O)/C(=N/O)c3cc(C)ccc32)cc1OC
ZINC39853924	CCOc1ccc(CN2C(=O)/C(=N\O)c3cc(C)ccc32)cc1OC
ZINC63927084	CC(C)c1ccc(-c2noc(CS(=O)(=O)c3ccc(O)cc3)n2)cc1
ZINC14805809	Cc1ccn2c(=O)cc(CSc3nc(CC4CCCC4)n[nH]3)nc2c1
ZINC64613156	COc1ccc(C2=NOC(C3C=C(c4ccc(C(C)C)cc4)N=N3)N2)cc1
ZINC64847097	CN(Cc1ccco1)C(=O)CC1CCN(C(=O)NC2CCCCC2)CC1
ZINC65242016	CCCCN1C(=O)C(C)(C(=O)NC2CCCCCC2)Oc2cccnc21
ZINC65568172	COc1ccc(C(C)Nc2ccc([N+](=O)[O-])c3cnccc23)cc1F
ZINC66126667	COc1nc(C)ccc1CNC(=O)N(C)C(C)c1cc2ccccc2o1
ZINC66327561	O=[N+]([O-])c1ccc(S(=O)(=O)NC2CCCC(C(F)(F)F)C2)s1
ZINC66417231	CN(CC(=O)Nc1cc(F)cc(F)c1)C(=O)c1cc(C(C)(C)C)nn1C
ZINC66664725	Cc1nn(C)c(C)c1/C=C/C(=O)Nc1cc(C(C)(C)C)nn1C(C)(C)C
ZINC66880105	CC(OC(=O)c1ccc(-c2ccccc2)[nH]c1=O)c1ccc2c(c1)OCO2
ZINC67297316	CC(C)Oc1ccc(F)cc1NC(=O)N(C)Cc1ccc2c(c1)OCO2
ZINC01467812	Cc1ccc(C23CC4CC(CC(C(=O)Nc5cccc(C(=O)[O-])c5)(C4)C2)C3)cc1
ZINC04705133	O=C([O-])c1cc(NCc2ccc(Cl)c(Cl)c2)ccc1N1CCOCC1
ZINC04920543	CCN(C(=O)Cc1c(C(=O)[O-])[nH]c2ccc(Cl)cc12)c1ccc(C)c(C)c1
ZINC05953921	CCC(C)c1ccc(C(C)NC(=O)C2CCCCC2C(=O)[O-])cc1
ZINC07053735	CCC(C)c1ccc(S(=O)(=O)Nc2cccc(C(=O)[O-])c2)cc1
ZINC08205679	COC(=O)c1ccc(C2Nc3c(Cl)cc(C(=O)[O-])cc3C3C=CCC32)cc1
ZINC08392447	CC(NC(=O)CC(C)(C(=O)[O-])c1ccccc1)c1ccc(Cl)c(Cl)c1
ZINC09854210	CCCCC(SC1=Nc2cccnc2Nc2ccccc21)C(=O)[O-]
ZINC11962233	Cc1ccc(Oc2ccc(CNC(=O)C3CCCCC3C(=O)[O-])cc2)c(C)c1
ZINC13050239	Cc1ccccc1C(C)NC(=O)COc1cc2ccccc2cc1C(=O)[O-]
ZINC13085699	Cc1ccc(NC(=O)COc2ccc(C)cc2C(=O)[O-])c(Br)c1
ZINC13085972	O=C(COc1c(C(=O)[O-])ccc2ccccc12)NC12CC3CC(CC(C3)C1)C2
ZINC06859017	CC(C)c1ccc2[nH]c(-c3ccccn3)c(CCCC(=O)[O-])c2c1
ZINC13166343	CC(C)c1ccc(/C=C/C(=O)NCc2ccc(C(=O)[O-])cc2)cc1
ZINC13169773	Cc1ccc(C(=O)[O-])cc1NC(=O)C(Sc1ccccc1)c1ccccc1
ZINC13256579	Cc1ccc(-c2csc(NC(=O)/C=C/c3ccc(C(=O)[O-])cc3)n2)cc1C
ZINC13356439	O=C(CSc1nc2ccccc2s1)Nc1cc(C(=O)[O-])ccc1Cl
ZINC13391195	Cc1cc(C(=O)[O-])ccc1NC(=O)CCSc1ccc(Cl)cc1
ZINC13391380	Cc1cc(C(=O)[O-])ccc1NC(=O)CSc1ccc2ccccc2c1
ZINC13403561	O=C([O-])/C=C/c1ccc(NC(=O)C2(c3cccc(F)c3)CCCC2)cc1
ZINC13456136	Cc1ccc(C(NS(=O)(=O)c2cc(C(=O)[O-])cc(C)c2C)C2CC2)cc1
ZINC13464644	Cc1ccc(Br)cc1S(=O)(=O)Nc1c(C)cccc1C(=O)[O-]
ZINC13467502	Cc1ccc(Oc2ccccc2NC(=O)CC2(C(=O)[O-])CCCCCC2)cc1
ZINC13467593	Cc1cccc(Oc2ccc(Cl)cc2NC(=O)C2CC=CCC2C(=O)[O-])c1
ZINC13469297	O=C(CC1(C(=O)[O-])CCCC1)Nc1cc(Cl)ccc1Sc1ccccc1
ZINC15081478	O=C1CC(c2ccccc2F)c2sc(C(=O)[O-])c(-c3ccc(F)cc3)c2N1
ZINC15081481	O=C1CC(c2ccccc2F)c2sc(C(=O)[O-])c(-c3ccc(F)cc3)c2N1
ZINC17078122	CCC(C)c1ccc(-c2c(C)sc(NC(=O)/C=C(\C)C(=O)[O-])c2C#N)cc1
ZINC05736284	CCCCCn1c([O-])c(C(=O)Nc2cccc(C)c2C)c(=O)c2ccccc21
ZINC05021641	CCc1ccc(NC(=O)CSc2nc(C)c(CC)c(=O)[nH]2)cc1
ZINC08931594	CCCc1cc(=O)[nH]c(SCC(=O)Nc2ccc(C)cc2C)n1
ZINC06503761	CCCc1cc(=O)[nH]c(SCC(=O)NC2CCCC(C)C2C)n1
ZINC07654535	CCCc1cc(=O)[nH]c(SCC(=O)NC2CCCC(C)C2C)n1
ZINC05687897	[O-]c1nc2nnc(Nc3ccccc3)n2c2sc3c(c12)CCCC3
ZINC25057744	[O-]c1nc2ccc(-c3csc(Nc4ccccc4F)n3)cc2o1
ZINC08743548	CC1=CC(C)C(/C=N/n2c([O-])nc3c([nH]c4ccc(C)cc43)c2=O)C(C)C1
ZINC19900762	CC1=NC2=N/C(=N/c3ccc(C)cc3)NC(c3ccc(C)cc3)N2C([O-])=C1
ZINC38568659	COC(=O)c1ccc(C2Nc3c(Cl)ccc(C(=O)[O-])c3C3C=CCC32)cc1
ZINC12920186	Cc1cccc(-c2nnc([S-])n2CC(=O)NC(C)c2cccc(Cl)c2)c1
ZINC39679414	CCn1c2ccccc2c2cc(NC(=O)C3C4C=CC(C4)C3C(=O)[O-])ccc21
ZINC39679643	O=C([O-])C1C2C=CC(C2)C1C(=O)Nc1ccccc1SCc1ccccc1
ZINC39971361	Cc1ccc(F)cc1S(=O)(=O)[N-]c1ccc(C(=O)NC2CCCCC2)cc1
ZINC35485098	[O-]C1=NC(=N/c2ccc(F)cc2)/C(=C/c2c[nH]nc2-c2ccccc2)S1
ZINC56055453	CCOC(=O)C1=NC(=S)NC(c2ccc(-c3ccccc3)s2)/C1=C(\C)[O-]
ZINC06822958	O=C(Nc1c([O-])c2ccccc2oc1=O)c1sc2ccccc2c1Cl
ZINC59168629	C/C(=N\n1c([S-])nnc1-c1ccccc1Cl)c1ccc(O)cc1
ZINC62123036	CCc1cccc(CC)c1NS(=O)(=O)c1cccc(C(=O)[O-])c1
ZINC13522210	Cc1ccc(SCc2cc([O-])c3c(O)n(-c4ccccc4)nc3n2)cc1
ZINC13522210	Cc1ccc(SCc2cc(=O)c3c(=O)n(-c4ccccc4)[nH]c3[nH]2)cc1
ZINC64795785	O=C1CC(c2cccs2)c2sc(C(=O)[O-])c(-c3ccc(Cl)cc3)c2N1
ZINC64795881	Cc1ccc(-c2c(C(=O)[O-])sc3c2NC(=O)CC3c2cccc(C)c2)cc1
ZINC00253836	CCOC(=O)c1c(C)c(C(=O)NC2CCCCC2)c(C)n1C
ZINC05355769	CC(OC(=O)CC1CCCC1)c1nc2ccccc2c(=O)[nH]1
ZINC05604725	O=C(CN1C(=O)c2ccccc2C1=O)NCCC1=CCCCC1
ZINC07003274	CC(C)Oc1ccccc1C(O)c1nnc(-c2ccccc2)o1
ZINC08207025	Cc1ccccc1NC(=O)CCCn1c(=O)oc2ccccc21
ZINC11691626	CCCCNS(=O)(=O)c1ccc2c3c(cccc13)C(=O)N2C
ZINC12746758	CCC(C)NC(=O)c1cc(C(C)C)nc2c1cnn2C(C)C
ZINC12793589	CCCC(C)NC(=O)c1cc(C(C)C)nc2c1c(C)nn2C
ZINC05587160	CC(Cn1cnc2ccccc21)C(=O)N/N=C\c1cccs1
ZINC15076908	Cc1ccccc1-c1cnnc(NC(C)Cc2ncccc2C)n1
ZINC21325806	COc1ccc(-c2nc(CSc3ncn[nH]3)cs2)cc1
ZINC24091796	O=C(CC1Oc2ccccc2NC1=O)OCC1CCCCC1
ZINC28351330	CCc1c(C)[nH]c(=O)c(N(C)C)c1C(=O)c1cccc(C=O)c1
ZINC36275453	CCCOC(=O)c1sc2nc(CCl)[nH]c(=O)c2c1C
ZINC37296576	COC1CCCCC1Nc1cccc(S(=O)(=O)N(C)C)c1
ZINC37555482	CCCC(C)NS(=O)(=O)c1c(Cl)nc2ccccn12
ZINC06741040	Cc1nnc(SCC(=O)NC2CCCCCC2)n1C(C)C
ZINC37975122	CSCCNC(=O)c1cc(Cl)c(Cl)c([N+](=O)[O-])c1
ZINC02327518	CCCOc1ccc(C(=O)c2nc3c(n2O)CCCC3)cc1
ZINC39568639	CCC1=NC(C(=NNC(C)=O)C2N=C(CC)C=C2C)C(C)=C1
ZINC41223811	Cc1nc(C)c(C(=O)N/N=C/c2ccc(OC(C)C)cc2)s1
ZINC44897115	Cc1cc(=O)n2nc(NCCSc3ccccc3)sc2n1
ZINC45701418	CCCC(C)NC(=O)c1ccc2c(c1)nc(C)c(=O)n2CC
ZINC46555023	CCC(CC)NC(=O)c1cc(C2CC2)nc2c1c(C)nn2C
ZINC46661270	O=S(=O)(Nc1ccccc1Cn1cccn1)c1ccccc1
ZINC46703592	C=CCOC(=O)c1sc2nc(C(C)Cl)[nH]c(=O)c2c1C
ZINC46812133	CC1CN(S(=O)(=O)NCCC2CCCCC2)CC(C)O1
ZINC48832821	Cc1sc(C(=O)NC(C)Cc2ccsc2)cc1[N+](=O)[O-]
ZINC50635651	CCCNc1ccc(S(=O)(=O)N2C(C)CCCC2C)cn1
ZINC50671764	CCN(c1ccc(C)cc1)S(=O)(=O)c1cccnc1NC
ZINC53394490	CCC(=O)C(C)Sc1nnc(-c2c[nH]c3ccccc23)o1
ZINC36197866	CCCc1nc2cc(C(=O)CN3CC(C)OC(C)C3)ccc2[nH]1
ZINC43680439	CN(NC(=O)Cc1csc(-c2ccco2)n1)c1ccccc1
ZINC03495607	CCCNC(=O)CSc1nnc2sc3ccccc3n12
ZINC60965831	CCCc1cc(=O)[nH]c(SCC(=O)N2CCCC(C)C2)n1
ZINC61489980	CCC(Br)C(=O)NC(C)c1cccc([N+](=O)[O-])c1
ZINC61640293	CNc1ccc(Cl)c(COCc2ccc3c(c2)OCO3)n1
ZINC62073339	Cc1ccccc1CNC(=O)C1CCCN1C(=O)OC(C)(C)C
ZINC62090829	COCCCN1C(C)CN(C(=O)NC2CCCCC2)CC1C
ZINC63889612	Cc1ccc(C#N)cc1NCc1nc(Cc2ccccc2)no1
ZINC64714337	CCCSC1N=NC(=O)C2C=C(c3ccc(CC)cc3)NN12
ZINC65410968	CCN(C(=O)Nc1ccccc1-n1cccn1)C(C)C(C)C
ZINC65411606	CC(C)C(NC(=O)N(C)Cc1cnn(C)c1)c1cccs1
ZINC03597452	C=CCNC(=O)COc1ncnc2sc3c(c12)CCC(C)C3
ZINC66494932	CC[NH+](Cc1cc([O-])n2nccc2n1)C(C)c1ccc(F)cc1
ZINC66517506	Cc1cc(C(=O)OCC(F)(F)F)ccc1N1CCNC1=O
ZINC66976622	CN(C(=O)NCC1CC1)C(c1ccc(F)cc1)c1ncccn1
ZINC67030546	CC(CCc1ccco1)NC(=O)c1cccc2c1OCCO2
ZINC67141377	CN(CCNC(=O)c1cccc2c1OCCO2)c1ccccc1
ZINC67207178	CC(C)(C)OC(=O)NCC(=O)N1CCCC1C1CCCCC1
ZINC00433802	CC(=O)Nc1sc2c(c1C(=O)OC(C)C)CCC(C)C2
ZINC01711644	Cc1ccc(S(=O)(=O)N/N=C/c2ccc(C)s2)cc1
ZINC19576575	Cc1nc([O-])c2c(n1)C[NH+](CCC(C)c1ccccc1)CC2
ZINC21127515	Cc1cnc(NC(=O)COc2cc(C)c(C)cc2C)s1
ZINC21143316	Cc1cc(C)cc(OC(C)C(=O)Nc2nc(C)cs2)c1
ZINC24836342	CCc1nc(C)c2c(C)c(C(=O)NC(C)CC)sc2n1
ZINC32691814	Cc1cc(C)cc(NC(=O)CSc2nc(C)c(C)o2)c1
ZINC35634822	CCC1CCCCN1S(=O)(=O)c1cccc(C(C)O)c1
ZINC36764030	COC(=O)C(C)(C)NC(=O)c1cc2c(s1)CCC(C)C2
ZINC37075802	CS(=O)(=O)c1ccccc1NCc1cc2ccccc2o1
ZINC37774433	CC(Nc1cc(Cl)ccc1-n1cccn1)c1ccccn1
ZINC37774914	CC(Nc1cccc(Cl)c1-n1cccn1)c1cccnc1
ZINC19759026	Cc1cc2nc(SCCN3CCOCC3)[nH]c2cc1C
ZINC03104796	CSc1nnc(C)c(/C=C/Nc2ccc(F)cc2F)n1
ZINC37995583	O=C1c2ccccc2C(=O)N1CCSc1ccc(O)cc1
ZINC39503913	CCOC1CCC2(C1)CC(c1ccccc1O)CN2OC
ZINC39541492	C1=NCN(Cc2ccc(-c3cccc(-c4ccn[nH]4)c3)cc2)C1
ZINC41138753	CC1CN(CCCc2ccc3c(c2)NCCO3)CC(C)O1
ZINC41691388	CC(Cl)c1ccc(C(=O)NC(C)(C)c2ccccn2)o1
ZINC42867787	CC1CCCCC1CNS(=O)(=O)c1cccnc1Cl
ZINC43863213	Cc1ccc(SCCNC(=O)N2CCOCC2C)cc1
ZINC44845232	COC(=O)C1(NC(=O)C2(C)CC2(Cl)Cl)CCCC1
ZINC48456377	CCC1CCCCC1NC(=O)Cc1cn2ccsc2n1
ZINC48642460	CCCOc1ccc(N2C(=O)C(C)NC2=S)cc1Cl
ZINC48734294	CCC1CCCCC1NC(=O)Cn1nc(C)c(Cl)c1C
ZINC48872678	Cc1ccccc1CN(C)c1n[nH]c(=S)n1C1CCCC1
ZINC49024560	CCC1CCC(N(C)c2nc3sccn3c2CO)CC1
ZINC53334148	CCCc1ccc(OC2CC3(CCC2O)OCCO3)cc1
ZINC53750521	CC(C)Nc1nc(Cc2ccc(Br)cc2)no1
ZINC57410533	O=S(=O)(N/N=C/c1ccc(F)c(F)c1)c1ccccc1
ZINC57620565	CCN(Cc1nc2ccccc2c(=O)[nH]1)c1ccc(F)cc1
ZINC57624483	O=C(CCl)NC1(Cc2ccc3c(c2)OCO3)CCCC1
ZINC37652039	Cc1nc2sccn2c1CNC(C)c1ccc(C#N)cc1
ZINC21053286	CC1CN(C(C)(C)CNC(=O)C2CC=CCC2)CC(C)O1
ZINC36290811	CC1CC(C)C[NH+](Cc2sc(C(C)C)nc2C(=O)[O-])C1
ZINC27309717	C/C(=N\[NH+]=C(/[S-])N(C)C1CCCCC1)c1ccccn1
ZINC61330928	CC(NC1CCCc2sccc21)c1ccccc1[N+](=O)[O-]
ZINC61956739	Cc1nn(C)c(Cl)c1C(=O)NCCC1CC2CCC1C2
ZINC62123760	CCCCC(=O)N1CCNC(=O)C1c1ccc(Cl)cc1
