ZINC01406388	O=[N+]([O-])c1ccc(Sc2ccc(Br)cc2)c(Br)c1
ZINC20156228	CC12CC(c3ccccc3O1)N(C(=O)c1ccc([N+](=O)[O-])cc1)C(=S)N2c1ccc(F)cc1
ZINC20716584	COc1ccc(-n2ccc3c(nnc4c(-c5ccc(Br)cc5)c(C)nn43)c2=O)cc1
ZINC21176482	COc1ccc(-c2c3c(=O)n(C)c(=O)n(C)c3c3n2C(C)(C)COC3c2ccc(F)cc2)cc1
ZINC25387442	Cc1ccc(/N=C2\SCC(C)(C)N2C(=O)c2ccc(N3C(=O)c4ccccc4C3=O)cc2)c(C)c1
ZINC30623253	CC1CCc2c(sc3ncnc(N4CCN(S(=O)(=O)c5c(F)cccc5F)CC4)c23)C1
ZINC32506583	O=C(Cc1ccc(F)cc1)/N=C1\SC2CS(=O)(=O)CC2N1c1cccc(Cl)c1Cl
ZINC34107732	CC1Oc2ccccc2C=C1/C=c1/sc2nc(C3C(C=C(Cl)Cl)C3(C)C)nn2c1=O
ZINC34700110	Cc1ccc(-c2nnc3c4ccc(Cl)cc4nc(N4CCN(C(=O)C(C)C)C(C)C4)n23)cc1
ZINC34706560	CC1CN(c2nc3ccccc3c3nnc(-c4cccs4)n23)CCN1C(=O)c1cccs1
ZINC10529037	Cc1ccc2s/c(=N/C(=O)C3CCN(S(=O)(=O)c4ccc(F)cc4)CC3)n(C)c2c1C
ZINC08842051	Cc1ccc(C)c2c1s/c(=N/C(=O)C1CCCN1S(=O)(=O)c1ccc(Cl)cc1)n2C
ZINC39457113	Cc1c(Cl)c2c(n1S(=O)(=O)Oc1ccccc1)-c1nc3ccccc3c(F)c1C(=O)CC2
ZINC39457648	Cc1c(Cl)c2c(n1Cl)-c1nc3ccccc3c(S(=O)(=O)Oc3ccccc3)c1C(=O)CC2
ZINC39852107	CC1Cc2ccccc2N1C(=O)c1ccc(-n2nc(C(F)(F)F)c3c2-c2ccoc2CC3)cc1
ZINC39875836	Cc1ccc(N2C(=O)c3oc4ccc(F)cc4c(=O)c3C2c2ccc([N+](=O)[O-])cc2)cc1Cl
ZINC39890673	CCN1C(=O)C2(c3ccccc31)c1c(oc3cc(C)c(C)cc3c1=O)C(=O)N2c1cc(C)ccn1
ZINC40058704	CC(=O)c1sc(N2C(=O)c3oc4cc(C)cc(C)c4c(=O)c3C2c2ccccc2F)nc1C
ZINC40065002	CC(=O)c1sc(N2C(=O)c3oc4c(C)c(C)ccc4c(=O)c3C2c2ccccc2F)nc1C
ZINC49933235	COc1ccc(C2C3C(=Nc4ncnn42)c2ccccc2OC3c2ccc(Br)cc2)cc1
ZINC50733929	Cc1ccc2c(c1)C1=Nc3ncnn3C(c3cccnc3)C1C(c1ccc(Cl)c(Cl)c1)O2
ZINC56912932	Cc1ccc(-n2nc3c(c2-n2cccc2)CN(C(=O)C2c4ccccc4Oc4ccccc42)C3)c(C)c1
ZINC02717535	CC1CCN(S(=O)(=O)c2ccc(C(=O)/N=c3/sc4cccc(Cl)c4n3C)cc2)CC1
ZINC59265621	Cc1cc(C)c(S(=O)(=O)N2CCC(C(=O)N3CCCc4cc(F)cc(F)c43)CC2)c(C)c1
ZINC59382374	O=C1C2C3c4ccccc4C(/C=N/c4nccs4)(c4ccccc43)C2C(=O)N1c1ccccc1
ZINC59596078	Cc1cc(C)cc(-n2c(C)cc(/C=C3/C(=O)N(C)C(=S)N(c4ccc(F)cc4)C3=O)c2C)c1
ZINC32506593	Cc1ccc(CC(=O)/N=C2/SC3CS(=O)(=O)CC3N2c2cccc(Cl)c2Cl)cc1
ZINC13590232	CC1=CC(C2CC(=O)N(c3ccc(C)c(C)c3)C2=O)CC2C(=O)N(c3ccc(C)c(C)c3)C(=O)C12
ZINC61908151	COc1ccc(C2C3C(=Nc4ncnn42)c2ccccc2OC3c2cccc(Br)c2)cc1
ZINC03144426	CC1=CCC2C(=O)N(c3ccc(-c4ccc(N5C(=O)C6CC=C(C)CC6C5=O)cc4)cc3)C(=O)C2C1
ZINC35372155	CCN1c2cc(C)ccc2-n2cccc2C12CCN(S(=O)(=O)c1ccc(Cl)s1)CC2
ZINC64979278	COC(=O)C1=CN(c2ccc(Cl)c(Cl)c2)c2cc(Br)ccc2S1(=O)=O
ZINC04528705	CC(C)(C)c1ccc(C2(O)CN3CCCCCC3=[N+]2c2ccc(OC(F)F)cc2)cc1
ZINC04910557	CC(C)[NH+]1CCC2(CC1)Oc1ccccc1C1CC(c3ccc4ccccc4c3)=NN12
ZINC05010351	COc1cc(Br)c(C[NH+]2CC3CC(C2)c2cccc(=O)n2C3)cc1OC
ZINC05093238	C[NH+]1CCC2(CC1)Oc1ccc(Br)cc1C1CC(c3ccncc3)=NN12
ZINC05302648	CC1(C)CC2=NN(c3ccccc3)P(=O)(N3CCCCCC3)C2=C([NH+]2CCCC2)C1
ZINC04725254	O=S(=O)(c1ccc(F)cc1)N1CC[NH+](Cc2ccc(Br)cc2)CC1
ZINC08663709	O=C1CC([NH+]2CCOCC2)C(=O)N1c1ccc(Br)cc1Br
ZINC08743267	CC[NH+]1CCC2(CC1)Oc1ccc(Br)cc1C1CC(c3ccc(-c4ccccc4)cc3)=NN12
ZINC09462749	CC[NH+]1CCC2(CC1)Oc1ccc(Br)cc1C1CC(c3cccs3)=NN12
ZINC12092036	O=C1N(C2Cc3ccccc3C2)CC2CC(c3ccc4c(c3)OCCO4)[NH+]3CCCC123
ZINC12249836	CN1/C(=C/c2ccc(C#N)c3sc(-c4ccccc4)c(O)[n+]23)Sc2ccccc21
ZINC12659760	C=C1CCCC2(C)CC3OC(=O)C(C[NH+]4CCN(c5ccc(F)cc5)CC4)C3CC12
ZINC14752475	CCN1C(=O)N(C2Cc3ccccc3C2)C(=O)C12CC[NH+](C1CCSCC1)CC2
ZINC04276806	C/C(=[NH+]\CCn1nc(Br)c(Br)c1Br)N(C)C
ZINC05930250	C[n+]1c(/C=C/c2ccc3cccc(OCc4ccccc4)c3n2)ccc2cccc(O)c21
ZINC17093422	Cc1cc(S(=O)(=O)N2CC[NH+](C34CC5CC(CC(C5)C3)C4)CC2)c(C)cc1Cl
ZINC19528122	CC[NH+]1CCN(C2CC(=O)N(c3ccc(I)cc3)C2=O)CC1
ZINC01909503	CCOc1ccc(C2(O)C[N+]3=C(CCCCC3)N2c2ccc(Br)cc2)cc1
ZINC20503382	C[NH+]1CCC(N2CC3CC(C2)c2c(-c4ccc5ccccc5c4)ccc(=O)n2C3)CC1
ZINC22025333	Fc1cc2c(c(CN3CCN(c4cccc[nH+]4)CC3)c1)OC(c1ccsc1)OC2
ZINC22408695	CCOc1ccc(N2CC(O)(c3ccc(Br)cc3)[N+]3=C2CCCCC3)cc1
ZINC22408697	CCOc1ccc(N2CC(O)(c3ccc(Br)cc3)[N+]3=C2CCCCC3)cc1
ZINC14531804	COc1ccc(-c2[nH+]c(C3CCOCC3)n3c2CN(C2CCSCC2)CC3)cc1
ZINC03213942	OC1(c2ccc(OC(F)F)cc2)C[N+]2=C(CCCCC2)N1c1ccc(Br)cc1
ZINC27525248	CC(C)(C)c1ccc(C2(O)CN(c3ccc(OC(F)F)cc3)C3=[N+]2CCCCC3)cc1
ZINC30825357	Clc1ccccc1-c1nnc2n1CN(c1c3c([nH+]c4ccccc14)CCCC3)CS2
ZINC15905981	CC1(C)CC2=NN(c3ccccc3)P(=S)(OC3CCCCC3)C2=C([NH+]2CCCCC2)C1
ZINC32695914	O=C(NC(C1CC/C(=C/c2ccccc2)C1=[N+]1CCOCC1)C(Cl)(Cl)Cl)c1ccccc1
ZINC32695916	O=C(NC(C1CC/C(=C/c2ccccc2)C1=[N+]1CCOCC1)C(Cl)(Cl)Cl)c1ccccc1
ZINC03186106	CCOc1ccc(C2(O)C(C)[N+]3=C(CCCCC3)N2c2ccc(Br)cc2)cc1
ZINC34813822	Cc1ccc2c(c1)Oc1ccc(C)cc1/C(=[N+]1\CCCN(C(=O)C3CCCCC3)CC1)N2
ZINC34813834	Cc1ccc2c(c1)Oc1ccc(C)cc1/C(=[N+]1\CCCN(C(=O)c3ccc(C(F)(F)F)cc3)CC1)N2
ZINC35020708	C[NH+](CC(=O)c1cc(Br)sc1Br)C1CCS(=O)(=O)C1
ZINC36413049	C[NH+](CC(=O)N1c2ccccc2SCC1c1ccccc1)C1CCS(=O)(=O)C1
ZINC36724538	O=c1[nH+]c2n(c3sc4c(c13)CCC4)C(CSc1nc3ccccc3s1)CS2
ZINC38959461	CC1=[N+](c2ccc(Br)cc2)C(C)C(/C=N/N=c2/[nH]c3ccccc3s2)C1
ZINC38989865	S=C1[NH+]=NC(c2ccccc2Br)N1/N=C/c1ccc(Cl)c(Cl)c1
ZINC39223351	O=C1CC(c2ccc(OCc3ccc(F)cc3)cc2)C2C(=O)[NH+]=c3ccccc3=C2O1
ZINC36278548	CC1(C)CC2CC(C)(C/[N+]2=C\Nc2oc(-c3ccccc3)c(-c3ccccc3)c2C#N)C1
ZINC39707718	O=C1N=C(C[NH+]2CCCC3(CCCCC3)C2)N=C2c3ccccc3CC3(CCCC3)C12
ZINC39916678	Cc1cccc(N2C(=O)CS/C2=N\[NH+]=c2\oc3ccccc3cc2-c2ccc(Br)cc2)c1
ZINC43740742	Cc1ccc(/C=C2/C(=O)N3c4ccccc4C45CC[NH+]6CC7=CCOC2C(C7CC64)C35)cc1
ZINC20755242	FC(F)Oc1cc(Cl)ccc1C1=Nc2[nH+]c3ccccc3n2C(c2ccc(Br)cc2)C1
ZINC04926870	Cc1cc(C)c2nc3c(cc2c1)CN(C1CCC(C)CC1)/C(=[NH+]\Cc1ccco1)S3
ZINC04969521	Cc1ccc(C)c2nc3c(cc12)CN(C1CCC(C)CC1)/C(=[NH+]\CC1CCCO1)S3
ZINC62981817	O=C(C[NH+]1CCC(N2CCOCC2)C1)c1cc(Br)sc1Br
ZINC63140870	Cc1ccccc1C1C2[NH+]=c3ccccc3=C2CC2C(=O)N(C3CCCC3)CC(=O)N21
ZINC63291182	O=C1C2CC3=c4ccccc4=[NH+]C3C(c3ccccc3)N2C(=S)N1c1ccc(F)cc1
ZINC63624959	Cc1ccc(C2C3[NH+]=c4ccccc4=C3CCN2S(=O)(=O)c2ccc(C)cc2)cc1
ZINC64520762	O=C(c1ccc(F)cc1)N1CCN(C(=O)C2C=c3cc(Br)ccc3=[NH+]2)CC1
ZINC04084106	Cc1cc(C)cc(N2C(=O)C3C(C(C)O)[NH2+]C4(C(=O)Nc5ccccc54)C3C2=O)c1
ZINC04718132	CC1(CBr)Cn2c(nc(=O)c3c2NC[NH+](C2CCCCC2)C3)S1
ZINC06727367	Cc1cc(Br)cc(C2N=C(O)c3c(sc4c3CC[NH+](C)C4)N2)c1O
ZINC08743503	O=C(C[NH+]1CC2CC(C1)c1cccc(=O)n1C2)/N=c1/[nH]c2ccccc2s1
ZINC08837737	Cc1cc(I)cc(C2N=C(O)c3c(sc4c3CC[NH+](C)C4)N2)c1O
ZINC08876646	Cc1ccc2c(c1)C1(C(=O)N2)[NH+]2CCCC2C(C(=O)c2cccs2)C12C(=O)Nc1ccccc12
ZINC08919601	COc1cc(C2N=C(O)c3c(sc4c3CC[NH+](C)C4)N2)cc(I)c1O
ZINC08927633	CC[NH+]1CCc2c(sc3c2C(O)=NC(c2ccc(O)c(I)c2)N3)C1
ZINC09307309	Cc1cc(C)c2c(c1)C1(C(=O)N2)C2C(=O)N(c3ccc(C)c([N+](=O)[O-])c3)C(=O)C2C2CCC[NH+]21
ZINC09308001	CC(=O)c1ccc(N2C(=O)C3C4CCC[NH+]4C4(C(=O)Nc5ccc(F)cc54)C3C2=O)cc1
ZINC12880208	Cc1cc(C)cc(N2C(=O)C3C(C(C)O)[NH2+]C4(C(=O)Nc5ccccc54)C3C2=O)c1
ZINC12880430	CC(=O)c1ccc(N2C(=O)C3C4CCC[NH+]4C4(C(=O)Nc5c4ccc(C)c5C)C3C2=O)cc1
ZINC02445019	Cc1ccc2c(c1C)NC(=O)C21C2C(=O)N(c3cccc([N+](=O)[O-])c3C)C(=O)C2C2CCC[NH+]21
ZINC09166817	O=C1N=C(O)C2(Cc3cc4ccccc4[nH+]c3N3CCCCC32)C(=O)N1C1CCCCC1
ZINC09013592	Cc1cc(Cl)c2c(c1)C1(C(=O)N2)C2C(=O)N(c3ccc([N+](=O)[O-])cc3)C(=O)C2C2CCC[NH+]21
ZINC09334892	COc1cc(Cl)c(C)cc1N1C(=O)C2C3CCC[NH+]3C3(C(=O)Nc4ccc(F)cc43)C2C1=O
ZINC19144129	OC1C([NH+]2CCCOCC2)c2ccccc2C12CCN(c1ncccn1)CC2
ZINC19832527	COc1cc(C2NC(=O)c3c(sc4c3CC[NH+](C)C4)N2)cc(I)c1O
ZINC05840071	CSC1=[NH+]C(C)(C)CC2(CC(c3cccs3)c3ccc(O)c(O)c3O2)N1
ZINC19874437	CC1(CBr)Cn2c([nH+]c(=O)c3c2NCN(C2CCCCC2)C3)S1
ZINC16972614	CCN1c2[nH+]c3ccccn3c(=O)c2CC2(C(=O)NC(=O)N(C3CCCCC3)C2=O)C1C
ZINC02478711	CSC1=[NH+]c2oc3c(c2C(n2ncc(C#N)c2N)N1)CC(C)(C)SC3
ZINC15996857	O=C1C2C3CCC[NH+]3C3(C(=O)Nc4c(Cl)cccc43)C2C(=O)N1c1ccc([N+](=O)[O-])cc1
ZINC15999148	Cc1c(N2C(=O)C3C4CCC[NH+]4C4(C(=O)Nc5ccccc54)C3C2=O)cccc1[N+](=O)[O-]
ZINC16001061	O=C1C2C3CCC[NH+]3C3(C(=O)Nc4ccc(F)cc43)C2C(=O)N1c1ccc([N+](=O)[O-])cc1
ZINC09510914	Cc1cccn2c(=O)c3c([nH+]c12)N1CCCCCC1C1(C3)C(=O)NC(=O)N(CC(C)C)C1=O
ZINC19331099	CC(C)C12CN3CC(C(C)C)(C[NH+](C1)C31C(=O)Nc3ccc(Br)cc31)C2=O
ZINC39467112	O=P1(c2ccccc2O)N[NH+]2CC3C=C(F)C(c4ccccc4O)=CC3CC2CO1
ZINC39467338	O=P1(c2ccccc2O)N[NH+]2CC3C=C(c4ccccc4O)C(F)=CC3CC2CO1
ZINC39485228	O=C(C1NN=C2CCCCCN21)N1CCC2=C(C1)C(c1ccc(F)cc1)[NH+]=N2
ZINC39960987	N=C1C(=CC2=c3ccccc3=[NH+]C2)C(=O)N=C2SC(c3cccs3)=NN12
ZINC39961437	N=C1/C(=C\C2=c3ccccc3=[NH+]C2)C(=O)N=C2SC(C34CC5CC(CC(C5)C3)C4)=NN12
ZINC35855566	Cc1ccc2c(c1C)NC(=O)C21C2C(=O)N(c3ccc([N+](=O)[O-])cc3)C(=O)C2C2CCCN21
ZINC02130172	Cc1ccc(N2C(=O)C3C4CCC[NH+]4C4(C(=O)Nc5c4ccc(C)c5C)C3C2=O)cc1C
ZINC54426320	NC1=[NH+]c2nc3cc4c(cc3n2C(c2cccc3c2OCCO3)N1)OCCCO4
ZINC12550903	NC1=[NH+]c2nc3cc4c(cc3n2C(c2ccc(F)c(Br)c2)N1)OCCCO4
ZINC39959918	N=C1C(=CC2=c3ccccc3=[NH+]C2)C(=O)N=C2SC(C3CCCCC3)=NN12
ZINC63375793	Cc1cc(C)cc(N2C(=S)NC(=O)C(C3NCCC4=c5ccccc5=[NH+]C43)C2O)c1
ZINC63479025	O=C1[NH+]=c2ccccc2=C2SC(C(=O)Nc3ccc4c(c3)OCCO4)C=C12
ZINC63641773	O=C1C(C2NCCC3=c4ccccc4=[NH+]C32)C(O)NC(S)N1c1ccccc1F
ZINC63641802	Cc1ccccc1N1C(=O)C(C2NCCC3=c4ccccc4=[NH+]C32)C(O)NC1S
ZINC63772082	NC1=Nc2nc3ccccc3n2C(C2=c3cc(Br)ccc3=[NH+]C2)N1
ZINC63933678	Cc1cc(C)cc(N2C(=O)C(C3NCCC4=c5ccccc5=[NH+]C43)C(O)=NC2O)c1
ZINC64019299	Cc1ccccc1N1C(=O)C(C2NCCC3=c4ccccc4=[NH+]C32)C(O)=NC1O
ZINC64019303	Cc1ccccc1N1C(=O)C(C2NCCC3=c4ccccc4=[NH+]C32)C(O)=NC1O
ZINC64044354	Cc1cc(C)c(N2C(=O)C(C3NCCC4=c5ccccc5=[NH+]C43)C(O)=NC2O)c(C)c1
ZINC64062231	Cc1ccc(N2C(=O)C(C3NCCC4=c5ccccc5=[NH+]C43)C(O)=NC2O)cc1Cl
ZINC64062235	Cc1ccc(N2C(=O)C(C3NCCC4=c5ccccc5=[NH+]C43)C(O)=NC2O)cc1Cl
ZINC64450185	CN1C(=O)c2ccccc2Sc2cc(C3=NOC(C4C=c5ccccc5=[NH+]4)N3)ccc21
ZINC02729486	CCC[NH+]1CC=C2C(C#N)C(=N)C(C#N)(C#N)C3(CC[NH+](CC)CC3)C2C1
ZINC06759151	Cc1c2c(cc3c4c(c(=O)oc13)CCCC4)C[NH+](C1CC(C)(C)[NH2+]C(C)(C)C1)CO2
ZINC13146935	C[NH+]1C2c3ccccc3C3C4c5ccccc5C(C31)C(C2[N+](=O)[O-])[NH+]4C
ZINC19348931	Oc1ccccc1C[NH+]1CCC2(CC1)Nc1ccccc1C1=[NH+]CCCN12
ZINC19770898	OC1C([NH+]2CCC3(CC2)OCCO3)c2ccccc2C12CC[NH2+]CC2
ZINC20791267	CC1(C)CC(/N=C2\C=CC3=NC45CCCCC4CC4CCCCC4=[N+]5C3=C2)CC(C)(C)[NH2+]1
ZINC16958221	[NH3+]C1=c2nc(-c3ccccc3)c(-c3ccccc3)nc2=[NH+]S(=O)(O)=N1
ZINC36813201	CC(C)[NH+]1CCN(c2c(N)c[nH+]c3ccc(Br)cc23)CC1
ZINC38567828	O=C1/C(=C/C2[NH+]=c3ccccc3=[NH+]2)SC(=S)N1Nc1ccccc1
ZINC38696174	Clc1nc2cc3c(cc2cc1/C=N/NC1[NH+]=c2ccccc2=[NH+]1)OCO3
ZINC38819061	Cc1ccc2c(c1)=[NH+]C(C1=C(N)N(c3ccc(C(N)=O)cc3)CC1=O)[NH+]=2
ZINC39035044	O=[N+]([O-])c1cccc(/C=N/NC2=NC3[NH+]=c4ccc(Br)cc4=C3N=[NH+]2)c1
ZINC39037764	O=c1[nH]c2cc3c(cc2cc1/C=N/NC1[NH+]=c2ccccc2=[NH+]1)OCCO3
ZINC39351902	N#C/C(=C\c1cccc(I)c1)C1[NH+]=c2cc(Br)cnc2=[NH+]1
ZINC39404661	O=C(Nc1ccccc1C1[NH+]=c2ccccc2=[NH+]C1=O)c1ccc(Br)o1
ZINC39412405	Clc1cc2c(cc1/C=N/NC1=NC3[NH+]=c4ccccc4=C3N=[NH+]1)OCO2
ZINC39681957	O=C(NC1C[NH+]2CCC1CC2)C1CN(C(=O)C2CC=CCC2)CC12CC[NH2+]CC2
ZINC39699845	Oc1c(Br)cc(/C=N/NC2=[NH+]C3[NH+]=c4ccccc4=C3N=N2)c(Br)c1O
ZINC39719889	C/C(=N\NC1=NC2[NH+]=c3ccccc3=C2N=[NH+]1)c1ccc(Br)cc1
ZINC39774334	C/C(=N\NC1=NC2[NH+]=c3ccccc3=C2N=[NH+]1)c1ccc(C(C)C)cc1
ZINC39935138	Cc1ccc2c(c1)=C1N=[NH+]C(N/N=C/c3cc(Br)c(O)c(O)c3Br)=NC1[NH+]=2
ZINC39956944	COc1ccc2c(c1)=[NH+]CC=2C1=C(C2=c3ccc(F)cc3=[NH+]C2)C(=O)NC1=O
ZINC39961172	O=C(Nc1ccccc1C1[NH+]=c2ccccc2=[NH+]C1=O)c1cccs1
ZINC39973248	COc1cc(/C=C(/C#N)C2[NH+]=c3cc(C)c(C)cc3=[NH+]2)c(Br)cc1O
ZINC18710083	C[NH+]1CCN(c2ccc3c(c2)N/C(=C2\C(=O)[NH+]=c4cccc(F)c4=C2N)N3)CC1
ZINC63067690	CN1C(=O)C2C(N=C(SC3[NH+]=c4ccccc4=[NH+]3)N2C)N(C)C1=O
ZINC39443771	C/C(=N\NC1=NC2[NH+]=c3ccc(C)cc3=C2N=[NH+]1)c1ccc(Cl)cc1
ZINC39698000	Oc1ccc(Br)cc1/C=N/NC1=NC2[NH+]=c3ccccc3=C2N=[NH+]1
ZINC39719964	Cc1ccc2c(c1)=C1N=[NH+]C(N/N=C/c3cc(Br)c(O)c(Br)c3)=NC1[NH+]=2
ZINC63328892	O=C(NC1=CC2N=CC=C2C=C1)c1ccc2c(c1)=[NH+]C(C(F)(F)F)[NH+]=2
ZINC63350241	CC12C(=O)N(CCC3=c4ccccc4=[NH+]C3)CC(=O)N1CCC1=c3ccccc3=[NH+]C12
ZINC63432232	CCOc1ccc2c(c1)=C1N=C[NH+]=C(N3CC4(C)CC3CC(C)(C)C4)C1[NH+]=2
ZINC63448348	BrC1=CC2=NC(SCC3[NH+]=c4ccccc4=[NH+]3)NC2N=C1
ZINC63491511	O=S(=O)(c1ccc(F)cc1)N1CCCC1C1[NH+]=c2ccccc2=[NH+]1
ZINC63515072	Cc1ccc2c(c1)=[NH+]C(C1=C(N)N(c3ccc(N(C)C)cc3)CC1=O)[NH+]=2
ZINC63633346	Cc1ccc(C2CC(=O)C3=CNN(C4[NH+]=c5ccccc5=[NH+]4)C3C2)cc1
ZINC63668978	Cc1ccc2c(c1)=[NH+]C(SCC1N=C3N=CC=CN3C1Br)[NH+]=2
ZINC63698934	CC1=C2C(c3ccccc3C(F)(F)F)CC(=O)NC2N(C2[NH+]=c3ccccc3=[NH+]2)N1
ZINC63805707	[NH3+]C(CC1=c2ccccc2=[NH+]C1)C(=O)N1CC2CC(C1)c1cccc(=O)n1C2
ZINC63869417	CCC1=CC2C(=O)N(CC3[NH+]=c4ccc(Cl)cc4=[NH+]3)CNC2S1
ZINC63884782	CC1=C(C2=Nc3cc4c(cc3=[NH+]2)NC(=O)[NH+]=4)C(N2CCOCC2)N(C)N1
ZINC64040779	CN(C)C1N=C2[N-]ON=C2[NH+]=C1N1CCCC(C2[NH+]=c3ccccc3=[NH+]2)C1
ZINC64137157	COc1ccc2c(c1)=C(C)C(c1nc(-c3c(C)ncc4c3CC[NH2+]C4)no1)[NH+]=2
ZINC64178620	CC1CN(C(=O)C(C)[NH+]2CCC(C3=c4ccccc4=[NH+]C3)CC2)CC(C)O1
ZINC39034980	Cc1[nH]n(C2[NH+]=c3ccccc3=[NH+]2)c(=O)c1C1OC(=O)c2ccccc21
ZINC64416592	CC1=C2C(=O)CC(/C=C/c3ccccc3)CC2N(C2[NH+]=c3ccccc3=[NH+]2)N1
ZINC64450393	CCn1ncc(C2CC(=O)NC3C2=C(C)NN3C2[NH+]=c3ccccc3=[NH+]2)c1C
ZINC64480218	CC1=C2C(=O)CC(c3ccccc3)CC2N(C2[NH+]=c3ccccc3=[NH+]2)N1
ZINC64670921	O=C1CC(c2ccccc2O)CC2C1=CNN2C1[NH+]=c2ccccc2=[NH+]1
ZINC65526737	O=C(C1CCOC1)N1CCCN2NC(C3[NH+]=c4ccc(F)cc4=[NH+]3)=CC2C1
ZINC04046264	O=C1C2Cc3c([nH]c4ccccc34)CN2C(=O)CN1/N=C/c1c[nH]c2ccccc12
ZINC04598310	Oc1ccc(C2=Nn3c(nnc3-c3ccc(Br)cc3)SC2)cc1O
ZINC04545757	O=C1C2C3c4ccccc4C(c4ccccc43)C2C(=O)N1/N=C/c1ccc(O)cc1O
ZINC04832020	O=C1C2C(C(=O)N1/N=C/c1cc(Br)c(O)cc1O)C1C=CC2C12CC2
ZINC08779077	Cc1nnc(S)n1/N=C/c1cc(Br)c(O)c(Br)c1O
ZINC09242944	COc1cc2c3c(c1)C1(C(=O)N3C(C)(C)C=C2C)C(C#N)=C(N)OC2=C1C(=O)CC(C)C2
ZINC01150985	O=C1NC(=O)N(c2ccc(Cl)cc2)C(=O)/C1=C/c1c[nH]c2ccc(Br)cc12
ZINC01461542	Cc1cc2c(c(=O)o1)C1(C(=O)N3c4c(cc(C)c(C)c41)C(C)CC3(C)C)C(C#N)=C(N)O2
ZINC01079859	CC1=CC(C)(C)N2C(=O)C3(C(C#N)=C(N)Oc4oc5ccccc5c(=O)c43)c3cc(C)cc1c32
ZINC11592891	CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1
ZINC12557669	Cc1nn(-c2ccccc2)c2c1C1(C(=O)Nc3ccccc31)N1C(=N2)C(=O)Nc2ccccc21
ZINC15822652	O=C1C2C3C=CC(C4CC34)C2C(=O)N1/N=C/c1cc(Br)c(O)cc1O
ZINC16031024	CC1(C2CCC3C4CCC5CC6(CCC5(C)C4C(O)CC32CO)OCCO6)OCCO1
ZINC18195931	COc1cc(C2C3=C(CCCC3=O)Nc3ncnn32)cc(I)c1O
ZINC18195933	COc1cc(C2C3=C(CCCC3=O)Nc3ncnn32)cc(I)c1O
ZINC20426818	Cc1ccsc1/C=c1\c(=O)oc2n1-c1oc(N)nc1C(c1sccc1C)C=2C#N
ZINC04786337	CN1CC=C2C(C#N)=C(N)C(C#N)(C#N)C(c3ccc(Cl)cc3[N+](=O)[O-])C2C1
ZINC22508712	Cc1nc(C(C)(C)C)nc2sc(C(=O)N3CCC4(CC3)NC(=O)NC4=O)c(C)c12
ZINC24946824	O=C1CC(C(=O)Nc2cc3c(cc2Br)OCCO3)c2ccc(F)cc2N1
ZINC35270688	C=CC(C)(C)C12Nc3c(ccc4c3OC(C)(C)C=C4)C1(O)CC1C(=O)N3CCCC3C(=O)N12
ZINC00814348	Cc1cc2c3c(c1)C1(C(=O)N3C(C)(C)CC2C)C(C#N)=C(N)OC2=C1C(=O)CC(C)(C)C2
ZINC01078745	CC1=CC(C)(C)N2C(=O)C3(C(C#N)=C(N)OC4=C3C(=O)CC(C)(C)C4)c3cc(C)cc1c32
ZINC04544802	CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1
ZINC03977839	CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1
ZINC38147258	CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1
ZINC38147259	CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1
ZINC04273380	CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1
ZINC38586335	CC1=C2C(c3c(Cl)cccc3Cl)CC(=O)NC2N(C2=NC=NC3=NC=NC32)N1
ZINC38598763	CC1=C2C(c3ccc(Cl)c(Cl)c3)SCC(=O)NC2N(C2=NC=NC3=NC=NC32)N1
ZINC38655054	CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CC1OCCCCOC12C(=O)CO
ZINC38702529	COc1cc(C2NC(=O)c3oc4ccc(Cl)cc4c(=O)c32)cc(Br)c1O
ZINC38710156	CC1=C2C(N=N1)NC1=C(C(=O)OC1)C2c1cc(Br)c(O)c(Br)c1
ZINC39012208	Cc1nc2n(n1)C1NC3=C(C(=O)CC(C)(C)C3)C(c3ccc(F)cc3)C1C(=O)N2
ZINC39453344	COn1c2c(c3nc4cccc(I)c4cc3c1=O)NC(O)CC2=O
ZINC40972854	Cc1n[nH]c(C)c1-c1ccc2c(c1)N(c1nc3c(s1)C(=O)NC(C)(C)C3)CCO2
ZINC43735868	CC1=NN(C(=O)C(=O)N2N=C(C)C3C4C(CC32O)C4(C)C)C2(O)CC3C(C12)C3(C)C
ZINC43767002	CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1
