ZINC01208863	CN1C(=O)N(C)C2C1N(CO)C(=O)N2CO
ZINC17426658	O=C([O-])C1=C/C(=N/Nc2ccc(S(=O)(=O)[N-]c3nccs3)cc2)C=CC1=O
ZINC38633927	CC1(C)CC(NC(=O)/C=C/C(=O)[O-])CC(C)(CNC(=O)/C=C/C(=O)[O-])C1
ZINC39021846	COc1ccc(C2C3=C([O-])CC(C)(C)CC3=NC3=NC(=N)N=C([O-])C32)cc1OC
ZINC39568176	O=C([O-])/C=C1\NC(C(=O)[O-])=C(CC(=O)O)C1C(=O)[O-]
ZINC39568178	O=C([O-])/C=C1\NC(C(=O)[O-])=C(CC(=O)O)C1C(=O)[O-]
ZINC13449440	Cc1nc(SCC(=O)NC2(C)CCS(=O)(=O)C2)nc([O-])c1CCC(=O)[O-]
ZINC13461186	CSc1cc(C(=O)[O-])ccc1NC1CC(=O)N(c2ccc(C(=O)[O-])cc2)C1=O
ZINC13422569	O=C([O-])c1ccc(OCC(=O)N(C2CC2)C2CCS(=O)(=O)C2)c(C(=O)[O-])c1
ZINC41108897	N#CC(=C\c1cc([N+](=O)[O-])ccc1[O-])/C([O-])=N/c1nc2ccccc2s1
ZINC45946991	COc1cc(S(=O)(=O)[N-]c2ccc(Cl)c(C#N)c2)cc(C(=O)[O-])c1OC
ZINC46543340	CCCNS(=O)(=O)c1ccc([N-]S(=O)(=O)c2ccc3nc([O-])oc3c2)cc1
ZINC47318211	Cc1cccc([N+](=O)[O-])c1S(=O)(=O)[N-]c1ccc(Cl)c(C(=O)[O-])c1
ZINC48994535	N#C/C(C(=O)N1CCCC1)=C(\[O-])c1cc2cccc([N+](=O)[O-])c2[n-]1
ZINC49606234	COCCN(CC(=O)[O-])C(=O)c1cc([O-])[nH]c(=O)c1
ZINC39783751	O=C([O-])C1CCCCC1C(=O)Nc1ccc(S(=O)(=O)[N-]c2ncccn2)cc1
ZINC06962154	CO/C([O-])=C1\C(C)=Nc2nc(SC)nc([O-])c2C1c1ccccc1[N+](=O)[O-]
ZINC02522667	COC(COP(=O)([O-])[O-])(OC)C(=O)[O-]
ZINC58532697	CCS(=O)(=O)[N-]c1ccc(NC(=O)c2cc3cccc([N+](=O)[O-])c3[n-]2)cc1
ZINC22011868	O=P([O-])([O-])C(O)(Cc1cnc2ccccn12)P(=O)([O-])O
ZINC20310515	CC(=O)OCc1nc2c(c([O-])c(N=O)c3nc(COC(C)=O)n([O-])c32)n1[O-]
ZINC12502152	CC(O)(CBr)CCOP(=O)([O-])OP(=O)([O-])[O-]
ZINC59135007	O=C1N=C([O-])/C(=C/c2cc(Cl)cc([N+](=O)[O-])c2[O-])C(=O)N1c1ccc(F)cc1
ZINC59313098	Cc1ccc(OCC(=O)Nc2cc(C(=O)[O-])cc(C(=O)[O-])c2)c([N+](=O)[O-])c1
ZINC59426362	Cc1ccc(N2C(=O)/C(=C/c3ccc([O-])c([N+](=O)[O-])c3)C([O-])=NC2=S)cc1C
ZINC60165891	O=C([O-])CNC(=O)c1ccc([N-]S(=O)(=O)c2cccc(-n3cnnn3)c2)cc1
ZINC60211041	O=C([O-])c1cc(S(=O)(=O)[N-]c2ccccc2-n2cnnn2)c(Cl)cc1F
ZINC62218840	Cc1c(C#N)nnn1-c1cc(C(=O)[O-])cc(C(=O)[O-])c1
ZINC62823952	COCCS(=O)(=O)[N-]c1cc([N+](=O)[O-])ccc1C(=O)[O-]
ZINC08026479	CCOc1ccc(C(c2c([O-])cc(C)[nH]c2=O)c2c([O-])cc(C)[nH]c2=O)cc1O
ZINC04317651	COC(=O)c1ccc(C(c2c([O-])cc(C)[nH]c2=O)c2c([O-])cc(C)[nH]c2=O)cc1
ZINC63877628	O=C([O-])c1cc(S(=O)(=O)[N-]c2ccc(-n3nccn3)cc2)c(Cl)cc1F
ZINC64477735	Cn1c(=O)n(C)c2cc([N-]S(=O)(=O)c3cc(C(=O)[O-])ccc3Cl)ccc21
ZINC13827963	O=S(=O)([O-])c1ccc(/N=N/c2c(O)ccc3cc(S(=O)(=O)[O-])ccc23)cc1
ZINC16900826	O=C([O-])CCSC1CC(=O)N(c2nc(CC(=O)[O-])cs2)C1=O
ZINC44699072	O=P([O-])([O-])OCC1OC(COP(=O)([O-])[O-])C(O)C1O
ZINC19428687	O=C([O-])C1CC(O)CN1C(=O)c1ccc2[nH]cnc2c1
ZINC35384201	O=C([O-])CNC(=O)CNC(=O)C1CSC(=O)N1
ZINC36870716	O=C(CC1CCS(=O)(=O)C1)NC(CO)C(=O)[O-]
ZINC36970711	CC(C)C(NC(=O)c1cc(S(N)(=O)=O)cn1C)C(=O)[O-]
ZINC36974362	NC(=O)N1CCCC(C(=O)N2CCCC2C(=O)[O-])C1
ZINC36974364	NC(=O)N1CCCC(C(=O)N2CCCC2C(=O)[O-])C1
ZINC36978721	O=C1CCC(C(=O)NC2(C(=O)[O-])CCCCC2)=NN1
ZINC37431545	Cc1nn(C)c(C)c1/C=C/C(=O)NC(C(=O)[O-])C(C)O
ZINC37448934	CC(=O)Nc1ccc(C(=O)N2CC(O)CC2C(=O)[O-])cc1
ZINC37449365	O=C([O-])C1CC(O)CN1C(=O)c1ccc2cn[nH]c2c1
ZINC37449465	Cc1n[nH]c(C)c1CC(=O)N1CC(O)CC1C(=O)[O-]
ZINC37449819	O=C(NCCC(=O)N1CC(O)CC1C(=O)[O-])c1ccoc1
ZINC37449943	NC(=O)N1CCCC(C(=O)N2CC(O)CC2C(=O)[O-])C1
ZINC37451529	O=C(Cc1cn2ccsc2n1)NC(CO)C(=O)[O-]
ZINC37454556	NC(=O)Nc1ccc(C(=O)N2CSCC2C(=O)[O-])cc1
ZINC37432025	CC(O)C(NC(=O)C1CC(=O)N(C(C)C)C1)C(=O)[O-]
ZINC40393887	NC(=O)N1CCCC(C(=O)N2CC(O)CC2C(=O)[O-])C1
ZINC40521845	NC(=O)C1CCN(C(=O)N2CC(O)CC2C(=O)[O-])CC1
ZINC40532932	O=C(NC1CCS(=O)(=O)C1)NC(CO)C(=O)[O-]
ZINC40547500	NC(=O)C1CCCN(C(=O)N2CSCC2C(=O)[O-])C1
ZINC40547519	NC(=O)C1CCCN(C(=O)N2CC(O)CC2C(=O)[O-])C1
ZINC40547523	NC(=O)C1CCCN(C(=O)N2CC(O)CC2C(=O)[O-])C1
ZINC40547711	NC(=O)C1CCCN(C(=O)N2CC(O)CC2C(=O)[O-])C1
ZINC40551736	O=C([O-])C1CC(O)CN1C(=O)NCCN1CCOCC1
ZINC40557255	O=C([O-])C1CC(O)CN1C(=O)N1CCCCC1CCO
ZINC40557256	O=C([O-])C1CC(O)CN1C(=O)N1CCCCC1CCO
ZINC40557375	O=C([O-])C1CC(O)CN1C(=O)N1CCCCC1CCO
ZINC40557402	O=C([O-])C1CC(O)CN1C(=O)NCC1CCCO1
ZINC40578674	CS(=O)(=O)NCCNC(=O)N1CSCC1C(=O)[O-]
ZINC40580125	CC(C)NC(=O)CNC(=O)N1CC(O)CC1C(=O)[O-]
ZINC40604998	CC(NC(=O)NCC1COCCO1)(C(=O)[O-])C1CC1
ZINC40605000	CC(NC(=O)NCC1COCCO1)(C(=O)[O-])C1CC1
ZINC40698194	NC(=O)N1CCCC(C(=O)NC(CCO)C(=O)[O-])C1
ZINC40710014	O=C(NC1CCC(O)CC1)NC(CCO)C(=O)[O-]
ZINC42439505	CC1CCC(C(N)=O)CN1C(=O)N1CC(O)CC1C(=O)[O-]
ZINC42453550	CCCN(CCO)C(=O)N1CC(O)CC1C(=O)[O-]
ZINC43503852	O=C(NC1(C(=O)[O-])CCSC1)c1ccc[nH]c1=O
ZINC43508444	O=C(NC1(C(=O)[O-])CCSC1)c1ccc(=O)[nH]c1
ZINC43508654	O=C1NC(C(=O)NC2(C(=O)[O-])CCSC2)CS1
ZINC43508658	O=C1NC(C(=O)NC2(C(=O)[O-])CCSC2)CS1
ZINC43509883	Cc1n[nH]c(C)c1CC(=O)NC1(C(=O)[O-])CCSC1
ZINC43510675	CC(=O)NC(C(=O)NC1(C(=O)[O-])CCSC1)C(C)C
ZINC43511229	O=C([O-])C1(NS(=O)(=O)c2cc[nH]c2)CCSC1
ZINC50398221	O=C1NCCCC1NC(=O)N1CSCC1C(=O)[O-]
ZINC50603993	O=C([O-])C1CC(O)CN1C(=O)NCC1CCS(=O)(=O)C1
ZINC55174562	Cc1nc(N)sc1C(=O)N1CC(O)CC1C(=O)[O-]
ZINC55272842	COC1CC(C(=O)[O-])N(C(=O)Cc2csc(N)n2)C1
ZINC55272845	COC1CC(C(=O)[O-])N(C(=O)Cc2csc(N)n2)C1
ZINC20214040	CC(O)C(NC(=O)c1cc([N+](=O)[O-])c[nH]1)C(=O)[O-]
ZINC61150679	CN(C(=O)C1CCCN(C(N)=O)C1)C(C)(C)C(=O)[O-]
ZINC03190428	O=P([O-])([O-])C(Oc1ccccc1O)c1ccccc1
ZINC12882309	O=P([O-])([O-])C(Nc1ccc(F)cc1)c1cccs1
ZINC16904123	O=C1N=C([N-]c2ccc(O)c(C(=O)[O-])c2)S/C1=C\c1cccs1
ZINC00308926	O=C1N=C([N-]c2cccc(C(=O)[O-])c2)S/C1=C\c1cccc(O)c1
ZINC19877926	O=C([O-])c1ccc(-n2cccc2/C=C2\SC(=S)N=C2[O-])cc1
ZINC20272147	CC(=O)c1sc2c(c([O-])nc3c(C(=O)[O-])nnn32)c1C
ZINC01031584	Cc1nn2c([O-])cc([O-])nc2c1-c1ccccc1
ZINC20332550	O=C([O-])c1csc(/N=C(\[O-])C(Cl)(Cl)Cl)n1
ZINC20593447	O=C([O-])c1ccc(S(=O)(=O)[N-]c2ccc3c(c2)OCO3)o1
ZINC05491036	Cn1c([O-])c2c3c(cccc3c1=O)C(=O)C(c1ccccc1)=C2[O-]
ZINC26892217	O=C([O-])C1CCN(C(=O)C2CC=CCC2C(=O)[O-])CC1
ZINC05502134	O=[N+]([O-])[CH-]C([O-])C(F)(F)C(F)(F)C(F)(F)F
ZINC31977452	O=C([O-])C1CCCCC1C(=O)Nc1ccccc1[S-]
ZINC34797901	O=C([O-])c1ccc(N2CC34C=CC(O3)C(C(=O)[O-])C4C2=O)cc1O
ZINC36081458	O=C([O-])c1ccc(C2Nc3ccc(C(=O)[O-])cc3C3C=CCC32)cc1
ZINC16148107	Cc1ccc(F)c([N-]S(=O)(=O)c2ccc(Cl)c(C(=O)[O-])c2)c1
ZINC13278618	Cc1cc(C(=O)[O-])cc(S(=O)(=O)[N-]c2cc(F)cc(F)c2)c1C
ZINC37404255	O=C([O-])c1ccc(F)c([N-]S(=O)(=O)C2CCS(=O)(=O)C2)c1
ZINC15243532	O=C([O-])c1csc(S(=O)(=O)[N-]c2ccc(Cl)cc2F)c1
ZINC37583102	C/C=C/C(=O)Nc1cc(C(=O)[O-])cc(C(=O)[O-])c1
ZINC37630352	CC(=O)n1cc(OP(=O)([O-])[O-])c2cc(Br)ccc21
ZINC37675839	Cc1ccc(S(=O)(=O)[N-]c2snc(C)c2C(=O)[O-])c(C)c1
ZINC37675861	Cc1nsc([N-]S(=O)(=O)c2cc(F)cc(F)c2)c1C(=O)[O-]
ZINC00457798	[O-]c1cc([O-])n(-c2ccc(Cl)cc2)c(=S)n1
ZINC04454414	O=C([O-])c1cc(NC(=O)C2CCCO2)cc(C(=O)[O-])c1
ZINC37926493	Cc1nc([O-])sc1S(=O)(=O)[N-]c1cccc(F)c1C#N
ZINC38058485	O=C([O-])c1ccc(S(=O)(=O)[N-]c2ccc(F)c(F)c2F)s1
ZINC38108376	Cc1ccc(C(=O)[O-])cc1[N-]S(=O)(=O)c1cnc(Cl)s1
ZINC39117801	C/C(=C\C1=CCC(C(=O)[O-])(C(C)(C)C)C=C1)C(=O)[O-]
ZINC13182892	O=C([O-])CC1Sc2nnc([S-])n2N=C1c1cccs1
ZINC40561156	CN(C(=O)Nc1cc(C(=O)[O-])cc(C(=O)[O-])c1)C1CC1
ZINC41305994	O=C(Nc1nc(-c2ccc3[nH]c(=O)oc3c2)cs1)C(F)(F)F
ZINC47202370	Cc1ccc(F)c(S(=O)(=O)[N-]c2cccc(F)c2C(=O)[O-])c1
ZINC47318047	N#Cc1cccc(S(=O)(=O)[N-]c2ccc(Cl)c(C(=O)[O-])c2)c1
ZINC49601525	CC1(C(=O)[O-])CCCC2(C)C3CCC4CC3(CCC12)CC4C(=O)[O-]
ZINC00305514	Cn1c([O-])nc([O-])c2n(Cc3ccccc3Cl)c(=S)nc1-2
ZINC53200009	O=C([O-])Cc1ccccc1NC(=O)c1ncccc1[O-]
ZINC53821634	O=C([O-])c1c(F)cccc1[N-]S(=O)(=O)c1c(F)cc(F)cc1F
ZINC54554057	Cc1nnc(Sc2nccc([O-])n2)c(C(=O)[O-])c1C
ZINC55311235	Cc1oc(C(=O)[O-])cc1S(=O)(=O)[N-]c1cc(Cl)cc(Cl)c1
ZINC55311255	C#Cc1cccc([N-]S(=O)(=O)c2cc(C(=O)[O-])oc2C)c1
ZINC61093772	O=C([O-])c1cc(S(=O)(=O)[N-]c2cc(F)c(F)cc2F)c[nH]1
ZINC20110795	O=C([O-])c1ccc(-n2c([S-])nnc2-c2cc(C3CC3)n[nH]2)cc1
ZINC62268535	O=C([O-])Cc1cnnn1-c1cccc(C(=O)[O-])c1
ZINC62339370	O=C([O-])C1CCCN(c2c(Cl)cnnc2[O-])C1
ZINC62348914	Cc1cc([N-]S(=O)(=O)c2cnn(C)c2)cc(C(=O)[O-])c1C
ZINC62946968	O=C([O-])c1cncc([N-]S(=O)(=O)c2ccccc2F)c1
ZINC62947038	Cc1ccc(S(=O)(=O)[N-]c2cncc(C(=O)[O-])c2)c(Cl)c1
ZINC63216442	N#Cc1ccccc1S(=O)(=O)[N-]c1nccnc1C(=O)[O-]
ZINC65349056	CS(=O)(=O)[N-]c1cccc(-c2ccc(C(=O)[O-])nc2)c1
ZINC04517256	Nc1ncnc2c1ncn2C1CC2OP(=O)([O-])OCC2O1
ZINC04651691	O=C(NNC(=O)C1CCCCC1C(=O)[O-])c1ccc2c(c1)OCO2
ZINC04946103	O=S(=O)([O-])c1cc(Cl)cc(/N=N/c2ccc(O)cc2O)c1O
ZINC01070337	N#CC1=C(N)Oc2[nH]nc(-c3ccncc3)c2C1c1ccccc1C(=O)[O-]
ZINC12659846	Cc1cc([N+](=O)[O-])cc(C2[NH2+]C(C(=O)[O-])Cc3c2[nH]c2ccccc32)c1[O-]
ZINC12659851	Cc1cc([N+](=O)[O-])cc(C2[NH2+]C(C(=O)[O-])Cc3c2[nH]c2ccccc32)c1[O-]
ZINC13538591	O=C([O-])c1ccc(OC2OC(CO)C(O)C(O)C2O)cc1
ZINC16479380	O=C(NNC(=O)C1CC=CCC1C(=O)[O-])C1COc2ccccc2O1
ZINC17028596	O=C1N=C([O-])C2(C(=O)N1)C(c1ccccc1)NC(=O)NC2c1ccccc1
ZINC22553942	O=c1[nH]c([O-])c(C(C[N+](=O)[O-])c2ccc(O)cc2)c(=O)[nH]1
ZINC09911797	NC(=O)C1CCN(C(=O)/C([O-])=N/c2ncc([N+](=O)[O-])s2)CC1
ZINC27598156	Cn1c(=O)oc2cc(S(=O)(=O)[N-]c3cc(C(N)=O)ccc3Cl)ccc21
ZINC18202401	N#CC1=C(N)Oc2c(nc(=S)[nH]c2[O-])C1c1cccc([N+](=O)[O-])c1
ZINC06007503	CS(=O)(=O)N1[N-]C(=N)/C(=N\Nc2cccc(C(F)(F)F)c2)C1=[NH2+]
ZINC04113138	Cc1n[nH]c([O-])c1C(c1ccc([N+](=O)[O-])o1)c1c(C)[nH][nH]c1=O
ZINC37433763	NC(=O)N1CCCC(C(=O)Nc2nc(CC(=O)[O-])cs2)C1
ZINC04596737	Nc1nnc(CC(=O)NN/C=C2/C=CC(=O)C=C2[O-])s1
ZINC38634430	NS(=O)(=O)c1ccc(Nc2ncc3nc([O-])oc3n2)cc1
ZINC39465332	CC(C)S(=O)(=O)c1cc2c(cc1O)CCN1NP(=O)([O-])OCC21
ZINC39558358	NS(=O)(=O)[N-]c1cccc(NC(=O)c2cc3ccccc3oc2=O)c1
ZINC40217527	Cc1nnsc1C(=O)Nc1cccc([N-]S(N)(=O)=O)c1
ZINC40385415	Cc1cc(S(N)(=O)=O)ccc1[N-]S(=O)(=O)N1CCOCC1
ZINC41071070	NNc1ncc(S(=O)(=O)[N-]c2nc3ccccc3s2)cn1
ZINC43511159	O=C(Nc1ccc([N+](=O)[O-])cc1)NC1(C(=O)[O-])CCSC1
ZINC48726868	O=C(NNC(=O)c1cc2c(s1)CCC2)c1n[nH]c([O-])n1
ZINC50254345	Cn1cc(S(=O)(=O)[N-]c2ccc(S(N)(=O)=O)c(Cl)c2)cn1
ZINC51067608	Cn1c(N)c(/C([O-])=C(\C#N)C(=O)c2ccc3c(c2)CCC3)c(=O)n(C)c1=O
ZINC52003531	O=[N+]([O-])c1cc(S(=O)(=O)NC2CCCCC2O)ccc1[O-]
ZINC54502082	CO/C([O-])=C(F)/C(=N\c1cc(C)cc[nH+]1)c1c([O-])[nH]c(=S)[nH]c1=O
ZINC13568704	O=C(CSc1nc2[nH]c(=O)cc([O-])c2s1)Nc1nncs1
ZINC55325365	Cc1c(C(=O)[O-])sc2ncnc(NC(C)c3ncn[nH]3)c12
ZINC11361968	CS(=O)(=O)[N-]c1ccc(NC(=O)c2ccc3[nH]nnc3c2)cc1
ZINC16949036	CC(=O)N1N=C([NH-])/C(=N\Nc2ccc(Cl)cc2O)C1=O
ZINC60242177	CS(=O)(=O)c1n[n-]c(NC(=O)c2n[nH]c3ccccc23)n1
ZINC47056319	O=C(NNC(=O)c1ccc2c([O-])[nH]c(=S)nc2c1)c1cccnc1
ZINC61381960	O=C(NC1CCCCNC1=O)c1cccc(-n2nc([O-])ccc2=O)c1
ZINC61685929	Nc1cc([N+](=O)[O-])cc(F)c1S(=O)(=O)[N-]c1cnoc1
ZINC36354165	COc1ccc(C2CC(O)=Nc3c2c(C)nn3-c2ccc([O-])nn2)cc1CO
ZINC36354165	COc1ccc(C2CC(=O)Nc3c2c(C)nn3-c2ccc([O-])nn2)cc1CO
ZINC62811329	CS(=O)(=O)[N-]c1ccc(NC(=O)c2[nH]ncc2N)cc1
ZINC62946740	NC(=O)N1CCCC(C(=O)Nc2cncc(C(=O)[O-])c2)C1
ZINC39745412	CC1CCCCC1NC(=O)CSC1=NC2N=C(N)N=C([O-])C2=N1
ZINC64003696	CC1=C(/C=N/N/C([O-])=C/C2=NC(=S)NC(=O)C2)C(Cl)N(C)N1
ZINC64029130	N#Cc1nc(NC(=O)/C=C2/CSC(c3ccco3)N2)[n-]c1C#N
ZINC64303410	CC(=O)NC1N=C(/C([O-])=N/c2nc(-c3ccc(C)s3)n[nH]2)CS1
ZINC64447087	CCn1c([O-])c2ccc(C(=O)n3ncc(C#N)c3N)cc2nc1=S
ZINC65323257	O=S1(=O)CCN2C(/C([O-])=N/c3ncn[nH]3)C(c3ccc(Cl)cc3)NC21
ZINC65372629	CC1=C2C(C3C=NN=C3c3ccc(C)cc3)CC(=O)NC2N(CC(=O)[O-])N1
ZINC65880194	[O-]/C(=N\c1nc(-c2ccccn2)n[nH]1)c1cccc2[nH]ncc12
ZINC66637161	CCn1c(CNC(=O)c2ccc3c([O-])[nH]c(=S)nc3c2)n[nH]c1=S
ZINC67653693	Nc1nc2nc(CN3C(=O)S/C(=C/c4cccs4)C3=O)cc([O-])n2n1
ZINC02531058	CC1(C)CC(OP(=O)([O-])[O-])CC(C)(C)N1O
ZINC20312801	Cn1cc(C(=O)[O-])cc1-c1nnc([S-])n1C
ZINC20545340	Cc1cc([N-]S(=O)(=O)c2ccc(F)c(C(=O)[O-])c2F)no1
ZINC13088597	Cc1ccc(S(=O)(=O)[N-]c2cc(Cl)ccc2C(=O)[O-])s1
ZINC21506896	Cc1cc([N-]S(=O)(=O)c2ccc(Cl)c(C(=O)[O-])c2)on1
ZINC22735392	O=C([O-])CSc1nnc2nc([O-])c3c(n12)CCCC3
ZINC18227439	CCc1c([O-])nc(=S)n(-c2ccccc2)c1[O-]
ZINC33248080	C/C(C/C(C)=C1/SC(=S)N=C1[O-])=C1/SC(=S)N=C1[O-]
ZINC33811067	O=C([O-])c1cncc([N-]S(=O)(=O)c2ccc(Cl)s2)c1
ZINC34762044	O=C([O-])CCc1nnc(-c2cccs2)nc1[O-]
ZINC00393108	COC(=O)c1oc(C(=O)OC)c([O-])c1[O-]
ZINC34797895	O=C([O-])Cc1ccc(N2CC34C=CC(O3)C(C(=O)[O-])C4C2=O)cc1
ZINC22157123	O=C([O-])C1CC2CCCCC2N1C(=O)c1cc([N+](=O)[O-])c[n-]1
ZINC36353544	Cn1c(C(=O)[O-])c(C(C(=O)[O-])N2CCOCC2)c2ccccc21
ZINC20003369	O=C([O-])c1cc(S(=O)(=O)[N-]c2nccs2)ccc1Cl
ZINC21796886	O=C([O-])c1ccc(Cl)c(S(=O)(=O)[N-]c2nccs2)c1
ZINC36983794	N#Cc1ccsc1[N-]S(=O)(=O)c1c[nH]c(C(=O)[O-])c1
ZINC37457943	CC(CC(=O)[O-])NC(=O)c1cc(F)c(F)c([O-])c1F
ZINC37675813	Cc1nsc([N-]S(=O)(=O)c2ccccc2F)c1C(=O)[O-]
ZINC37730487	Cc1[nH]ncc1S(=O)(=O)[N-]c1cc(C(=O)[O-])c(F)cc1F
ZINC37789822	Cn1cc([N-]S(=O)(=O)c2cc(C(=O)[O-])cs2)ccc1=O
ZINC37795668	Cc1cc(C(=O)[O-])ccc1NC(=O)C1CC1C(=O)[O-]
ZINC14406331	[O-]c1cc([O-])n(-c2ccc(F)cc2)c(=S)n1
ZINC38058462	Cc1ccc([N-]S(=O)(=O)c2ccc(C(=O)[O-])s2)cc1Cl
ZINC38058941	Cn1cc([N-]S(=O)(=O)c2ccc(C(=O)[O-])s2)ccc1=O
ZINC02517023	CN(C)c1cc([N+](=O)[O-])ccc1OP(=O)([O-])[O-]
ZINC39117803	C/C(=C\C1=CCC(C(=O)[O-])(C(C)(C)C)C=C1)C(=O)[O-]
ZINC40725990	CC1CCN(C(=O)Nc2cc(C(=O)[O-])cc(C(=O)[O-])c2)C1
ZINC42414571	O=C([O-])c1ccc(S(=O)(=O)[N-]c2cc[nH]n2)s1
ZINC36748163	O=C([O-])c1ccc([N-]S(=O)(=O)c2c(F)cccc2F)cc1
ZINC44563482	O=C1C2C=CC(=C([O-])[O-])C=C2N=CN1c1ccccc1F
ZINC45070652	O=C([O-])CC12CC=CCC1(C(=O)[O-])CC=CC2
ZINC49046680	CC1CCc2c(sc([N-]S(=O)(=O)C(C)C(=O)[O-])c2C#N)C1
ZINC49466147	Cc1[nH]c2nc(-c3ccc(Cl)cc3)nn2c(=O)c1CC(=O)[O-]
ZINC51393976	Cc1cc([O-])nc(SCC2CCC(C(=O)[O-])O2)n1
ZINC00087828	O=C([O-])C12C3CCC4C5C3C1C5(C(=O)[O-])C42
ZINC54164360	Cc1ccc(C(=O)[O-])cc1[N-]C1=NC(=O)/C(=C\c2ccco2)S1
ZINC10217730	Cc1cc([O-])c(Cc2c([O-])cc(C)n(C)c2=O)c(=O)n1C
ZINC08741303	[O-]c1ccc(-c2nnc([S-])n2-c2ccc3c(c2)OCO3)nn1
ZINC37055762	O=C([O-])CS(=O)(=O)[N-]c1ccc2c(c1)CCO2
ZINC36854342	O=C([O-])c1ccc(SC2CC([O-])=NC2=O)cc1
ZINC61117831	Cc1cc([N-]S(=O)(=O)CC(=O)[O-])ccc1F
ZINC62268594	O=C([O-])Cc1cnnn1-c1ccc(C(=O)[O-])cc1
ZINC62317799	CC(C)(C(=O)[O-])n1nnc(C(=O)[O-])c1-c1cccs1
ZINC62947017	O=C([O-])c1cncc([N-]S(=O)(=O)c2ccc(F)c(Cl)c2)c1
ZINC63009513	CC(C)S(=O)(=O)[N-]c1ccc(C(=O)[O-])cc1F
ZINC63216508	Cc1ccc(S(=O)(=O)[N-]c2nccnc2C(=O)[O-])cc1F
ZINC19890555	O=C1N/C(=N\c2ccccc2C(=O)[O-])S/C1=C\c1ccco1
ZINC19890555	O=C1N=C([N-]c2ccccc2C(=O)[O-])S/C1=C\c1ccco1
ZINC65339775	O=C([O-])c1ccc(-c2csc(C(=O)[O-])c2)cc1
ZINC65349053	CS(=O)(=O)[N-]c1cccc(-c2ccc(C(=O)[O-])cn2)c1
ZINC04046862	O=C([O-])C1C2C=CC3(O2)C1C(=O)N1CCCOC13
ZINC04661267	O=C([O-])/C=C/C(=O)N1CCC2(CC1)OCCO2
ZINC11891423	O=C([O-])C1CCCN(C(=O)c2ccc3c(c2)OCO3)C1
ZINC00332716	O=Cc1cc(C=O)c([O-])c([N+](=O)[O-])c1
ZINC01693061	O=S(=O)([O-])c1cc2onnc2c2ccccc12
ZINC19439154	Cc1cc([N-]S(=O)(=O)c2ccccc2C#N)on1
ZINC19486461	Cc1ccc(C2CC(C(=O)[O-])=Nc3ncnn32)s1
ZINC12583023	[S-]c1nnc(N2CCOCC2)n1Cc1ccco1
ZINC20316053	CC1CCCCN1C(=O)c1ccn(CC(=O)[O-])n1
ZINC21214175	[O-]/C(=N\c1nncs1)c1cc[n+]([O-])cc1
ZINC22779508	[S-]c1nnc2ccc(N3CCOCC3)nn12
ZINC26422582	CC(C)(C)OC(=O)N1CCn2cccc2C1C(=O)[O-]
ZINC35687387	O=C([O-])C1CCCN(C(=O)c2cnsn2)C1
ZINC37266912	COC1CCN(C(=O)N2CCCC(C(=O)[O-])C2)CC1
ZINC37429959	CC(=O)c1cc(C(=O)N2CCC(C(=O)[O-])CC2)n(C)c1
ZINC37433178	Cn1nccc1/C=C/C(=O)N1CCC(C(=O)[O-])CC1
ZINC37436250	Cc1nn(C)c(C)c1CC(=O)N1CCCC(C(=O)[O-])C1
ZINC15923694	O=c1c([N+](=O)[O-])c([O-])n2c3c(cccc13)CCC2
ZINC39951596	O=[N+]([O-])C1=C(/N=C\[O-])C=CC2N=CN=C12
ZINC39994539	Cc1nnc(/N=C([O-])/C(C#N)=C/c2ccncc2)s1
ZINC41538650	CN1C(=O)C([O-])=C(C(=O)c2ccco2)C1c1ccco1
ZINC41682851	CC1CN(C(=O)N(C)CC(=O)[O-])CC(C)(C)O1
ZINC41890473	CC(C(=O)[O-])(c1ccc2c(c1)OCCO2)n1cccn1
ZINC42280708	CS(=O)(=O)/N=C(\[O-])c1cccc(S(C)(=O)=O)c1
ZINC43428564	CCN(CC(=O)[O-])C(=O)N1CCOC2CCCC21
ZINC43700931	CN(C)c1cccc(C(=O)N2CCOC(C(=O)[O-])C2)c1
ZINC43703080	O=C([O-])C1CN(S(=O)(=O)c2cccs2)CCO1
ZINC43704150	O=C([O-])C1CN(CC(=O)N2CCCC2)CCO1
ZINC44509584	Cc1cc(C)nc([N-]S(=O)(=O)CC#N)n1
ZINC44509781	Cn1ccc([N-]S(=O)(=O)CC#N)n1
ZINC48487275	Cc1c(/C([O-])=N/S(C)(=O)=O)oc2c1C(=O)CCC2
ZINC49411979	Cc1nc(CN(C)C(=O)c2ccc([O-])nn2)cs1
ZINC49417702	Cc1nn(C)c(C)c1/C([O-])=N/S(=O)(=O)C(C)C
ZINC49417819	CC(C)S(=O)(=O)/N=C(\[O-])c1cnn(C)c1
ZINC49991499	Cc1cccc(N(C)C(=O)N2CCOC(C(=O)[O-])C2)c1
ZINC50253619	Cn1cc(S(=O)(=O)[N-]c2ccccc2C#N)cn1
ZINC54294499	O=C([O-])CC1CCCN(C(=O)C2=COCCO2)C1
ZINC54534057	O=C([O-])c1nccnc1N1CCS(=O)(=O)CC1
ZINC62090513	CC(=O)N1CCOc2ccc([N-]S(C)(=O)=O)cc21
ZINC62117681	CC(C(=O)N1CCC(C(=O)[O-])C1)n1cccn1
