ZINC04018031	NC(=S)N/N=C/C(O)C(O)C(O)CO
ZINC43509399	CC1OC(O)(CO)C(C)(O)C(C)(OC2OC(CO)C(C)(O)C(C)(O)C2(C)O)C1(C)O
ZINC43509405	CC1OC(O)(CO)C(C)(O)C(C)(OC2OC(CO)C(C)(O)C(C)(O)C2(C)O)C1(C)O
ZINC43510151	COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C2C1C(O)CC2(C)O
ZINC43611834	COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C2C1(O)CC(O)C2(C)O
ZINC43781655	COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C2C(CO)=CCC12O
ZINC43867049	CC(=O)OC1(C)CC(O)C2(O)C=COC(OC3OC(CO)C(O)C(O)C3O)C12
ZINC44960164	Nc1ccc(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)cc1
ZINC59369419	O=c1[nH]cnc2c1nc(N1CCN(CC(O)CO)CC1)n2C1OC(CO)C(O)C1O
ZINC59385004	CC1=C(C(=O)N/N=C/c2ccc(O)cc2O)C(c2ccc(O)cc2O)NC(=S)N1
ZINC63225185	NN1C(SCC2[NH+]=c3ccccc3=[NH+]2)NNC1c1cccc(Br)c1
ZINC63720228	[NH3+]C(CC1=c2ccccc2=[NH+]C1)C1NNC(SCc2c(F)cccc2Cl)O1
ZINC04090827	NC(=O)CCC1[NH2+]C2(C(=O)Nc3ccccc32)C2C(=O)N(CC3CCCO3)C(=O)C12
ZINC04090828	NC(=O)CCC1[NH2+]C2(C(=O)Nc3ccccc32)C2C(=O)N(CC3CCCO3)C(=O)C12
ZINC00902341	CC[NH+]1CCc2c(sc(NC(=S)NC(=O)/C=C/c3ccccc3)c2C(N)=O)C1
ZINC08789670	NC(=O)CCC1[NH2+]C2(C(=O)Nc3ccccc32)C2C(=O)N(c3ccc4c(c3)OCCO4)C(=O)C12
ZINC08790093	Cc1ccc2c(c1)C1([NH2+]C(CC(N)=O)C3C(=O)N(Cc4ccc5c(c4)OCO5)C(=O)C31)C(=O)N2
ZINC08790563	NC(=O)CC1[NH2+]C2(C(=O)Nc3c(Cl)cccc32)C2C(=O)N(Cc3ccc4c(c3)OCO4)C(=O)C12
ZINC08790566	NC(=O)CC1[NH2+]C2(C(=O)Nc3c(Cl)cccc32)C2C(=O)N(Cc3ccc4c(c3)OCO4)C(=O)C12
ZINC08790629	CCc1ccc2c(c1)C1([NH2+]C(CC(N)=O)C3C(=O)N(Cc4ccc5c(c4)OCO5)C(=O)C31)C(=O)N2
ZINC08876671	O=C1C2C(Cc3ccc(O)c(O)c3)[NH2+]C3(C(=O)Nc4ccccc43)C2C(=O)N1CC1CCCO1
ZINC09155502	CC(C(=O)Nc1ccc2[nH]c(=O)[nH]c2c1)[NH+]1CCC(n2c(=O)[nH]c3ccccc32)CC1
ZINC12879872	Cc1c(Cl)ccc2c1NC(=O)C21[NH2+]C(CC(N)=O)C2C(=O)N(c3ccc(C(N)=O)cc3)C(=O)C21
ZINC12879876	Cc1c(Cl)ccc2c1NC(=O)C21[NH2+]C(CC(N)=O)C2C(=O)N(c3ccc(C(N)=O)cc3)C(=O)C21
ZINC08789672	Cc1c(Cl)ccc2c1NC(=O)C21[NH2+]C(CC(N)=O)C2C(=O)N(c3ccc(C(N)=O)cc3)C(=O)C21
ZINC12879888	Cc1c(Cl)ccc2c1NC(=O)C21[NH2+]C(CC(N)=O)C2C(=O)N(c3ccc(C(N)=O)cc3)C(=O)C21
ZINC12883974	CCc1cccc2c1NC(=O)C21[NH2+]C(CCC(N)=O)C2C(=O)N(Cc3ccc4c(c3)OCO4)C(=O)C21
ZINC08636332	O=C(NCC[NH+]1CCOCC1)C1CC(O)C(O)C2NC(=S)N(c3ccc(Cl)cc3)C12
ZINC15707952	CN(C)c1ccc(NC(=S)NC2CC3C(=O)NCC(CCC(=O)NCc4cccnc4)[NH+]3C2)cc1
ZINC17142076	CC(=O)/C(=C\c1ccc(OC2OC(CO)C(O)C(O)C2O)cc1)C(=O)CC[NH+](C)C
ZINC20463924	NC(=O)C1CC[NH+](C2C3OCC(O3)C(NC(=O)Nc3ccc(F)cc3)C2O)CC1
ZINC20835654	C/C(=N\Nc1nc(SCC(=O)NC2CC(C)(C)[NH2+]C(C)(C)C2)n[nH]1)c1ccncc1
ZINC21985994	CCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)[NH+](C)C1
ZINC25680382	CC(C(=O)Nc1sc2c(c1C(N)=O)CCC2)[NH+]1CC=C(c2ccc(O)cc2)CC1
ZINC26600034	COc1cc(-c2c3c([nH+]c4sc(C(N)=O)c(N)c24)CCN(C)C3)cc(OC)c1OC
ZINC39211926	COCc1cc(C)nc2c1C([NH3+])C(C(=O)NCCc1c(C)[nH]c3ccc(OC(F)(F)F)cc13)S2
ZINC39559757	C/C=C/C=C/C=C\C(=O)NC(C(=O)OC(C1=C2C=CC(Cl)=CC2N=C1)C1NC(=O)CNC1=O)C(C)[NH3+]
ZINC39661768	O=C(NCCc1ccc(O)c(O)c1)C1CN(C(=O)C2CCC2)CC12CC[NH2+]CC2
ZINC39661769	O=C(NCCc1ccc(O)c(O)c1)C1CN(C(=O)C2CCC2)CC12CC[NH2+]CC2
ZINC39661851	O=C(NCCc1ccc(O)c(O)c1)C1CN(C(=O)C2COc3ccccc3O2)CC12CC[NH2+]CC2
ZINC39676519	CC1=C(C(=O)N2CC(C(=O)NCCc3c[nH]c4ccc(Cl)cc34)C3(CC[NH2+]CC3)C2)C(C)ON1
ZINC15226910	COc1ccc(C2=NN(C3=NNC([NH3+])=Cc4nncn43)C(O)(C(F)(F)F)C2)cc1
ZINC15226908	COc1ccc(C2=NN(C3=NNC([NH3+])=Cc4nncn43)C(O)(C(F)(F)F)C2)cc1
ZINC40645238	CC1(C)CC(Nc2ncnc(NNC(=O)Cc3ccccc3)c2[N+](=O)[O-])CC(C)(C)[NH2+]1
ZINC40794779	Cc1ccc(S(=O)(=O)NNc2ncnc(NCCCn3cc[nH+]c3)c2N)cc1
ZINC40956511	CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC3CC[NH2+]CC3)c21
ZINC43277621	Nc1ccc2cc3ccc(=[NH2+])cc-3n(CCCC(=O)NCCN3C(=O)C=CC3=O)c2c1
ZINC43737419	CC12CCC3C(CCC4(O)CC(O)CCC34/C=[NH+]/CCCO)C1(O)CCC2C1=CC(=O)OC1
ZINC44607958	CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)[NH+](C)C1
ZINC27194866	CO/N=C(\N)c1ccc2nc(-c3ccc(-c4ccc(C(=[NH2+])NOC)cc4)o3)cn2c1
ZINC58489669	[NH2+]=C1Nc2nc3ccccc3n2C(c2ccc(OCCO)cc2Br)N1
ZINC58489671	[NH2+]=C1Nc2nc3ccccc3n2C(c2ccc(OCCO)cc2Br)N1
ZINC12507683	NC1=[NH+]c2nc3cc4c(cc3n2C(c2ccc(OCCO)cc2Br)N1)OCCCO4
ZINC63818055	O=C(CC1NOC(C(=O)NCCC2=c3cc(F)ccc3=[NH+]C2)N1)Nc1ccc(F)cc1F
ZINC64029261	CC1NNC(=O)C2=C1C(C)OC2NC(=O)C[NH+]1CCC(C(=O)NCC(F)(F)F)CC1
ZINC64380698	O=C(NCCCO)C(CC1=c2ccccc2=[NH+]C1)N1C(=O)c2ccccc2NC1O
ZINC03816310	C[NH+]1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1
ZINC05758595	[NH3+]CCc1c(C(c2ccc(Cl)cc2)c2cc3ccccc3[nH]2)[nH]c2ccccc12
ZINC08565776	COc1cc(C2NC(=[NH2+])Nc3nc4ccccc4n32)cc(Br)c1O
ZINC02107583	O=c1c(C2[NH2+]CCc3c2[nH]c2ccccc32)c(O)[nH]c(=S)n1-c1cccc2ccccc12
ZINC02107585	O=c1c(C2[NH2+]CCc3c2[nH]c2ccccc32)c(O)[nH]c(=S)n1-c1cccc2ccccc12
ZINC05626116	Cc1cccc(-n2c(O)c(C3[NH2+]CCc4c3[nH]c3ccccc43)c(=O)[nH]c2=S)c1
ZINC05762742	O=c1[nH]c(=S)n(-c2ccc(F)cc2)c(O)c1C1[NH2+]CCc2c1[nH]c1ccccc21
ZINC05807375	Cc1ccccc1-n1c(O)c(C2[NH2+]CCc3c2[nH]c2ccccc32)c(=O)[nH]c1=S
ZINC05807416	O=c1[nH]c(=S)n(-c2ccccc2)c(O)c1C1[NH2+]CCc2c1[nH]c1ccccc21
ZINC05807422	O=c1[nH]c(=S)n(-c2ccccc2F)c(O)c1C1[NH2+]CCc2c1[nH]c1ccccc21
ZINC02271860	N#CC1C(=[NH2+])Nc2sc(C(=O)c3ccc(Br)cc3)c(N)c2C12CCCCC2
ZINC09330756	Cc1cc(C)cc(-n2c(O)nc(O)c(C3[NH2+]CCc4c3[nH]c3ccccc43)c2=O)c1
ZINC09088106	O=c1c(C2[NH2+]CCc3c2[nH]c2ccccc32)c(O)nc(O)n1-c1cccc(F)c1
ZINC20436765	Oc1ccc2ccccc2c1CNCC[NH2+]Cc1c(O)ccc2ccccc12
ZINC20480410	[NH3+]C(c1ccc(I)cc1)c1ccc2[nH]c(=O)[nH]c2c1
ZINC27212216	Nc1nc2c(c(-c3ccc(Cl)cc3Cl)c1C[NH3+])Cc1cc(Br)ccc1-2
ZINC31807288	Cc1[nH]nc2c1C(c1ccc(Cl)cc1Cl)c1c([nH]c(=O)[nH]c1=O)N2
ZINC31807288	Cc1n[nH]c2c1C(c1ccc(Cl)cc1Cl)c1c([nH]c(=O)[nH]c1=O)N2
ZINC31808957	Cc1[nH]nc2c1C(c1ccc(Br)cc1)c1c([nH]c(=O)[nH]c1=O)N2
ZINC31808957	Cc1n[nH]c2c1C(c1ccc(Br)cc1)c1c([nH]c(=O)[nH]c1=O)N2
ZINC07043225	Cc1ccc(C2c3c(ncn(N)c3=[NH2+])Oc3ccc4ccc(O)cc4c32)cc1
ZINC07043241	Cc1ccc(C2c3c(ncn(N)c3=[NH2+])Oc3ccc4ccc(O)cc4c32)cc1
ZINC36812944	NC(=O)C1CCN(c2c(N)c[nH+]c3ccc(Br)cc23)CC1
ZINC37287739	[NH3+]C(c1ccc2[nH]c(=O)[nH]c2c1)c1cc(Br)ccc1Cl
ZINC37287740	[NH3+]C(c1ccc2[nH]c(=O)[nH]c2c1)c1cc(Br)ccc1Cl
ZINC37365727	[NH3+]C(c1ccc2[nH]c(=O)[nH]c2c1)c1ccc(Br)cc1Cl
ZINC39534161	CCOC1C[NH+](C(CNO)c2ccc(-c3ccccc3O)cc2)CCN1
ZINC39534162	CCOC1C[NH+](C(CNO)c2ccc(-c3ccccc3O)cc2)CCN1
ZINC39850868	NC(=[NH2+])/N=C1/NC(=O)C(Cc2cc(C(F)(F)F)ccc2Cl)S1
ZINC40687613	Cc1ccc2nc(Nc3ncnc(Nc4cc[nH+]cc4)c3N)sc2c1
ZINC40703227	Cc1cc(Cl)ccc1Nc1ncnc(NN2CC[NH+](C)CC2)c1N
ZINC40779647	Nc1c(Nc2ccc(Cl)cn2)nc[nH+]c1Nc1cccnc1Cl
ZINC42910637	CC1(C)CC(NC(=O)NCC(O)c2ccc(F)c(F)c2)CC(C)(C)[NH2+]1
ZINC52094262	[NH3+]C(c1ccc(Br)c(F)c1)c1cc2[nH]c(=O)[nH]c2cc1Br
ZINC52094331	[NH3+]C(c1cccc(I)c1)c1cc2[nH]c(=O)[nH]c2cc1Br
ZINC52094332	[NH3+]C(c1cccc(I)c1)c1cc2[nH]c(=O)[nH]c2cc1Br
ZINC52094337	[NH3+]C(c1ccc(I)cc1)c1cc2[nH]c(=O)[nH]c2cc1Br
ZINC52094378	COc1ccc(C([NH3+])c2cc3[nH]c(=O)[nH]c3cc2Br)cc1
ZINC52094389	COc1ccccc1C([NH3+])c1cc2[nH]c(=O)[nH]c2cc1Br
ZINC52094415	[NH3+]C(c1ccc(F)cc1F)c1cc2[nH]c(=O)[nH]c2cc1Br
ZINC52094418	[NH3+]C(c1ccc(F)cc1Cl)c1cc2[nH]c(=O)[nH]c2cc1Br
ZINC52094436	[NH3+]C(c1ccc(F)c(F)c1)c1cc2[nH]c(=O)[nH]c2cc1Br
ZINC52839728	CC(C)(C)c1[nH+]c(-c2cc(Br)c3c(c2)OCO3)c(N)n1N
ZINC52840005	CC(C)c1[nH+]c(-c2cc(Br)c3c(c2)OCCO3)c(N)n1N
ZINC52982875	Cc1ccc(F)c(C([NH3+])c2cc3[nH]c(=O)[nH]c3cc2Br)c1
ZINC52982877	Cc1ccc(F)c(C([NH3+])c2cc3[nH]c(=O)[nH]c3cc2Br)c1
ZINC53114032	Nc1c[nH+]c2ccc(Br)cc2c1NC1(CO)CCCCC1
ZINC54205712	[NH3+]C(c1cc2[nH]c(=O)[nH]c2cc1Br)c1cccc(F)c1F
ZINC06713544	COc1ccc(C2[NH+]=C(N)N=C(N)N2c2ccc(Cl)cc2)cc1OC
ZINC13208183	Oc1ccc(/C=N/c2cccc(/N=C/c3ccc(O)c(O)c3)[nH+]2)cc1O
ZINC52094308	[NH3+]C(c1ccccc1Cl)c1cc2[nH]c(=O)[nH]c2cc1Br
ZINC63056042	Cc1cc(C([NH3+])c2cc3[nH]c(=O)[nH]c3cc2Br)ccc1F
ZINC05359847	CC12CCC(O)CC1=CCC1C2CCC2(C)C([NH3+])C(O)CC12
ZINC07091494	CC([NH2+]C(C)C12CC3CC(CC(C3)C1)C2)C(=O)NC(N)=O
ZINC19842848	Cc1cc(C)c(C([NH3+])c2ccc3[nH]c(=O)[nH]c3c2)c(C)c1
ZINC05907795	CCC1(C)Cc2c(sc3c2/C(=[NH+]/N)NC(SC)N3)CO1
ZINC20477549	[NH3+]CCSC1=C(c2ccccc2)Nc2ccccc2NC1=O
ZINC21305047	Cc1ccccc1C([NH3+])c1ccc2c(c1)NC(=O)CC(=O)N2
ZINC21305067	Cc1cccc(C([NH3+])c2ccc3c(c2)NC(=O)CC(=O)N3)c1
ZINC28347167	N#Cc1c(C2CCC[NH2+]C2)cc(-c2ccccc2O)nc1N
ZINC28356869	N#Cc1c(N)nc(-c2ccccc2O)c(F)c1C1CCC[NH2+]C1
ZINC28878141	CC([NH2+]C(C)c1ccc(Br)cc1)C(=O)NC(N)=O
ZINC34926987	[NH2+]=C1NC(=S)NC(c2ccc(Br)cc2)N1
ZINC35341253	Nc1cc2c(cc1NC1C[NH+]3CCC1CC3)CCC(=O)N2
ZINC35341265	CC[NH+]1CCCC1CNc1cc2c(cc1N)NC(=O)CC2
ZINC35355855	CC[NH+]1CCCC1CNc1cc2c(cc1N)CCC(=O)N2
ZINC36266761	Cc1[nH]c(=O)sc1S(=O)(=O)NCC1([NH3+])CCCCCC1
ZINC36268842	NS(=O)(=O)c1ccc(NC2CC[NH2+]C3(CCC3)C2)cc1
ZINC36813020	Nc1c[nH+]c2ccc(Br)cc2c1NCCO
ZINC36813138	CC(O)CNc1c(N)c[nH+]c2ccc(Br)cc12
ZINC37163142	CC([NH2+]Cc1ccc(O)cc1)c1ccc2[nH]c(=O)[nH]c2c1
ZINC37643825	CC[NH+]1CCC(CNc2cc3c(cc2N)NC(=O)CC3)C1
ZINC40680499	CC1(C)CC(NS(=O)(=O)c2ccc(N)cn2)CC(C)(C)[NH2+]1
ZINC40687599	Nc1c(Nc2cc[nH+]cc2)ncnc1Nc1ccc(Cl)cc1
ZINC40723473	CN(C)c1ncnc(NC2CC(C)(C)[NH2+]C(C)(C)C2)c1N
ZINC40724337	CC1(C)CC(Nc2ncnc(N3CCCC3)c2N)CC(C)(C)[NH2+]1
ZINC40755644	CN(C)Nc1[nH+]cnc(NC23CC4CC(CC(C4)C2)C3)c1N
ZINC40760844	CCOc1ncnc(NC2CC(C)(C)[NH2+]C(C)(C)C2)c1N
ZINC41027246	C[NH2+]C(C)c1cc(F)ccc1Sc1nc(N)cc(=O)[nH]1
ZINC22364405	CC1CCc2c(sc3nc(CSC(N)=[NH2+])[nH]c(=O)c23)C1
ZINC43326101	Cc1cc(S(N)(=O)=O)cc(NC2CCC[NH2+]C2)c1C
ZINC44403068	CCC([NH3+])Cc1cc(I)cnc1N
ZINC44489889	[NH3+]C1CC(NC(=O)c2ccc(Br)cc2O)C1
ZINC44606362	CC1(C)CCc2c([nH+]c(C(=O)NN)c3[nH]c4ccccc4c23)C1
ZINC49152414	CC(C[NH+]1CCCC1)Nc1cc2nc[nH]c(=O)c2cc1N
ZINC49564238	Nc1cc2c(cc1NC1CC[NH+]3CCCCC13)NC(=O)C2
ZINC19721692	CC(C)SCC1=N[NH+]=C(N)/C1=C1\NC(=O)c2ccccc2N1
ZINC50163835	CC(Nc1ccc(S(N)(=O)=O)cc1)C1CCC[NH2+]C1
ZINC52094231	[NH3+]C(c1ccoc1)c1cc2[nH]c(=O)[nH]c2cc1Br
ZINC21799253	[NH3+]C(c1ccc2[nH]c(=O)[nH]c2c1)c1c(Cl)cccc1Cl
ZINC52839737	CC(C)(C)c1[nH+]c(-c2cc(Cl)cc(Cl)c2)c(N)n1N
ZINC52839810	N#Cc1cccc(-c2[nH+]c(C3CCCCC3)n(N)c2N)c1
ZINC52839817	Nc1c(-c2ccc(Cl)cc2)[nH+]c(C2CCCCC2)n1N
ZINC40176446	NC1=CC2=[NH+]C(c3ccc(Br)cc3)NN2C([S-])=[NH+]1
ZINC33471772	Cc1cc(C)nc(/N=C(/N)NC2CC(C)(C)[NH2+]C(C)(C)C2)n1
ZINC34926985	[NH2+]=C1NC(=S)NC(c2cccc(Br)c2)N1
ZINC42908256	CC1(C)CC(NC(=O)NC2CCC(O)CC2)CC(C)(C)[NH2+]1
ZINC00203729	Cc1ccc(C)c(NC2=NC(N)=[NH+]C3(CCCCC3)N2)c1
ZINC00203729	Cc1ccc(C)c(/N=C2/NC3(CCCCC3)NC(N)=[NH+]2)c1
ZINC00203744	COc1ccc(NC2=NC(N)=[NH+]C3(CCCCC3)N2)cc1
ZINC61709618	CC(C(=O)Nc1c(N)cc(Cl)cc1Cl)[NH+]1CCC(O)C1
ZINC62001420	O=C1Nc2ccccc2C12CC[NH2+]C2c1ccc(O)c(O)c1
ZINC62001423	O=C1Nc2ccccc2C12CC[NH2+]C2c1ccc(O)c(O)c1
ZINC08854900	CCOc1cc(C2C(C#N)=C(N)Oc3[nH]nc(-c4ccc(OC)cc4)c32)cc([N+](=O)[O-])c1[O-]
ZINC02111079	Cc1oc2cc3oc(=O)c(CCC(=O)NC(Cc4ccc(O)c(O)c4)C(=O)[O-])c(C)c3cc2c1C
ZINC09915621	CC1(Oc2c[nH]c3ccc(Br)c(Cl)c23)OC(C)(C(=O)[O-])C(C)(O)C(C)(O)C1(C)O
ZINC09970432	CC1(Oc2c[nH]c3ccc(Br)cc23)OC(C)(C(=O)[O-])C(C)(O)C(C)(O)C1(C)O
ZINC12659519	CC(C)C(NC(=O)CNC(=O)CO/N=C1\C=C2CCC3C(CCC4(C)C(O)CCC34)C2(C)CC1)C(=O)[O-]
ZINC13272516	N#Cc1c(N)sc2c1CCN(c1ccc(S(=O)(=O)Nc3ccc(C(=O)[O-])cc3)cc1[N+](=O)[O-])C2
ZINC21079756	O=C(CCSc1n[nH]c(N/N=C/c2cc(Cl)cc(Cl)c2[O-])n1)Nc1ccc([N+](=O)[O-])cc1
ZINC21326810	COc1cc(/C=N/Nc2nnc(SCc3ccccc3Cl)n2N)cc([N+](=O)[O-])c1[O-]
ZINC22058453	C#CC1(OC2OC(C(=O)[O-])C(O)C(O)C2O)CCC2C3CCc4cc(O)ccc4C3CCC21C
ZINC27751464	CC1=C(C(=O)Nc2cccc(C)c2C)C(c2cc(Br)c([O-])c(Br)c2)NC(=O)N1
ZINC35644420	Cc1ccc(C)c(OCCCC(C)(C)C(=O)OC2OC(C(=O)[O-])C(O)C(O)C2O)c1
ZINC08972985	Cc1[nH]nc(O)c1C(c1ccc(OC(=O)c2cccc([N+](=O)[O-])c2)cc1)c1c(O)n[nH]c1C
ZINC36530112	CN(C(=O)c1cc([N+](=O)[O-])ccc1[O-])C(C(=O)NC1CCCCC1)c1c(O)cc(O)cc1O
ZINC36585827	CC(C)(C)N(C(=O)c1cc([N+](=O)[O-])ccc1[O-])C(C(=O)NC1CCCCC1)c1c(O)cc(O)cc1O
ZINC20896812	O=c1[nH]c(=O)c2c(-c3c(-n4cccc4)nc([O-])[nH]c3=O)c(-c3cccc(Cl)c3)[nH]c2[nH]1
ZINC13687967	COc1ccccc1N1C(=O)/C(=C/NNC(=S)Nc2ccccc2)C([O-])=NC1=S
ZINC33436889	COc1ccc(-c2ccc(C(c3c(O)n[nH]c3C)c3c(C)n[nH]c3[O-])o2)c([N+](=O)[O-])c1
ZINC38794385	O=S(=O)(NCCCC1NNC(S(=O)(=O)Cc2ccccc2F)O1)c1ccc2nc([O-])oc2c1
ZINC38794387	O=S(=O)(NCCCC1NNC(S(=O)(=O)Cc2ccccc2F)O1)c1ccc2nc([O-])oc2c1
ZINC38794407	O=S(=O)(NCCCC1NNC(S(=O)(=O)Cc2ccc(F)cc2)O1)c1ccc2nc([O-])oc2c1
ZINC38794630	CC(C)C(NS(=O)(=O)c1ccc2nc([O-])oc2c1)C1NNC(S(=O)(=O)Cc2ccc(F)cc2)O1
ZINC39344333	Cc1[nH]nc(O)c1C(C1=C(O)N=NC1C)c1cc(Br)c(O)c(Br)c1O
ZINC39355863	CC1=C(C(c2cc(Br)c(O)c(Br)c2)c2c([O-])n[nH]c2C)C(O)N=N1
ZINC39420007	CC(Sc1nc2sc3c(c2c(=O)[nH]1)CCCC3)/C([O-])=C1/C(=O)N(C)C(=O)N(C)C1N
ZINC39432372	CCOC(=O)C1C2=C(CCCCC2)SC1NC(=O)CSc1nc([O-])c(NC(C)=O)c(=O)[nH]1
ZINC13346617	O=C([O-])c1cc(S(=O)(=O)Nc2cccc(S(=O)(=O)/N=C3/CCCN3)c2)ccc1O
ZINC39939264	[NH-]C1=NC(=O)C2=NC(SCc3ccc(Cl)c(Cl)c3)N(C3OC(CO)C(O)C3O)C2=N1
ZINC40286914	NC(=O)c1c(SCC(=O)Nc2ccc(Br)cc2)sc2c([O-])cc(=O)[nH]c12
ZINC41070013	NNc1ncc(Br)cc1S(=O)(=O)[N-]c1ccc(Br)cn1
ZINC43736506	CC12CC/C(=N/OCC(=O)[O-])C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO
ZINC43737030	CC(C)C(NC(=O)CNC(=O)CO/N=C1\C=C2CCC3C(CCC4(C)C(O)CCC34)C2(C)CC1)C(=O)[O-]
ZINC43737449	C#CC1(O)CCC2C3CCC4=C/C(=N/OCC(=O)NCC(=O)NC(C(=O)[O-])C(C)C)CCC4(C)C3CCC21C
ZINC44168653	O=C([O-])c1ccccc1-c1c2ccc(=O)cc-2oc2cc(OC3OC(CO)C(O)C(O)C3O)ccc12
ZINC44171881	O=C1OC(c2ccc(O)cc2)(c2ccc(OC3OC(C(=O)[O-])C(O)C(O)C3O)cc2)c2ccccc21
ZINC45574460	CCOC(=O)NNC(=O)c1cc(=O)[nH]c2ccc(S(=O)(=O)[N-]c3ccc(F)cc3)cc12
ZINC15048164	CC(C(=O)NCCCCCC(=O)[O-])N1C(=O)/C(=C/c2ccc(O)cc2O)SC1=S
ZINC20135017	Cc1ccc(NC(=O)CC2SC(NC3(c4c([O-])[nH]c(=O)[nH]c4=O)CCCC3)=NC2=O)cc1
ZINC13145951	Cc1c(/N=C([O-])/C(C#N)=N/Nc2ccc3[nH]c(=O)[nH]c3c2)c(=O)n(-c2ccccc2)n1C
ZINC49778019	Cc1c(N2CCC3=C(C2)/C(=N/O)C(C)CS3)c(N)cc2c(=O)c(C(=O)[O-])cn(C3CC3)c12
ZINC09097032	O=[N+]([O-])c1ccc(N/N=C/c2cccc(O)c2O)c(S(=O)(=O)[N-]c2ccccc2Cl)c1
ZINC12564649	O=[N+]([O-])c1ccc(N/N=C/c2cccc(O)c2O)c(S(=O)(=O)[N-]c2ccc(Cl)cc2)c1
ZINC59384565	CC1=C(C(=O)N/N=C/c2ccccc2[N+](=O)[O-])C(c2ccc(C(=O)[O-])cc2)NC(=S)N1
ZINC59384594	CC1=C(C(=O)N/N=C/c2cccc([N+](=O)[O-])c2)C(c2ccc(C(=O)[O-])cc2)NC(=S)N1
ZINC59385621	CC1=C(C(=O)N/N=C/c2ccc(C(=O)[O-])cc2)C(c2cccc([N+](=O)[O-])c2)NC(=O)N1
ZINC59644340	COc1cc(/C=N/NC(=O)Cc2csc(N)n2)c(Br)cc1OCC(=O)[O-]
ZINC59645618	COc1cc(/C=N/NC(=O)Cc2csc(N)n2)cc(Br)c1OCC(=O)[O-]
ZINC13570627	COc1cc(N/C(N)=N/c2nc([O-])cc(CSc3nnc(C)s3)n2)cc(OC)c1
ZINC38958841	Cc1[nH]n(-c2ccccc2)c(=O)c1C1(C(F)(F)F)C(=O)NC2C1=C([O-])NC(=O)N2c1ccccc1
ZINC38959030	Cc1[nH]n(-c2ccccc2)c(=O)c1C1(C(F)(F)F)C(=O)NC2C1=C([O-])NC(=O)N2Cc1ccc(F)cc1
ZINC40266513	CC(C)(C)c1ccc(NC(=O)CSc2sc3c([O-])cc(=O)[nH]c3c2C(N)=O)cc1
ZINC04019447	CCCC1CCc2c(sc(NC(=O)C3C4CCC(C4)C3C(=O)[O-])c2C(N)=O)C1
ZINC04491863	NC(=S)N/N=C\c1cn(CCC(=O)[O-])nc1-c1cccc(Br)c1
ZINC05094759	CCC1CCc2c(sc(NC(=O)C3C4CCC(C4)C3C(=O)[O-])c2C(N)=O)C1
ZINC05529958	CC(O)(CC(=O)[O-])C1C(O)CC2C3CC=C4CC(O)CCC4(C)C3CCC21C
ZINC05530028	CC(O)(CC(=O)[O-])C1C(O)CC2C3CC=C4CC(O)CCC4(C)C3CCC21C
ZINC08214947	CC(CCC(=O)[O-])C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C
ZINC03199337	CC(C)(C)c1cc(CCC(=O)NNC(=O)/C=C/C(=O)[O-])cc(C(C)(C)C)c1O
ZINC16929336	O=C([O-])c1ccc(N2C(=O)/C(=C/c3ccc(O)c(O)c3)SC2=S)cc1O
ZINC18200605	Nc1nc2n(n1)C(c1ccc(C(=O)[O-])cc1)C1=C(CC(c3cccs3)CC1=O)N2
ZINC06313735	CCCc1cc(=O)[nH]c(SCC(=O)Nc2sc3c(c2C(N)=O)CCCC3)n1
ZINC20117143	O=C1N=C([O-])C2(C(=O)N1)C(c1cccc(Cl)c1)NC(=S)NC2c1cccc(Cl)c1
ZINC17196914	Cc1cccc(-n2c([O-])c(C3[NH2+]CCc4c3[nH]c3ccccc43)c([O-])nc2=S)c1
ZINC17198127	[O-]c1nc(=S)n(-c2ccccc2)c([O-])c1C1[NH2+]CCc2c1[nH]c1ccccc21
ZINC27838809	O=C1N=C([O-])C2(C(=O)N1)C(c1ccc(Cl)cc1Cl)NC(=O)NC2c1ccc(Cl)cc1Cl
ZINC18213475	Cc1ccc(C)c(-n2c([O-])c(C3[NH2+]CCc4c3[nH]c3ccccc43)c([O-])nc2=S)c1
ZINC34967322	N#CC1=C(N)Oc2nc([O-])[nH]c(=O)c2C1c1ccc(-c2cc(Cl)ccc2Cl)o1
ZINC35103007	Cc1n[nH]c([O-])c1C(c1ccc(I)cc1)c1c(C)[nH][nH]c1=O
ZINC02261896	O=C1N=C([O-])N(c2ccccc2Cl)C(=O)/C1=C\NNC(=O)c1ccccc1O
ZINC02261896	O=C(NN/C=C1\C(=O)N(c2ccccc2Cl)C(=O)N=C1[O-])c1ccccc1O
