ZINC03839681	CC(=O)NC1C=C(C(=O)NC(C)C(N)=O)CC(O)C1O
ZINC36942931	Cc1ccc(C(C)Nc2cc(C(N)=O)ccc2Cl)c(O)c1
ZINC36942934	Cc1ccc(C(C)Nc2cc(C(N)=O)ccc2Cl)c(O)c1
ZINC37136690	Cc1cc(C(C)Nc2ccc(NC(N)=O)cc2)c(C)o1
ZINC40372313	N/C(=N/O)C1(NC(=O)c2ccc(Cl)cc2Cl)CCCCC1
ZINC40372319	N/C(=N/O)C1(NC(=O)c2ccc(Cl)cc2)CCCCC1
ZINC40479394	CC([NH3+])(C(=O)Nc1cc(C(=O)[O-])ccc1Cl)C1CC1
ZINC40704369	Cc1ccc(C)c(Nc2ncnc(NC(C)C)c2N)c1
ZINC44783032	CC(C)C(C)NC(=O)C1(/C(N)=N/O)CCCCCC1
ZINC44862399	CCC(C(=O)Nc1cccc2ccccc12)/C(N)=N/O
ZINC44863872	CC(C)C(C(=O)Nc1ccc(F)c(F)c1)/C(N)=N/O
ZINC44863991	CC(C)C(C(=O)NC1CCCC(C)C1C)/C(N)=N/O
ZINC45891514	CC(C)C(=O)Nc1cc(Cl)c2nc(NN)sc2c1Cl
ZINC48708712	CCc1ccc(C(=O)Nc2ccc(NC(N)=O)cc2)s1
ZINC49117602	CCC1CCCCC1NS(=O)(=O)c1ccc(O)c(N)c1
ZINC49118055	Nc1cc(S(=O)(=O)Nc2ccc(Cl)c(F)c2)ccc1O
ZINC49118215	CCC1CCC(NS(=O)(=O)c2ccc(O)c(N)c2)CC1
ZINC50202351	[NH3+]C1(C(=O)Nc2ccc(Br)cc2C(=O)[O-])CCCC1
ZINC51089235	Cc1ccc(NC(=O)c2ccnc(NN)c2)c(Br)c1
ZINC51092214	COc1ccc(C)cc1NC(=O)c1ccc(NN)cc1
ZINC51122064	Cc1ccccc1NC(=O)c1cc(Br)cnc1NN
ZINC51123794	CCC1CCCCC1NC(=O)c1cc(Cl)nc(NN)c1
ZINC51127785	NNc1ccc(Cl)cc1C(=O)Nc1cc(Cl)ccc1F
ZINC51637004	NC(=S)c1cc(NC(=O)c2ccc(Cl)cc2O)ccc1F
ZINC57351256	Cc1ccc2nc(-c3cc(N)c(C)c(N)c3)oc2c1C
ZINC06592468	C/C(=N\NC(=O)c1ccc(N)cc1)c1ccc2ccccc2c1O
ZINC25882460	NC(=O)Nc1ccc(NC(=O)c2ccc(F)cc2Cl)cc1
ZINC48846661	CC(NC1CCCCC1[NH3+])(C(=O)[O-])c1ccc(F)c(Cl)c1
ZINC51123105	CC(C)C(C)NC(=O)c1cc(NN)nc2ccccc12
ZINC61123195	NNc1ccc(Cl)cc1C(=O)Nc1cc(F)c(F)c(F)c1
ZINC61691350	CC(Nc1cc(Br)ccc1Cl)C(=O)NC(N)=O
ZINC61849136	CC(=O)Nc1ccc(Nc2ccc(C(N)=S)c(Cl)c2)cc1
ZINC61887662	CCc1ccc(C(=O)NC2CCCC2/C(N)=N/O)cc1
ZINC63022462	CCC(C)(NC(=O)c1ccc(C)c(Cl)c1)/C(N)=N/O
ZINC63059009	COc1ccc(NC(=O)c2ccc(NN)c(C)c2)cc1C
ZINC65776654	CC(NC(N)=O)C(=O)NC1CCCCC1C(C)(C)C
ZINC25882410	NC(=O)Nc1ccc(NC(=O)CC2CC3CCC2C3)cc1
ZINC67263901	Cc1cccc(C(=O)Nc2ccc(CNC(N)=O)cc2)c1C
ZINC04087067	CC(C)(C)c1cc(N)ccc1C(=O)[O-]
ZINC15217425	Cc1c(O)cc(C(=O)[O-])c(C=O)c1O
ZINC02555151	Nc1c(F)c(F)cc(C(=O)[O-])c1F
ZINC03440651	Cc1nc([S-])c(C(N)=O)c(C)c1C
ZINC08390515	CSc1cc(C(=O)[O-])ccc1N
ZINC11947351	Cc1ccc(NC(=O)CCC(=O)[O-])c(O)c1
ZINC19502384	O=C([O-])c1cc(NC(=O)C2CC3C=CC2C3)ccc1O
ZINC19802354	C#CC(=O)Nc1ccc(C(=O)[O-])c(O)c1
ZINC19803446	Cc1ccc(O)c(C(=O)Nc2ccsc2C(=O)[O-])c1
ZINC19816006	COC(=O)Nc1ccc(C(=O)[O-])c(O)c1
ZINC20082432	Nc1cc([N-]S(=O)(=O)C(F)F)ccc1F
ZINC20156634	Cc1cc2nn(-c3ccc(C(=O)[O-])cc3)nc2cc1N
ZINC25492134	CCSc1nc(C)c(CC(=O)[O-])c(N)n1
ZINC26545061	CC(C)c1cc(C(=O)[O-])c(N)s1
ZINC34960547	Cc1cc(/C=C/C(=O)[O-])ccc1S(N)(=O)=O
ZINC35390581	CC(C)(C)C(NC(=O)Nc1ccccc1F)C(=O)[O-]
ZINC37933280	Cc1cc(C)n(-c2ccc(N)c(C(=O)[O-])c2)n1
ZINC38059627	CC(C)(C)C(=O)N1CCOc2ccc(N)c(C(=O)[O-])c21
ZINC38064087	CSc1ccc(N)cc1C(=O)[O-]
ZINC39096534	O=C([O-])C1=Cc2cc(O)c(O)cc2CC1
ZINC39314850	N/C([S-])=N/C1=CC=CC2N=CC=C12
ZINC40523114	CC1CCN(C(=O)Nc2ccc(O)c(C(=O)[O-])c2)CC1
ZINC40528911	Cc1cccc(C(=O)[O-])c1NC(=O)NC1CC1
ZINC40530258	CNC(=O)NCc1ccc(C(=O)[O-])cc1
ZINC40530895	CC1CCCN(C(=O)Nc2ccc(O)c(C(=O)[O-])c2)C1
ZINC40548297	CC(C)C(C)NC(=O)NC1(C(=O)[O-])CCCCCC1
ZINC43518052	CC(C#N)Oc1ccc(N)cc1C(=O)[O-]
ZINC44261229	NC(=O)/C=C/c1c(Cl)c(F)cc(C(=O)[O-])c1Cl
ZINC45008379	Nn1c([O-])c(/C=C\c2ccc(F)cc2)nnc1=S
ZINC48732641	Cc1ccc(NC(=O)c2n[nH]c([O-])n2)cc1Cl
ZINC48847514	CC1CCN(C(=O)Nc2ccc(O)cc2C(=O)[O-])C1
ZINC48967899	Cc1ccc(C(=O)[O-])cc1NC(=O)N1CCCC(O)C1
ZINC49717382	O=C([O-])c1cc(NC(=O)N2CC3CCC2C3)ccc1O
ZINC52005138	O=C(CC1(C(=O)[O-])CCCC1)NC1CCCCC1O
ZINC52011264	O=C([O-])C1CCCN(C(=O)NC2CCCCC2O)C1
ZINC52213449	Cc1cc(NC(=O)NC2CCC2)ccc1C(=O)[O-]
ZINC52258265	CC(C(=O)[O-])C(C)(O)c1ccc(O)cc1
ZINC52296826	CC1CC1NC(=O)Nc1ccccc1C(=O)[O-]
ZINC52296982	CC1CC1NC(=O)Nc1ccc(F)cc1C(=O)[O-]
ZINC53046241	O=C([O-])C1CC=CCC1C(=O)NC1(CO)CCCC1
ZINC53992812	CN1CCN(c2ccc(N)cc2C(=O)[O-])CC1
ZINC41950955	NC(=O)c1ccc(OC2(C(=O)[O-])CCSCC2)cc1
ZINC61565046	CC1CC1NC(=O)Nc1cc(F)c(F)cc1C(=O)[O-]
ZINC61589082	NC(=O)c1ccc(OC2(C(=O)[O-])CCCSC2)cc1
ZINC61589083	NC(=O)c1ccc(OC2(C(=O)[O-])CCCSC2)cc1
ZINC61712861	Cc1ccc(C(=O)[O-])cc1NC(=O)N1CCC(O)C1
ZINC61712941	O=C([O-])c1cc(F)ccc1NC(=O)N1CCC(O)C1
ZINC61713229	Cc1cc(NC(=O)N2CCC(O)C2)ccc1C(=O)[O-]
ZINC62826207	Cc1cc(C)c(NC(=O)N2CCC(O)C2)c(C(=O)[O-])c1
ZINC62828877	O=C(Nc1sccc1C(=O)[O-])NC1CCC1
ZINC01703724	O=C([O-])c1c(O)c(Br)cc(Br)c1O
ZINC01757414	O=C([O-])CCc1c(O)cc(Br)c(O)c1Br
ZINC01606593	O=C([O-])c1ccc(/N=C/c2cc(Br)ccc2O)cc1O
ZINC12020993	O=C([O-])c1cc(NC(=O)c2ccccc2Br)ccc1O
ZINC20429636	Nc1cc(S(=O)(=O)[N-]c2ccc(F)c(Cl)c2)c(F)cc1F
ZINC20595290	Cc1c(N)cc(S(=O)(=O)[N-]c2ccc(F)cc2Cl)cc1Cl
ZINC22148691	Nc1cc(S(=O)(=O)[N-]c2nc3ccccc3s2)ccc1F
ZINC27828334	O=C(NC(=S)Nc1cc(Cl)c([O-])c(Cl)c1)c1ccccc1F
ZINC20341630	[NH-]c1nc(-c2ccccc2NC(=O)c2ccc(F)c(F)c2)cs1
ZINC34938966	Nc1cc(S(=O)(=O)[N-]c2ccc(Br)cn2)ccc1F
ZINC17005139	CC12CCC(P(=O)([O-])O)=CC1=CCC1C2CCC2(C)C(O)CCC12
ZINC36159285	NC(=S)c1c(F)cccc1[N-]S(=O)(=O)c1ccc(F)cc1
ZINC36295943	Nc1ccc(F)c([N-]S(=O)(=O)c2ccc(F)cc2Cl)c1
ZINC36743281	N#Cc1cc(N)ccc1[N-]S(=O)(=O)c1ccc(Br)s1
ZINC37025863	O=C(Nc1ccc(C(=O)[O-])c(O)c1)c1cc(F)cc(Br)c1
ZINC37055718	Cc1ccc([N-]S(=O)(=O)c2cc(N)cc(Cl)c2F)cc1
ZINC37063146	Cc1ccc([N-]S(=O)(=O)c2c(Cl)cc(N)cc2Cl)cc1F
ZINC37064240	Cc1ccc(F)c([N-]S(=O)(=O)c2cc(N)cc(Cl)c2F)c1
ZINC37064375	Nc1cc(Cl)c(F)c(S(=O)(=O)[N-]c2ccc(F)cc2Cl)c1
ZINC37087423	Cc1ccc(C(C)Nc2cc(C(=O)[O-])ccc2C)c(O)c1
ZINC37088497	CCC(Nc1ccc(F)c(C(=O)[O-])c1)c1ccc(O)cc1
ZINC37289536	Nc1ccc(C(=O)[O-])cc1OCc1cc(Br)ccc1F
ZINC37425285	Cc1ccc(N)c(S(=O)(=O)[N-]c2ncc(Br)s2)c1C
ZINC37425311	Cc1ccc(N)c(C)c1S(=O)(=O)[N-]c1ncc(Br)s1
ZINC37588000	O=C([O-])c1ccc(NC(=O)c2csc(Br)c2)c(O)c1
ZINC36374406	CC1(C)CCCC2(C(=O)[O-])C1CCC13CC(CCC12)C(O)(CO)C3
ZINC37928260	Nc1cc(F)c(S(=O)(=O)[N-]c2ccccc2Br)c(F)c1
ZINC37954364	CCC(Nc1ccccc1C)(C(=O)[O-])c1ccc(O)cc1
ZINC39121636	[NH-]S(=O)(=O)NC1(C(F)(F)F)CC=C(c2ccccc2)C=C1F
ZINC39560119	CC(C)(O)c1cc(O)c2c(c1)CCC1C(C)(C(=O)[O-])CCCC21C
ZINC40314583	Nc1cc(S(=O)(=O)[N-]c2ccc(F)cc2Cl)c(Cl)cc1F
ZINC40316347	C#Cc1cccc([N-]S(=O)(=O)c2c(Cl)cc(N)cc2Cl)c1
ZINC40550499	Cc1cccc(C(=O)[O-])c1NC(=O)Nc1ccc(Br)cc1
ZINC41043996	Nc1csc(S(=O)(=O)[N-]c2ncc(Br)s2)c1
ZINC42943527	CCC(N)C(Sc1nccc([O-])n1)c1ccc(C)cc1
ZINC43576068	O=C(Nc1ccc(C(=O)[O-])c(O)c1)c1ccc(Br)c(F)c1
ZINC48847011	O=C(Nc1ccc(O)cc1C(=O)[O-])c1cc(Br)ccc1F
ZINC49122426	NC(=S)c1ccccc1S(=O)(=O)[N-]c1ccc(Cl)c(F)c1
ZINC49601357	CC(O)(CO)C1=CC2=CCC3C(C)(C(=O)[O-])CCCC3(C)C2CC1
ZINC51635673	N#Cc1cc([N-]S(=O)(=O)c2ccc(Cl)c(N)c2)ccc1F
ZINC54260866	Cc1ccc(C(C)NC(=O)c2ccc3c([O-])[nH]c(=S)nc3c2)s1
ZINC48678659	Nc1cc(Br)ccc1SCc1ccc(C(=O)[O-])cc1
ZINC61098960	Cc1ccc(S(=O)(=O)[N-]c2cc(F)c(F)c(F)c2)cc1N
ZINC62827541	O=C(Nc1ccc(Br)cc1F)Nc1sccc1C(=O)[O-]
ZINC62832177	CN(Cc1ccc(Br)cc1F)c1ccc(N)cc1C(=O)[O-]
ZINC62832190	CN(Cc1cc(Br)ccc1F)c1ccc(N)cc1C(=O)[O-]
ZINC62835312	CCN(Cc1cc(Br)cs1)c1ccc(C(=O)[O-])cc1N
ZINC63209344	Nc1ccc(F)cc1[N-]S(=O)(=O)c1sccc1Br
ZINC63809419	Cc1cc(F)ccc1NC(=O)c1ccc2c([O-])[nH]c(=S)nc2c1
ZINC18206008	C/C(=N\[NH+]=C(/[S-])NCC(C)(C)C)c1cc(F)cc(F)c1[O-]
ZINC18206008	C=C(N/[NH+]=C(/[S-])NCC(C)(C)C)c1cc(F)cc(F)c1O
ZINC18206008	C/C(=N\NC(=S)NCC(C)(C)C)c1cc(F)cc(F)c1[O-]
ZINC04808821	CCc1nc2sc(C(=O)[O-])c(N)c2c2c1CCCC2
ZINC06741881	Cc1ccc(C(=O)[O-])cc1NC(=O)Nc1ccccc1F
ZINC18169108	Cc1ccc(-c2c(C#N)c(N)nc([S-])c2C#N)cc1
ZINC19231623	Cc1ccc(C(=O)[O-])cc1NC(=O)c1ccc(Cl)cc1O
ZINC19807213	Cc1ccc(C(=O)NCc2ccc(C(=O)[O-])cc2)c(O)c1
ZINC20457531	O=C(Nc1ccc(C(=O)[O-])cc1)Nc1ccc2c(c1)CCC2
ZINC20534098	O=C(Nc1ccc(O)c(C(=O)[O-])c1)c1ccc2ccccc2c1
ZINC21787426	Cc1ccc(NC(=O)c2cccc(C)c2O)c(C(=O)[O-])c1
ZINC32003459	CN(C)c1ccc(-c2ccc(N)c(C(=O)[O-])c2)cc1
ZINC34972202	Nn1c([S-])nnc1-c1cc(Br)ccc1F
ZINC37088347	Cc1ccc(C(C)Nc2ccc(F)c(C(=O)[O-])c2)c(O)c1
ZINC37088566	CC(Nc1ccc(F)c(C(=O)[O-])c1)c1ccc(O)cc1
ZINC37089043	Cc1cc(CNc2cc(C(=O)[O-])ccc2F)cc(C)c1O
ZINC37451801	O=C(/C=C/c1ccc(O)cc1)Nc1ccsc1C(=O)[O-]
ZINC37587696	CC1CC1C(=O)Nc1ccc(C(=O)[O-])cc1O
ZINC37588046	Cc1cc(C(=O)Nc2ccc(C(=O)[O-])cc2O)sc1C
ZINC37933643	Cc1ccc(C)c(Oc2ccc(C(=O)[O-])cc2N)c1C
ZINC37933713	Cc1ccc(Sc2ccc(N)cc2C(=O)[O-])cc1
ZINC37931045	CC(C)C(C)N(C)c1ccc(N)c(C(=O)[O-])c1
ZINC40521364	C=CCNC(=O)Nc1ccccc1C(=O)[O-]
ZINC40521501	C=CCNC(=O)Nc1cc(C(=O)[O-])ccc1F
ZINC40529381	CC(C)CNC(=O)Nc1cc(C(=O)[O-])c(F)cc1F
ZINC40548509	CC(C)C(C)NC(=O)Nc1cc(C(=O)[O-])c(F)cc1F
ZINC40549892	Cc1ccc(NC(=O)Nc2ccccc2C(=O)[O-])cc1C
ZINC40552191	CCc1ccc(NC(=O)NC2CCC(C(=O)[O-])CC2)cc1
ZINC40552328	CCc1ccccc1NC(=O)NC1CCC(C(=O)[O-])CC1
ZINC40557099	CC1CCCC(NC(=O)Nc2ccccc2C(=O)[O-])C1C
ZINC40559248	Cc1ccccc1NC(=O)Nc1cc(F)ccc1C(=O)[O-]
ZINC40576692	CC(NC(=O)Nc1ccccc1C(=O)[O-])c1cccs1
ZINC42007658	Cc1ccc(SC2(C(=O)[O-])CC(C)CC(C)(C)C2)c(N)c1
ZINC45047509	Cc1ccc(C(=O)[O-])cc1NC(=O)NC1(C)CCCCC1
ZINC45648791	Cc1cccc(C(=O)[O-])c1NC(=O)NCC1CC=CCC1
ZINC50018435	CCN(CC)c1cc(C(=O)[O-])c(N)cc1F
ZINC50029412	CCC(C)N(C)c1cc(C(=O)[O-])c(N)cc1F
ZINC50030227	CC(C)C(C)N(C)c1cc(C(=O)[O-])c(N)cc1F
ZINC50035785	Cc1ccc(Sc2cc(C(=O)[O-])c(N)cc2F)cc1C
ZINC52213159	O=C(Nc1cc2ccccc2cc1C(=O)[O-])NC1CCC1
ZINC52213375	O=C(Nc1ccc(Cl)c(C(=O)[O-])c1)NC1CCC1
ZINC52297435	CC1CC1NC(=O)Nc1ccc(Cl)c(C(=O)[O-])c1
ZINC54188318	O=C([O-])c1cc(O)ccc1NC(=O)c1cccc(F)c1F
ZINC54335818	Cc1ccc(F)cc1NC(=O)NCC(C)C(=O)[O-]
ZINC54335855	CC(CNC(=O)NC1CCCC(C)C1C)C(=O)[O-]
ZINC57566221	Cc1cc(C)c(Oc2ccc(C(=O)[O-])cc2N)c(C)c1
ZINC42033218	CNc1ccccc1C(=O)Nc1ccc(C(=O)[O-])cc1
ZINC61564553	C=CCNC(=O)Nc1cc(F)c(F)cc1C(=O)[O-]
ZINC61857976	Cc1c(NC(=O)NCC2CC=CCC2)cccc1C(=O)[O-]
ZINC62747424	CC(Nc1cc(C(=O)[O-])ccc1F)c1ccc(F)cc1O
ZINC62831992	CN(C(=O)c1ccc(F)cc1)c1ccc(N)cc1C(=O)[O-]
ZINC65350194	O=C([O-])c1ccc(-c2ccc(F)cc2O)c(O)c1
ZINC06615834	N/C([S-])=N/C(=N/c1ccccc1)c1ccccc1
ZINC06615834	N/C([S-])=N/C(=N\c1ccccc1)c1ccccc1
ZINC03445764	NC(=O)c1cc(NC(=O)CCl)cc(C(N)=O)c1
ZINC04478342	CC(=O)c1ccc(NC2OC(O)C(O)C(O)C2O)cc1
ZINC02180952	N#Cc1cnc(NCCNc2ncc(C#N)c(N)n2)nc1N
ZINC01558596	NC(=O)C(NC(=O)c1ccc([N+](=O)[O-])cc1)C(N)=O
ZINC05605529	Cc1nnc(SCC(=O)Nc2ccccc2C(N)=O)n1N
ZINC14599944	NC(=O)NC(=O)COC(=O)c1cccc(NC(N)=O)c1
ZINC12505444	NC(=O)c1c(N)[nH]c2cc([N+](=O)[O-])c(F)cc12
ZINC22033144	Cc1nonc1C1=CSC2NC(=N)NC(=N)N2N1
ZINC35084611	NC(=O)CNc1ccc(C(N)=O)cc1[N+](=O)[O-]
ZINC36746707	N#Cc1cc(N)ccc1S(=O)(=O)NCCC(N)=O
ZINC36746722	NC(=O)CCNS(=O)(=O)c1cc(N)c(F)cc1F
ZINC37222418	NC(=O)NC(=O)Cn1ccc2ccc(N)cc21
ZINC37550580	[NH3+]CC#Cc1cnc(NC(=O)c2cc([O-])[nH]c(=O)c2)s1
ZINC37934044	Nc1cc(NC2CCS(=O)(=O)C2)cc(S(N)(=O)=O)c1
ZINC22018968	COC1=C/C(=C\NNC(=O)Nc2nonc2N)C=CC1=O
ZINC40216904	NC(=O)NCc1ccc(S(N)(=O)=O)s1
ZINC40303939	CCn1cc(NC(=O)c2cc(N)cc(N)c2)cn1
ZINC40304145	CN(C)c1ccc(C(=O)NCCC(N)=O)cc1N
ZINC40334661	CC(C)NC(=O)CN(C)C(=O)c1ccc(N)cc1N
ZINC40799526	CC(Cl)C(=O)Nc1cc(C(N)=O)cc(C(N)=O)c1
ZINC41083542	CC(=O)NCCNc1ccc(N)c(C(N)=O)c1
ZINC41094322	N#CCNC(=O)COC(=O)c1cc(N)cc(N)c1
ZINC42356723	NNc1ccc(S(=O)(=O)NCc2cn[nH]c2)cn1
ZINC42560435	CNC(=O)C(C)NS(=O)(=O)c1ccc(O)c(N)c1
ZINC42574373	CNC(=O)C(C)NS(=O)(=O)c1ccc(NN)cc1
ZINC42574379	CNC(=O)C(C)NS(=O)(=O)c1ccccc1NN
ZINC44634804	CC(NC(N)=O)C(=O)N(C)Cc1ccc(C(N)=O)cc1
ZINC44784239	NC(=O)C1CCN(C(=O)C2(/C(N)=N/O)CCCC2)CC1
ZINC44791648	CC1CCC(C(N)=O)CN1C(=O)C(C)(C)/C(N)=N/O
ZINC44877788	CC(C(=O)N1CCCCC1C(N)=O)/C(N)=N/O
ZINC44877791	CC(C(=O)N1CCCCC1C(N)=O)/C(N)=N/O
ZINC45014766	CNC(=O)CCNC(=O)C1(/C(N)=N/O)CCCC1
ZINC45106203	CC(C)(Nc1ccc(S(C)(=O)=O)cc1N)C(N)=O
ZINC47837022	NC(=O)NCCC(=O)NNC(=O)c1ccccc1F
ZINC48482473	CC(C)NC(=O)C(=O)NNC(=O)CNC(N)=O
ZINC49231292	CCCNC(=O)C(C)NC(=O)c1c(C)n[nH]c1N
ZINC49428715	CC(NC(N)=O)C(=O)NC(C)C(=O)NC1CCCC1
ZINC50417305	CC(Nc1ncc(N)cc1C(N)=O)c1nncn1C
ZINC50710536	CC(C)(NC(=O)c1cc(N)ccc1[N+](=O)[O-])C(N)=O
ZINC51119905	CNC(=O)C(C)NC(=O)c1ccnc(NN)c1
ZINC51125609	CCNC(=O)C(C)NC(=O)c1ccc(NN)nc1
ZINC51143750	NNc1ccc(C(=O)NCC(=O)NC2CC2)cn1
ZINC53844049	CC1Cc2cc(S(N)(=O)=O)ccc2N1CCC(=O)NC(N)=O
ZINC54158031	CC(C#N)CNC(=O)C(N)Cc1ccc(O)c(O)c1
ZINC55552059	CC(=O)NCCC(=O)Nc1ccc(NC(N)=O)cc1
ZINC17142030	O=C(NO)/C(CC(=O)c1ccc(O)cc1O)=N\O
ZINC42440679	CC1CCC(C(N)=O)CN1C(=O)C/C(N)=N/O
ZINC61807597	Cc1cc(N(CC(N)=O)CC(N)=O)ccc1N
ZINC62897827	CC1(C(=O)NC(CC(N)=O)C(=O)[O-])CC[NH2+]C1
ZINC63808583	NC(=O)C1NC(CC(=O)NC2=CC3N=CC=C3C=C2)NO1
ZINC01605449	CC(C)CC([NH3+])C(=O)NCC(N)=O
ZINC04545871	CC(C)CC([NH3+])C(=O)NCC(N)=O
ZINC04762136	CCC(C)C(NC(=O)C(C)[NH3+])C(N)=O
ZINC02575533	CC(=O)NC(CCCC[NH3+])C(N)=O
ZINC01584157	CCCCNC(=O)C([NH3+])CON
ZINC11755008	CSCCC([NH3+])C(=O)Nc1ccc(C(N)=O)cc1
ZINC16942341	C/C(=N\NC(N)=[NH2+])c1c[nH]nc1C
ZINC16942341	C/C(=N\N=C(N)N)c1c[nH]nc1C
ZINC20361887	CC([NH2+]CC(N)=O)C(=O)NC(N)=O
ZINC20361888	CC([NH2+]CC(N)=O)C(=O)NC(N)=O
ZINC35794928	CC([NH2+]CC(=O)NC(N)=O)C(N)=O
ZINC35794932	CC([NH2+]CC(=O)NC(N)=O)C(N)=O
ZINC36745830	NS(=O)(=O)CCNC(=O)C[NH3+]
ZINC36747348	NC(=O)CC[NH2+]CC(=O)NC(N)=O
ZINC36747434	CC(C)C([NH3+])C(=O)NCCC(N)=O
ZINC36873310	CCCC([NH3+])C(=O)NC(C)C(N)=O
ZINC37481181	CCCC(C)([NH3+])C(=O)NCC(N)=O
ZINC37481474	CCCC(C)([NH3+])C(=O)NCCC(N)=O
ZINC37482072	CC(O)CNC(=O)C([NH3+])CC(N)=O
ZINC37482073	CC(O)CNC(=O)C([NH3+])CC(N)=O
ZINC37660322	CCC([NH3+])C(=O)NCCCC(N)=O
ZINC38202333	CC(C)CC([NH3+])C(=O)NC(C)C(N)=O
ZINC35795324	CC(NC(=O)C([NH3+])C(C)C)C(N)=O
ZINC35795339	CC(C)CC([NH3+])C(=O)NC(C)C(N)=O
ZINC39091090	CC(C)(C)OC(=O)NC(N)CC[NH3+]
ZINC40675498	CC([NH3+])CC(=O)NC(C)(C)C(N)=O
ZINC40675512	CCCCC([NH3+])C(=O)NC(C)(C)C(N)=O
ZINC40924936	CC(C)([NH3+])C(=O)NC(C)(C)C(N)=O
ZINC42429302	CC1CCC(C(N)=O)CN1C(N)=[NH2+]
ZINC43542852	CC/C(Sc1nc(C)n[nH]1)=C(\N)[NH3+]
ZINC44796168	CCCC(C[NH3+])C(=O)NCC(N)=O
ZINC44796171	CCCC(C[NH3+])C(=O)NCC(N)=O
ZINC44796174	CC(C)C(C[NH3+])C(=O)NCC(N)=O
ZINC44801554	CCC(C[NH3+])C(=O)NC(C)C(N)=O
ZINC44801558	CCC(C[NH3+])C(=O)NC(C)C(N)=O
ZINC44801562	CCCC(C[NH3+])C(=O)NC(C)C(N)=O
ZINC44801684	CC(C)C(C[NH3+])C(=O)NCCC(N)=O
ZINC45136573	CC1(C)CC1NC(=O)C([NH3+])CC(N)=O
ZINC50464492	CC(C)(NC(=O)C1CC1[NH3+])C(N)=O
ZINC51355769	NC(=O)NC(=O)CNCCC[NH3+]
ZINC52041977	CCNC(=[NH2+])NCCS(N)(=O)=O
ZINC52043250	CC(C)NC(=[NH2+])NC(C)(C)C(N)=O
ZINC52289364	CC1CC1NC(=O)C([NH3+])CC(N)=O
ZINC52791488	COCCC([NH3+])C(=O)NC(C)C(N)=O
ZINC54138586	N#CCCCNC(=O)C([NH3+])CC(N)=O
ZINC55130523	NC(=O)CCCNC(=O)CC1CCCCC1[NH3+]
ZINC58837081	CC(O)C[NH2+]CC(C)C(=O)NN
ZINC58837090	CC(O)C[NH2+]CC(C)C(=O)NN
ZINC58839076	CC(O)C[NH2+]C(C)CC(=O)NN
ZINC58839082	CC(O)C[NH2+]C(C)CC(=O)NN
ZINC61676907	CCC([NH2+]C(C)(C)C(N)=O)C(N)=O
ZINC04134968	Cc1ccccc1C(=O)NC(CCC(=O)NN)C(=O)NN
ZINC04556684	CC(C)CC([NH3+])C(=O)NC(CO)C(=O)[O-]
ZINC02516129	CC(C)CC(NC(=O)C([NH3+])CO)C(=O)[O-]
ZINC05257859	CC(O)C[NH2+]C(CC(=O)Nc1ccc(O)cc1)C(=O)[O-]
ZINC20922411	COCc1nnc(CSc2nnc(NN)n2N)o1
ZINC35205314	CSCCC(NC(N)=O)C(=O)NCCCO
ZINC36745933	NC(=O)c1ccc(NCCS(N)(=O)=O)c([N+](=O)[O-])c1
ZINC37637956	CC(C)CC(NS(=O)(=O)c1ccc(N)cc1)C(=O)NN
ZINC37658392	NC(=O)CCCNS(=O)(=O)Cc1ccc(N)cc1
ZINC38339211	CC(C)(C)OC(=O)C(N)CC([NH3+])C(=O)[O-]
ZINC38339213	CC(C)(C)OC(=O)C(N)CC([NH3+])C(=O)[O-]
ZINC40470940	CCCC([NH3+])C(=O)NC(C(=O)[O-])C(C)O
ZINC40482564	CCCC(C)([NH3+])C(=O)NCC(=O)NCC(=O)[O-]
ZINC40483086	CCCC(NC(=O)C([NH3+])CC(N)=O)C(=O)[O-]
ZINC40699599	CCCC([NH3+])C(=O)NC(CCO)C(=O)[O-]
ZINC40699600	CCCC([NH3+])C(=O)NC(CCO)C(=O)[O-]
ZINC42477552	NNC(=S)NCCc1ccc(S(N)(=O)=O)cc1
ZINC42692501	CCCCN(CC(N)=O)C(=O)c1ccc(/C(N)=N/O)cc1
ZINC43009385	CC(OCC(F)(F)F)C(=O)NC(C(N)=O)C(N)=O
ZINC43412490	C[NH+](C)C(C)(C)CNC(=O)NC(CC(N)=O)C(=O)[O-]
ZINC43590706	NC(=O)CCC(NC(=O)CCC1CCC[NH2+]C1)C(=O)[O-]
ZINC44785231	CS(=O)(=O)NCCNC(=O)C1(/C(N)=N/O)CCCC1
ZINC44785248	CCC(CC)(C(=O)NCCS(N)(=O)=O)/C(N)=N/O
ZINC44868740	CCCC(C(=O)NCCNS(C)(=O)=O)/C(N)=N/O
ZINC45068277	Nc1csc(S(=O)(=O)NCCCS(N)(=O)=O)c1
ZINC45091460	N/C(=N/O)C1(C(=O)NCCCS(N)(=O)=O)CCOCC1
ZINC45091538	CCCNC(=O)CCNC(=O)C(C)/C(N)=N/O
ZINC45091540	CCCNC(=O)CCNC(=O)C(C)/C(N)=N/O
ZINC45440784	Cn1cc(CCNC(=O)NC(C(N)=O)C(N)=O)cn1
ZINC48781555	NC(=O)Cn1cc(NC(=O)CNC(=O)NC2CC2)cn1
ZINC48858587	CCN(CCCNC(=O)NC(C(N)=O)C(N)=O)C(C)=O
