ZINC02741019	CCOc1cc(C[NH2+]CCO)cc(I)c1OCc1ccccc1
ZINC04597890	CC1(C)CC(=O)C2=C(C1)NN=C(c1ccccc1)CC2c1ccccc1
ZINC08466706	CCc1ccc(C2C3=C(CCCC3=O)NC3=C2C(=O)c2ccccc23)cc1
ZINC19901644	Cc1ccc(NC(C)c2ccc3c(c2)OCCO3)c(Br)c1
ZINC20505005	Clc1cc(Cl)c(NCc2ccc3c(c2)OCCO3)c(Cl)c1
ZINC21118010	CCc1ccc(N2C(=S)NC3CC2(C)Oc2c(Cl)cccc23)cc1
ZINC21255838	O=C1CC(c2ccc(Cl)cc2)C2=C(CC(c3ccccc3)CC2=O)N1
ZINC21255841	O=C1CC(c2ccc(Cl)cc2)C2=C(CC(c3ccccc3)CC2=O)N1
ZINC32511893	CC12CCCCC1C2C(=O)N/N=C\c1ccc(Br)cc1
ZINC32594574	CC(C)(C)c1ccc(C2c3sc(=O)[nH]c3SCC2C=O)cc1
ZINC33271105	C#CCOc1ccc(C2Nc3ccc(Cl)cc3C3OCCCC23)cc1
ZINC01121479	Cc1ccc(C(=C2C3C=CC2C2C(=O)NC(=O)C32)c2ccc(C)cc2)cc1
ZINC36187804	O=C(OC1CCCCCC1)C1Cc2c(sc3ccccc23)CN1
ZINC36897416	Cc1ccc(C)c(NCc2cc(Br)c3c(c2)OCCO3)c1
ZINC37200844	COc1ccc(C)cc1NC1CCOc2ccc(Br)cc21
ZINC04733652	O=C(/C=C/c1ccc2ccccc2n1)c1cc(Br)ccc1O
ZINC06222666	O=C1N/C(=N\c2ccccc2)SC1Cc1ccc(Cl)c(Cl)c1
ZINC06222666	O=C1N/C(=N/c2ccccc2)SC1Cc1ccc(Cl)c(Cl)c1
ZINC43118036	CC1c2ccsc2CCN1C(=O)Nc1ccc(SC(F)F)cc1
ZINC43726608	C#CC1(O)CCC2(C)C(CCC3C2CCC2(C)C(OC(C)=O)CCC32)C1
ZINC44766674	CC(NC(=O)C1(C#N)CCCCCC1)c1ccc(Br)cc1
ZINC44814425	CC(C)C(C#N)C(=O)Nc1c(Cl)cc(Br)cc1Cl
ZINC45645512	O=C(NC12CC3CC(CC(C3)C1)C2)c1csc(-c2ccsc2)n1
ZINC48856743	CC1CCCC(NC(=O)N(C)Cc2cc(Br)cs2)C1
ZINC13590594	O=C1N=C([N-]c2ccc(Cl)cc2)SC1Cc1ccccc1Cl
ZINC13590594	O=C1N/C(=N\c2ccc(Cl)cc2)SC1Cc1ccccc1Cl
ZINC13590594	O=C1N/C(=N/c2ccc(Cl)cc2)SC1Cc1ccccc1Cl
ZINC58467433	CC(NC(=O)N1CCc2ccccc2C1)c1ccc(Br)cc1
ZINC14017990	C=C(C)C1CC=C(C)/C(=N/NC(=O)c2ccccc2Br)C1
ZINC61690910	Clc1ccc(Br)cc1NCc1cnc2ccccc2n1
ZINC64868590	Cc1ccccc1CN1C(=O)C=C(c2cccs2)Nc2ccccc21
ZINC05649535	O=C1N/C(=N\c2ccc(Cl)cc2)SC1Cc1ccc(Cl)cc1
ZINC05649535	O=C1N=C([N-]c2ccc(Cl)cc2)SC1Cc1ccc(Cl)cc1
ZINC05649535	O=C1N/C(=N/c2ccc(Cl)cc2)SC1Cc1ccc(Cl)cc1
ZINC03262532	NS(=O)(=O)c1cc2c(cc1Cl)NC(c1ccc(Cl)cc1)NS2(=O)=O
ZINC03225192	NS(=O)(=O)c1cc2c(cc1Cl)NC(c1cccc(Cl)c1Cl)NS2(=O)=O
ZINC03913922	CC12CCC(O)CC1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO
ZINC07716331	Cc1cc(C)c2c(c1)NC(=O)C2(O)c1sc(N)nc1-c1ccc2c(c1)OCCO2
ZINC12564175	Nc1nc(-c2ccc(Cl)s2)c(C2(O)C(=O)Nc3ccc(Br)cc32)s1
ZINC12536732	CC(OC(=O)c1cc(Br)cc(Br)c1N)C(N)=O
ZINC00987518	CCc1n[nH]c2c1C(c1cc(Br)c(O)c(Br)c1)C(C#N)=C(N)O2
ZINC14457016	COc1ccc(C2Nc3ccc(S(N)(=O)=O)cc3C3C=CCC32)cc1O
ZINC14457019	COc1ccc(C2Nc3ccc(S(N)(=O)=O)cc3C3C=CCC32)cc1O
ZINC14458938	COc1cc(C2Nc3ccc(S(N)(=O)=O)cc3C3C=CCC32)ccc1O
ZINC01582436	N#CC1C(c2ccc(Cl)cc2)C(C(N)=O)C(=O)NC1(O)c1ccccc1
ZINC18196359	O=C1CC(c2cccs2)CC2=C1C(c1cc(Cl)cc(Cl)c1O)c1c(O)n[nH]c1N2
ZINC18199490	O=C1CCCC2=C1C(c1cc(Br)ccc1O)c1c([nH]c(=O)[nH]c1=O)N2
ZINC20478543	NC(=O)c1c(NC(=O)C(=S)Nc2ccc(Br)cc2)sc2c1CCCCC2
ZINC05491207	N#CC1=C([NH3+])Sc2nc([O-])[nH]c(=O)c2C1c1ccc(Br)cc1
ZINC20759469	Cn1c(=S)[nH]c([O-])c(C2[NH2+]CCc3c2[nH]c2ccc(Cl)cc32)c1=O
ZINC22533055	CC1CCc2c(sc(NC(=S)NC(=O)c3cccc(Br)c3)c2C(N)=O)C1
ZINC25337843	NS(=O)(=O)c1cc2c(cc1Cl)NC(c1ccccc1Br)NS2(=O)=O
ZINC12555308	Nc1cc(=O)[nH]c(SCC(=O)Nc2c(F)c(F)c(F)c(F)c2F)n1
ZINC35367178	Nc1ccc(C(O)CNS(=O)(=O)c2cc(Cl)sc2Cl)cc1
ZINC00989360	N#CC1=C(N)n2c(s/c(=C/c3ccccc3F)c2=O)=C(C(N)=O)C1c1ccccc1F
ZINC37055288	Nc1cc(Br)cc(Br)c1S(=O)(=O)NC1CCC(O)CC1
ZINC37137895	NS(=O)(=O)c1ccc(NCc2ccc(O)cc2)c(Br)c1
ZINC37844797	NS(=O)(=O)c1ccc(NC(=O)c2cc(Br)c[nH]2)c(Br)c1
ZINC04521758	Cc1cc(=O)cc2oc3cc(N)c(-c4c(C)cc(O)cc4O)c(C)c3nc1-2
ZINC04073922	O=C1NC(Cc2c[nH]c3ccccc23)C(=O)NC1Cc1c[nH]c2ccccc12
ZINC36374959	CC(C)(O)C1Oc2cc3occ(-c4ccc(O)cc4)c(=O)c3c(O)c2C1O
ZINC20386491	N#CC1=C(N)N=C(SCc2ccccc2)C(C(N)=O)C12CCCCC2
ZINC08828926	CCNc1nc2[nH]c(=O)c3c(c2s1)OC(N)=C(C#N)C3c1cccs1
ZINC38009007	NNc1cc(S(=O)(=O)[N-]c2ccccc2I)cc[nH+]1
ZINC18271950	O=C(NC(O)C(Cl)(Cl)Cl)NC(O)C(Cl)(Cl)Cl
ZINC05206149	CC12CCC(C(=O)NNC(=O)C34CCC(C)(C(O)C3)C4(C)C)(CC1O)C2(C)C
ZINC41070060	CC1CCCC(NS(=O)(=O)c2cc(Br)cnc2NN)C1
ZINC42015495	Nc1ccc(-c2nnnn2-c2ccc(Br)cc2Cl)c(N)c1
ZINC42577330	Nc1[nH][nH+]cc1S(=O)(=O)[N-]c1cc(Br)ccc1Br
ZINC42597907	Nc1[nH][nH+]cc1S(=O)(=O)[N-]c1ccc(Br)cc1Br
ZINC43741557	CC12CC/C(=N\NC(N)=O)CC1CCC1C2CCC2(C)C(C3=CC(=O)OC3)CCC12O
ZINC48523223	OC(c1nc2cc(Br)ccc2[nH]1)C(O)c1nc2cc(Br)ccc2[nH]1
ZINC17197165	O=c1[nH]c([O-])c(C2[NH2+]CCc3c2[nH]c2ccccc32)c(=O)n1-c1ccccc1
ZINC17197165	O=c1[nH]c(=O)n(-c2ccccc2)c([O-])c1C1[NH2+]CCc2c1[nH]c1ccccc21
ZINC53113349	CC1CCCC(CO)(NS(=O)(=O)c2ccc(N)cc2Br)C1
ZINC53113357	CC1CCCC(CO)(NS(=O)(=O)c2ccc(N)cc2Br)C1
ZINC05562709	CC(=O)Nc1ccc(C2C(C#N)=C(N)Oc3[nH]nc(-c4cccs4)c32)cc1
ZINC57130444	CSCCC(NC(N)=O)C(=O)N1CCc2[nH]c3ccc(Cl)cc3c2C1
ZINC08704729	NC1=Nc2nc3ccccc3n2C(c2ccc(O)c(Br)c2)N1
ZINC53898997	NS(=O)(=O)c1cc2c(cc1Cl)NC(c1cccc(Cl)c1)NS2(=O)=O
ZINC60864372	O=C1NC(=S)NC(=O)C1=CNCC(c1ccccc1)c1c[nH]c2ccccc12
ZINC61888023	N/C(=N/O)C1CCCC1NS(=O)(=O)c1sccc1Br
ZINC61888025	N/C(=N/O)C1CCCC1NS(=O)(=O)c1sccc1Br
ZINC13123395	Oc1cccc(NC(=S)/[NH+]=N/c2c(O)[nH]c3ccc(Br)cc23)c1
ZINC13123395	O=C1Nc2ccc(Br)cc2/C1=N/NC(=S)Nc1cccc(O)c1
ZINC20328999	COc1cc(C2CC(O)=Nc3sc4c(C)c(C#N)c(N)nc4c32)ccc1O
ZINC20328999	COc1cc(C2CC(=O)Nc3sc4c(C)c(C#N)c(N)nc4c32)ccc1O
ZINC02268105	CC1CC(Nc2ccccc2)c2ccccc2N1C(=O)c1sc2cc([N+](=O)[O-])ccc2c1Cl
ZINC02949026	O=c1cc(CSc2nc(Nc3ccc(F)c(F)c3)c3ccccc3n2)nc2ccc(Cl)cn12
ZINC09487247	CCC1CS/C(=N\c2ccc(Cl)c(Cl)c2)N1C(=O)CCc1c(C)[nH]c(=O)c(C#N)c1C
ZINC09487250	CCC1CS/C(=N\c2ccc(Cl)c(Cl)c2)N1C(=O)CCc1c(C)[nH]c(=O)c(C#N)c1C
ZINC10784657	O=C(Nc1ccccc1-c1nc2ccccc2s1)C1CCCCN1S(=O)(=O)c1cccs1
ZINC10811755	N#Cc1c(NC(=O)C2CCCCN2S(=O)(=O)c2ccc(Cl)s2)sc2c1CCCCC2
ZINC11121511	O=C(Nc1nc2ccc(Br)cc2s1)C1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1
ZINC11867357	Cc1c(CC(=O)N2CCC3(O)CCCCC3C2)c(=O)oc2c(C)c3occ(-c4ccccc4)c3cc12
ZINC15675448	CC1(C(=O)NC2CCCCCCC2)Cn2c(cc3occc32)C(=O)N1CCc1ccc(Cl)cc1
ZINC16039263	O=C(c1ccccc1)C1C(C(=O)c2ccco2)C2(C(=O)Nc3ccccc32)C2C=Cc3ccccc3N12
ZINC03326298	CCc1c(C)sc2nc(SCC3COc4ccccc4O3)n(-c3ccc(O)cc3C)c(=O)c12
ZINC16956913	O=C1C2C3CC(C2C(=O)N1c1ccc(Cl)cc1)C1C(c2ccco2)c2sc(O)nc2SC31
ZINC12377717	N#Cc1c(NC(=O)CC2S/C(=N\c3ccccc3)N(c3ccccc3)C2=O)sc2c1CCCC2
ZINC12377717	N#Cc1c(NC(=O)CC2S/C(=N/c3ccccc3)N(c3ccccc3)C2=O)sc2c1CCCC2
ZINC20577756	CC(C)=C1C(=O)Nc2ccc(S(=O)(=O)N3CCN(C(c4ccccc4)c4ccccc4)CC3)cc21
ZINC21177714	Cc1ccccc1COc1ccc(C2CC(=O)Nc3c2c(C)nn3-c2nc3ccccc3s2)cc1
ZINC22627261	Cc1nc2sc(C(c3ccc(Cl)c(Cl)c3)N3CCN(c4ccc(F)cc4)CC3)c(O)n2n1
ZINC26772229	O=C1C2Cc3c([nH]c4ccccc34)C(c3ccccc3)N2C(=O)CN1/N=C/c1ccc(Cl)cc1Cl
ZINC27903619	Cc1cccc(Cn2cc(/C=C3/C(=N)N4N=C(c5ccccc5C)SC4=NC3=O)c3ccccc32)c1
ZINC28054351	Cc1ccc(C2C3=C(Nc4nnnn42)c2cc(C)ccc2OC3c2ccc(Br)cc2)cc1
ZINC28056341	Fc1cccc(C2C3=C(Nc4nnnn42)c2ccccc2OC3c2ccc(F)c(Br)c2)c1
ZINC28057584	Cc1ccc2c(c1)C1=C(C(c3ccc(Cl)cc3Cl)O2)C(c2ccccc2F)n2nnnc2N1
ZINC28057845	CSc1ccc(C2Oc3ccc(Cl)cc3C3=C2C(c2ccccc2F)n2nnnc2N3)cc1
ZINC34829980	Cc1ccccc1NC(=O)N1CCN(C(=O)CN2CCc3sccc3C2c2cccc(F)c2)CC1C
ZINC35498281	COc1c2c(cc3c1C(C#CC1(O)CC4C5CCC6=CC(=O)CCC6(C)C5CCC4(C)C1)N(C)CC3)OCO2
ZINC20823449	C=CCn1c(SCc2nc3sc(C)c(C)c3c(=O)[nH]2)nc2sc3c(c2c1=O)CCC(C)C3
ZINC23547245	Cc1ccc(-n2c(SCc3nc4sc(C)c(C)c4c(=O)[nH]3)nnc2-c2ccccc2F)cc1
ZINC02917760	COc1ccc(C2C3=C(N=C4N=CNN42)c2ccccc2OC3c2ccccc2F)cc1Br
ZINC02256665	COc1ccc(C2C3=C(N=C4N=CNN42)c2ccccc2OC3c2cccc(Br)c2)cc1
ZINC39454219	CCOn1c2c(c3nc4cccc(Cc5ccccc5)c4cc3c1=O)NC(Br)CC2=O
ZINC39456044	CCOC1CC(=O)c2c(c3nc4cccc(Cc5ccccc5)c4cc3c(=O)n2Br)N1
ZINC39486225	COC1C(=O)c2cc3c(cc2C(c2cccc(Br)c2)C1C(=O)c1ccccc1O)OCO3
ZINC39863070	O=C1Nc2ccc(Br)cc2/C1=C1/S/C(=N/c2ccccn2)N(C2CCCCC2)C1=O
ZINC39913420	C=CCN1C(=O)c2oc3cc(C)c(Cl)cc3c(=O)c2C1c1cc(Br)c(O)c(OC)c1
ZINC39916527	O=C(Nc1nc2c(s1)CCCC2)C1Cc2ccccc2CN1S(=O)(=O)c1ccc2ccccc2c1
ZINC39916528	O=C(Nc1nc2c(s1)CCCC2)C1Cc2ccccc2CN1S(=O)(=O)c1ccc2ccccc2c1
ZINC40008889	Cc1cc(C)c2nc(N3C(=O)c4oc5cc(C)c(C)cc5c(=O)c4C3c3ccc(O)cc3)sc2c1
ZINC40046168	CCc1ccc2oc3c(c(=O)c2c1)C(c1cccc(O)c1)N(c1nc2c(C)cc(C)cc2s1)C3=O
ZINC43726260	O=C(c1ccccc1)C1C(C(=O)c2ccco2)C2(C(=O)Nc3ccccc32)C2C=Cc3ccccc3N12
ZINC06161711	CS(=O)(=O)N1N=C(c2c(-c3ccccc3)c3cc(Cl)ccc3[nH]c2=O)CC1c1ccccc1F
ZINC02076123	Cc1cc(/C=C2/S/C(=N\c3cccc(Cl)c3Cl)NC2=O)c(C)n1-c1ccc2c(c1)OCO2
ZINC54643609	CC1(C)CC(=O)C2=C(C1)Nc1nc(SCc3ccccc3)nn1C2c1ccc(Br)o1
ZINC47146741	O=C1C2Sc3[nH]c(=O)sc3C(c3cccc(Oc4ccccc4)c3)C2C(=O)N1c1ccccc1
ZINC15931999	COc1cc(/C=C2\S/C(=N/c3ccc(Cl)cc3)NC2=O)c(Br)cc1OCC#N
ZINC12363833	C=C(C)CN1C(=O)C2(NC(Cc3ccccc3)C3C(=O)N(c4ccccc4)C(=O)C32)c2ccccc21
ZINC59383103	COC(=O)C1=C(C(=O)OC)SC2(S1)Sc1ccccc1N=C1C2c2ccccc2NC1(C)C
ZINC59464055	CS(=O)(=O)N(CC(=O)NN=C1CCCCCCCCCCC1)c1ccc2c3c(cccc13)CC2
ZINC13759230	Cc1[nH]c2ccccc2c1C1C2C(=O)N(c3ccc(Br)cc3)C(=O)C2ON1c1ccccc1
ZINC26641760	N=C1/C(=C\c2ccc(-c3ccc(Cl)cc3Cl)o2)C(=O)N=C2SC(c3ccccc3Cl)=NN12
ZINC20238731	N=C1/C(=C\c2ccc(Sc3cccc4ccccc34)o2)C(=O)N=C2SC(c3ccccc3)=NN12
ZINC09124274	Cc1cc(O)c(-c2[nH]nc3c2C(c2ccc(Cl)c(Cl)c2)N(Cc2cccnc2)C3=O)cc1Cl
ZINC09124274	Cc1cc(O)c(-c2n[nH]c3c2C(c2ccc(Cl)c(Cl)c2)N(Cc2cccnc2)C3=O)cc1Cl
ZINC04237326	C[NH+](C)Cc1ccccc1-c1ccc2n(c1=O)CC1CC2C[NH+](Cc2cc3ccccc3o2)C1
ZINC01578750	O=C(c1ccc(Cl)cc1)C(C(c1ccccc1[N+](=O)[O-])[NH+]1CCCCC1)[NH+]1CCCCC1
ZINC03447644	c1ccc(N2CCN(c3nc(C[NH+]4CCCCC4)nc4sc5c(c34)CCCC5)CC2)[nH+]c1
ZINC12511965	CCOC(=O)N1CCN(c2[nH+]c3ccc(C)cc3cc2C[NH2+]CCc2ccc(Cl)cc2)CC1
ZINC19836130	CC[NH+]1C(c2ccc(Cl)cc2)C(C[NH2+]Cc2cc3c(cc2OC)OCO3)CC1(C)CO
ZINC11914291	CN(C)S(=O)(=O)c1ccc(-c2cs/c(=[NH+]\c3ccccc3)n2CCC[NH+](C)C)cc1
ZINC20112849	C[NH2+]C1CCc2cc(OC)c(OC)c(OC)c2-c2ccc([NH2+]C(C)c3ccccc3)c(=O)cc21
ZINC28827082	CSc1ccc(C2C[NH+](C)Cc3cc(Oc4ccc(C[NH+]5CCCCC5)cn4)ccc32)cc1
ZINC38572423	COc1cc(/C=C(\C#N)C2[NH+]=c3ccccc3=[NH+]2)ccc1OC(=O)C12CC3CC(CC(C3)C1)C2
ZINC38612962	O=C(N/N=C/C1=c2ccccc2=[NH+]C1)C1CC(c2ccccc2OCc2cccc3ccccc23)[NH+]=N1
ZINC38825912	N#C/C(=C\c1ccc(OC(=O)c2ccc(Br)s2)cc1)C1[NH+]=c2ccccc2=[NH+]1
ZINC39369727	CCOC(=O)COc1c(Cl)cc(/C=C(/C#N)C2[NH+]=c3ccc(OC)cc3=[NH+]2)cc1Cl
ZINC39369758	COc1ccc2c(c1)=[NH+]C(/C(C#N)=C\c1ccc(OCc3ccc(Br)cc3)cc1)[NH+]=2
ZINC39369807	COC(=O)COc1ccc(Br)cc1/C=C(/C#N)C1[NH+]=c2ccc(OC)cc2=[NH+]1
ZINC39435966	N#C/C(=C\c1c(Oc2nc(Cl)ncc2F)ccc2ccccc12)C1[NH+]=c2ccccc2=[NH+]1
ZINC39702208	C=CCOc1c(Br)cc(Br)cc1/C=C(\C#N)C1[NH+]=c2ccccc2=[NH+]1
ZINC39702809	CCOc1c(I)cc(/C=C(\C#N)C2[NH+]=c3ccccc3=[NH+]2)cc1OC
ZINC39711238	Cc1cc2c(cc1C)=[NH+]C(=O)C(C(C1N=NNN1C1CCCC1)[NH+](Cc1ccccc1)Cc1ccco1)C=2
ZINC39736080	O=C(C1=c2ccccc2=[NH+]C1)C(c1ccccc1)[NH+]1CCC(C(=O)N2CCCCCC2)CC1
ZINC39934921	CCOC(=O)COc1c(Cl)cc(/C=C(\C#N)C2[NH+]=c3ccc(OC)cc3=[NH+]2)cc1Cl
ZINC39940597	C=CCOc1ccc(-c2nn(-c3ccccc3)cc2/C=C(/C#N)C2[NH+]=c3ccccc3=[NH+]2)cc1C
ZINC39969403	COc1ccc2c(c1)=[NH+]C(/C(C#N)=C\c1ccc(-c3ccc(Br)c(Cl)c3)o1)[NH+]=2
ZINC40719348	COc1cc(C[NH2+]CC2CC[NH2+]CC2)cc(Cl)c1OCc1ccc(Cl)cc1Cl
ZINC43633097	Cc1ccccc1CN1CC2CC(c3ccc(C[NH+]4CCCCC4)s3)[NH+]3CCCC23C1=O
ZINC45167629	CC(C)(C)OC(=O)n1cc(C2CC[NH+](CCCC34CCCc5cccc(c53)NC4=O)CC2)c2cc[nH+]cc21
ZINC52604305	Cc1ccc(S(=O)(=O)N2CC=C(c3ccc4c(c3)=C(CC3CCC[NH+]3C)C[NH+]=4)CC2)cc1
ZINC63111115	Cc1ccc(C2=[NH+]C3=CC(C(=O)NCC4C=c5cc(Cl)ccc5=[NH+]4)NN3C(C(F)(F)F)=C2)cc1
ZINC39747210	N#C/C(=C\C1C(=O)N2C=CC=CC2=NC1Oc1ccc(Br)cc1)C1[NH+]=c2ccccc2=[NH+]1
ZINC39747212	N#C/C(=C\C1C(=O)N2C=CC=CC2=NC1Oc1ccc(Br)cc1)C1[NH+]=c2ccccc2=[NH+]1
ZINC39747233	N#C/C(=C\C1C(=O)N2C=CC=CC2=NC1Oc1ccccc1Cl)C1[NH+]=c2ccccc2=[NH+]1
ZINC39747279	Cc1cccn2c(=O)c(/C=C(\C#N)C3[NH+]=c4ccccc4=[NH+]3)c(Oc3ccc(Br)cc3)nc12
ZINC63165331	CCOc1ccc(N2C(SCC3[NH+]=c4ccccc4=[NH+]3)NNC2c2cccc(Cl)c2)cc1
ZINC39945361	C=C(C)C/[NH+]=C1\SCC(c2cccc(C(F)(F)F)c2)N1/N=C/C1=c2ccccc2=[NH+]C1C
ZINC39945363	C=C(C)C/[NH+]=C1\SCC(c2cccc(C(F)(F)F)c2)N1/N=C/C1=c2ccccc2=[NH+]C1C
ZINC08791877	CCc1cc(=O)oc2c3c(cc(OCC(=O)N=c4[nH]c5ccccc5[nH]4)c12)OC(C)(C)CC3
ZINC63405917	CCOC(=O)C1c2cc(OC)c(Br)cc2N(C)C1CSC1[NH+]=c2ccccc2=[NH+]1
ZINC63530438	CC1CCCC[NH+]1CCCNC(=O)C1[NH+]=c2ccccc2=C1Sc1ccc(Cl)cc1
ZINC63562682	CC(SC1[NH+]=c2ccccc2=[NH+]1)C(=O)N/N=C/c1cc(Cl)cc(Br)c1O
ZINC63577382	O=C1C2=C3CCCCC3SC2=NC(SCC2[NH+]=c3ccccc3=[NH+]2)N1c1ccccc1
ZINC63577389	O=C1C2=C3CCCCC3SC2=NC(SCC2[NH+]=c3ccccc3=[NH+]2)N1c1ccc(Cl)cc1
ZINC39354570	O=C1[NH+]=c2ccc(Cl)cc2=C(c2ccccc2)C1N1CCCC(C(=O)N2CCN(c3cccc[nH+]3)CC2)C1
ZINC63708153	CC1=C(CCC2=[NH+]C3=c4ccccc4=[NH+]C(SCc4ccc(Cl)cc4)N3N2)C(C)N=N1
ZINC63709527	O=C1c2sccc2NC(SCC2[NH+]=c3ccccc3=[NH+]2)N1c1ccc(Br)cc1
ZINC63985828	CCN1C(=O)N(Cc2cccc3ccccc23)C(=O)C12CC[NH+](CC1=c3ccccc3=[NH+]C1)CC2
ZINC64084340	CC(C)CC1(C2CC[NH+](CC3C=c4ccccc4=[NH+]3)CC2)NC(=O)N(CCc2cccs2)C1=O
ZINC64540942	O=C(CC1CCN(C(=O)C2C=c3cc(Cl)ccc3=[NH+]2)CC1)N1CC[NH+](C2CCCCC2)CC1
ZINC64541091	CC(C(=O)N1CC[NH+](C2CCCCC2)CC1)C1CCN(C(=O)C2C=c3cc(Cl)ccc3=[NH+]2)CC1
ZINC64651062	CN(C(=O)c1cccs1)C(Cc1ccccc1F)C1CC[NH+](CC2C=c3ccccc3=[NH+]2)CC1
ZINC64651063	CN(C(=O)c1cccs1)C(Cc1ccccc1F)C1CC[NH+](CC2C=c3ccccc3=[NH+]2)CC1
ZINC65042698	c1ccc(OCCN2c3ccccc3N3C(SCC4[NH+]=c5ccccc5=[NH+]4)NNC23)cc1
ZINC04556134	CC[NH+]1CCc2c(sc3c2C(O)=NC(c2cccs2)N3)C1
ZINC14975916	Cc1ccc(S(=O)(=O)n2cc(CC[NH3+])c3ccccc32)cc1
ZINC19300194	Cc1cc(C[NH+]2CCCC([NH+]3CCC(CO)CC3)C2)cc(C)c1O
ZINC21505427	CC([NH2+]C1CCS(=O)(=O)C1)c1ccc2ccccc2c1O
ZINC21793906	[NH3+]Cc1ccc(S(=O)(=O)N2CCCc3ccccc32)cc1
ZINC32202576	[NH3+]CC(Oc1cccc(Cl)c1)c1ccc2c(c1)OCCO2
ZINC35381978	Cc1cc(C([NH3+])c2cc3c(cc2Br)OCCO3)c(C)o1
ZINC35382055	Cc1cc(C([NH3+])c2cc3c(cc2Cl)OCCCO3)c(C)o1
ZINC35571865	CC[NH2+]C(c1ccc(C)o1)c1cc2c(cc1Cl)NC(=O)C2
ZINC36256404	Cc1sc2nc(-c3ccco3)c(CC[NH3+])n2c1-c1cccs1
ZINC36265400	Cc1ccc(S(=O)(=O)NC2C3C[NH2+]CC32)c(Br)c1
ZINC36265515	O=S(=O)(NC1C2C[NH2+]CC21)c1cc(Cl)sc1Cl
ZINC36269051	CCS(=O)(=O)c1ccc(NC2CC[NH2+]C3(CCC3)C2)cc1
ZINC36824162	COc1cc(C)c(C([NH3+])c2cncc(Br)c2)cc1OC
ZINC36945095	CC1([NH2+]Cc2c(O)ccc3ccccc23)CCS(=O)(=O)C1
ZINC36670700	[NH3+]Cc1ccc(Br)cc1-n1nnc2ccccc21
ZINC37711322	Cn1c(Cl)cnc1COc1c(Cl)cc(Cl)cc1C[NH3+]
ZINC38036950	[NH3+]C(c1nc(Cc2ccc(Cl)cc2)no1)C1CCCCC1
ZINC38128910	[NH3+]C(Cc1ccc([N+](=O)[O-])cc1)c1ccc(Cl)cc1Cl
ZINC39951212	CCCC12CN3CC(CC)(CC[NH+](C1)C3c1ccccc1N)C2=O
ZINC42117469	Cc1cc(Br)cc2c1NC(=O)C2[NH2+]C(C)C1CCCO1
ZINC42437952	CC1CCC(C(N)=O)C[NH+]1CC(=O)c1cc(Cl)sc1Cl
ZINC42611498	CC1CCCCC1N(C)S(=O)(=O)c1ccc(C[NH3+])s1
ZINC42817779	O=C1Nc2c(Br)cccc2C1[NH2+]CC1CCCCO1
ZINC43408733	CCC1COC(C)CN1c1[nH+]c2c(cc1C(N)=S)CCC2
ZINC43410862	CCC1CN(c2[nH+]c3c(cc2C(N)=S)CCCC3)CCO1
ZINC44402915	CCC([NH3+])Cc1c(OC)ccc2c1OC(F)(F)C(F)(F)O2
ZINC44496551	CCn1cc(C([NH3+])c2cc3cc(Br)ccc3o2)cn1
ZINC44730042	Cc1cc(C(C)[NH2+]C2C(=O)Nc3cc(Cl)ccc32)c(C)o1
ZINC45167953	Cc1nn(C)c(C)c1-c1csc(C2([NH3+])CCCC(C)C2)n1
ZINC48797121	Cc1c(C(C)[NH2+]Cc2cccc(Br)c2O)cnn1C
ZINC49162102	COc1ccc2c(c1)NC(=O)C2[NH2+]C(C)c1ccc(C)s1
ZINC50093051	CN(C1(C[NH3+])CCCCCC1)S(=O)(=O)c1ccccc1F
ZINC50370106	COC1CCCC1[NH2+]C1C(=O)Nc2ccc(Br)cc21
ZINC50792788	Cc1sc2nc(C[NH+]3C(C)CCCC3C)nc(N)c2c1C
ZINC50950472	N#Cc1c(NC(=O)CCC2CCCC[NH2+]2)sc2c1CCC2
ZINC51397986	CCC1COC(C)CN1c1ncc(Br)cc1C[NH3+]
ZINC52573653	Cc1nn(Cc2oc3ccccc3c2C[NH3+])c(C)c1Br
ZINC53116603	Cc1nc2scc(C)n2c1C[NH2+]C1(CO)CCCC(C)C1
ZINC58022305	CCc1ccc2sc(N3CCN(C(C)C[NH3+])CC3)nc2c1
ZINC42360110	Cc1[nH+]nc(N(C)Cc2csc(Br)c2)c(CN)c1C
ZINC50563740	CC1CCCN(C(C[NH3+])c2cc(Cl)c3c(c2)OCO3)C1C
ZINC51396566	NCc1cc(N2CCN(c3ccc(Cl)cc3)CC2)cc[nH+]1
ZINC62174014	Cc1cc2c(cc1C)C(O)C([NH+]1CCCCC1CCO)CO2
ZINC62211041	CCOc1ccc(C2C([NH3+])CC(=O)N2C2CCCCC2)cc1
ZINC62287974	Cc1c(C[NH3+])nnn1Cc1c(Cl)ccc(Cl)c1Cl
ZINC62854902	CCCC1(C(=O)Nc2cc(Cl)ccc2C#N)CCC[NH2+]C1
ZINC62859537	CCCC1(C(=O)Nc2sc(C)c(C)c2C#N)CCC[NH2+]C1
ZINC63086945	CC(CC#N)N(C)c1c(N)c[nH+]c2ccc(Br)cc12
ZINC67504489	O=c1ccc2c([nH]1)CCCC2[NH2+]Cc1ccc(N2CCCCC2)cc1
