ZINC06244154	N#CCCSc1nncc2ccccc12
ZINC05626426	Fc1cccc(Cl)c1/C=N/n1c([S-])nnc1-c1cc(-c2ccccc2)n[nH]1
ZINC05625906	Cc1cc(-c2nnc([S-])n2/N=C/c2c3ccccc3cc3ccccc23)[nH]n1
ZINC20254886	CCc1cccc2c(/C=C3\C(=O)N(c4ccc(C)c(Cl)c4)C(=O)N=C3[O-])c[nH]c12
ZINC23425306	O=C([O-])c1ccc2c(=O)nc(/C(Cl)=C/c3cccc(Br)c3)[nH]c2c1
ZINC32595700	Cc1cc(O)c(C(=O)[O-])cc1S(=O)(=O)N1CCCc2cc(F)cc(F)c21
ZINC09597702	Cc1nc2c(C(=O)NC3CCCCC3C)cnn2c([O-])c1Cc1ccccc1F
ZINC06382631	Cc1ccc(Cl)cc1NC(=O)CSc1nc2ncc(Br)cc2[n-]1
ZINC15884969	Cc1ccc(NC(=O)CSc2nc3nc(C)c(Br)cc3[n-]2)cc1F
ZINC18247578	CC(Sc1nc2c(c(=O)[nH]1)CCCC2)C(=O)Nc1ccc(Br)cn1
ZINC06785885	Cc1ccccc1/C=N/n1c([S-])nnc1-c1cc(-c2ccccc2)n[nH]1
ZINC38966617	[S-]C1=NNC(C2N=NC3=C2CCC3)N1/N=C/c1ccc(-c2ccccc2)cc1
ZINC39141075	[O-]C1=NC(=S)N=C2NC(c3ccccc3)=CC(c3ccccc3C(F)(F)F)C12
ZINC39167601	Cc1cc([O-])nc(SCC(=O)NC2SC3CCCCCCC3C2C#N)n1
ZINC39449106	O=C1CC(Cc2ccccc2)Nc2c1n([O-])c(=O)c1cc(Cc3ccccc3)cnc21
ZINC39679740	CC(C)(C)C1N=C2C=C/C(=[NH+]\C(=O)CC3(C(=O)[O-])CCCCCC3)C=C2[N-]1
ZINC39756940	CC12CCC(c3nc4cc(NC(=O)c5ccccc5C(=O)[O-])ccc4nc31)C2(C)C
ZINC39887566	COc1ccccc1N1C([S-])=C(C#N)C(=O)NC1c1ccc(-c2ccccc2)o1
ZINC40124785	O=C1NC(c2c(Cl)cccc2Cl)C(C(=O)c2cc3ccccc3o2)=C1[O-]
ZINC40144096	Cc1ccc(C2CCCC3(C2)NC(=O)C(C#N)=C([S-])N3c2ccccc2C)o1
ZINC40144121	Cc1ccc(C2CCCC3(C2)NC(=O)C(C#N)=C([S-])N3c2ccc(C)c(C)c2)o1
ZINC40144128	CCc1ccc(N2C([S-])=C(C#N)C(=O)NC23CCCC(c2ccc(C)o2)C3)cc1
ZINC40144131	Cc1ccc(N2C([S-])=C(C#N)C(=O)NC23CCCC(c2ccc(C)o2)C3)c(C)c1
ZINC40144135	Cc1ccc(N2C([S-])=C(C#N)C(=O)NC23CCCC(c2ccc(C)o2)C3)c(C)c1
ZINC40144171	Cc1ccc(C)c(N2C([S-])=C(C#N)C(=O)NC23CCCC(c2ccc(C)o2)C3)c1
ZINC44924286	O=c1[nH]nc(-c2nnc([S-])n2-c2cccc3ccccc23)c2ccccc12
ZINC28814235	C=CCn1c([S-])nc2cc(C(=O)Nc3nc4ccc(C)cc4s3)ccc2c1=O
ZINC08772780	CCC(Sc1nc(C)cc(=O)[nH]1)C(=O)Nc1nc2c(s1)CCCC2
ZINC50684668	Cc1c(/C([O-])=C(/C#N)C(=O)NC2CCCCC2)cnn1-c1cccc(Cl)c1
ZINC43204630	Cc1ccc2[nH]c(/C(C#N)=C/c3ccc(-c4ccc(Cl)c(C(=O)[O-])c4)o3)nc2c1
ZINC08767118	Cc1[nH]c2ccccc2c1/C=C1\C(=O)N(c2ccc(C(C)C)cc2)C(=O)N=C1[O-]
ZINC08767118	Cc1[nH]c2ccccc2c1/C=C1/C(=O)N=C([O-])N(c2ccc(C(C)C)cc2)C1=O
ZINC18118760	Cc1cc(C)cc(NC(=O)CSc2nc([O-])c3c(C)cc(C)nc3n2)c1
ZINC13692318	Cc1nn(-c2cccc(Cl)c2C)c2c1C(c1ccc(C(=O)[O-])cc1)CC(O)=N2
ZINC13692318	Cc1nn(-c2cccc(Cl)c2C)c2c1C(c1ccc(C(=O)[O-])cc1)CC(=O)N2
ZINC62824654	CCC1CCCCN1C(=O)Nc1ccc(I)cc1C(=O)[O-]
ZINC09043902	CC12CCC3C(CCC4Cc5nc([O-])c(C#N)c(C#N)c5CC43C)C1CCC2O
ZINC12737975	[O-]c1cc(O)ccc1-c1cs/c(=N/c2ccccc2F)n1/N=C/c1ccccn1
ZINC06507145	COc1ccccc1NC(=O)C1=C(C)N=C2CCCC([O-])=C2C1c1ccc(C)o1
ZINC06507145	COc1ccccc1NC(=O)C1=C(C)NC2=C(C(=O)CCC2)C1c1ccc(C)o1
ZINC66004660	Cc1[nH]c2ccccc2c1/C([O-])=C(/C#N)C(=O)c1csc(-c2ccco2)n1
ZINC66619114	Cc1nc(NC(=O)CC2CC(C)CC(C)(C)C2)sc1-c1nnc([S-])n1C
ZINC04308957	CC1CCCCC12NC(=O)N(CC(=O)N(C)C1CCCCC1)C2=O
ZINC01066364	COC(=O)C1=C(C)Nc2ncnn2C1c1ccc(Br)s1
ZINC04830453	Cc1sc2nc(CSc3nnc4ccccn34)[nH]c(=O)c2c1C
ZINC06848364	O=S1(=O)N=C2CCCCCN2C(c2ccc(OC(F)F)cc2)N1
ZINC08393783	O=C(CN1CCSC1=O)Nc1ccc2c(c1)OC1(CCCC1)O2
ZINC09483822	O=C1CC(c2ccco2)CC2=C1C(c1ccccc1Cl)n1ncnc1N2
ZINC10961378	Cc1cc(C(=O)Nc2ccc(C#N)c(Cl)c2)c2cnn(C(C)C)c2n1
ZINC11247844	N#Cc1cccc(NC(=O)C2CCCN2c2ncnc3ccccc23)c1
ZINC11612567	CC12CC(c3ccoc3)OC(=O)C1CCC1(C)C2C2C=CC1(O)C(=O)O2
ZINC12144785	O=C(c1ccc2nsnc2c1)N1CCCC1c1nc2ccccc2[nH]1
ZINC12117890	OC1c2cc(-c3ccccc3)cnc2Sc2nc(-c3ccncc3)nn21
ZINC12569601	COc1ccc(C)cc1CN1C(=O)NC2(CCOc3ccccc32)C1=O
ZINC13019501	COc1ccc(OC)c2c1CN(c1nc3ccccc3nc1C)CC2O
ZINC24881702	CC(=O)c1ccc(NC(=O)N2CCc3nc4ccncc4cc3C2)cc1
ZINC24952903	Cc1ccc(-c2nnc3n2CCCCC3)cc1N1C(=O)C(C)NC1=S
ZINC32804865	Cc1ccc(-c2nc(C(=O)Nc3ccc4oc(C)nc4c3)cs2)o1
ZINC32960116	Cc1nc(N2CCC(C(=O)NC3CCCC3)CC2)c2c(C)c(C)oc2n1
ZINC33169546	CC(C)NC(=O)C1CCN(c2ncnc3c2oc2ccccc23)CC1
ZINC38510579	Cn1nc2c(c1NC(=O)c1cc3c(ccc4ccccc43)oc1=O)CCC2
ZINC38742383	CC(C)C1=CC(c2nnc3n2NC(c2ccccc2F)S3)N=N1
ZINC38979784	Clc1ccccc1C1Nn2c(nnc2C2N=NC3=C2CCC3)S1
ZINC39478906	CN1NC(C(=O)N2CCC3=NN=C(CC(C)(C)C)C3C2)c2ccccc21
ZINC39553824	Cc1cc(C(=O)NC(C)c2ccco2)c2nc3n(c2n1)CCCCC3
ZINC09157747	CC(C)C(C)NC(=O)c1ccc2c(c1)SC1=NS(=O)(=O)CCN12
ZINC40177487	O=S1(=O)CCC(Nc2ccc(-c3nnc4n3CCCCC4)cc2)C1
ZINC42703424	N#CC1(NC(=O)CN2C(=O)CC3(CCCCC3)C2=O)CCCCCC1
ZINC43824031	CC1CCCN(C(=O)Nc2ccc3nc(N4CCOCC4)sc3c2)C1
ZINC44890979	O=C(NCC1CCCO1)N1CCC(c2nc3ccccc3o2)CC1
ZINC46542742	O=C(c1cc2cc(Cl)ccc2[nH]1)N1CCN(c2ncccn2)CC1
ZINC48105367	CCC1c2ccsc2CCN1C(=O)Nc1cnc2c(c1)c(C)nn2C
ZINC48760077	Cc1cc(=O)[nH]c(Sc2ccc(Br)cc2[N+](=O)[O-])n1
ZINC49060329	O=C1CC(c2noc(-c3ccc4cc[nH]c4c3)n2)CN1c1ccccc1
ZINC50063079	CC1c2ccsc2CCN1C(=O)Nc1ccc2c(c1)n(C)c(=O)n2C
ZINC53976705	CCC1c2ccsc2CCN1C(=O)NCc1nnc2ccccn12
ZINC61795400	Cc1noc(C2CCN(C(=O)NC(C)c3ccccc3Cl)CC2)n1
ZINC63818009	Fc1ccc(Br)cc1-c1nnc2n1NC(C1C=CN=N1)S2
ZINC40448707	CC(C)(C)OC(=O)N1CCC2(CC1)OC(=O)Nc1ccc(F)cc12
ZINC64228962	Cc1noc(C2CCN(C(=O)NC3CCC(C)(C)c4ccccc43)CC2)n1
ZINC65399275	Cn1nc(C2CC(=O)Nc3n[nH]c(C4CCC4)c32)c2c(Cl)cccc21
ZINC65452406	Cn1nc(C(C)(C)C)c2c1NC(=O)CC2c1cnc2ccccc2n1
ZINC65530400	Cc1n[nH]c(C(C)Oc2cc3oc(=O)c(C)c(C)c3cc2Cl)n1
ZINC65861790	Cc1cc(C)cc(N(C)C(=O)c2cc(C3CC3)nc3c2c(=O)[nH]n3C)c1
ZINC66363012	COC(=O)N1CCC(NC(=O)N2CCCC2c2ccc(C)cc2)CC1
ZINC66612237	Cn1cc(NC(=O)C2CC3CCCCC3N2C(=O)c2ccccc2)cn1
ZINC67027343	Cc1cc(F)cc2c1N(C(=O)Cc1c(C)nc3cc(=O)[nH]n3c1C)CCC2
ZINC67283020	Cc1ccc(C#N)cc1NC(=O)N1CCCN(C(=O)C(C)(C)C)CC1
ZINC67285257	Cn1ccc2c(NC(=O)N3CCCN(C(=O)C(C)(C)C)CC3)cccc21
ZINC67371651	N#Cc1ccc(N2CCC(Nc3ccc(Cl)c(C#N)n3)CC2)nc1
ZINC67542001	CCn1cc(NC(=O)N2CCn3cccc3C2c2ccccc2)cn1
ZINC67575323	CC(C)C(=O)N1CCCN(C(=O)Nc2cccc(-n3cccc3)c2)CC1
ZINC04539486	O=[N+]([O-])c1c(Cl)cc([O-])c2c1C1C=CCC1C(c1ccc(Cl)cc1Cl)N2
ZINC05048639	O=C([O-])c1cccc2cccc(-c3c4ccc(=O)cc-4oc4cc(O)ccc34)c12
ZINC00675174	Cc1ccc2nc(-c3ccc(NC(=O)C4CCCCC4C(=O)[O-])cc3)sc2c1
ZINC06079990	O=C([O-])c1cccc2c1NC(c1ccc3c4c(cccc14)CC3)C1C3CCC(C3)C21
ZINC06257590	O=C([O-])c1ccc(C2Nc3ccc(Br)cc3C3C=CCC32)cc1
ZINC06860194	Cc1ccc2nc(-c3ccc(NC(=O)C4CCCCC4C(=O)[O-])cc3)sc2c1
ZINC08205701	COC(=O)c1ccc(C2Nc3c(Cl)cc(C(=O)[O-])cc3C3C=CCC32)cc1
ZINC13172114	COc1cc(NC(=O)c2csc3c2CCC(C)C3)c(Cl)cc1C(=O)[O-]
ZINC15082271	O=C1CC(c2c(F)cccc2Cl)c2sc(C(=O)[O-])c(-c3ccccc3)c2N1
ZINC15224872	O=C([O-])c1cccc2c1NC(c1cccc(Br)c1)C1C3CCC(C3)C21
ZINC17081573	CC(C)(C)C1CCc2c(sc(NC(=O)C3C4C=CC(C4)C3C(=O)[O-])c2C#N)C1
ZINC20550558	CC(NS(=O)(=O)c1ccc2sc([O-])nc2c1)C12CC3CC(CC(C3)C1)C2
ZINC20615636	[O-]c1c(Cl)cc(Cl)c2ccc(N/N=C/c3cc(Br)cs3)nc12
ZINC22341150	O=C1C(C2=CC(c3ccccc3)C(c3c[nH]c4ccccc34)N=N2)=C([O-])c2ccccc21
ZINC23425397	O=C([O-])c1ccc2c(=O)nc(/C(Cl)=C/c3ccc4ccccc4c3)[nH]c2c1
ZINC16428161	O=C1N/C(=N/c2ccc(F)cc2)S/C1=C/c1cc(Br)cc(Cl)c1[O-]
ZINC06567075	Cc1cc(C)c(-c2c/c(=N/S(=O)(=O)c3ccc(Cl)s3)[nH][n-]2)cc1C
ZINC16977663	O=C1OC(c2ccccc2)=C/C1=C/c1nc(=S)[nH]c([O-])c1Cc1ccc(Cl)cc1
ZINC34766492	C=C(C)C1CCC2(C(=O)[O-])CCC3C4CCC5C/C(=N/O)CCC5C4CCC3C12
ZINC34776584	O=C([O-])c1ccc(C2Nc3cc(Cl)cc(Cl)c3C3C4CCC(C4)C23)cc1
ZINC01444778	Cc1ccc(/N=C/c2cc(C)cc(I)c2O)c([O-])c1
ZINC35081949	Cc1ccc([N-]S(=O)(=O)c2c(Cl)cc(Br)cc2Cl)c(O)c1
ZINC35967198	CC(CCC(=O)[O-])C1CCC2C3CCC4CC(O)CCC4(C)C3C=CC12C
ZINC16948806	C=CCn1c(-c2cccc(O)c2)cs/c1=N\N=C1\CC(=O)c2ccccc21
ZINC04576739	CC1=CCC(C(=O)[O-])C(C(=O)Nc2ccc(-c3nc4ccc(C)cc4s3)cc2)C1
ZINC33820809	CC(CCC(=O)[O-])C1CCC2C3CCC4CC(O)CCC4(C)C3C=CC12C
ZINC09290426	[O-]c1nc(-c2cc(Br)ccc2O)nc2c1Cc1c(ccc3ccccc13)O2
ZINC39887464	Cc1ccc(-c2ccc(C3NC(=O)C(C#N)=C([S-])N3c3cc(C)ccc3C)o2)cc1
ZINC39887708	Cc1ccc(-c2ccc(C3NC(=O)C(C#N)=C([S-])N3c3ccc(C)c(C)c3)o2)cc1
ZINC39964683	CC1=NC2C=CC(C3NN=C([S-])N3c3ccc(Br)cc3)=CC2=C1C
ZINC39964685	CC1=NC2C=CC(C3NN=C([S-])N3c3ccc(Br)cc3)=CC2=C1C
ZINC43736153	CC(CCC(=O)[O-])C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C
ZINC43769691	O=C([O-])c1cc(Cl)c2c(c1)C1C=CCC1C(c1cccc(OC3CSC3)c1)N2
ZINC50679732	Cc1nc(-c2ccccc2)sc1/C([O-])=C(/C#N)C(=O)NC1CCCCC1
ZINC50680192	N#C/C(C(=O)NC1CCCCC1)=C([O-])\C=C/c1cc(Cl)ccc1Cl
ZINC20719590	Cc1nc(SC2CCc3ccccc3N=C2O)nc([O-])c1Cc1ccccc1
ZINC20719590	Cc1nc(SC2CCc3ccccc3NC2=O)[nH]c(=O)c1Cc1ccccc1
ZINC12376183	O=c1[nH]c([O-])nc2c1sc1nc3c(c(C(F)(F)F)c12)CC(c1ccccc1)CC3
ZINC56045881	COC(=O)C1=NC(=S)NC(c2ccccc2Cl)/C1=C(\[O-])c1ccccc1
ZINC56049972	COC(=O)C1=NC(=S)NC(c2ccccc2F)/C1=C(\[O-])c1ccc(C)cc1
ZINC05484137	O=c1[nH]nc([O-])c2cccc(/N=C/c3c4ccccc4cc4ccccc34)c12
ZINC63580089	O=C1N=C(c2cccs2)C=C/C1=C1/N=c2sc3ccccc3c2=C([O-])N1
ZINC20421374	CC1(C(=O)[O-])CCC2C(CCC3CC(O)CCC32C)C1CC1=Nc2ccccc2C1=O
ZINC13176146	CCOc1cc(C2C3=C(CC(C)(C)CC3=O)NC3=C2C(=O)c2ccccc23)ccc1O
ZINC17437235	CC1(C)CC2=NC3=C(C(=O)c4ccccc43)C(c3ccc(O)cc3)C2=C([O-])C1
ZINC17437235	CC1(C)CC(=O)C2=C(C1)NC1=C(C(=O)c3ccccc31)C2c1ccc(O)cc1
ZINC01185912	CC1=C(C(=O)Nc2cc(C)ccn2)C(c2ccc(C)cc2)C2=C([O-])CCCC2=N1
ZINC01185912	CC1=C(C(=O)Nc2cc(C)ccn2)C(c2ccc(C)cc2)C2=C(CCCC2=O)N1
ZINC64795365	O=C1CC(c2cccc(Br)c2)c2sc(C(=O)[O-])c(-c3ccccc3)c2N1
ZINC64795887	Cc1ccc(-c2c(C(=O)[O-])sc3c2NC(=O)CC3c2ccc(C)cc2)cc1
ZINC09235917	O=c1[nH]c(-c2cc(Br)cc(Cl)c2[O-])nc2sc3c(c12)CCCC3
ZINC66004475	Cc1[nH]c2ccccc2c1/C([O-])=C(/C#N)C(=O)c1c(Cl)c2ccccc2n1C
ZINC66504547	Cc1[nH]c2ccccc2c1/C([O-])=C(/C#N)C(=O)c1sccc1Br
ZINC02240296	Cc1ccc(-n2c3nc(=O)[nH]c(=O)c-3cc3ccc(Cl)cc32)cc1C
ZINC01288543	CC(C)c1nc2sc3c(ncn4c(=S)[nH]nc34)c2c2c1CCCC2
ZINC05785932	Cc1cc(C)c2c(c1)/C(=N/NC(=O)C1COc3ccccc3O1)CCC2
ZINC03319254	Oc1ccccc1N1CCN(c2ncnc3sc4c(c23)CCC4)CC1
ZINC09051305	O=C(c1c[nH]c2ccccc12)N1CCN(c2nsc3ccccc23)CC1
ZINC09087620	Cn1cc(/C=C2\N=C(O)N(c3cccc(Cl)c3)C2=O)c2ccccc21
ZINC11246729	Cc1ccc(C)c(NC(=O)C2CCCN2c2ncnc3ccccc23)c1
ZINC06802810	Cc1cc(C)c2c(n1)SCC(=O)N2CC(=O)NC1CCCCC1C
ZINC04329918	Cc1ccc(NC(=O)N2CCn3cccc3C2c2ccncc2)cc1C
ZINC13643566	Cc1ccc([N+](=O)[O-])c2c1NC(c1ccc(N(C)C)cc1)C1CC=CC21
ZINC15677378	Cc1cc(C)cc(NS(=O)(=O)c2cc3c(cc2C)N(C)CCO3)c1
ZINC17155709	O=C(Nc1nnc2n1CCS2)C1(c2ccc(Cl)cc2)CCCC1
ZINC20113501	COc1c2c(cc3c1C(C#CC(C)(O)CC(C)C)N(C)CC3)OCO2
ZINC20151196	CNC(=S)N1CCCN(c2nc3c(C)c(C)ccc3cc2C#N)CC1
ZINC20686104	Cc1cc([N+](=O)[O-])cc2c1NC(c1ccc(N(C)C)cc1)C1CC=CC21
ZINC21530789	O=C(Nc1cccc(-c2nnc3n2CCCCC3)c1)C1CC2CCC1C2
ZINC22227409	Cc1ccc(-c2cs/c(=N\C(=O)C(C)N3CCOC(C)C3)[nH]2)cc1
ZINC23580579	Cc1ccccc1-c1n[nH]c2c1CN(c1ncnc3ccsc13)CC2
ZINC00636843	CC1=C(C#N)C(c2cc3c(cc2Br)OCO3)C(C#N)=C(C)N1
ZINC26527221	Cc1c(C(=O)N2CCN(c3ccccc3O)CC2)oc2c(F)cccc12
ZINC27384006	O=C(/C=C/c1ccccc1)Nn1cnc2sc3c(c2c1=O)CCCC3
ZINC32461693	O=C(Cc1cn2ccccc2n1)N1CC=C(c2c[nH]c3ccccc23)CC1
ZINC36354014	CC(C)C(=O)Nc1cccc(N2CCCn3c(nc4ccccc43)C2)c1
ZINC02210686	O=P1(Nc2nc3ccc(Cl)cc3s2)COc2ccccc2O1
ZINC04702664	COc1ccccc1N1CCN(C(=O)c2cc3cc(C)ccc3[nH]2)CC1
ZINC06312811	O=C(CN1C(=O)C2C3C=CC(C3)C2C1=O)NC12CC3CC(CC(C3)C1)C2
ZINC39479746	CSC1=Nc2c(Cl)ncnc2N(C)c2c(Cl)cc(O)cc2C1
ZINC39500175	O=C(NCc1ccccc1)N1CCC2=NN=C(c3ccccc3F)C2C1
ZINC40024486	O=C1N=C(N2CCCCC2)S/C1=C\c1c[nH]nc1-c1ccc(F)cc1
ZINC40160543	O=C(c1nc(Cl)ccc1Cl)N1CCN(c2ccccc2O)CC1
ZINC41306201	CC1Oc2cc(NC(=O)C34CC5CC(CC(C5)C3)C4)ccc2N(C)C1=O
ZINC42023943	O=C(c1cccc2[nH]ncc12)N1CCCCC1c1nc2ccccc2s1
ZINC04436303	CSc1nc2n(n1)C(c1ccccc1C)C1=C(CC(C)(C)CC1=O)N2
ZINC05246715	Cc1cccc(C2C3=C(CC(c4ccccc4)CC3=O)Nc3ncnn32)c1
ZINC05347530	Cc1nc2n(n1)C(c1ccccc1)C1=C(CC(c3ccccc3)CC1=O)N2
ZINC56787085	CC1c2ccsc2CCN1C(=O)Nc1ccc(-c2csnn2)cc1
ZINC58356848	Cc1nn(C)c(C)c1C(C)C(=O)Nc1ccc2c(c1)oc1ccccc12
ZINC31084930	O=C(/N=c1\sccn1Cc1ccccc1Cl)c1ccc[nH]c1=O
ZINC60272807	O=C(Nc1ccc2oc(C3CC3)nc2c1)C1CSc2ccccc2O1
ZINC60526419	N#Cc1c(NC(=O)c2cc(Cl)c3c(c2)OCO3)sc2c1CCC2
ZINC60949471	Cc1ccn2cc(C(=O)Nc3sc4c(c3C#N)CCC(C)C4)nc2c1
ZINC61997602	C/C=C1/CN2CCC34C(=C(C(=O)OC)C1CC23)Nc1c(OC)cccc14
ZINC13730411	CSc1ccc(/C=C/c2nc3n(n2)CC(O)=Nc2ccccc2-3)cc1
ZINC13730411	CSc1ccc(/C=C/c2nc3n(n2)CC(=O)Nc2ccccc2-3)cc1
ZINC47321089	Cc1cc(C2CCCN2C(=O)Nc2ccccc2Br)on1
ZINC65297405	Cc1cc(C)cc(NC(=O)c2c(C)sc3c(=O)n(C(C)C)cnc23)c1
ZINC66966221	Cc1cc(C(=O)N2CCCCC2C)ccc1NC(=O)N1CCCC(C)C1
ZINC66966361	Cc1cc(C(=O)N2CCCCC2C)ccc1NC(=O)N1CCCCCC1
ZINC67060335	N#Cc1ccc(CNC(=O)N2CCOC(c3ccc(F)c(F)c3)C2)cc1
ZINC67302815	CC(C)NC(=O)N1CCN(C(=O)C2CC2c2ccccc2Cl)CC1
ZINC67373799	Cc1nnc(N2CCC(C(O)c3ccc(Cl)cc3)CC2)c(C#N)c1C
ZINC00667921	O=C(CSC(=S)N1CCOCC1)Nc1nc(-c2ccc(C3CCCCC3)cc2)cs1
ZINC03218078	O=C(c1ccccc1NS(=O)(=O)c1ccc(Cl)s1)N1CCC(Cc2ccccc2)CC1
ZINC03667759	CCOc1cc(/C=C2\NC(=S)N(C3CCCCC3)C2=O)ccc1OCc1cccc(Cl)c1
ZINC09461468	CC(C)c1nc2sc3c(SCC(=O)NCCc4ccccc4)ncnc3c2c2c1CCC2
ZINC09588645	C=CCn1c(SC(C(=O)NC2CC2)c2ccccc2)nc2sc3c(c2c1=O)CCC(C)C3
ZINC11786300	COc1ccccc1C1CCCN1C(=O)CCC1(Cc2ccc3ccccc3c2)CCC(=O)N1
ZINC12566041	CC(C)(C)C(=O)/C=c1\s/c(=C\c2cccs2)c(=O)n1CC(=O)NC12CC3CC(CC(C3)C1)C2
ZINC12781384	CC(CCc1ccccc1)NC(=O)C1CCN(S(=O)(=O)c2c(Cl)cccc2Cl)CC1
ZINC12845100	CC(SCc1nc2scc(-c3ccccc3)c2c(=O)[nH]1)C(=O)N1CCCC1c1ccccc1
ZINC06300291	Cc1cc(C)c2[nH]c(=O)c(CN(C3CCCC3)S(=O)(=O)c3cccc(C(F)(F)F)c3)cc2c1
ZINC13502295	Cc1ccc(CN(C(=O)c2ccccn2)C(C(=O)NC2CCCCC2)c2ccc(F)cc2)cc1
ZINC14251225	CC(NC(=O)C1CCN(S(=O)(=O)/C=C/c2ccccc2)CC1)c1ccc(Cl)c(Cl)c1
ZINC14566920	CCCCOc1ccc(C(=O)Nc2ccc(C(=O)N3CCCCC3)cc2)cc1Br
ZINC14722979	CC(=O)N(c1nc(/C=C/C(=O)NCCC23CC4CC(CC(C4)C2)C3)cs1)c1ccccc1F
ZINC14976115	CCC(COC)NC(=O)c1c2n(c(C)cc1=O)-c1ccc(Cl)cc1SC(c1ccsc1)C2
ZINC16226468	COc1ccc(Br)cc1/C=C/C(=O)Nc1cc(C(F)(F)F)ccc1N1CCOCC1
ZINC16511507	O=C(NCC1CCN(c2nc(Cc3ccc(Cl)cc3)ns2)CC1)C1CC1c1ccccc1
ZINC20213423	CCc1cccc(CC)c1NC(=O)CSc1nnc(-c2csc3c2CCC(C)C3)n1C
ZINC20737713	Cc1cccc(CN2C(=O)/C(=C/c3ccccc3)Sc3ccc(C(=O)NCc4cccnc4)cc32)c1
ZINC20819953	CC1CCc2c(sc3nc(SCC(=O)NCC(F)(F)F)n(-c4ccccc4)c(=O)c23)C1
ZINC20838974	C=CCn1c(SCC(=O)Nc2ccc(I)cc2)nnc1C(C)(C)C
ZINC21623305	CC(Sc1nccn1-c1ccc(Br)cc1)C(=O)Nc1ccccc1OC(F)F
ZINC21799697	Cc1cc(C(C)(C)C)cc(C)c1CCNC(=O)C1CCN(S(=O)(=O)c2ccccc2)CC1
ZINC32471465	CC(C)(CNC(=O)C1CCN(S(=O)(=O)c2ccccc2C(F)(F)F)CC1)c1ccccc1
ZINC33113679	COC(=O)c1c(NC(C)=O)sc2c(OCc3c(F)cccc3Cl)c(Br)ccc12
ZINC14009577	O=C(NC(=S)N1CCN(C(c2ccccc2)c2ccccc2)CC1)c1ccc(Br)o1
ZINC33828029	CC(CC(=O)Nc1cccc(C2CC3CN(C(=O)C4CCCC4)CCC3O2)c1)CC(C)(C)C
ZINC34739017	CN1OCC(S(=O)(=O)NCc2cccc(C(F)(F)F)c2)C1c1ccc(C(C)(C)C)cc1
ZINC34935087	C/C(=C\c1ccccc1)CN(CCN1CCOCC1)C(=O)Nc1ccccc1Br
ZINC35396470	CC12C=CC(=O)C=C1CCC1C2CCC2(C)C1CCC2(O)C(=O)COC(=O)Cc1cccs1
ZINC35396472	CC12C=CC(=O)C=C1CCC1C2CCC2(C)C1CCC2(O)C(=O)COC(=O)Cc1cccs1
ZINC36596000	Cc1ccc(C(C(=O)NC(C)(C)C)N(Cc2ccc(C)o2)C(=O)c2cccc(Cl)c2)c(C)c1
ZINC36602778	Cc1ccc(CN(C(=O)c2ccc(F)cc2)C(C(=O)NC2CCCCC2)c2ccccc2C)o1
ZINC12988936	COc1cc2c(cc1OC)C(c1cccs1)N(CC(=O)Nc1c(C)cccc1C(C)C)CC2
ZINC23079177	Cc1ccc(Sc2ncccc2C(=O)NCC(c2ccc(F)cc2)N2CCOCC2)c(C)c1
ZINC38546057	CCc1cc(C(c2ccc(Br)cc2)N2CCOCC2)c(NC(=O)c2ccco2)s1
ZINC38546063	CCc1cc(C(c2cccc(Br)c2)N2CCOCC2)c(NC(=O)c2ccco2)s1
ZINC38555296	Cc1ccc(S(=O)(=O)N2CCCCC2CCNC(=O)C2(c3cccs3)CCCC2)cc1
ZINC38959411	O=C(CSc1nnc(NC(=O)C2Sc3cc(Cl)ccc3C2Cl)s1)c1ccccc1
ZINC39874909	Cc1ccc(/C=C2\SC(=S)N(CCCC(=O)Nc3nc4ccc(C)cc4s3)C2=O)cc1
ZINC44200841	O=C(Cc1csc(SCc2ccc(Cl)cc2Cl)n1)Nc1onc2c1CSC2
ZINC46873014	O=C(Cc1csc(-c2cccc(Br)c2)n1)NCC1(N2CCOCC2)CCCCC1
ZINC57426441	CCCCn1c(SCC(=O)Nc2ccc(Br)c(C)c2)nc2ccsc2c1=O
ZINC24085319	Cc1ccc(C(OCC(O)CN2c3cccc4cccc(c34)S2(=O)=O)c2ccccc2)cc1
ZINC58313225	CC(C)N(Cc1ccc(-c2ccccc2F)s1)C(=O)Nc1ccccc1CN1CCOCC1
ZINC58968740	Cc1nc(CSc2ccccc2C(=O)NCC(C)(C)c2ccc(Br)cc2)no1
ZINC59040803	CCOCc1ccc(CNC(=O)C2CC3CCCCC3N2C(=O)c2cccc(Cl)c2)cc1
ZINC59120347	CCCN(C(=O)c1ccc(NC(=O)c2ccco2)s1)C(C)c1ccccc1Br
ZINC62620979	Cc1c(C#N)c(NC(=O)C(C)Oc2ccc(F)cc2Br)n(Cc2cccs2)c1C
ZINC65006443	Cc1ccc(-c2nc(C)c(C(=O)N3CCC(CC(=O)NCc4cccc(F)c4)CC3)s2)cc1
ZINC01239253	Cc1ccc(C2C3C(=O)CC(c4ccccc4)CC3=Nc3ccccc3N2C(=O)CCC(=O)[O-])cc1
ZINC09540249	CCOc1c(Br)cc(/C=C2\SC(=S)N(c3cccc(C(=O)[O-])c3)C2=O)cc1OC
