ZINC04717953	CC1(C(=O)[O-])CCC(C(=O)N2CCCC2)C1(C)C
ZINC05345382	C[NH+](C)CCCn1cnc2c(c1=[NH2+])C(c1ccccc1)c1c(ccc3ccccc13)O2
ZINC05345383	C[NH+](C)CCCn1cnc2c(c1=[NH2+])C(c1ccccc1)c1c(ccc3ccccc13)O2
ZINC07753503	Cc1ccc(C([NH2+]CC(=O)N2CCN(c3cccc[nH+]3)CC2)c2cccs2)cc1
ZINC08635562	C=CC[NH+](C)CC1C[NH+]2CCC1CC2CNS(=O)(=O)c1ccc(C)cc1
ZINC10435615	CCOc1c(Br)cc(C[NH2+]CCC[NH+](C)C)cc1Br
ZINC11999114	COc1ccc(C[NH+]2CCOc3ccc(C(C)(O)C[NH+](C)C)cc3C2)cc1C
ZINC12745236	COc1cccc(O)c1C[NH+](C)CC1CCC[NH+](CCc2ccccc2F)C1
ZINC12306042	COCC[NH+]1CCCC2(CC[NH+](Cc3c[nH]nc3-c3cc(C)ccc3C)C2)C1
ZINC12306044	COCC[NH+]1CCCC2(CC[NH+](Cc3c[nH]nc3-c3cc(C)ccc3C)C2)C1
ZINC12219975	CC(C)(C[NH+]1CCCC1)C[NH+]1C2CCC1CC(O)(c1ccc(F)cc1)C2
ZINC20049185	CC[NH+](CC)CCCC(C)[NH2+]Cc1ccc(F)cc1Br
ZINC30900198	COc1ccc(Br)cc1C[NH2+]Cc1ccc(N2CCCC2)[nH+]c1
ZINC33172062	CC1CCCC[NH+]1CCCNC(=O)C1CCN(c2[nH+]ccc3sccc23)CC1
ZINC37319689	CC(C[NH+]1CCCCC1)[NH2+]C(C)c1ccc(F)c(Br)c1
ZINC37648859	CC([NH2+]CC1CC[NH+](C2CC2)C1)c1ccc(Cl)c(Cl)c1Cl
ZINC39413167	Cc1ccc(C2[NH+]=NC=C2C[NH2+]CC2SC=NC2c2ccccc2)cc1C
ZINC39964808	C=CCc1cc(/C=C(/C#N)C2[NH+]=c3ccc(C)cc3=[NH+]2)cc(OC)c1O
ZINC40622737	CC(C)[NH+]1CCC(C[NH2+]C2CC(c3ccc(Br)cc3)C2)C1
ZINC40719719	Clc1cccc(Cl)c1COc1ccccc1C[NH2+]CCCn1cc[nH+]c1
ZINC45684352	CC([NH2+]CCCC[NH+](C)C(C)C)c1ccc(I)cc1
ZINC45684477	CCC([NH2+]CCCC[NH+](C)C(C)C)c1cccc(Br)c1
ZINC49149600	CC(C[NH+]1CCCC1)[NH2+]C(C)c1cc2cc(Br)ccc2o1
ZINC08992495	CC(C)CCC1(CC[NH2+]C2CC[NH+](C)CC2)CCOC(C(C)C)C1
ZINC51256988	CCC(C)(C[NH2+]C(C)C)C[NH+](C)Cc1csc(Br)c1
ZINC52517240	CC(C)[NH2+]Cc1ccccc1C[NH+](C)Cc1cc(Br)cs1
ZINC53438064	CC([NH2+]CC[NH+](C)Cc1ccccc1Br)c1ccco1
ZINC53660848	CC(C)C[NH2+]CC1CC[NH+](Cc2sccc2Br)CC1
ZINC51000938	C=CCN1C(=[NH2+])C(c2ccc(OC)c(Br)c2)[NH+]=C1C1CC1
ZINC20562283	CCC([NH2+]CC(C(C)C)[NH+]1CCCC1)c1ccc(Br)cc1
ZINC20418745	Cc1cc(Br)cc(Cl)c1OCCC[NH2+]CC[NH+](C)C
ZINC37188732	CC([NH2+]CC[NH+](C(C)C)C(C)C)c1ccc(F)c(Br)c1
ZINC63089151	c1ccc(C2NN=C(SCC3[NH+]=c4ccccc4=[NH+]3)N2C2CCCCC2)cc1
ZINC63089154	c1ccc(C2NN=C(SCC3[NH+]=c4ccccc4=[NH+]3)N2C2CCCCC2)cc1
ZINC63695346	CC(C)CCNC(=O)C1CCN(C2[NH+]=c3ccc(Cl)cc3=[NH+]2)CC1
ZINC63695498	CCCC(NC(=O)C1CCN(C2[NH+]=c3ccc(Cl)cc3=[NH+]2)CC1)c1cccs1
ZINC63743525	Cc1ccc2c(c1)=[NH+]C(CCc1ccc(NS(=O)(=O)c3ccccc3F)cc1)[NH+]=2
ZINC63751669	Cc1cc2c(cc1C)=[NH+]C(CSc1ccc(NC(=O)CCC3CCCC3)cc1)C(=O)[NH+]=2
ZINC63770219	COc1ccc2c(c1)=[NH+]C(SCC(=O)Nc1cc(F)ccc1C)[NH+]=2
ZINC63829892	O=C(CCCC1=c2ccccc2=[NH+]C1)NCCC1=c2ccccc2=[NH+]C1
ZINC64098170	CC(C)C(CNC(=O)CC1C=c2ccccc2=[NH+]C1=O)[NH+]1CCc2ccccc2C1
ZINC64167363	COc1ccc(N2N=CC(C(C)[NH2+]CC3C=c4ccccc4=[NH+]3)C2C)cc1
ZINC64636365	CC1=c2cc(Cl)ccc2=[NH+]C1CN1CC[NH+](CC(C)C)C(CCO)C1
ZINC65112969	CCCC1[NH+]=c2ccc(CCC(=O)Nc3ccc(C)c(F)c3)cc2=[NH+]1
ZINC65371165	Cc1ccccc1C1N=CC(C[NH2+]CC2C=c3ccc(F)cc3=[NH+]C2=O)S1
ZINC65432639	CCOC(=O)N1CCC([NH2+]CC2CC[NH+](C3CCCC3)CC2)CC1
ZINC66179023	CC1CC(C)C[NH+](CCCCNC(=O)N2CCC([NH+]3CCCC3)C2)C1
ZINC66190497	Cc1ccc(C(CNC(=O)N2CCC([NH+]3CCCC3)C2)[NH+](C)C)cc1
ZINC66536193	O=C(C[NH+]1CCCC1C[NH+]1CCCC1)NCC1CCCc2ccccc21
ZINC02877806	OC(c1ccccc1)C1C[NH+](Cc2ccccc2)CCC1(O)c1ccccc1
ZINC01568067	OC(CC1CCCC[NH2+]1)c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12
ZINC06086220	Cc1ccc(C)c(NC(=O)C([NH2+]C2CCCc3ccccc32)c2ccccc2)c1
ZINC08254557	CCC1C[NH+]2CCC1CC2CNC(=S)Nc1ccc(C)cc1Br
ZINC00823792	O=C(NC([NH2+]Cc1ccco1)C(Cl)(Cl)Cl)c1ccc(Cl)cc1
ZINC04343278	O=C(NC([NH2+]C1CCCCC1)(C(F)(F)F)C(F)(F)F)c1ccccc1
ZINC11664586	COc1ccc2cc(-c3n[nH]cc3C[NH2+]C3(c4ccccc4)CC3)ccc2c1
ZINC12421971	OC(C[NH2+]Cc1ccco1)Cn1c2c(c3cccc(Cl)c31)CCCC2
ZINC05606672	COc1ccc(-c2cc3ccccc3n2CC(O)C[NH2+]C(C)(C)C)cc1
ZINC12993668	CC([NH2+]CC(c1cccs1)c1c[nH]c2ccccc12)C(=O)N1CCCCC1
ZINC17122241	OC(C[NH2+]C1CCCCC1)CO/N=C1/CCSc2c(Cl)cccc21
ZINC20480416	CCOc1ccc(C([NH3+])c2ccc(I)cc2)cc1OCC
ZINC20874576	Cc1ccc(COc2ccc(Br)cc2C[NH2+]CC(C)O)cc1
ZINC29600701	CC1(C)CC(NC(=O)c2ccccc2SCc2cscn2)CC(C)(C)[NH2+]1
ZINC37271462	CC([NH2+]Cc1c[nH]nc1-c1cccs1)c1cccc(Br)c1
ZINC37634314	COc1c(Br)cc(Cl)cc1NC(=O)CC[NH2+]C(C)(C)C
ZINC37722430	CCOc1cc(CC([NH3+])CC)cc(Br)c1OC/C=C/Cl
ZINC05067800	C[NH+](CC(=O)Nc1ccccc1C(F)(F)F)Cc1c(O)ccc2ccccc12
ZINC05073764	CC([NH2+]CC(O)COCCC12CC3CC(CC(C3)C1)C2)c1ccccc1
ZINC05073769	CC([NH2+]CC(O)COCCC12CC3CC(CC(C3)C1)C2)c1ccccc1
ZINC37984920	CC1CCCCC1OCC(O)C[NH2+]Cc1ccc(Br)s1
ZINC38123620	CC(CO)([NH2+]Cc1cccs1)c1cc2cc(Br)ccc2o1
ZINC39315141	S=C(N/N=C/C1=c2ccccc2=[NH+]C1c1ccc(Cl)cc1)Nc1ccccc1
ZINC39485308	CC(C)[NH2+]C1CCN(c2ccc(C(=O)NC(C)c3ccccc3)cc2)CC1
ZINC40744892	OCCC[NH2+]Cc1cc(Br)ccc1OCc1ccccc1F
ZINC42256634	CC(C)CC(C)OCC(O)C[NH2+]C(C)c1ccc(Br)cc1
ZINC42877987	CC([NH3+])Cc1cc2c(cc1OCc1ccc(Br)s1)OCO2
ZINC42962589	COc1ccc(C(Oc2ccc(F)cc2Br)C(C)[NH3+])cc1
ZINC42962595	COc1ccc(C(Oc2ccc(F)cc2Br)C(C)[NH3+])cc1
ZINC43288108	CCc1c(C)nn(C(c2cc(Br)cs2)C([NH3+])CC)c1C
ZINC43289537	CCCOc1ccc(OC(C[NH3+])c2cc(Br)cs2)cc1
ZINC45551789	CCOC(=O)C(C)([NH3+])CCCCSc1ccc(Br)cc1
ZINC45629890	Cc1ccc(OCC(O)C[NH2+]CC2CC=CCC2)c(Br)c1
ZINC50182734	Cc1[nH]ncc1CCC[NH2+]C(C)c1ccc(I)cc1
ZINC51171428	CCOc1cc(Br)c(C([NH3+])c2ccc(Cl)s2)cc1OCC
ZINC51845623	CCOc1cccc(OC(c2ccc(Br)s2)C(C)[NH3+])c1
ZINC58365308	O=C(C[NH+]1CCCC1c1ccc(O)cc1)Nc1ccccc1C(F)(F)F
ZINC12437167	Cc1ccc2c(c1)c1c3n2CCN(CC(O)C[NH2+]Cc2ccccc2)C3CCC1
ZINC59852533	CC(Cc1c(F)cccc1F)NC(=O)NCC(c1cccs1)[NH+](C)C
ZINC61406048	CCC([NH3+])C(Sc1nnc2ccccn12)c1ccc(Br)s1
ZINC62704053	CC([NH3+])Cc1ccc(OCc2csc(C(C)C)n2)c(Br)c1
ZINC62776774	CCC[NH2+]C(c1cc[nH]n1)c1cc(Cl)cc(Br)c1OC
ZINC63664146	COc1ccc2c(c1)=C(CCNC(=S)Nc1ccc(C)cc1C)C(C)[NH+]=2
ZINC64215561	CC1=C(C(=O)NCC(C2=c3ccccc3=[NH+]C2)c2ccccc2)SC(C)N1
ZINC64300041	C[NH+](C)C(CNC(=O)c1[nH]c2ccc(Br)cc2c1Cl)C1CC1
ZINC66348560	O=C(NC1CC[NH+](C2CC2)CC1)NC(c1ccc(Cl)cc1)c1ccsc1
ZINC66390388	Cc1cccc(NC(=O)C(C)[NH2+]CC2(c3ccc(F)cc3)CCOCC2)c1C
ZINC66390484	CC(C)C([NH2+]CC1(c2ccc(F)cc2)CCOCC1)C(=O)NC(C)(C)C
ZINC67247935	CNS(=O)(=O)c1ccc(C(C)[NH2+]Cc2cccc(Cl)c2Cl)cc1
ZINC67400615	CC(C(=O)NC1CCCCC1)[NH+]1CCC(C(O)c2ccc(Cl)cc2)CC1
ZINC04382437	Cc1cccc(Cc2nc3c(c(=O)[nH]2)C[NH+](CC(O)Cc2ccccc2)CC3)c1
ZINC06624482	Cc1ccc2[nH]cc(CC[NH2+]C3CC(=O)N(c4ccc(C(C)C)cc4)C3=O)c2c1
ZINC10086128	Cc1cc(C)c(NC(=O)C(=O)NCC(c2cccc3ccccc23)[NH+](C)C)c(C)c1
ZINC10341591	O=C(C[NH+]1CCc2sccc2C1)Nc1ccccc1C(=O)NC1CCCC1
ZINC11881232	Cc1cc(C)c(C(=O)NCC[NH+]2Cc3ccccc3OC(c3ccsc3)C2)[nH]1
ZINC11934431	C/C(=C\c1ccccc1)C[NH2+]C1CCCc2nc(N3CCC(CO)CC3)ncc21
ZINC12595124	Cc1ccccc1-c1nn(-c2ccc(F)cc2F)cc1C[NH+]1CCCC(C(N)=O)C1
ZINC12613341	COc1ccc2[nH]c(C[NH+]3CCC(CO)(CC4CCCCO4)CC3)c(C)c2c1
ZINC12883859	CCc1ccc(C(CNC(=O)c2ccc3c(c2)NC(=O)C(C)S3)[NH+](C)C)cc1
ZINC12883862	CCc1ccc(C(CNC(=O)c2ccc3c(c2)NC(=O)C(C)S3)[NH+](C)C)cc1
ZINC13722817	O=c1oc2c(C[NH2+]Cc3ccccn3)c(O)ccc2cc1-c1cc(F)cc(F)c1
ZINC20203170	O=C(CC1C(=O)NCC[NH+]1Cc1ccc(F)c(F)c1)NCCc1ccccc1F
ZINC20927484	CC[NH+]1CCc2c(sc(-n3cccc3)c2CNC(=O)NCc2ccccc2)C1
ZINC20995165	Cc1ccc(-n2cc(CNCC[NH+]3CCCC(O)C3)c(-c3cccc(C)c3)n2)cc1
ZINC20995168	Cc1ccc(-n2cc(CNCC[NH+]3CCCC(O)C3)c(-c3cccc(C)c3)n2)cc1
ZINC24258854	CCN1CCN(C(=O)C(C)[NH2+]CC(c2cccs2)c2c[nH]c3ccccc23)CC1
ZINC25829960	CC1CCCC(NC(=O)C(C)[NH+]2CCC(NC(=O)c3ccccc3)CC2)C1C
ZINC35287176	CC(C(=O)Nc1cc(F)ccc1F)[NH+]1CCCC(C(=O)Nc2ccccc2)C1
ZINC35374531	CCC(C)CNC(=O)C1CSC2(CCN(C(=O)CCC3CCCC3)CC2)[NH2+]1
ZINC35746097	C=CC[NH+](Cc1nc2scc(-c3ccccc3F)c2c(=O)[nH]1)CC(C)(C)O
ZINC36039580	O=C(C[NH2+]C1CC1)/N=c1\[nH]c(-c2ccccc2)cn1-c1ccc(F)c(Cl)c1
ZINC36205758	C=CC(C)(O)C[NH+](CC)Cc1nc2scc(-c3ccccc3C)c2c(=O)[nH]1
ZINC38517831	CN1CCc2cc(C(CNC(=O)Nc3cccs3)[NH+]3CCCCC3)ccc21
ZINC36674223	O=C(NCC(c1ccccc1Cl)[NH+]1CCCC1)c1ccc(NC(=O)C2CC2)cc1
ZINC39596959	CCCCC(C)C(=O)N1CC(C(=O)NC(C)c2ccccc2)C2(CC[NH2+]CC2)C1
ZINC39634389	CCCCC(C)C(=O)N1CC(C(=O)NCc2ccc(C)cc2)C2(CC[NH2+]CC2)C1
ZINC39635993	CCCCCCC(=O)N1CC(C(=O)NC2CCCCC2C)C2(CC[NH2+]CC2)C1
ZINC39636064	CCCCC(C)C(=O)N1CC(C(=O)NC2CCCCC2C)C2(CC[NH2+]CC2)C1
ZINC39636470	CCCC(C)C(=O)N1CC(C(=O)NCc2cc(C)ccc2C)C2(CC[NH2+]CC2)C1
ZINC39696267	CCc1ccc(C(C)NC(=O)C2CN(C(=O)CC(C)CC)CC23CC[NH2+]CC3)cc1
ZINC44168796	O=C(NCC1CCCCC1)C1CSCC(c2cc(-c3ccccc3)no2)[NH2+]1
ZINC44397380	COC(=O)c1nn(-c2ccccc2)c(Sc2ccc(Cl)cc2)c1CC[NH3+]
ZINC47861951	C[NH+](C)C(CNC(=O)Nc1cc(F)c(N2CCCC2)c(F)c1)c1ccsc1
ZINC36029028	C=CCN1C(=O)C(C(C)CC)[NH2+]C12CCN(C(=S)Nc1ccc(F)cc1)CC2
ZINC56801924	CC(CNC(=O)NCC1(c2cccc(F)c2)CCOCC1)C[NH+]1CCCCC1
ZINC08493788	Cc1cc(Br)ccc1NC(=O)C[NH+](C)C(C)C(=O)NCC(C)C
ZINC08530471	CSc1ccccc1NC(=O)C[NH+](C)C(C)C(=O)Nc1cc(F)ccc1F
ZINC60061527	O=C(C[NH+](C1CC1)C1CCCc2ccccc21)Nc1ccccc1C(=O)NC1CC1
ZINC63280119	COc1ccccc1C1N/C(=C\C(=O)NCCC2=c3ccccc3=[NH+]C2)CS1
ZINC63328748	CC(CC1=c2ccccc2=[NH+]C1)NC(=O)c1ccc2nc(C(F)(F)F)[nH]c2c1
ZINC63389913	O=C(/C=C1/CSC(n2cccc2)N1)NCCC1=c2cc(Cl)ccc2=[NH+]C1
ZINC63752751	Cc1ccc2c(c1)=C(NC(=O)c1ccc(F)cc1)C(C(=O)NCCC(C)C)[NH+]=2
ZINC63820844	Cc1cccc(C)c1NC(=O)CNC(C(=O)C1=c2ccccc2=[NH+]C1)c1ccccc1
ZINC39995161	CNC(=O)c1cccc(NC(C(=O)C2=c3ccccc3=[NH+]C2)c2ccccc2)c1
ZINC64369774	CCCC1NC(n2cccc2)SC1C(=O)NCCC1=c2ccccc2=[NH+]C1
ZINC66844344	CC(C(=O)Nc1ccc(Cl)cc1F)[NH+](C)CC(=O)Nc1cc(F)cc(F)c1
ZINC66875506	CC(C)c1ccccc1NC(=O)C(C)[NH+]1CCC(NC(=O)CC2CCCC2)CC1
ZINC66875995	O=C(C[NH+]1CCC(NC(=O)CC2CCCC2)CC1)NCC#Cc1ccccc1
ZINC66887612	CNS(=O)(=O)c1ccc(C(C)/[NH+]=C/c2cc(Br)ccc2O)cc1
ZINC67248053	CNS(=O)(=O)c1ccc(C(C)[NH2+]Cc2ccc3cc(OC)ccc3c2)cc1
ZINC00752532	CCOC(=O)C1=C(CC)OC(N)=C(C#N)C1c1cc(Br)cs1
ZINC01043402	Cc1ccc(C)n1-c1ccc(C(=O)NNC(=O)c2ccccc2C(F)(F)F)cc1
ZINC04507429	O=C(CC1Sc2ccccc2NC1=O)N/N=C/c1ccccc1C(F)(F)F
ZINC02980852	COc1ccc(C(=O)NC(=S)Nc2ccc(Cl)cn2)cc1Br
ZINC06214536	Cc1ccc(S(=O)(=O)NNC(=O)/C=C/c2ccc(Cl)cc2Cl)cc1
ZINC07305671	Cc1cc(C)c(NC(=O)CNS(=O)(=O)c2c(C)c(C)cc(C)c2C)c(C)c1
ZINC08273835	COc1ccc(Br)cc1/C=C/C(=O)NNC(=O)c1ccccc1F
ZINC08325952	O=C(CNc1nc(C(F)(F)F)nc2ccccc12)Nc1ccc(F)c(F)c1
ZINC12324750	O=C([O-])C(c1c[nH]c2ccccc12)[NH+]1CCN(c2cccc(C(F)(F)F)c2)CC1
ZINC08144679	Cn1cc(C(=O)NNC(=O)C(c2ccccc2)c2ccccc2)c2ccccc21
ZINC16020204	Cc1ccc(C)c(NC(=O)C(C)SCc2nc3sc(C)c(C)c3c(=O)[nH]2)c1
ZINC16147850	O=S(=O)(NNc1ncc(C(F)(F)F)cc1Cl)c1ccc(Cl)s1
ZINC19136810	Cc1ccc(C(NC(=O)c2cc3ccc(N(C)C)cc3[nH]2)c2ccncc2)cc1
ZINC19213534	Cc1ccc(NC(=O)CSCc2nc3sc4c(c3c(=O)[nH]2)CCC4)c(F)c1
ZINC24296077	CC(Oc1ccc(F)cc1)C(=O)NNC(=O)c1cc(Br)ccc1Cl
ZINC25212484	CC(Nc1ccc(N2CCCC2=O)c(Cl)c1)C(=O)Nc1ccc(F)c(F)c1
ZINC30696942	O=C(NCC(c1ccccc1)N1CCOCC1)c1ccc2[nH]c3c(c2c1)CCCC3
ZINC32255727	O=C1CCSc2ccc(C(=O)NN(Cc3ccccc3)c3ccccc3)cc2N1
ZINC37866298	O=C(NC(=S)NN1CCCCC1c1cccnc1)c1ccc(Cl)cc1Cl
ZINC21933508	CC(NC(=O)C(NC(=O)c1ccc(F)cc1)C(C)C)c1cc2ccccc2o1
ZINC40798844	CCNC(=O)c1c(NC(=O)c2cc3sccc3n2CC)sc2c1CCCC2
ZINC41170597	Cc1ccc2cc(CCNS(=O)(=O)c3ccccc3Cl)c(=O)[nH]c2c1C
ZINC41394375	C=CCn1c(NCC(O)c2ccccc2)nc2sc3c(c2c1=O)CCCC3
ZINC41607396	CCC(Sc1nc2c(c(=O)[nH]1)CCC2)C(=O)Nc1ccc(F)c(F)c1F
ZINC43941306	O=C(NCC1CCN(c2ccccc2F)CC1)C(=O)Nc1ccc(F)c(Cl)c1
ZINC44442027	O=C(Cn1ccc2ccccc21)NCC1CCC(c2nc3ccccc3[nH]2)CC1
ZINC46769958	O=C(/C=C/c1cccc(Br)c1)NCc1ccc(N2CCNC(=O)C2)cc1
ZINC46903651	CC1CCc2sc(C(=O)NNC(=O)C3CCN(CC(F)(F)F)CC3)cc2C1
ZINC47523367	Cc1ccc(C(=O)NC2CC2)cc1NC(=O)N(C)C(C)c1cc(F)ccc1F
ZINC49273578	COc1ccc(C)cc1C(C)NC(=O)C(=O)Nc1cc(Cl)ccc1Cl
ZINC50745026	CCCNc1ncc(Br)cc1C(=O)Nc1ccc(Br)cn1
ZINC51418933	Cc1sc2[nH]c(CCC(=O)NC3(c4ccc(F)cc4)CCC3)nc(=O)c2c1C
ZINC53851066	C=CCNC(=O)Cc1nc2cc(-c3ccc(Cl)cc3Cl)sc2c(=O)[nH]1
ZINC54409190	Cc1ccc(C(C)NC(=O)Nc2ccc(S(=O)(=O)C3CCCC3)cc2)s1
ZINC57020080	CC(NS(=O)(=O)c1ccc2c(c1)CCC(=O)N2)c1ccccc1C(F)(F)F
ZINC15500463	Cc1ccc(NC(=O)CCNS(=O)(=O)c2ccc(C)c(C)c2)c(Cl)c1
ZINC50769698	CCCNc1ncc(Br)cc1C(=O)Nc1ncc(Br)s1
ZINC60213782	CC(=O)Nc1ccc(Cl)cc1NC(=O)C(C)Oc1ccc(Br)cc1
ZINC61720756	CC(C)CNc1nc(C(=O)N2CCC(O)(c3ccc(Cl)cc3)CC2)cs1
ZINC07348049	CC(=O)Nc1ccc(N/C=C(\C#N)c2nc(-c3ccc(C)c(C)c3)cs2)cc1
ZINC62507163	Cc1onc(C(C)(C)C)c1C(=O)NCC(C)(O)c1ccc(Br)cc1
ZINC63599006	CC(=O)NC1(C(=O)Nc2ncc(Cc3ccc(F)cc3F)s2)CCCCC1
ZINC65110645	CNS(=O)(=O)c1ccc(C(C)NC(=O)c2csc3c2CCC(C)C3)cc1
ZINC65580117	Cc1c(NC(=O)c2ccccc2)cccc1NC(=O)c1cc(C)n(C2CC2)c1C
ZINC65598439	Cc1cc(C(=O)NC2CCCC2)ccc1NC(=O)Cc1cccc2cccnc12
ZINC66583657	Cc1cc(NCc2cc(=O)oc3cc4c(cc23)CCC4)ccc1C(=O)NC(C)C
ZINC66751523	CNS(=O)(=O)c1cccc(C(C)NC(=O)c2cc3c(s2)CCC(C)C3)c1
ZINC66954969	Cc1ccc2c(c1C)OCC2NC(=O)Nc1ccccc1SC(C)CC#N
ZINC67028838	CCN(CC)C(=O)C1=C(C)NC(=S)NC1c1cnc(-c2ccccc2)s1
ZINC67646311	Cc1nccn1-c1ccc(CNC(=O)NC2CCCCC2C(F)(F)F)cc1F
ZINC11737588	[NH3+]C(c1c2c(nc3ccccc13)CCCC2)c1c[nH]c2ccccc12
ZINC19968181	[NH3+]C(c1ccc2c(c1)CCC(=O)N2)c1ccccc1Br
ZINC20546159	CC([NH2+]C(C)c1ccc(O)cc1O)c1ccc(Cl)c(Cl)c1
ZINC21814382	CC([NH2+]C(C)c1cc(O)ccc1O)c1ccc(Cl)c(Cl)c1
ZINC22152550	[NH3+]C(c1ccc2c(c1)CCC(=O)N2)c1cccc(Cl)c1Cl
ZINC25182309	C/C(=N/N=c1/[nH]c(-c2ccc(Cl)cc2)cs1)C1=CC=CC([NH3+])C1
ZINC28510180	Cc1cc(Nc2nc(CC(C)[NH3+])cs2)ccc1Br
ZINC32098985	[NH3+]C(c1ccc(Br)cc1)c1ccc2ccccc2c1O
ZINC32203710	Cc1cc(Oc2ccc(C(C)(O)C[NH3+])cc2)cc(C)c1Cl
ZINC35332783	Nc1ccc(Nc2ccc(Br)cc2)c2cc[nH+]cc12
ZINC35359473	[NH3+]C(c1cc(Cl)cc(Cl)c1)c1cc2c(cc1Cl)NC(=O)C2
ZINC35359494	[NH3+]C(c1cc2c(cc1Cl)NC(=O)C2)c1c(Cl)cccc1Cl
ZINC35488366	C[NH2+]C(c1ccc2[nH]c(=O)[nH]c2c1)c1ccc(Br)s1
ZINC36789868	CCCC(C)[NH+](C)CC(=O)Nc1c(Cl)cc(N)cc1Cl
ZINC36812976	CC(Nc1c(N)c[nH+]c2ccc(Br)cc12)c1ccccc1
ZINC36812986	Nc1c[nH+]c2ccc(Br)cc2c1NCc1ccccc1Cl
ZINC36919946	CC([NH2+]C(C)c1ccc(O)cc1O)c1cccc(Br)c1
ZINC36992037	CC([NH2+]C(C)c1ccc(Cl)s1)c1ccc2[nH]c(=O)[nH]c2c1
ZINC37294477	CCC1CCCCC1[NH2+]C(C)c1ccc(S(N)(=O)=O)cc1
ZINC37614449	CC([NH3+])(C(=O)Nc1c(Cl)cc(Cl)cc1Cl)C1CC1
ZINC37616552	Cc1cc(I)ccc1NC(=O)C1([NH3+])CCCC1
ZINC37766983	COc1cc(Br)cc(C)c1NC(=O)C1([NH3+])CCCCC1
ZINC05275637	CC12CCCCC1CCC1C2CCC2(C)C1CCC2(O)C[NH2+]CCO
ZINC38002436	CCCC(C)([NH3+])c1ncc(-c2ccc(Br)s2)[nH]1
ZINC37081571	CC[NH+](C(C)C)C(C)C(=O)Nc1c(N)cc(Cl)cc1Cl
ZINC40853058	CCCC(C)([NH3+])C(=O)Nc1sc2c(c1C#N)CCC(C)C2
ZINC40853064	CCCC(C)([NH3+])C(=O)Nc1sc2c(c1C#N)CCC(C)C2
ZINC41097785	[NH2+]=c1oc(O)c2ccccc2c1Nc1ccc(Cl)cc1Cl
ZINC41542371	COc1ccc2[nH]cc(CC(C[NH3+])c3ccc(C)cc3C)c2c1
ZINC42352286	CC([NH2+]Cc1ccc(Br)cc1)c1ccc(O)cc1O
ZINC42352288	CC([NH2+]Cc1ccc(Br)cc1)c1ccc(O)cc1O
ZINC42561631	CC(C)CC(C)[NH+](C)CC(=O)Nc1c(N)cc(Cl)cc1Cl
ZINC42562317	CC(C)C[NH+](CC(=O)Nc1c(N)cc(Cl)cc1Cl)C(C)C
ZINC43257079	CCC([NH3+])C(Sc1nc2ccccc2[nH]1)c1ccc(Cl)s1
ZINC43257097	CC([NH3+])C(Sc1nc2ccccc2[nH]1)c1ccc(Cl)s1
ZINC43597264	CC(C)CC(C[NH+](C)C)Nc1ccc(N)cc1Br
ZINC44465157	Cn1c(SCc2ccc(Cl)cc2)c(CC([NH3+])CO)c2ccccc21
ZINC45064630	CC(C(=O)Nc1c(N)cc(Cl)cc1Cl)[NH+](C)CC(C)(C)C
ZINC51171465	[NH3+]C(c1ccc(Cl)s1)c1cc2c(cc1Cl)NC(=O)C2
ZINC51171742	CCC[NH2+]C(c1ccc2[nH]c(=O)[nH]c2c1)c1ccc(Cl)s1
ZINC52094525	CCCC(C)C([NH2+]C)c1cc2[nH]c(=O)[nH]c2cc1Br
ZINC52094667	CC[NH2+]C(c1cc2[nH]c(=O)[nH]c2cc1Br)C(C)CC
ZINC57660757	Cc1cc(C)c(Nc2nnc(SCC[NH3+])s2)c(Cl)c1
ZINC57663270	CC1CC(C)C[NH+](CCC(O)c2ccc(OC(C)C)c(N)c2)C1
ZINC58100840	Cc1ccc(C([NH3+])c2cc3c(c(C)c2C)NC(=O)C3(C)C)cc1
ZINC06478156	Cc1ccc(NC(=S)NC2CC(C)(C)[NH2+]C(C)(C)C2)cc1Cl
ZINC59115639	Cc1cc(C)c(NC(=S)NC2CC(C)(C)[NH2+]C(C)(C)C2)c(C)c1
ZINC15946810	OC12CC3CC(C1)C([NH2+]C1C4CC5CC1CC(O)(C5)C4)C(C3)C2
ZINC62037223	CC1CCC(CNC(=O)c2ccc(Br)cc2O)C[NH2+]1
ZINC63210763	[NH3+]C1CCCCCC1NC(=O)c1cc2c(s1)CCCCC2
ZINC00799232	CC1(C)CC(Nc2[nH+]c(Cl)c(C#N)c(Cl)c2Cl)CC(C)(C)[NH2+]1
ZINC32055621	CCN(CC)c1ccc(C(C[NH3+])[NH+]2CCCC(C)C2)cc1
ZINC33463543	COc1cc(C(C[NH3+])[NH+]2CC(C)CC(C)C2)cc(Cl)c1OC
ZINC36790383	CCCC(C)[NH+](C)C1(C[NH3+])CCCCCCCCCCC1
ZINC37157834	CCCN1CC[NH+](C2CC(C(C)(C)C)CCC2C[NH3+])CC1
ZINC37159297	CCC1CCCC[NH+]1C1CC(C(C)(C)CC)CCC1C[NH3+]
ZINC37165215	CCCCC[NH+](C)C(C[NH3+])c1ccc(Br)cc1
ZINC37424774	CC1CC(C)C[NH+](C(C[NH3+])c2cc(Cl)cc(Cl)c2)C1
